,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,552.0,1564.0,552.0,92.0,552.0,497.0,552.0,1380.0,552.0,355.0,552.0,497.0,552.0,560.0,552.0,1564.0,552.0,276.0,552.0,0.0,552.0,560.0,552.0,560.0,552.0,460.0,552.0,148.0,552.0,1380.0,552.0,355.0,552.0,355.0,552.0,92.0,552.0,166.0,552.0,801.0,552.0,184.0,552.0,276.0,552.0,552.0,552.0,979.0,552.0,720.0
1,552.0,1564.0,552.0,92.0,552.0,497.0,552.0,1380.0,552.0,355.0,552.0,497.0,552.0,560.0,552.0,1564.0,552.0,276.0,552.0,560.0,552.0,560.0,552.0,560.0,552.0,460.0,552.0,148.0,552.0,1380.0,552.0,355.0,552.0,355.0,552.0,92.0,552.0,920.0,552.0,534.0,552.0,552.0,552.0,920.0,552.0,552.0,552.0,979.0,552.0,560.0
2,552.0,1564.0,552.0,276.0,552.0,497.0,552.0,1380.0,552.0,355.0,552.0,497.0,552.0,560.0,552.0,1564.0,552.0,276.0,552.0,560.0,552.0,560.0,552.0,560.0,552.0,89.0,552.0,148.0,552.0,1380.0,552.0,355.0,552.0,355.0,552.0,92.0,552.0,552.0,552.0,534.0,552.0,552.0,552.0,276.0,552.0,552.0,552.0,979.0,552.0,460.0
3,552.0,1564.0,552.0,276.0,552.0,497.0,552.0,1380.0,552.0,355.0,552.0,497.0,552.0,560.0,552.0,1564.0,552.0,276.0,552.0,560.0,552.0,720.0,552.0,560.0,552.0,920.0,552.0,148.0,552.0,1380.0,552.0,74.0,552.0,355.0,552.0,460.0,552.0,552.0,552.0,534.0,552.0,552.0,552.0,276.0,552.0,552.0,552.0,184.0,552.0,560.0
4,552.0,1564.0,552.0,276.0,552.0,497.0,552.0,1380.0,552.0,355.0,552.0,497.0,552.0,560.0,552.0,1564.0,552.0,276.0,552.0,560.0,552.0,560.0,552.0,560.0,552.0,460.0,552.0,148.0,552.0,1380.0,552.0,445.0,552.0,355.0,552.0,92.0,552.0,1472.0,552.0,534.0,552.0,552.0,552.0,276.0,552.0,552.0,552.0,552.0,552.0,560.0
5,552.0,1564.0,552.0,276.0,552.0,497.0,552.0,1380.0,552.0,355.0,552.0,497.0,552.0,560.0,552.0,1564.0,552.0,276.0,552.0,160.0,552.0,560.0,552.0,560.0,552.0,552.0,552.0,0.0,552.0,1380.0,552.0,710.0,552.0,355.0,552.0,92.0,552.0,552.0,552.0,534.0,552.0,552.0,552.0,0.0,552.0,552.0,552.0,460.0,552.0,0.0
6,552.0,1564.0,552.0,276.0,552.0,497.0,552.0,1380.0,552.0,355.0,552.0,497.0,552.0,560.0,552.0,1564.0,552.0,276.0,552.0,560.0,552.0,560.0,552.0,560.0,552.0,0.0,552.0,148.0,552.0,1380.0,552.0,355.0,552.0,355.0,552.0,92.0,552.0,552.0,552.0,534.0,552.0,552.0,552.0,1196.0,552.0,552.0,552.0,552.0,552.0,560.0
7,552.0,1564.0,552.0,276.0,552.0,497.0,552.0,1380.0,552.0,355.0,552.0,497.0,552.0,560.0,552.0,92.0,552.0,276.0,552.0,560.0,552.0,560.0,552.0,560.0,552.0,460.0,552.0,736.0,552.0,1380.0,552.0,355.0,552.0,355.0,552.0,92.0,552.0,552.0,552.0,534.0,552.0,644.0,552.0,276.0,552.0,276.0,552.0,0.0,552.0,960.0
8,552.0,1564.0,552.0,276.0,552.0,276.0,552.0,276.0,552.0,497.0,552.0,497.0,552.0,497.0,552.0,1564.0,552.0,276.0,552.0,560.0,552.0,560.0,552.0,560.0,552.0,460.0,552.0,148.0,552.0,1380.0,552.0,355.0,552.0,355.0,552.0,92.0,552.0,828.0,552.0,534.0,552.0,552.0,552.0,276.0,552.0,552.0,552.0,552.0,552.0,0.0
9,552.0,1564.0,552.0,276.0,552.0,276.0,552.0,92.0,552.0,497.0,552.0,497.0,552.0,497.0,552.0,1564.0,552.0,276.0,552.0,560.0,552.0,560.0,552.0,560.0,552.0,460.0,552.0,148.0,552.0,1380.0,552.0,0.0,552.0,355.0,552.0,92.0,552.0,552.0,552.0,178.0,552.0,552.0,552.0,276.0,552.0,552.0,552.0,460.0,552.0,560.0
10,552.0,1564.0,552.0,276.0,552.0,276.0,552.0,276.0,552.0,497.0,552.0,497.0,552.0,497.0,552.0,1564.0,552.0,276.0,552.0,560.0,552.0,560.0,552.0,560.0,552.0,460.0,552.0,74.0,552.0,1380.0,552.0,71.0,552.0,355.0,552.0,92.0,552.0,552.0,552.0,534.0,552.0,552.0,552.0,276.0,552.0,552.0,552.0,0.0,552.0,0.0
11,552.0,1564.0,552.0,552.0,552.0,276.0,552.0,276.0,552.0,639.0,552.0,497.0,552.0,497.0,552.0,1564.0,552.0,276.0,552.0,560.0,552.0,1360.0,552.0,560.0,552.0,460.0,552.0,148.0,552.0,92.0,552.0,355.0,552.0,355.0,552.0,92.0,552.0,552.0,552.0,534.0,552.0,552.0,552.0,276.0,552.0,552.0,552.0,552.0,552.0,560.0
