,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,368.0,89.0,368.0,801.0,368.0,1104.0,368.0,356.0,368.0,1196.0,368.0,368.0,368.0,320.0,368.0,71.0,368.0,71.0,368.0,0.0,368.0,184.0,368.0,0.0,368.0,0.0,368.0,184.0,368.0,184.0,368.0,480.0,368.0,320.0,368.0,184.0,368.0,445.0,368.0,83.0,368.0,368.0,368.0,400.0,368.0,71.0
1,368.0,89.0,368.0,801.0,368.0,1104.0,368.0,356.0,368.0,1196.0,368.0,368.0,368.0,320.0,368.0,71.0,368.0,71.0,368.0,368.0,368.0,184.0,368.0,0.0,368.0,368.0,368.0,276.0,368.0,184.0,368.0,276.0,368.0,400.0,368.0,276.0,368.0,445.0,368.0,83.0,368.0,368.0,368.0,400.0,368.0,71.0
2,368.0,89.0,368.0,801.0,368.0,1104.0,368.0,356.0,368.0,1196.0,368.0,368.0,368.0,320.0,368.0,71.0,368.0,71.0,368.0,368.0,368.0,184.0,368.0,0.0,368.0,368.0,368.0,184.0,368.0,184.0,368.0,320.0,368.0,0.0,368.0,368.0,368.0,445.0,368.0,83.0,368.0,368.0,368.0,400.0,368.0,71.0
3,368.0,89.0,368.0,801.0,368.0,1104.0,368.0,356.0,368.0,1196.0,368.0,368.0,368.0,320.0,368.0,71.0,368.0,71.0,368.0,368.0,368.0,184.0,368.0,1104.0,368.0,368.0,368.0,276.0,368.0,368.0,368.0,320.0,368.0,80.0,368.0,184.0,368.0,445.0,368.0,83.0,368.0,368.0,368.0,240.0,368.0,71.0
4,368.0,89.0,368.0,801.0,368.0,1104.0,368.0,356.0,368.0,1196.0,368.0,368.0,368.0,320.0,368.0,0.0,368.0,71.0,368.0,368.0,368.0,184.0,368.0,0.0,368.0,368.0,368.0,184.0,368.0,184.0,368.0,0.0,368.0,320.0,368.0,368.0,368.0,445.0,368.0,83.0,368.0,368.0,368.0,320.0,368.0,71.0
5,368.0,89.0,368.0,801.0,368.0,1104.0,368.0,356.0,368.0,1196.0,368.0,368.0,368.0,320.0,368.0,1136.0,368.0,71.0,368.0,368.0,368.0,184.0,368.0,0.0,368.0,368.0,368.0,184.0,368.0,184.0,368.0,0.0,368.0,320.0,368.0,0.0,368.0,445.0,368.0,83.0,368.0,368.0,368.0,320.0,368.0,71.0
6,368.0,89.0,368.0,801.0,368.0,1104.0,368.0,356.0,368.0,1196.0,368.0,276.0,368.0,320.0,368.0,71.0,368.0,71.0,368.0,92.0,368.0,184.0,368.0,0.0,368.0,368.0,368.0,184.0,368.0,184.0,368.0,320.0,368.0,320.0,368.0,92.0,368.0,445.0,368.0,83.0,368.0,368.0,368.0,320.0,368.0,0.0
7,368.0,89.0,368.0,801.0,368.0,1104.0,368.0,356.0,368.0,1196.0,368.0,368.0,368.0,320.0,368.0,71.0,368.0,71.0,368.0,368.0,368.0,368.0,368.0,0.0,368.0,368.0,368.0,184.0,368.0,184.0,368.0,160.0,368.0,320.0,368.0,0.0,368.0,390.0,368.0,83.0,368.0,368.0,368.0,320.0,368.0,0.0
8,368.0,89.0,368.0,801.0,368.0,184.0,368.0,89.0,368.0,184.0,368.0,368.0,368.0,356.0,368.0,71.0,368.0,71.0,368.0,368.0,368.0,184.0,368.0,0.0,368.0,276.0,368.0,184.0,368.0,184.0,368.0,480.0,368.0,720.0,368.0,368.0,368.0,445.0,368.0,92.0,368.0,368.0,368.0,320.0,368.0,71.0
9,368.0,89.0,368.0,801.0,368.0,184.0,368.0,1246.0,368.0,184.0,368.0,368.0,368.0,356.0,368.0,71.0,368.0,71.0,368.0,184.0,368.0,184.0,368.0,0.0,368.0,368.0,368.0,184.0,368.0,184.0,368.0,240.0,368.0,880.0,368.0,368.0,368.0,445.0,368.0,83.0,368.0,368.0,368.0,320.0,368.0,71.0
