,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,552.0,623.0,552.0,890.0,552.0,1246.0,552.0,154.0,552.0,83.0,552.0,1246.0,552.0,1104.0,552.0,178.0,552.0,83.0,552.0,1162.0,552.0,83.0,552.0,1104.0,552.0,552.0,552.0,276.0,552.0,0.0,552.0,828.0,552.0,0.0,552.0,1577.0,552.0,267.0,552.0,552.0,552.0,1078.0,552.0,154.0,552.0,154.0,552.0,0.0
1,552.0,623.0,552.0,890.0,552.0,1246.0,552.0,154.0,552.0,83.0,552.0,1246.0,552.0,1104.0,552.0,178.0,552.0,83.0,552.0,83.0,552.0,83.0,552.0,1104.0,552.0,552.0,552.0,276.0,552.0,0.0,552.0,368.0,552.0,92.0,552.0,1577.0,552.0,267.0,552.0,552.0,552.0,154.0,552.0,154.0,552.0,154.0,552.0,0.0
2,552.0,623.0,552.0,890.0,552.0,1246.0,552.0,154.0,552.0,83.0,552.0,178.0,552.0,1104.0,552.0,0.0,552.0,83.0,552.0,83.0,552.0,0.0,552.0,1104.0,552.0,0.0,552.0,276.0,552.0,0.0,552.0,368.0,552.0,552.0,552.0,332.0,552.0,267.0,552.0,552.0,552.0,154.0,552.0,154.0,552.0,154.0,552.0,0.0
3,552.0,623.0,552.0,890.0,552.0,1246.0,552.0,154.0,552.0,83.0,552.0,1513.0,552.0,1104.0,552.0,178.0,552.0,0.0,552.0,83.0,552.0,83.0,552.0,1104.0,552.0,552.0,552.0,276.0,552.0,184.0,552.0,0.0,552.0,92.0,552.0,1577.0,552.0,267.0,552.0,552.0,552.0,154.0,552.0,154.0,552.0,154.0,552.0,0.0
4,552.0,623.0,552.0,890.0,552.0,1246.0,552.0,154.0,552.0,83.0,552.0,1246.0,552.0,1104.0,552.0,368.0,552.0,83.0,552.0,83.0,552.0,332.0,552.0,1104.0,552.0,552.0,552.0,276.0,552.0,0.0,552.0,368.0,552.0,92.0,552.0,1577.0,552.0,267.0,552.0,552.0,552.0,154.0,552.0,408.0,552.0,154.0,552.0,0.0
5,552.0,623.0,552.0,890.0,552.0,1246.0,552.0,154.0,552.0,83.0,552.0,1246.0,552.0,1104.0,552.0,178.0,552.0,83.0,552.0,83.0,552.0,460.0,552.0,184.0,552.0,552.0,552.0,276.0,552.0,92.0,552.0,368.0,552.0,0.0,552.0,1577.0,552.0,267.0,552.0,552.0,552.0,462.0,552.0,154.0,552.0,154.0,552.0,0.0
6,552.0,623.0,552.0,890.0,552.0,1246.0,552.0,154.0,552.0,83.0,552.0,1246.0,552.0,1104.0,552.0,178.0,552.0,83.0,552.0,83.0,552.0,83.0,552.0,1104.0,552.0,552.0,552.0,276.0,552.0,0.0,552.0,368.0,552.0,92.0,552.0,1577.0,552.0,267.0,552.0,0.0,552.0,154.0,552.0,154.0,552.0,154.0,552.0,0.0
7,552.0,623.0,552.0,979.0,552.0,1246.0,552.0,154.0,552.0,83.0,552.0,1246.0,552.0,1104.0,552.0,178.0,552.0,83.0,552.0,83.0,552.0,581.0,552.0,1104.0,552.0,192.0,552.0,92.0,552.0,0.0,552.0,368.0,552.0,92.0,552.0,1577.0,552.0,0.0,552.0,552.0,552.0,154.0,552.0,154.0,552.0,154.0,552.0,0.0
8,552.0,623.0,552.0,890.0,552.0,890.0,552.0,184.0,552.0,552.0,552.0,1246.0,552.0,552.0,552.0,178.0,552.0,166.0,552.0,83.0,552.0,83.0,552.0,368.0,552.0,552.0,552.0,276.0,552.0,0.0,552.0,184.0,552.0,92.0,552.0,1577.0,552.0,267.0,552.0,552.0,552.0,154.0,552.0,154.0,552.0,154.0,552.0,0.0
9,552.0,623.0,552.0,890.0,552.0,890.0,552.0,184.0,552.0,552.0,552.0,1246.0,552.0,552.0,552.0,178.0,552.0,83.0,552.0,83.0,552.0,83.0,552.0,1104.0,552.0,552.0,552.0,0.0,552.0,0.0,552.0,368.0,552.0,0.0,552.0,1577.0,552.0,0.0,552.0,920.0,552.0,154.0,552.0,154.0,552.0,222.0,552.0,0.0
10,552.0,623.0,552.0,890.0,552.0,890.0,552.0,184.0,552.0,552.0,552.0,1246.0,552.0,552.0,552.0,534.0,552.0,83.0,552.0,83.0,552.0,83.0,552.0,1104.0,552.0,552.0,552.0,276.0,552.0,0.0,552.0,368.0,552.0,92.0,552.0,1602.0,552.0,267.0,552.0,552.0,552.0,154.0,552.0,154.0,552.0,552.0,552.0,0.0
