0,3.0,32.0,24.0,24.0,6.0,45.0,3.0,3.0,0.0,3.0,0.0,9.0,36.0,24.0,53.0,3.0,45.0,0.0,3.0,0.0,12.0,42.0,32.0,41.0,6.0,0.0,24.0,45.0,20.0,44.0,30.0,15.0,27.0,24.0,29.0,9.0,36.0,39.0,0.0,0.0,45.0,29.0,24.0,3.0,3.0,0.0,3.0,38.0,35.0,39.0,27.0,32.0,39.0,24.0,0.0,8.0,0.0,53.0,45.0,0.0,6.0,0.0,3.0,17.0,29.0,41.0,3.0,36.0,32.0,0.0,0.0,29.0,33.0,0.0,0.0,53.0,0.0,0.0,0.0,3.0,27.0,39.0,6.0,27.0,24.0,0.0,0.0,9.0,53.0,21.0,0.0,3.0,53.0,45.0,0.0,3.0,36.0,36.0,29.0,29.0,24.0,0.0,18.0,3.0,27.0
1,3.0,32.0,27.0,3.0,3.0,45.0,3.0,6.0,38.0,3.0,36.0,0.0,12.0,29.0,29.0,0.0,15.0,3.0,3.0,0.0,12.0,0.0,12.0,32.0,32.0,24.0,24.0,0.0,0.0,50.0,9.0,45.0,45.0,15.0,15.0,3.0,9.0,3.0,12.0,45.0,3.0,29.0,29.0,3.0,3.0,0.0,3.0,38.0,53.0,42.0,32.0,3.0,53.0,24.0,24.0,15.0,0.0,24.0,45.0,12.0,18.0,9.0,0.0,18.0,8.0,20.0,3.0,36.0,27.0,39.0,33.0,29.0,29.0,18.0,3.0,3.0,0.0,24.0,0.0,42.0,6.0,8.0,39.0,24.0,15.0,33.0,0.0,53.0,39.0,39.0,12.0,3.0,8.0,33.0,0.0,3.0,12.0,0.0,29.0,29.0,53.0,0.0,3.0,3.0,42.0
2,3.0,32.0,3.0,9.0,3.0,45.0,30.0,12.0,3.0,0.0,36.0,8.0,36.0,3.0,29.0,15.0,3.0,18.0,0.0,18.0,0.0,45.0,32.0,18.0,26.0,24.0,24.0,36.0,18.0,12.0,3.0,45.0,45.0,0.0,27.0,8.0,17.0,21.0,26.0,0.0,36.0,29.0,29.0,3.0,6.0,45.0,24.0,35.0,53.0,27.0,32.0,32.0,24.0,24.0,9.0,24.0,12.0,53.0,45.0,45.0,0.0,53.0,3.0,0.0,0.0,3.0,3.0,21.0,3.0,0.0,36.0,29.0,8.0,42.0,12.0,3.0,15.0,8.0,0.0,45.0,3.0,33.0,24.0,21.0,0.0,0.0,0.0,53.0,45.0,15.0,24.0,0.0,0.0,8.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,24.0,3.0,3.0,27.0
3,3.0,32.0,0.0,6.0,3.0,45.0,6.0,3.0,21.0,3.0,36.0,26.0,17.0,29.0,27.0,24.0,39.0,18.0,8.0,0.0,30.0,42.0,3.0,53.0,24.0,45.0,24.0,21.0,0.0,30.0,3.0,45.0,0.0,0.0,3.0,0.0,53.0,3.0,0.0,9.0,21.0,27.0,24.0,3.0,24.0,15.0,3.0,0.0,53.0,42.0,15.0,32.0,24.0,24.0,24.0,0.0,0.0,23.0,45.0,0.0,45.0,21.0,3.0,8.0,24.0,18.0,3.0,36.0,9.0,36.0,42.0,24.0,29.0,3.0,3.0,21.0,8.0,0.0,0.0,0.0,32.0,8.0,32.0,26.0,15.0,6.0,3.0,11.0,0.0,0.0,0.0,3.0,8.0,14.0,6.0,3.0,33.0,53.0,29.0,21.0,3.0,18.0,3.0,29.0,8.0
4,3.0,32.0,3.0,12.0,15.0,30.0,45.0,3.0,3.0,18.0,36.0,45.0,36.0,29.0,29.0,3.0,3.0,3.0,0.0,0.0,0.0,42.0,32.0,0.0,24.0,39.0,24.0,0.0,0.0,27.0,9.0,45.0,0.0,0.0,3.0,8.0,8.0,0.0,36.0,36.0,9.0,29.0,24.0,6.0,21.0,0.0,21.0,35.0,0.0,42.0,32.0,32.0,24.0,21.0,0.0,0.0,0.0,53.0,0.0,29.0,24.0,3.0,36.0,8.0,27.0,41.0,27.0,36.0,0.0,9.0,36.0,21.0,29.0,53.0,0.0,3.0,0.0,12.0,0.0,0.0,32.0,53.0,3.0,24.0,24.0,0.0,33.0,53.0,12.0,36.0,21.0,0.0,8.0,6.0,0.0,3.0,36.0,0.0,29.0,29.0,21.0,0.0,15.0,3.0,23.0
5,3.0,32.0,6.0,24.0,3.0,3.0,0.0,3.0,3.0,3.0,36.0,36.0,36.0,29.0,29.0,24.0,3.0,3.0,0.0,21.0,14.0,42.0,32.0,15.0,24.0,18.0,3.0,18.0,8.0,53.0,39.0,27.0,42.0,3.0,3.0,8.0,8.0,3.0,0.0,0.0,36.0,0.0,29.0,3.0,9.0,21.0,3.0,0.0,39.0,42.0,32.0,15.0,20.0,29.0,24.0,0.0,0.0,3.0,18.0,32.0,27.0,0.0,3.0,42.0,8.0,41.0,15.0,0.0,6.0,24.0,0.0,29.0,24.0,3.0,0.0,24.0,3.0,6.0,0.0,42.0,0.0,9.0,32.0,21.0,24.0,27.0,18.0,53.0,45.0,45.0,18.0,3.0,8.0,0.0,3.0,32.0,36.0,36.0,29.0,0.0,33.0,3.0,0.0,0.0,6.0
6,3.0,32.0,12.0,3.0,18.0,0.0,3.0,12.0,3.0,29.0,36.0,33.0,29.0,29.0,29.0,18.0,24.0,45.0,0.0,0.0,0.0,42.0,32.0,32.0,32.0,24.0,3.0,0.0,39.0,38.0,3.0,0.0,45.0,23.0,3.0,8.0,45.0,21.0,21.0,36.0,18.0,0.0,3.0,3.0,0.0,0.0,45.0,0.0,0.0,42.0,27.0,32.0,27.0,24.0,21.0,0.0,36.0,53.0,45.0,33.0,3.0,36.0,3.0,12.0,17.0,12.0,3.0,3.0,0.0,0.0,45.0,6.0,33.0,24.0,6.0,15.0,0.0,8.0,53.0,9.0,0.0,12.0,32.0,24.0,24.0,0.0,27.0,53.0,45.0,30.0,45.0,3.0,53.0,24.0,24.0,3.0,0.0,0.0,29.0,0.0,0.0,0.0,3.0,3.0,0.0
7,3.0,32.0,0.0,3.0,3.0,17.0,3.0,3.0,0.0,6.0,36.0,9.0,12.0,29.0,6.0,21.0,3.0,0.0,12.0,0.0,0.0,42.0,32.0,0.0,29.0,21.0,24.0,26.0,0.0,0.0,3.0,50.0,9.0,18.0,21.0,8.0,3.0,24.0,0.0,0.0,0.0,3.0,29.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,27.0,32.0,24.0,24.0,0.0,0.0,45.0,24.0,45.0,45.0,3.0,15.0,42.0,8.0,0.0,41.0,3.0,33.0,9.0,24.0,36.0,29.0,24.0,3.0,3.0,12.0,0.0,0.0,0.0,42.0,39.0,6.0,32.0,0.0,3.0,0.0,0.0,0.0,45.0,45.0,3.0,3.0,8.0,0.0,3.0,12.0,36.0,0.0,0.0,39.0,9.0,42.0,24.0,3.0,0.0
8,3.0,32.0,0.0,3.0,3.0,21.0,6.0,24.0,8.0,3.0,30.0,30.0,17.0,29.0,29.0,39.0,36.0,3.0,53.0,3.0,0.0,3.0,3.0,0.0,32.0,24.0,27.0,39.0,39.0,53.0,53.0,45.0,45.0,3.0,24.0,8.0,8.0,3.0,3.0,36.0,36.0,29.0,12.0,39.0,0.0,3.0,3.0,0.0,29.0,0.0,29.0,44.0,24.0,24.0,21.0,8.0,21.0,8.0,45.0,0.0,15.0,15.0,3.0,0.0,39.0,27.0,0.0,36.0,15.0,36.0,36.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,42.0,39.0,17.0,32.0,32.0,24.0,24.0,0.0,0.0,53.0,39.0,15.0,27.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,29.0,42.0,12.0,0.0,3.0,0.0,0.0
9,3.0,32.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,36.0,36.0,29.0,29.0,9.0,3.0,15.0,9.0,8.0,0.0,53.0,3.0,32.0,53.0,32.0,24.0,8.0,24.0,33.0,0.0,45.0,39.0,45.0,11.0,3.0,8.0,8.0,3.0,0.0,36.0,0.0,0.0,0.0,27.0,12.0,18.0,15.0,0.0,0.0,42.0,32.0,32.0,24.0,18.0,0.0,27.0,0.0,53.0,45.0,0.0,42.0,3.0,0.0,0.0,45.0,41.0,3.0,0.0,0.0,6.0,12.0,8.0,3.0,3.0,3.0,45.0,0.0,0.0,0.0,42.0,32.0,0.0,33.0,24.0,21.0,3.0,33.0,53.0,45.0,45.0,0.0,3.0,8.0,8.0,3.0,24.0,12.0,12.0,24.0,29.0,3.0,20.0,3.0,33.0,15.0
