,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.0,445.0,0.0,445.0,0.0,370.0,0.0,86.0,0.0,204.0,0.0,184.0,0.0,250.0,0.0,86.0,0.0,86.0,0.0,178.0,0.0,250.0,0.0,250.0,0.0,250.0,0.0,623.0,0.0,204.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,445.0,0.0,445.0,0.0,370.0,0.0,86.0,0.0,204.0,0.0,370.0,0.0,250.0,0.0,86.0,0.0,602.0,0.0,497.0,0.0,100.0,0.0,50.0,0.0,250.0,0.0,623.0,0.0,272.0,0.0,204.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,445.0,0.0,445.0,0.0,370.0,0.0,86.0,0.0,204.0,0.0,370.0,0.0,250.0,0.0,86.0,0.0,602.0,0.0,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,623.0,0.0,204.0,0.0,296.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,445.0,0.0,445.0,0.0,370.0,0.0,86.0,0.0,204.0,0.0,370.0,0.0,250.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,250.0,0.0,250.0,0.0,623.0,0.0,204.0,0.0,204.0,0.0,0.0,0.0,204.0,0.0,368.0,0.0,0.0,0.0,0.0
4,0.0,445.0,0.0,445.0,0.0,370.0,0.0,86.0,0.0,204.0,0.0,370.0,0.0,250.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,92.0,0.0,250.0,0.0,0.0,0.0,623.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,445.0,0.0,445.0,0.0,370.0,0.0,86.0,0.0,204.0,0.0,666.0,0.0,250.0,0.0,258.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,250.0,0.0,0.0,0.0,68.0,0.0,204.0,0.0,178.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,276.0
6,0.0,445.0,0.0,445.0,0.0,370.0,0.0,86.0,0.0,204.0,0.0,370.0,0.0,250.0,0.0,276.0,0.0,0.0,0.0,100.0,0.0,92.0,0.0,250.0,0.0,250.0,0.0,623.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,445.0,0.0,445.0,0.0,370.0,0.0,86.0,0.0,204.0,0.0,370.0,0.0,250.0,0.0,0.0,0.0,172.0,0.0,460.0,0.0,150.0,0.0,500.0,0.0,250.0,0.0,623.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,445.0,0.0,445.0,0.0,460.0,0.0,178.0,0.0,552.0,0.0,370.0,0.0,370.0,0.0,688.0,0.0,86.0,0.0,497.0,0.0,250.0,0.0,250.0,0.0,552.0,0.0,623.0,0.0,204.0,0.0,204.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,445.0,0.0,445.0,0.0,552.0,0.0,178.0,0.0,370.0,0.0,518.0,0.0,370.0,0.0,86.0,0.0,172.0,0.0,0.0,0.0,300.0,0.0,250.0,0.0,250.0,0.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
