,0,1,2,3,4,5,6,7,8,9,10,11,12,13
50,15.0,11.0,15.0,5.0,15.0,12.0,15.0,15.0,15.0,9.0,15.0,0.0,15.0,5.0
51,15.0,5.0,15.0,5.0,15.0,0.0,15.0,19.0,15.0,10.0,15.0,5.0,15.0,5.0
52,15.0,5.0,15.0,5.0,15.0,9.0,15.0,15.0,15.0,4.0,15.0,5.0,15.0,5.0
53,15.0,5.0,15.0,5.0,15.0,1.0,15.0,21.0,15.0,9.0,15.0,1.0,15.0,5.0
54,15.0,5.0,15.0,5.0,15.0,9.0,15.0,15.0,15.0,13.0,15.0,5.0,15.0,3.0
55,15.0,5.0,15.0,20.0,15.0,16.0,15.0,20.0,15.0,9.0,15.0,5.0,15.0,5.0
56,15.0,10.0,15.0,10.0,15.0,1.0,15.0,15.0,15.0,9.0,15.0,2.0,15.0,0.0
57,15.0,5.0,15.0,5.0,15.0,9.0,15.0,15.0,15.0,3.0,15.0,6.0,15.0,5.0
58,5.0,5.0,5.0,10.0,5.0,4.0,5.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0
59,5.0,10.0,5.0,5.0,5.0,5.0,5.0,15.0,5.0,9.0,5.0,5.0,5.0,10.0
60,5.0,10.0,5.0,1.0,5.0,9.0,5.0,15.0,5.0,10.0,5.0,0.0,5.0,0.0
61,5.0,5.0,5.0,5.0,5.0,9.0,5.0,15.0,5.0,9.0,5.0,5.0,5.0,5.0
62,5.0,5.0,5.0,5.0,5.0,8.0,5.0,11.0,5.0,9.0,5.0,5.0,5.0,5.0
63,10.0,5.0,10.0,10.0,10.0,1.0,10.0,15.0,10.0,0.0,10.0,0.0,10.0,20.0
64,5.0,15.0,5.0,5.0,5.0,9.0,5.0,15.0,5.0,9.0,5.0,10.0,5.0,6.0
65,5.0,10.0,5.0,5.0,5.0,9.0,5.0,15.0,5.0,9.0,5.0,5.0,5.0,0.0
66,5.0,5.0,5.0,5.0,5.0,9.0,5.0,15.0,5.0,7.0,5.0,5.0,5.0,5.0
67,5.0,5.0,5.0,10.0,5.0,16.0,5.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0
68,5.0,6.0,5.0,5.0,5.0,10.0,5.0,15.0,5.0,9.0,5.0,21.0,5.0,10.0
69,5.0,5.0,5.0,5.0,5.0,4.0,5.0,15.0,5.0,9.0,5.0,5.0,5.0,10.0
70,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,9.0,5.0,5.0,5.0,2.0
71,5.0,5.0,5.0,5.0,5.0,9.0,5.0,15.0,5.0,1.0,5.0,5.0,5.0,5.0
72,5.0,0.0,5.0,5.0,5.0,11.0,5.0,15.0,5.0,9.0,5.0,5.0,5.0,5.0
73,5.0,5.0,5.0,5.0,5.0,3.0,5.0,15.0,5.0,9.0,5.0,6.0,5.0,15.0
74,12.0,0.0,12.0,5.0,12.0,10.0,12.0,15.0,12.0,4.0,12.0,5.0,12.0,5.0
75,12.0,5.0,12.0,5.0,12.0,9.0,12.0,15.0,12.0,7.0,12.0,5.0,12.0,25.0
76,12.0,5.0,12.0,0.0,12.0,9.0,12.0,10.0,12.0,21.0,12.0,0.0,12.0,0.0
77,12.0,5.0,12.0,5.0,12.0,9.0,12.0,20.0,12.0,9.0,12.0,5.0,12.0,0.0
78,12.0,5.0,12.0,5.0,12.0,9.0,12.0,15.0,12.0,9.0,12.0,5.0,12.0,5.0
79,12.0,5.0,12.0,5.0,12.0,9.0,12.0,0.0,12.0,9.0,12.0,0.0,12.0,5.0
80,12.0,5.0,12.0,5.0,12.0,7.0,12.0,10.0,12.0,9.0,12.0,0.0,12.0,5.0
81,12.0,20.0,12.0,5.0,12.0,3.0,12.0,1.0,12.0,13.0,12.0,1.0,12.0,5.0
82,12.0,5.0,12.0,5.0,12.0,0.0,12.0,15.0,12.0,6.0,12.0,5.0,12.0,0.0
83,5.0,5.0,5.0,5.0,5.0,9.0,5.0,29.0,5.0,10.0,5.0,5.0,5.0,5.0
84,21.0,5.0,21.0,5.0,21.0,13.0,21.0,5.0,21.0,9.0,21.0,14.0,21.0,5.0
85,4.0,5.0,4.0,0.0,4.0,4.0,4.0,15.0,4.0,9.0,4.0,0.0,4.0,5.0
86,5.0,5.0,5.0,5.0,5.0,9.0,5.0,15.0,5.0,9.0,5.0,5.0,5.0,5.0
87,5.0,5.0,5.0,5.0,5.0,9.0,5.0,15.0,5.0,9.0,5.0,6.0,5.0,5.0
88,5.0,0.0,5.0,0.0,5.0,19.0,5.0,15.0,5.0,9.0,5.0,5.0,5.0,2.0
89,15.0,4.0,15.0,5.0,15.0,9.0,15.0,15.0,15.0,7.0,15.0,5.0,15.0,5.0
90,5.0,4.0,5.0,5.0,5.0,9.0,5.0,20.0,5.0,9.0,5.0,5.0,5.0,5.0
91,5.0,4.0,5.0,5.0,5.0,9.0,5.0,20.0,5.0,11.0,5.0,5.0,5.0,5.0
92,5.0,4.0,5.0,5.0,5.0,9.0,5.0,15.0,5.0,9.0,5.0,5.0,5.0,5.0
93,5.0,4.0,5.0,5.0,5.0,5.0,5.0,15.0,5.0,9.0,5.0,6.0,5.0,5.0
94,5.0,4.0,5.0,25.0,5.0,0.0,5.0,0.0,5.0,9.0,5.0,1.0,5.0,5.0
95,21.0,4.0,21.0,5.0,21.0,9.0,21.0,15.0,21.0,0.0,21.0,16.0,21.0,5.0
96,4.0,4.0,4.0,0.0,4.0,9.0,4.0,15.0,4.0,9.0,4.0,0.0,4.0,5.0
97,5.0,4.0,5.0,0.0,5.0,1.0,5.0,10.0,5.0,8.0,5.0,5.0,5.0,5.0
98,15.0,5.0,15.0,5.0,15.0,4.0,15.0,15.0,15.0,8.0,15.0,0.0,15.0,5.0
99,4.0,5.0,4.0,5.0,4.0,9.0,4.0,15.0,4.0,9.0,4.0,1.0,4.0,5.0
100,5.0,8.0,5.0,14.0,5.0,1.0,5.0,10.0,5.0,6.0,5.0,5.0,5.0,5.0
101,9.0,6.0,9.0,10.0,9.0,5.0,9.0,11.0,9.0,9.0,9.0,5.0,9.0,5.0
102,9.0,5.0,9.0,5.0,9.0,8.0,9.0,15.0,9.0,9.0,9.0,0.0,9.0,5.0
103,9.0,5.0,9.0,0.0,9.0,18.0,9.0,20.0,9.0,9.0,9.0,0.0,9.0,5.0
104,9.0,5.0,9.0,5.0,9.0,9.0,9.0,15.0,9.0,9.0,9.0,6.0,9.0,5.0
105,9.0,11.0,9.0,10.0,9.0,6.0,9.0,15.0,9.0,20.0,9.0,5.0,9.0,5.0
106,9.0,1.0,9.0,5.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,5.0,9.0,5.0
107,9.0,5.0,9.0,11.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,5.0,9.0,5.0
108,9.0,5.0,9.0,5.0,9.0,9.0,9.0,5.0,9.0,8.0,9.0,0.0,9.0,5.0
109,9.0,5.0,9.0,5.0,9.0,9.0,9.0,16.0,9.0,9.0,9.0,5.0,9.0,5.0
110,10.0,5.0,10.0,5.0,10.0,13.0,10.0,15.0,10.0,9.0,10.0,10.0,10.0,5.0
111,5.0,5.0,5.0,5.0,5.0,6.0,5.0,10.0,5.0,15.0,5.0,5.0,5.0,5.0
112,25.0,0.0,25.0,5.0,25.0,9.0,25.0,15.0,25.0,9.0,25.0,2.0,25.0,5.0
113,5.0,14.0,5.0,5.0,5.0,12.0,5.0,15.0,5.0,8.0,5.0,5.0,5.0,0.0
114,15.0,5.0,15.0,5.0,15.0,16.0,15.0,15.0,15.0,9.0,15.0,5.0,15.0,10.0
115,11.0,5.0,11.0,5.0,11.0,9.0,11.0,15.0,11.0,15.0,11.0,5.0,11.0,4.0
116,10.0,5.0,10.0,5.0,10.0,9.0,10.0,0.0,10.0,9.0,10.0,5.0,10.0,10.0
117,5.0,5.0,5.0,20.0,5.0,9.0,5.0,15.0,5.0,9.0,5.0,5.0,5.0,0.0
118,6.0,5.0,6.0,6.0,6.0,0.0,6.0,10.0,6.0,9.0,6.0,5.0,6.0,5.0
119,5.0,5.0,5.0,5.0,5.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0
120,24.0,5.0,24.0,5.0,24.0,9.0,24.0,15.0,24.0,3.0,24.0,5.0,24.0,0.0
121,20.0,5.0,20.0,0.0,20.0,9.0,20.0,15.0,20.0,9.0,20.0,0.0,20.0,5.0
122,20.0,5.0,20.0,5.0,20.0,9.0,20.0,15.0,20.0,9.0,20.0,5.0,20.0,5.0
123,20.0,5.0,20.0,10.0,20.0,9.0,20.0,15.0,20.0,9.0,20.0,5.0,20.0,5.0
124,20.0,5.0,20.0,5.0,20.0,9.0,20.0,20.0,20.0,9.0,20.0,1.0,20.0,5.0
125,20.0,10.0,20.0,10.0,20.0,9.0,20.0,15.0,20.0,2.0,20.0,0.0,20.0,5.0
126,20.0,5.0,20.0,5.0,20.0,10.0,20.0,15.0,20.0,9.0,20.0,5.0,20.0,5.0
127,20.0,5.0,20.0,5.0,20.0,13.0,20.0,20.0,20.0,3.0,20.0,5.0,20.0,4.0
128,20.0,5.0,20.0,10.0,20.0,9.0,20.0,15.0,20.0,10.0,20.0,5.0,20.0,8.0
129,20.0,4.0,20.0,10.0,20.0,6.0,20.0,15.0,20.0,9.0,20.0,5.0,20.0,5.0
130,1.0,5.0,1.0,5.0,1.0,9.0,1.0,15.0,1.0,7.0,1.0,5.0,1.0,5.0
131,5.0,5.0,5.0,5.0,5.0,13.0,5.0,15.0,5.0,3.0,5.0,0.0,5.0,16.0
132,10.0,1.0,10.0,10.0,10.0,10.0,10.0,15.0,10.0,11.0,10.0,0.0,10.0,6.0
133,5.0,5.0,5.0,5.0,5.0,0.0,5.0,16.0,5.0,5.0,5.0,5.0,5.0,5.0
134,0.0,5.0,0.0,5.0,0.0,9.0,0.0,15.0,0.0,9.0,0.0,0.0,0.0,5.0
135,2.0,5.0,2.0,5.0,2.0,9.0,2.0,15.0,2.0,1.0,2.0,0.0,2.0,5.0
136,2.0,5.0,2.0,5.0,2.0,5.0,2.0,15.0,2.0,7.0,2.0,1.0,2.0,5.0
137,2.0,5.0,2.0,5.0,2.0,9.0,2.0,5.0,2.0,9.0,2.0,0.0,2.0,1.0
138,2.0,5.0,2.0,5.0,2.0,9.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,5.0
139,2.0,5.0,2.0,0.0,2.0,9.0,2.0,25.0,2.0,19.0,2.0,5.0,2.0,5.0
140,2.0,16.0,2.0,5.0,2.0,9.0,2.0,15.0,2.0,9.0,2.0,5.0,2.0,5.0
141,2.0,5.0,2.0,10.0,2.0,8.0,2.0,15.0,2.0,2.0,2.0,0.0,2.0,0.0
142,2.0,5.0,2.0,5.0,2.0,14.0,2.0,15.0,2.0,9.0,2.0,5.0,2.0,10.0
143,2.0,0.0,2.0,5.0,2.0,3.0,2.0,15.0,2.0,9.0,2.0,5.0,2.0,0.0
144,2.0,0.0,2.0,5.0,2.0,9.0,2.0,15.0,2.0,9.0,2.0,5.0,2.0,0.0
145,2.0,5.0,2.0,10.0,2.0,9.0,2.0,15.0,2.0,10.0,2.0,10.0,2.0,5.0
146,2.0,5.0,2.0,5.0,2.0,17.0,2.0,15.0,2.0,9.0,2.0,5.0,2.0,5.0
147,2.0,5.0,2.0,5.0,2.0,9.0,2.0,20.0,2.0,9.0,2.0,5.0,2.0,5.0
148,2.0,5.0,2.0,5.0,2.0,1.0,2.0,30.0,2.0,9.0,2.0,6.0,2.0,1.0
149,2.0,5.0,2.0,5.0,2.0,5.0,2.0,20.0,2.0,9.0,2.0,1.0,2.0,5.0
150,2.0,5.0,2.0,5.0,2.0,9.0,2.0,5.0,2.0,3.0,2.0,5.0,2.0,6.0
151,2.0,1.0,2.0,10.0,2.0,3.0,2.0,20.0,2.0,9.0,2.0,5.0,2.0,5.0
152,2.0,5.0,2.0,5.0,2.0,11.0,2.0,20.0,2.0,4.0,2.0,5.0,2.0,5.0
153,2.0,19.0,2.0,14.0,2.0,9.0,2.0,15.0,2.0,9.0,2.0,5.0,2.0,9.0
154,2.0,15.0,2.0,5.0,2.0,1.0,2.0,20.0,2.0,20.0,2.0,6.0,2.0,5.0
155,2.0,0.0,2.0,10.0,2.0,9.0,2.0,15.0,2.0,9.0,2.0,5.0,2.0,5.0
156,2.0,5.0,2.0,5.0,2.0,8.0,2.0,11.0,2.0,20.0,2.0,5.0,2.0,20.0
157,2.0,5.0,2.0,5.0,2.0,5.0,2.0,15.0,2.0,9.0,2.0,1.0,2.0,5.0
158,2.0,10.0,2.0,4.0,2.0,13.0,2.0,20.0,2.0,9.0,2.0,5.0,2.0,5.0
159,2.0,5.0,2.0,7.0,2.0,9.0,2.0,9.0,2.0,9.0,2.0,5.0,2.0,5.0
160,2.0,5.0,2.0,5.0,2.0,9.0,2.0,2.0,2.0,9.0,2.0,5.0,2.0,5.0
161,2.0,5.0,2.0,5.0,2.0,9.0,2.0,15.0,2.0,9.0,2.0,5.0,2.0,5.0
162,2.0,5.0,2.0,5.0,2.0,1.0,2.0,11.0,2.0,9.0,2.0,5.0,2.0,5.0
163,2.0,5.0,2.0,5.0,2.0,0.0,2.0,15.0,2.0,9.0,2.0,5.0,2.0,5.0
164,2.0,1.0,2.0,5.0,2.0,9.0,2.0,15.0,2.0,4.0,2.0,5.0,2.0,0.0
165,2.0,5.0,2.0,5.0,2.0,17.0,2.0,10.0,2.0,9.0,2.0,5.0,2.0,6.0
166,2.0,5.0,2.0,5.0,2.0,9.0,2.0,15.0,2.0,6.0,2.0,5.0,2.0,5.0
167,2.0,5.0,2.0,5.0,2.0,9.0,2.0,15.0,2.0,9.0,2.0,5.0,2.0,0.0
168,2.0,5.0,2.0,5.0,2.0,15.0,2.0,15.0,2.0,8.0,2.0,0.0,2.0,0.0
169,2.0,10.0,2.0,5.0,2.0,10.0,2.0,19.0,2.0,20.0,2.0,5.0,2.0,6.0
170,2.0,5.0,2.0,19.0,2.0,9.0,2.0,15.0,2.0,5.0,2.0,5.0,2.0,5.0
171,2.0,10.0,2.0,5.0,2.0,4.0,2.0,6.0,2.0,1.0,2.0,5.0,2.0,1.0
172,2.0,5.0,2.0,20.0,2.0,21.0,2.0,18.0,2.0,14.0,2.0,5.0,2.0,20.0
173,2.0,5.0,2.0,5.0,2.0,8.0,2.0,18.0,2.0,9.0,2.0,5.0,2.0,5.0
174,2.0,15.0,2.0,5.0,2.0,12.0,2.0,18.0,2.0,9.0,2.0,0.0,2.0,5.0
175,2.0,15.0,2.0,5.0,2.0,2.0,2.0,18.0,2.0,9.0,2.0,5.0,2.0,5.0
176,5.0,5.0,5.0,5.0,5.0,9.0,5.0,18.0,5.0,5.0,5.0,5.0,5.0,5.0
177,10.0,5.0,10.0,10.0,10.0,6.0,10.0,18.0,10.0,10.0,10.0,5.0,10.0,5.0
178,5.0,5.0,5.0,5.0,5.0,3.0,5.0,17.0,5.0,7.0,5.0,0.0,5.0,10.0
179,15.0,11.0,15.0,5.0,15.0,9.0,15.0,18.0,15.0,9.0,15.0,5.0,15.0,5.0
180,5.0,0.0,5.0,0.0,5.0,20.0,5.0,18.0,5.0,16.0,5.0,5.0,5.0,0.0
181,3.0,5.0,3.0,5.0,3.0,9.0,3.0,18.0,3.0,9.0,3.0,5.0,3.0,5.0
182,15.0,6.0,15.0,5.0,15.0,9.0,15.0,19.0,15.0,9.0,15.0,0.0,15.0,5.0
183,15.0,5.0,15.0,5.0,15.0,21.0,15.0,18.0,15.0,9.0,15.0,0.0,15.0,5.0
184,15.0,5.0,15.0,5.0,15.0,12.0,15.0,18.0,15.0,0.0,15.0,5.0,15.0,4.0
185,15.0,6.0,15.0,5.0,15.0,16.0,15.0,9.0,15.0,17.0,15.0,0.0,15.0,5.0
186,15.0,5.0,15.0,5.0,15.0,1.0,15.0,18.0,15.0,9.0,15.0,2.0,15.0,5.0
187,15.0,5.0,15.0,5.0,15.0,10.0,15.0,18.0,15.0,0.0,15.0,1.0,15.0,5.0
188,15.0,5.0,15.0,16.0,15.0,20.0,15.0,18.0,15.0,9.0,15.0,0.0,15.0,5.0
189,15.0,5.0,15.0,4.0,15.0,26.0,15.0,18.0,15.0,8.0,15.0,0.0,15.0,0.0
190,15.0,5.0,15.0,5.0,15.0,24.0,15.0,18.0,15.0,9.0,15.0,0.0,15.0,5.0
191,5.0,5.0,5.0,5.0,5.0,20.0,5.0,14.0,5.0,12.0,5.0,5.0,5.0,0.0
192,0.0,5.0,0.0,5.0,0.0,20.0,0.0,18.0,0.0,9.0,0.0,10.0,0.0,10.0
193,5.0,7.0,5.0,5.0,5.0,20.0,5.0,30.0,5.0,9.0,5.0,5.0,5.0,4.0
194,5.0,5.0,5.0,5.0,5.0,15.0,5.0,18.0,5.0,35.0,5.0,6.0,5.0,5.0
195,5.0,5.0,5.0,6.0,5.0,20.0,5.0,18.0,5.0,11.0,5.0,5.0,5.0,5.0
196,10.0,5.0,10.0,5.0,10.0,20.0,10.0,23.0,10.0,9.0,10.0,5.0,10.0,5.0
197,5.0,28.0,5.0,10.0,5.0,20.0,5.0,18.0,5.0,9.0,5.0,5.0,5.0,0.0
198,4.0,5.0,4.0,5.0,4.0,20.0,4.0,14.0,4.0,0.0,4.0,6.0,4.0,5.0
199,0.0,5.0,0.0,5.0,0.0,20.0,0.0,18.0,0.0,9.0,0.0,0.0,0.0,5.0
200,0.0,10.0,0.0,15.0,0.0,23.0,0.0,18.0,0.0,9.0,0.0,5.0,0.0,5.0
201,5.0,5.0,5.0,6.0,5.0,15.0,5.0,18.0,5.0,9.0,5.0,5.0,5.0,5.0
202,14.0,5.0,14.0,5.0,14.0,20.0,14.0,10.0,14.0,20.0,14.0,10.0,14.0,5.0
203,10.0,15.0,10.0,6.0,10.0,16.0,10.0,19.0,10.0,9.0,10.0,6.0,10.0,5.0
204,15.0,5.0,15.0,5.0,15.0,12.0,15.0,18.0,15.0,9.0,15.0,5.0,15.0,5.0
205,15.0,5.0,15.0,4.0,15.0,3.0,15.0,13.0,15.0,9.0,15.0,5.0,15.0,0.0
206,15.0,5.0,15.0,5.0,15.0,9.0,15.0,18.0,15.0,9.0,15.0,1.0,15.0,0.0
207,15.0,20.0,15.0,5.0,15.0,9.0,15.0,24.0,15.0,0.0,15.0,5.0,15.0,5.0
208,15.0,15.0,15.0,5.0,15.0,9.0,15.0,18.0,15.0,9.0,15.0,5.0,15.0,0.0
209,15.0,5.0,15.0,5.0,15.0,2.0,15.0,18.0,15.0,6.0,15.0,0.0,15.0,5.0
210,15.0,5.0,15.0,10.0,15.0,0.0,15.0,18.0,15.0,9.0,15.0,5.0,15.0,5.0
211,15.0,10.0,15.0,5.0,15.0,9.0,15.0,13.0,15.0,9.0,15.0,5.0,15.0,5.0
212,15.0,5.0,15.0,0.0,15.0,1.0,15.0,5.0,15.0,9.0,15.0,5.0,15.0,5.0
213,5.0,5.0,5.0,5.0,5.0,8.0,5.0,15.0,5.0,0.0,5.0,5.0,5.0,5.0
214,5.0,5.0,5.0,0.0,5.0,6.0,5.0,18.0,5.0,34.0,5.0,5.0,5.0,5.0
215,5.0,5.0,5.0,0.0,5.0,3.0,5.0,18.0,5.0,9.0,5.0,5.0,5.0,0.0
216,5.0,5.0,5.0,5.0,5.0,9.0,5.0,14.0,5.0,9.0,5.0,5.0,5.0,5.0
217,5.0,0.0,5.0,10.0,5.0,14.0,5.0,18.0,5.0,10.0,5.0,5.0,5.0,0.0
218,5.0,6.0,5.0,5.0,5.0,9.0,5.0,16.0,5.0,16.0,5.0,5.0,5.0,5.0
219,5.0,0.0,5.0,5.0,5.0,9.0,5.0,18.0,5.0,9.0,5.0,5.0,5.0,6.0
220,13.0,5.0,13.0,5.0,13.0,9.0,13.0,19.0,13.0,10.0,13.0,6.0,13.0,10.0
221,5.0,0.0,5.0,0.0,5.0,8.0,5.0,24.0,5.0,9.0,5.0,5.0,5.0,5.0
222,5.0,10.0,5.0,0.0,5.0,1.0,5.0,18.0,5.0,8.0,5.0,6.0,5.0,5.0
223,5.0,6.0,5.0,1.0,5.0,3.0,5.0,23.0,5.0,9.0,5.0,5.0,5.0,5.0
224,5.0,5.0,5.0,5.0,5.0,10.0,5.0,18.0,5.0,9.0,5.0,5.0,5.0,5.0
225,5.0,5.0,5.0,15.0,5.0,9.0,5.0,23.0,5.0,3.0,5.0,5.0,5.0,5.0
226,5.0,5.0,5.0,10.0,5.0,9.0,5.0,20.0,5.0,26.0,5.0,5.0,5.0,6.0
227,5.0,5.0,5.0,5.0,5.0,9.0,5.0,18.0,5.0,9.0,5.0,5.0,5.0,5.0
228,5.0,10.0,5.0,0.0,5.0,6.0,5.0,41.0,5.0,10.0,5.0,5.0,5.0,5.0
229,5.0,5.0,5.0,5.0,5.0,15.0,5.0,18.0,5.0,9.0,5.0,5.0,5.0,0.0
230,5.0,5.0,5.0,5.0,5.0,1.0,5.0,23.0,5.0,5.0,5.0,0.0,5.0,5.0
231,10.0,10.0,10.0,4.0,10.0,9.0,10.0,8.0,10.0,8.0,10.0,0.0,10.0,1.0
232,5.0,5.0,5.0,5.0,5.0,9.0,5.0,18.0,5.0,9.0,5.0,5.0,5.0,15.0
233,5.0,5.0,5.0,5.0,5.0,11.0,5.0,8.0,5.0,9.0,5.0,5.0,5.0,5.0
234,5.0,5.0,5.0,5.0,5.0,3.0,5.0,30.0,5.0,1.0,5.0,1.0,5.0,4.0
235,5.0,5.0,5.0,5.0,5.0,3.0,5.0,24.0,5.0,9.0,5.0,6.0,5.0,5.0
236,6.0,5.0,6.0,5.0,6.0,4.0,6.0,18.0,6.0,15.0,6.0,5.0,6.0,5.0
237,5.0,10.0,5.0,5.0,5.0,45.0,5.0,14.0,5.0,3.0,5.0,5.0,5.0,5.0
238,16.0,5.0,16.0,5.0,16.0,9.0,16.0,21.0,16.0,9.0,16.0,6.0,16.0,5.0
239,5.0,5.0,5.0,0.0,5.0,4.0,5.0,18.0,5.0,9.0,5.0,5.0,5.0,5.0
