,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,63.0,53.0,63.0,0.0,63.0,1.0,63.0,24.0,63.0,88.0,63.0,61.0,63.0,23.0,63.0,31.0,63.0,61.0,63.0,109.0,63.0,22.0,63.0,61.0,63.0,61.0,63.0,35.0,63.0,16.0,63.0,25.0,63.0,64.0,63.0,129.0,63.0,100.0,63.0,173.0,63.0,121.0,63.0,0.0,63.0,116.0
1,61.0,53.0,61.0,0.0,61.0,1.0,61.0,24.0,61.0,88.0,61.0,12.0,61.0,23.0,61.0,61.0,61.0,61.0,61.0,109.0,61.0,22.0,61.0,5.0,61.0,61.0,61.0,53.0,61.0,59.0,61.0,25.0,61.0,64.0,61.0,129.0,61.0,100.0,61.0,173.0,61.0,121.0,61.0,61.0,61.0,29.0
2,61.0,53.0,61.0,0.0,61.0,1.0,61.0,24.0,61.0,88.0,61.0,61.0,61.0,23.0,61.0,61.0,61.0,61.0,61.0,109.0,61.0,22.0,61.0,61.0,61.0,61.0,61.0,53.0,61.0,16.0,61.0,25.0,61.0,64.0,61.0,129.0,61.0,25.0,61.0,173.0,61.0,53.0,61.0,11.0,61.0,28.0
3,61.0,53.0,61.0,0.0,61.0,1.0,61.0,24.0,61.0,88.0,61.0,61.0,61.0,23.0,61.0,61.0,61.0,61.0,61.0,109.0,61.0,22.0,61.0,61.0,61.0,61.0,61.0,53.0,61.0,16.0,61.0,25.0,61.0,64.0,61.0,129.0,61.0,100.0,61.0,173.0,61.0,121.0,61.0,22.0,61.0,0.0
4,61.0,53.0,61.0,0.0,61.0,1.0,61.0,24.0,61.0,88.0,61.0,61.0,61.0,23.0,61.0,61.0,61.0,61.0,61.0,109.0,61.0,22.0,61.0,61.0,61.0,61.0,61.0,25.0,61.0,16.0,61.0,25.0,61.0,64.0,61.0,129.0,61.0,63.0,61.0,173.0,61.0,121.0,61.0,61.0,61.0,26.0
5,61.0,53.0,61.0,0.0,61.0,1.0,61.0,24.0,61.0,88.0,61.0,61.0,61.0,23.0,61.0,61.0,61.0,4.0,61.0,109.0,61.0,22.0,61.0,61.0,61.0,61.0,61.0,53.0,61.0,16.0,61.0,25.0,61.0,64.0,61.0,129.0,61.0,21.0,61.0,173.0,61.0,121.0,61.0,61.0,61.0,53.0
6,61.0,53.0,61.0,0.0,61.0,1.0,61.0,24.0,61.0,88.0,61.0,61.0,61.0,23.0,61.0,61.0,61.0,61.0,61.0,109.0,61.0,22.0,61.0,61.0,61.0,41.0,61.0,53.0,61.0,16.0,61.0,25.0,61.0,64.0,61.0,129.0,61.0,100.0,61.0,173.0,61.0,121.0,61.0,61.0,61.0,53.0
7,61.0,53.0,61.0,0.0,61.0,1.0,61.0,24.0,61.0,88.0,61.0,61.0,61.0,23.0,61.0,61.0,61.0,61.0,61.0,109.0,61.0,22.0,61.0,61.0,61.0,61.0,61.0,3.0,61.0,16.0,61.0,25.0,61.0,64.0,61.0,129.0,61.0,100.0,61.0,173.0,61.0,121.0,61.0,61.0,61.0,3.0
8,61.0,53.0,61.0,61.0,61.0,1.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,7.0,61.0,36.0,61.0,61.0,61.0,61.0,61.0,88.0,61.0,61.0,61.0,31.0,61.0,53.0,61.0,16.0,61.0,25.0,61.0,64.0,61.0,8.0,61.0,100.0,61.0,109.0,61.0,121.0,61.0,61.0,61.0,15.0
9,61.0,53.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,37.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,53.0,61.0,16.0,61.0,25.0,61.0,64.0,61.0,76.0,61.0,100.0,61.0,109.0,61.0,121.0,61.0,61.0,61.0,53.0
