0,5.0,5.0,1.0,5.0,5.0,5.0,10.0,5.0,5.0,5.0,2.0,2.0,1.0,5.0,12.0,5.0,4.0,4.0,0.0,1.0,5.0,10.0,0.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,2.0,15.0,15.0,31.0,7.0,7.0,5.0,5.0,10.0,0.0,0.0,30.0,0.0,30.0,9.0,5.0,9.0,5.0,5.0,5.0,29.0,10.0,5.0,0.0,5.0,4.0,4.0,10.0,0.0,5.0,0.0,5.0,5.0,0.0,1.0,5.0,14.0,0.0,1.0,1.0,4.0,14.0,15.0,7.0,7.0,16.0,5.0,5.0,6.0,0.0,0.0,30.0,30.0,26.0,0.0,0.0,10.0,11.0,5.0,2.0,1.0,0.0,5.0,4.0,4.0,10.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,1.0,1.0,4.0,5.0,1.0,15.0,0.0,20.0,11.0,7.0,5.0,5.0,5.0,0.0,0.0,20.0,30.0,2.0,2.0,4.0,0.0,0.0,32.0,32.0,0.0,5.0,0.0,2.0,2.0,2.0,5.0,5.0,9.0,5.0,1.0
1,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,6.0,10.0,6.0,2.0,0.0,1.0,5.0,15.0,4.0,14.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,0.0,0.0,1.0,1.0,0.0,15.0,15.0,7.0,7.0,1.0,10.0,7.0,0.0,0.0,0.0,31.0,30.0,25.0,4.0,10.0,9.0,5.0,5.0,5.0,8.0,6.0,1.0,5.0,9.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,10.0,14.0,32.0,1.0,16.0,17.0,1.0,17.0,15.0,7.0,11.0,7.0,1.0,5.0,9.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,5.0,5.0,15.0,2.0,10.0,5.0,4.0,0.0,2.0,20.0,10.0,5.0,14.0,5.0,5.0,0.0,7.0,1.0,1.0,11.0,1.0,15.0,15.0,15.0,7.0,7.0,5.0,5.0,5.0,1.0,0.0,20.0,30.0,2.0,3.0,35.0,0.0,0.0,0.0,32.0,32.0,5.0,10.0,4.0,2.0,0.0,5.0,5.0,16.0,4.0,0.0
2,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,0.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,10.0,4.0,4.0,5.0,10.0,0.0,5.0,5.0,10.0,5.0,15.0,1.0,0.0,5.0,0.0,15.0,15.0,15.0,7.0,7.0,1.0,5.0,5.0,0.0,0.0,0.0,30.0,30.0,10.0,4.0,20.0,9.0,4.0,5.0,1.0,2.0,10.0,5.0,5.0,1.0,15.0,4.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,4.0,1.0,15.0,15.0,7.0,5.0,7.0,5.0,0.0,5.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,11.0,15.0,4.0,1.0,4.0,0.0,5.0,5.0,5.0,0.0,20.0,5.0,1.0,1.0,1.0,21.0,20.0,15.0,15.0,15.0,7.0,7.0,21.0,5.0,5.0,0.0,0.0,5.0,20.0,6.0,2.0,2.0,1.0,6.0,6.0,32.0,32.0,5.0,19.0,0.0,2.0,0.0,11.0,5.0,4.0,4.0,6.0
3,5.0,5.0,0.0,5.0,5.0,5.0,20.0,5.0,5.0,5.0,2.0,2.0,2.0,10.0,5.0,1.0,7.0,4.0,0.0,5.0,10.0,10.0,26.0,20.0,5.0,5.0,16.0,12.0,1.0,0.0,1.0,15.0,9.0,19.0,2.0,10.0,7.0,5.0,5.0,0.0,0.0,0.0,30.0,30.0,30.0,9.0,9.0,15.0,5.0,5.0,5.0,1.0,10.0,5.0,0.0,5.0,4.0,0.0,9.0,11.0,5.0,10.0,1.0,5.0,5.0,20.0,5.0,1.0,0.0,1.0,15.0,1.0,12.0,15.0,17.0,1.0,7.0,5.0,5.0,5.0,6.0,0.0,30.0,30.0,19.0,0.0,0.0,0.0,9.0,5.0,2.0,2.0,5.0,5.0,4.0,19.0,9.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,1.0,10.0,15.0,15.0,15.0,7.0,7.0,4.0,5.0,5.0,0.0,0.0,20.0,30.0,2.0,1.0,6.0,0.0,0.0,32.0,32.0,32.0,5.0,5.0,1.0,1.0,25.0,5.0,5.0,4.0,4.0,16.0
4,5.0,5.0,2.0,11.0,5.0,10.0,9.0,15.0,19.0,0.0,2.0,1.0,2.0,4.0,5.0,0.0,4.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,15.0,5.0,5.0,0.0,1.0,1.0,0.0,15.0,15.0,15.0,7.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,30.0,26.0,16.0,14.0,14.0,9.0,5.0,5.0,5.0,2.0,9.0,5.0,0.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,10.0,6.0,10.0,5.0,10.0,1.0,1.0,1.0,2.0,10.0,15.0,17.0,7.0,7.0,0.0,10.0,5.0,0.0,0.0,6.0,30.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,11.0,4.0,15.0,5.0,0.0,5.0,5.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,15.0,16.0,2.0,7.0,6.0,15.0,5.0,0.0,0.0,20.0,30.0,2.0,2.0,2.0,1.0,0.0,6.0,32.0,16.0,0.0,5.0,2.0,2.0,1.0,1.0,21.0,0.0,4.0,1.0
5,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,1.0,2.0,2.0,5.0,5.0,1.0,4.0,4.0,0.0,5.0,5.0,11.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,6.0,1.0,20.0,20.0,15.0,25.0,0.0,5.0,5.0,1.0,0.0,0.0,31.0,26.0,30.0,9.0,9.0,9.0,5.0,5.0,5.0,34.0,10.0,5.0,0.0,1.0,10.0,4.0,9.0,5.0,5.0,22.0,3.0,5.0,5.0,5.0,4.0,1.0,10.0,1.0,7.0,1.0,20.0,15.0,7.0,7.0,7.0,5.0,5.0,0.0,0.0,0.0,31.0,25.0,30.0,0.0,0.0,0.0,10.0,5.0,5.0,2.0,0.0,5.0,4.0,4.0,4.0,10.0,15.0,5.0,2.0,10.0,10.0,0.0,1.0,2.0,1.0,1.0,1.0,20.0,15.0,15.0,11.0,7.0,5.0,5.0,4.0,0.0,0.0,25.0,30.0,1.0,2.0,0.0,0.0,0.0,27.0,31.0,32.0,5.0,10.0,6.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0
6,5.0,5.0,5.0,5.0,5.0,10.0,9.0,5.0,5.0,4.0,0.0,2.0,8.0,5.0,5.0,7.0,5.0,1.0,4.0,5.0,5.0,5.0,0.0,10.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,15.0,19.0,15.0,8.0,26.0,7.0,5.0,5.0,0.0,0.0,1.0,30.0,30.0,4.0,9.0,9.0,9.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,0.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,20.0,15.0,7.0,7.0,7.0,9.0,5.0,0.0,0.0,0.0,30.0,24.0,24.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,19.0,1.0,0.0,6.0,5.0,5.0,25.0,5.0,26.0,1.0,0.0,1.0,1.0,0.0,21.0,15.0,15.0,7.0,0.0,10.0,5.0,5.0,0.0,0.0,1.0,30.0,29.0,9.0,15.0,0.0,0.0,32.0,32.0,27.0,0.0,5.0,2.0,1.0,2.0,3.0,5.0,1.0,4.0,4.0
7,5.0,5.0,1.0,5.0,5.0,5.0,10.0,5.0,10.0,5.0,15.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,0.0,10.0,5.0,11.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,15.0,7.0,11.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,25.0,30.0,15.0,4.0,9.0,1.0,5.0,5.0,14.0,6.0,5.0,5.0,9.0,4.0,4.0,4.0,0.0,5.0,5.0,5.0,11.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,1.0,10.0,14.0,7.0,6.0,7.0,5.0,5.0,5.0,0.0,0.0,7.0,11.0,30.0,0.0,0.0,15.0,10.0,5.0,5.0,9.0,5.0,5.0,1.0,4.0,9.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,15.0,15.0,11.0,7.0,11.0,5.0,5.0,5.0,1.0,0.0,16.0,30.0,2.0,0.0,2.0,1.0,0.0,32.0,32.0,32.0,25.0,5.0,2.0,1.0,0.0,5.0,5.0,4.0,4.0,1.0
8,5.0,5.0,10.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,8.0,9.0,0.0,5.0,0.0,9.0,4.0,4.0,5.0,5.0,20.0,31.0,4.0,10.0,0.0,5.0,1.0,0.0,1.0,0.0,15.0,15.0,20.0,4.0,7.0,7.0,5.0,0.0,1.0,0.0,0.0,30.0,21.0,30.0,9.0,9.0,9.0,10.0,11.0,10.0,2.0,2.0,5.0,5.0,5.0,10.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,6.0,5.0,1.0,5.0,15.0,7.0,0.0,1.0,5.0,7.0,5.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,15.0,5.0,5.0,5.0,2.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,15.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,15.0,6.0,15.0,0.0,7.0,0.0,5.0,20.0,0.0,0.0,0.0,30.0,3.0,15.0,2.0,0.0,0.0,5.0,35.0,1.0,10.0,10.0,2.0,1.0,2.0,5.0,9.0,4.0,1.0,10.0
9,5.0,0.0,5.0,6.0,5.0,5.0,5.0,0.0,10.0,0.0,2.0,2.0,0.0,5.0,6.0,5.0,4.0,4.0,1.0,0.0,5.0,2.0,21.0,5.0,0.0,5.0,5.0,1.0,4.0,1.0,6.0,6.0,10.0,11.0,1.0,1.0,7.0,5.0,5.0,0.0,0.0,0.0,30.0,30.0,30.0,9.0,9.0,9.0,6.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,4.0,0.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,1.0,6.0,0.0,6.0,1.0,15.0,15.0,0.0,7.0,11.0,5.0,5.0,5.0,0.0,0.0,30.0,6.0,30.0,0.0,0.0,5.0,5.0,5.0,10.0,2.0,5.0,5.0,4.0,16.0,6.0,0.0,9.0,5.0,5.0,5.0,9.0,5.0,1.0,1.0,1.0,0.0,4.0,15.0,15.0,5.0,7.0,7.0,5.0,14.0,5.0,8.0,0.0,30.0,30.0,3.0,2.0,2.0,0.0,0.0,27.0,32.0,32.0,0.0,16.0,2.0,2.0,2.0,5.0,5.0,9.0,9.0,0.0
