,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,63.0,42.0,63.0,61.0,63.0,35.0,63.0,68.0,63.0,27.0,63.0,61.0,63.0,84.0,63.0,61.0,63.0,61.0,63.0,61.0,63.0,61.0,63.0,8.0,63.0,8.0,63.0,57.0,63.0,68.0,63.0,61.0,63.0,54.0,63.0,47.0,63.0,100.0,63.0,172.0,63.0,58.0,63.0,138.0,63.0,16.0,63.0,69.0,63.0,23.0,63.0,186.0
1,61.0,42.0,61.0,61.0,61.0,35.0,61.0,68.0,61.0,27.0,61.0,61.0,61.0,84.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,45.0,61.0,8.0,61.0,20.0,61.0,34.0,61.0,61.0,61.0,60.0,61.0,47.0,61.0,100.0,61.0,172.0,61.0,138.0,61.0,138.0,61.0,16.0,61.0,65.0,61.0,23.0,61.0,186.0
2,61.0,42.0,61.0,54.0,61.0,35.0,61.0,68.0,61.0,27.0,61.0,61.0,61.0,84.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,8.0,61.0,59.0,61.0,45.0,61.0,4.0,61.0,61.0,61.0,19.0,61.0,47.0,61.0,46.0,61.0,172.0,61.0,138.0,61.0,138.0,61.0,16.0,61.0,44.0,61.0,0.0,61.0,186.0
3,61.0,42.0,61.0,61.0,61.0,35.0,61.0,68.0,61.0,27.0,61.0,61.0,61.0,84.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,8.0,61.0,8.0,61.0,57.0,61.0,68.0,61.0,61.0,61.0,32.0,61.0,57.0,61.0,8.0,61.0,172.0,61.0,138.0,61.0,138.0,61.0,16.0,61.0,65.0,61.0,23.0,61.0,186.0
4,61.0,42.0,61.0,40.0,61.0,35.0,61.0,68.0,61.0,27.0,61.0,61.0,61.0,84.0,61.0,23.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,8.0,61.0,8.0,61.0,57.0,61.0,68.0,61.0,61.0,61.0,32.0,61.0,47.0,61.0,24.0,61.0,172.0,61.0,138.0,61.0,19.0,61.0,16.0,61.0,124.0,61.0,23.0,61.0,186.0
5,61.0,42.0,61.0,88.0,61.0,35.0,61.0,68.0,61.0,27.0,61.0,61.0,61.0,84.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,8.0,61.0,35.0,61.0,4.0,61.0,0.0,61.0,6.0,61.0,32.0,61.0,47.0,61.0,100.0,61.0,172.0,61.0,138.0,61.0,138.0,61.0,16.0,61.0,65.0,61.0,23.0,61.0,186.0
6,61.0,42.0,61.0,88.0,61.0,35.0,61.0,68.0,61.0,27.0,61.0,43.0,61.0,84.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,36.0,61.0,57.0,61.0,57.0,61.0,68.0,61.0,61.0,61.0,32.0,61.0,47.0,61.0,100.0,61.0,172.0,61.0,138.0,61.0,138.0,61.0,16.0,61.0,65.0,61.0,23.0,61.0,186.0
7,61.0,42.0,61.0,88.0,61.0,35.0,61.0,68.0,61.0,27.0,61.0,61.0,61.0,84.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,36.0,61.0,16.0,61.0,14.0,61.0,68.0,61.0,61.0,61.0,32.0,61.0,47.0,61.0,1.0,61.0,172.0,61.0,138.0,61.0,138.0,61.0,16.0,61.0,65.0,61.0,23.0,61.0,186.0
8,61.0,42.0,61.0,88.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,83.0,61.0,61.0,61.0,36.0,61.0,8.0,61.0,57.0,61.0,2.0,61.0,61.0,61.0,32.0,61.0,47.0,61.0,100.0,61.0,26.0,61.0,138.0,61.0,138.0,61.0,16.0,61.0,65.0,61.0,23.0,61.0,138.0
9,61.0,42.0,61.0,88.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,20.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,36.0,61.0,8.0,61.0,57.0,61.0,68.0,61.0,61.0,61.0,16.0,61.0,47.0,61.0,100.0,61.0,23.0,61.0,138.0,61.0,138.0,61.0,16.0,61.0,65.0,61.0,23.0,61.0,138.0
