,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,78.0,0.0,6.0,0.0,72.0,0.0,22.0,0.0,87.0,0.0,7.0,0.0,98.0,0.0,0.0,0.0,92.0,0.0,113.0,0.0,54.0,0.0,59.0,0.0,72.0,0.0,0.0,0.0,92.0
1,0.0,78.0,0.0,113.0,0.0,72.0,0.0,22.0,0.0,87.0,0.0,7.0,0.0,98.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,54.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0
2,0.0,78.0,0.0,14.0,0.0,72.0,0.0,22.0,0.0,87.0,0.0,7.0,0.0,98.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,54.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,85.0
3,0.0,78.0,0.0,113.0,0.0,72.0,0.0,22.0,0.0,87.0,0.0,7.0,0.0,98.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,54.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
4,0.0,78.0,0.0,6.0,0.0,72.0,0.0,22.0,0.0,87.0,0.0,7.0,0.0,98.0,0.0,32.0,0.0,92.0,0.0,113.0,0.0,54.0,0.0,62.0,0.0,72.0,0.0,0.0,0.0,92.0
5,0.0,78.0,0.0,0.0,0.0,72.0,0.0,22.0,0.0,87.0,0.0,7.0,0.0,98.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,54.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,92.0
6,0.0,78.0,0.0,113.0,0.0,72.0,0.0,22.0,0.0,87.0,0.0,7.0,0.0,98.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,54.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0
7,0.0,78.0,0.0,0.0,0.0,72.0,0.0,22.0,0.0,87.0,0.0,7.0,0.0,98.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,54.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,92.0
8,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,0.0,0.0,95.0,0.0,72.0,0.0,44.0,0.0,0.0,0.0,92.0
9,0.0,78.0,0.0,0.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,0.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
10,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0
11,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,92.0,0.0,85.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
12,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
13,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,15.0,0.0,78.0,0.0,92.0,0.0,119.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
14,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
15,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,24.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,92.0
16,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,119.0,0.0,0.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
17,0.0,78.0,0.0,113.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,0.0,0.0,95.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,78.0,0.0,113.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,0.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
19,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,0.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
20,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,92.0
21,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,71.0
23,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,101.0,0.0,92.0,0.0,92.0,0.0,65.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
24,0.0,78.0,0.0,113.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,86.0,0.0,0.0,0.0,92.0
25,0.0,78.0,0.0,133.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,113.0,0.0,92.0,0.0,0.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,58.0
26,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,7.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,92.0
27,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,42.0
28,0.0,78.0,0.0,113.0,0.0,113.0,0.0,91.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,95.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
29,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
30,0.0,78.0,0.0,113.0,0.0,113.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0
31,0.0,78.0,0.0,113.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,0.0,0.0,95.0,0.0,59.0,0.0,72.0,0.0,0.0,0.0,92.0
32,0.0,78.0,0.0,119.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,0.0,0.0,78.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0
33,0.0,78.0,0.0,113.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,27.0,0.0,113.0,0.0,86.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
34,0.0,78.0,0.0,113.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,119.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,92.0
35,0.0,78.0,0.0,113.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,0.0,0.0,113.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,78.0,0.0,0.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,0.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
37,0.0,78.0,0.0,113.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,92.0
38,0.0,78.0,0.0,113.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,69.0,0.0,42.0,0.0,0.0,0.0,92.0
39,0.0,78.0,0.0,113.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
40,0.0,113.0,0.0,113.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,113.0,0.0,24.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,59.0,0.0,72.0,0.0,0.0,0.0,92.0
41,0.0,113.0,0.0,113.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
42,0.0,113.0,0.0,113.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,92.0
43,0.0,113.0,0.0,113.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,92.0
44,0.0,113.0,0.0,113.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
45,0.0,18.0,0.0,6.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,10.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
46,0.0,18.0,0.0,119.0,0.0,70.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,113.0,0.0,77.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0
47,0.0,18.0,0.0,113.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
48,0.0,18.0,0.0,113.0,0.0,70.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,113.0,0.0,92.0,0.0,92.0,0.0,77.0,0.0,112.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,99.0
49,0.0,18.0,0.0,113.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,92.0,0.0,48.0,0.0,113.0,0.0,95.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,92.0
