0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,27.0,29.0,24.0,3.0,45.0,27.0,29.0,29.0,0.0,26.0,18.0,3.0,42.0,45.0,0.0,30.0,3.0,3.0,3.0,3.0,0.0,24.0,50.0,8.0,0.0,0.0,0.0,21.0,24.0,24.0,27.0,45.0,12.0,9.0,44.0,26.0,12.0,0.0,27.0,0.0,53.0,0.0,20.0,0.0,0.0,11.0,12.0,3.0,15.0,0.0,42.0,11.0,53.0,0.0,0.0,21.0,0.0,15.0,27.0,0.0,0.0,45.0,29.0,0.0,26.0,26.0,6.0,3.0,35.0,6.0,27.0,30.0,11.0,0.0,6.0,3.0,0.0,45.0,3.0,45.0,6.0,3.0,21.0,0.0,24.0,42.0,45.0,21.0
1,3.0,0.0,3.0,3.0,3.0,36.0,3.0,9.0,3.0,3.0,39.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,39.0,45.0,33.0,18.0,38.0,0.0,35.0,0.0,18.0,53.0,27.0,12.0,0.0,12.0,3.0,3.0,36.0,0.0,0.0,8.0,17.0,0.0,12.0,21.0,21.0,24.0,24.0,30.0,45.0,29.0,45.0,3.0,0.0,53.0,3.0,0.0,0.0,53.0,0.0,30.0,3.0,18.0,11.0,11.0,0.0,45.0,38.0,50.0,30.0,53.0,0.0,24.0,21.0,21.0,18.0,6.0,9.0,45.0,24.0,50.0,0.0,26.0,21.0,12.0,0.0,53.0,44.0,27.0,0.0,11.0,33.0,8.0,24.0,0.0,0.0,12.0,0.0,24.0,0.0,0.0,21.0,53.0,24.0,45.0,3.0
2,3.0,26.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,6.0,17.0,11.0,3.0,0.0,12.0,0.0,53.0,42.0,6.0,0.0,0.0,36.0,29.0,0.0,26.0,26.0,0.0,0.0,53.0,15.0,0.0,30.0,21.0,0.0,12.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,21.0,21.0,0.0,36.0,45.0,45.0,29.0,47.0,26.0,26.0,6.0,18.0,27.0,0.0,0.0,9.0,0.0,0.0,3.0,11.0,11.0,12.0,3.0,9.0,15.0,3.0,30.0,0.0,0.0,21.0,21.0,39.0,42.0,24.0,0.0,45.0,3.0,29.0,26.0,26.0,47.0,14.0,30.0,53.0,27.0,33.0,11.0,3.0,3.0,3.0,0.0,24.0,3.0,0.0,0.0,0.0,21.0,0.0,6.0,3.0,45.0,21.0
3,3.0,3.0,3.0,3.0,12.0,9.0,3.0,0.0,3.0,3.0,0.0,0.0,11.0,8.0,0.0,0.0,24.0,21.0,21.0,24.0,12.0,3.0,0.0,24.0,29.0,26.0,53.0,27.0,0.0,53.0,18.0,6.0,6.0,3.0,3.0,3.0,3.0,0.0,36.0,8.0,8.0,0.0,0.0,21.0,3.0,24.0,45.0,3.0,45.0,29.0,29.0,39.0,26.0,0.0,0.0,0.0,53.0,3.0,0.0,30.0,3.0,9.0,11.0,11.0,3.0,3.0,0.0,9.0,11.0,53.0,24.0,24.0,29.0,21.0,21.0,0.0,45.0,0.0,45.0,0.0,29.0,26.0,0.0,0.0,6.0,53.0,30.0,0.0,3.0,0.0,15.0,45.0,3.0,15.0,0.0,3.0,6.0,3.0,27.0,0.0,6.0,47.0,24.0,45.0,0.0
4,3.0,3.0,3.0,0.0,3.0,27.0,3.0,3.0,3.0,3.0,12.0,12.0,11.0,8.0,11.0,0.0,21.0,27.0,21.0,24.0,0.0,53.0,18.0,29.0,15.0,26.0,26.0,24.0,24.0,0.0,12.0,27.0,30.0,3.0,27.0,53.0,0.0,12.0,27.0,8.0,0.0,0.0,0.0,21.0,15.0,0.0,24.0,24.0,45.0,29.0,29.0,26.0,26.0,24.0,15.0,23.0,0.0,21.0,0.0,0.0,42.0,3.0,11.0,11.0,3.0,0.0,0.0,42.0,24.0,0.0,9.0,24.0,9.0,21.0,24.0,24.0,45.0,45.0,45.0,15.0,29.0,26.0,26.0,0.0,0.0,53.0,53.0,27.0,30.0,38.0,45.0,3.0,3.0,0.0,21.0,3.0,8.0,15.0,0.0,21.0,24.0,0.0,24.0,45.0,42.0
5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,0.0,6.0,11.0,8.0,11.0,0.0,0.0,24.0,45.0,24.0,21.0,45.0,18.0,29.0,29.0,6.0,26.0,0.0,0.0,21.0,53.0,30.0,36.0,3.0,3.0,3.0,24.0,0.0,30.0,30.0,8.0,0.0,0.0,21.0,45.0,0.0,42.0,21.0,45.0,21.0,12.0,26.0,27.0,0.0,0.0,6.0,36.0,0.0,0.0,3.0,3.0,0.0,0.0,35.0,3.0,21.0,21.0,9.0,0.0,53.0,9.0,30.0,33.0,21.0,3.0,21.0,6.0,6.0,45.0,29.0,29.0,26.0,26.0,38.0,27.0,38.0,0.0,27.0,0.0,44.0,3.0,15.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,21.0,6.0,24.0,30.0,0.0
6,3.0,18.0,3.0,6.0,3.0,3.0,3.0,9.0,3.0,0.0,0.0,0.0,11.0,44.0,33.0,0.0,0.0,21.0,21.0,24.0,0.0,8.0,0.0,29.0,29.0,12.0,26.0,0.0,0.0,9.0,53.0,53.0,42.0,3.0,3.0,27.0,3.0,0.0,27.0,8.0,0.0,0.0,36.0,21.0,0.0,36.0,24.0,0.0,45.0,18.0,29.0,26.0,0.0,0.0,53.0,8.0,0.0,14.0,18.0,3.0,33.0,0.0,6.0,0.0,9.0,3.0,0.0,3.0,0.0,53.0,0.0,15.0,21.0,0.0,0.0,6.0,0.0,45.0,9.0,27.0,29.0,26.0,26.0,6.0,45.0,53.0,12.0,27.0,0.0,0.0,36.0,0.0,3.0,0.0,27.0,3.0,17.0,12.0,3.0,9.0,29.0,9.0,24.0,45.0,21.0
7,3.0,3.0,3.0,3.0,3.0,3.0,18.0,41.0,3.0,6.0,0.0,3.0,8.0,30.0,11.0,0.0,45.0,0.0,21.0,45.0,27.0,8.0,0.0,29.0,0.0,12.0,32.0,0.0,0.0,53.0,0.0,33.0,21.0,0.0,3.0,9.0,53.0,0.0,33.0,36.0,45.0,21.0,21.0,21.0,45.0,21.0,24.0,45.0,9.0,29.0,21.0,26.0,0.0,9.0,0.0,45.0,9.0,0.0,0.0,3.0,27.0,0.0,45.0,15.0,3.0,3.0,9.0,45.0,45.0,53.0,0.0,0.0,42.0,24.0,24.0,42.0,27.0,27.0,15.0,29.0,29.0,26.0,26.0,36.0,0.0,0.0,0.0,3.0,0.0,11.0,3.0,9.0,3.0,27.0,33.0,39.0,24.0,18.0,0.0,21.0,36.0,0.0,24.0,45.0,33.0
8,3.0,3.0,0.0,6.0,3.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,30.0,11.0,0.0,0.0,21.0,21.0,18.0,0.0,45.0,0.0,29.0,29.0,8.0,26.0,8.0,0.0,53.0,23.0,3.0,0.0,3.0,3.0,12.0,15.0,18.0,36.0,8.0,8.0,0.0,0.0,21.0,24.0,53.0,45.0,15.0,18.0,29.0,29.0,18.0,0.0,35.0,39.0,12.0,0.0,0.0,0.0,3.0,3.0,39.0,0.0,18.0,3.0,12.0,12.0,24.0,41.0,53.0,18.0,9.0,21.0,21.0,24.0,24.0,45.0,45.0,18.0,29.0,53.0,26.0,26.0,27.0,45.0,53.0,53.0,45.0,53.0,11.0,3.0,21.0,3.0,0.0,0.0,3.0,24.0,0.0,0.0,9.0,21.0,0.0,24.0,45.0,21.0
9,3.0,3.0,3.0,3.0,3.0,21.0,3.0,3.0,0.0,24.0,15.0,0.0,0.0,9.0,11.0,17.0,0.0,21.0,3.0,24.0,0.0,45.0,18.0,29.0,42.0,53.0,26.0,0.0,9.0,33.0,39.0,6.0,50.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,21.0,6.0,24.0,6.0,30.0,0.0,29.0,39.0,21.0,0.0,0.0,0.0,0.0,24.0,0.0,30.0,3.0,3.0,11.0,3.0,3.0,0.0,53.0,0.0,53.0,53.0,0.0,36.0,21.0,9.0,18.0,36.0,6.0,18.0,0.0,29.0,12.0,26.0,26.0,24.0,3.0,53.0,6.0,11.0,29.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,24.0,18.0,0.0,27.0,21.0,0.0,36.0,3.0,21.0
