,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,0.0,46.0,0.0,218.0,0.0,316.0,0.0,312.0,0.0,281.0,0.0,132.0,0.0,284.0,0.0,5.0,0.0,27.0,0.0,278.0,0.0,174.0,0.0,174.0,0.0,173.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,310.0,0.0,310.0,0.0,166.0,0.0,166.0,0.0,32.0,0.0,313.0,0.0,240.0,0.0,38.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,165.0,0.0,33.0,0.0,33.0,0.0,114.0,0.0,269.0,0.0,280.0,0.0,248.0
1,0.0,46.0,0.0,218.0,0.0,316.0,0.0,312.0,0.0,281.0,0.0,132.0,0.0,284.0,0.0,5.0,0.0,27.0,0.0,318.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,310.0,0.0,310.0,0.0,52.0,0.0,166.0,0.0,32.0,0.0,313.0,0.0,240.0,0.0,38.0,0.0,31.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,165.0,0.0,33.0,0.0,33.0,0.0,114.0,0.0,269.0,0.0,280.0,0.0,248.0
2,0.0,46.0,0.0,218.0,0.0,316.0,0.0,312.0,0.0,281.0,0.0,132.0,0.0,284.0,0.0,5.0,0.0,27.0,0.0,278.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,310.0,0.0,310.0,0.0,166.0,0.0,166.0,0.0,32.0,0.0,200.0,0.0,276.0,0.0,38.0,0.0,32.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,165.0,0.0,33.0,0.0,33.0,0.0,114.0,0.0,269.0,0.0,280.0,0.0,248.0
3,0.0,46.0,0.0,218.0,0.0,316.0,0.0,312.0,0.0,281.0,0.0,132.0,0.0,284.0,0.0,5.0,0.0,27.0,0.0,278.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,39.0,0.0,174.0,0.0,310.0,0.0,310.0,0.0,166.0,0.0,166.0,0.0,32.0,0.0,313.0,0.0,240.0,0.0,38.0,0.0,313.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,165.0,0.0,33.0,0.0,33.0,0.0,114.0,0.0,269.0,0.0,280.0,0.0,248.0
4,0.0,46.0,0.0,218.0,0.0,316.0,0.0,312.0,0.0,281.0,0.0,132.0,0.0,284.0,0.0,5.0,0.0,27.0,0.0,278.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,310.0,0.0,310.0,0.0,166.0,0.0,166.0,0.0,32.0,0.0,313.0,0.0,240.0,0.0,38.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,144.0,0.0,165.0,0.0,33.0,0.0,69.0,0.0,114.0,0.0,269.0,0.0,28.0,0.0,248.0
5,0.0,46.0,0.0,218.0,0.0,316.0,0.0,312.0,0.0,281.0,0.0,132.0,0.0,284.0,0.0,5.0,0.0,27.0,0.0,278.0,0.0,174.0,0.0,248.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,310.0,0.0,310.0,0.0,166.0,0.0,166.0,0.0,32.0,0.0,313.0,0.0,240.0,0.0,38.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,165.0,0.0,33.0,0.0,33.0,0.0,114.0,0.0,269.0,0.0,278.0,0.0,248.0
6,0.0,46.0,0.0,218.0,0.0,316.0,0.0,312.0,0.0,281.0,0.0,132.0,0.0,284.0,0.0,5.0,0.0,27.0,0.0,278.0,0.0,174.0,0.0,248.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,310.0,0.0,311.0,0.0,166.0,0.0,166.0,0.0,32.0,0.0,313.0,0.0,240.0,0.0,38.0,0.0,0.0,0.0,145.0,0.0,107.0,0.0,107.0,0.0,165.0,0.0,71.0,0.0,33.0,0.0,114.0,0.0,269.0,0.0,278.0,0.0,209.0
7,0.0,46.0,0.0,218.0,0.0,316.0,0.0,312.0,0.0,281.0,0.0,132.0,0.0,284.0,0.0,5.0,0.0,27.0,0.0,278.0,0.0,209.0,0.0,248.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,140.0,0.0,310.0,0.0,310.0,0.0,166.0,0.0,166.0,0.0,32.0,0.0,313.0,0.0,240.0,0.0,38.0,0.0,0.0,0.0,107.0,0.0,109.0,0.0,107.0,0.0,165.0,0.0,33.0,0.0,33.0,0.0,114.0,0.0,269.0,0.0,278.0,0.0,273.0
8,0.0,46.0,0.0,278.0,0.0,278.0,0.0,279.0,0.0,278.0,0.0,278.0,0.0,278.0,0.0,278.0,0.0,278.0,0.0,278.0,0.0,174.0,0.0,248.0,0.0,174.0,0.0,174.0,0.0,174.0,0.0,176.0,0.0,174.0,0.0,310.0,0.0,310.0,0.0,166.0,0.0,166.0,0.0,102.0,0.0,313.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,165.0,0.0,33.0,0.0,33.0,0.0,114.0,0.0,232.0,0.0,278.0,0.0,248.0
9,0.0,46.0,0.0,278.0,0.0,278.0,0.0,279.0,0.0,278.0,0.0,278.0,0.0,278.0,0.0,278.0,0.0,278.0,0.0,278.0,0.0,174.0,0.0,248.0,0.0,171.0,0.0,174.0,0.0,174.0,0.0,176.0,0.0,174.0,0.0,310.0,0.0,310.0,0.0,166.0,0.0,166.0,0.0,102.0,0.0,313.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,165.0,0.0,33.0,0.0,33.0,0.0,114.0,0.0,269.0,0.0,278.0,0.0,248.0
