,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,828.0,1380.0,828.0,267.0,828.0,1068.0,828.0,979.0,828.0,1748.0,828.0,178.0,828.0,350.0,828.0,450.0,828.0,450.0,828.0,1068.0,828.0,828.0,828.0,276.0,828.0,828.0,828.0,178.0,828.0,0.0,828.0,83.0,828.0,83.0,828.0,92.0,828.0,445.0,828.0,2314.0,828.0,623.0,828.0,552.0,828.0,83.0,828.0,828.0,828.0,828.0,828.0,276.0,828.0,276.0,828.0,444.0,828.0,178.0,828.0,0.0,828.0,408.0,828.0,0.0,828.0,350.0,828.0,350.0,828.0,0.0,828.0,712.0,828.0,92.0
1,828.0,1380.0,828.0,267.0,828.0,1068.0,828.0,979.0,828.0,1748.0,828.0,979.0,828.0,350.0,828.0,450.0,828.0,450.0,828.0,1068.0,828.0,828.0,828.0,1104.0,828.0,828.0,828.0,1068.0,828.0,450.0,828.0,83.0,828.0,332.0,828.0,0.0,828.0,240.0,828.0,0.0,828.0,623.0,828.0,644.0,828.0,368.0,828.0,828.0,828.0,828.0,828.0,276.0,828.0,74.0,828.0,444.0,828.0,356.0,828.0,89.0,828.0,0.0,828.0,65.0,828.0,350.0,828.0,444.0,828.0,368.0,828.0,623.0,828.0,92.0
2,828.0,1380.0,828.0,267.0,828.0,1068.0,828.0,979.0,828.0,1748.0,828.0,979.0,828.0,350.0,828.0,450.0,828.0,450.0,828.0,1068.0,828.0,828.0,828.0,623.0,828.0,828.0,828.0,0.0,828.0,644.0,828.0,83.0,828.0,332.0,828.0,344.0,828.0,0.0,828.0,2314.0,828.0,623.0,828.0,0.0,828.0,0.0,828.0,92.0,828.0,828.0,828.0,0.0,828.0,276.0,828.0,0.0,828.0,92.0,828.0,444.0,828.0,332.0,828.0,1743.0,828.0,350.0,828.0,828.0,828.0,0.0,828.0,801.0,828.0,460.0
3,828.0,1380.0,828.0,267.0,828.0,1068.0,828.0,979.0,828.0,1748.0,828.0,979.0,828.0,350.0,828.0,450.0,828.0,450.0,828.0,1068.0,828.0,828.0,828.0,276.0,828.0,828.0,828.0,368.0,828.0,450.0,828.0,83.0,828.0,332.0,828.0,801.0,828.0,267.0,828.0,2314.0,828.0,623.0,828.0,498.0,828.0,0.0,828.0,92.0,828.0,828.0,828.0,276.0,828.0,368.0,828.0,444.0,828.0,87.0,828.0,1196.0,828.0,408.0,828.0,372.0,828.0,350.0,828.0,828.0,828.0,1068.0,828.0,1068.0,828.0,0.0
4,828.0,1380.0,828.0,267.0,828.0,1068.0,828.0,979.0,828.0,1748.0,828.0,979.0,828.0,350.0,828.0,450.0,828.0,450.0,828.0,1068.0,828.0,828.0,828.0,368.0,828.0,828.0,828.0,0.0,828.0,400.0,828.0,83.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,2314.0,828.0,623.0,828.0,747.0,828.0,0.0,828.0,92.0,828.0,828.0,828.0,276.0,828.0,276.0,828.0,444.0,828.0,89.0,828.0,828.0,828.0,748.0,828.0,40.0,828.0,320.0,828.0,828.0,828.0,1196.0,828.0,712.0,828.0,0.0
5,828.0,1380.0,828.0,267.0,828.0,1068.0,828.0,979.0,828.0,1748.0,828.0,979.0,828.0,350.0,828.0,450.0,828.0,450.0,828.0,1068.0,828.0,828.0,828.0,0.0,828.0,828.0,828.0,1157.0,828.0,450.0,828.0,83.0,828.0,332.0,828.0,0.0,828.0,1335.0,828.0,2314.0,828.0,623.0,828.0,38.0,828.0,166.0,828.0,0.0,828.0,828.0,828.0,276.0,828.0,276.0,828.0,444.0,828.0,534.0,828.0,828.0,828.0,644.0,828.0,0.0,828.0,350.0,828.0,828.0,828.0,89.0,828.0,1068.0,828.0,92.0
6,828.0,1380.0,828.0,267.0,828.0,1068.0,828.0,979.0,828.0,1748.0,828.0,979.0,828.0,350.0,828.0,450.0,828.0,450.0,828.0,1068.0,828.0,828.0,828.0,276.0,828.0,0.0,828.0,0.0,828.0,450.0,828.0,83.0,828.0,332.0,828.0,222.0,828.0,1513.0,828.0,2314.0,828.0,623.0,828.0,332.0,828.0,83.0,828.0,0.0,828.0,1380.0,828.0,276.0,828.0,0.0,828.0,184.0,828.0,92.0,828.0,828.0,828.0,592.0,828.0,89.0,828.0,350.0,828.0,828.0,828.0,1288.0,828.0,1068.0,828.0,828.0
7,828.0,1380.0,828.0,267.0,828.0,1068.0,828.0,979.0,828.0,1748.0,828.0,979.0,828.0,350.0,828.0,450.0,828.0,450.0,828.0,1068.0,828.0,828.0,828.0,276.0,828.0,828.0,828.0,0.0,828.0,450.0,828.0,83.0,828.0,332.0,828.0,267.0,828.0,0.0,828.0,2314.0,828.0,712.0,828.0,415.0,828.0,498.0,828.0,0.0,828.0,828.0,828.0,276.0,828.0,1068.0,828.0,0.0,828.0,534.0,828.0,828.0,828.0,444.0,828.0,92.0,828.0,350.0,828.0,828.0,828.0,920.0,828.0,0.0,828.0,92.0
8,828.0,1380.0,828.0,267.0,828.0,332.0,828.0,534.0,828.0,1380.0,828.0,979.0,828.0,450.0,828.0,801.0,828.0,450.0,828.0,1068.0,828.0,828.0,828.0,276.0,828.0,0.0,828.0,623.0,828.0,276.0,828.0,450.0,828.0,332.0,828.0,89.0,828.0,249.0,828.0,2314.0,828.0,623.0,828.0,92.0,828.0,415.0,828.0,38.0,828.0,828.0,828.0,276.0,828.0,276.0,828.0,83.0,828.0,0.0,828.0,828.0,828.0,444.0,828.0,0.0,828.0,350.0,828.0,828.0,828.0,77.0,828.0,1869.0,828.0,92.0
9,828.0,1380.0,828.0,267.0,828.0,332.0,828.0,534.0,828.0,1380.0,828.0,0.0,828.0,450.0,828.0,450.0,828.0,450.0,828.0,1068.0,828.0,920.0,828.0,276.0,828.0,828.0,828.0,267.0,828.0,450.0,828.0,450.0,828.0,332.0,828.0,89.0,828.0,0.0,828.0,2314.0,828.0,623.0,828.0,0.0,828.0,166.0,828.0,276.0,828.0,828.0,828.0,276.0,828.0,276.0,828.0,148.0,828.0,456.0,828.0,828.0,828.0,498.0,828.0,0.0,828.0,350.0,828.0,828.0,828.0,368.0,828.0,1068.0,828.0,460.0
