828.0,40
89.0,41
828.0,2
644.0,1
828.0,12
644.0,9
828.0,9
0.0,1
828.0,11
920.0,9
184.0,1
828.0,1
920.0,1
828.0,15
920.0,1
828.0,29
1012.0,9
828.0,23
552.0,1
828.0,15
1104.0,9
828.0,5
1012.0,1
828.0,1
1104.0,1
828.0,10
92.0,1
828.0,12
1196.0,9
828.0,4
92.0,1
828.0,3
736.0,1
0.0,1
1564.0,9
828.0,3
460.0,1
828.0,35
460.0,1
828.0,16
92.0,1
828.0,33
460.0,1
828.0,3
1012.0,1
828.0,28
736.0,1
828.0,7
774.0,41
828.0,10
368.0,1
828.0,12
276.0,1
828.0,30
368.0,1
736.0,1
828.0,24
920.0,1
828.0,24
1104.0,1
644.0,1
92.0,1
828.0,3
920.0,1
828.0,9
644.0,1
828.0,4
1104.0,1
828.0,4
736.0,1
828.0,10
644.0,1
828.0,5
0.0,1
828.0,1
92.0,1
828.0,13
92.0,1
828.0,27
552.0,1
828.0,4
774.0,1
828.0,3
1196.0,1
644.0,1
828.0,22
1288.0,1
828.0,18
0.0,1
828.0,15
736.0,1
828.0,6
1012.0,1
828.0,11
1196.0,1
828.0,18
92.0,1
828.0,34
460.0,1
828.0,2
552.0,1
828.0,1
920.0,1
828.0,5
276.0,1
828.0,23
92.0,1
828.0,7
1012.0,1
828.0,22
736.0,1
828.0,7
644.0,1
736.0,1
828.0,1
920.0,1
828.0,7
552.0,1
828.0,4
445.0,1
828.0,13
920.0,1
828.0,5
552.0,1
828.0,7
368.0,1
828.0,5
184.0,1
828.0,4
184.0,1
828.0,15
552.0,1
828.0,13
368.0,1
828.0,2
368.0,1
828.0,8
1380.0,41
828.0,20
460.0,1
828.0,10
1012.0,1
828.0,3
0.0,1
828.0,3
920.0,1
828.0,19
644.0,1
828.0,19
92.0,1
276.0,1
828.0,13
552.0,1
828.0,11
552.0,1
828.0,23
552.0,1
828.0,19
276.0,1
828.0,2
644.0,1
828.0,2
736.0,1
1012.0,1
828.0,1
644.0,1
828.0,5
644.0,2
828.0,4
736.0,1
828.0,8
736.0,1
828.0,2
1012.0,1
828.0,2
0.0,9
828.0,6
276.0,9
828.0,7
1196.0,1
828.0,1
184.0,1
828.0,16
736.0,1
828.0,39
1012.0,1
828.0,3
644.0,1
828.0,10
92.0,1
828.0,4
460.0,1
828.0,8
368.0,1
828.0,21
0.0,1
644.0,11
828.0,7
736.0,1
828.0,1
920.0,1
828.0,6
736.0,1
828.0,5
736.0,1
828.0,11
0.0,1
828.0,10
552.0,1
828.0,26
276.0,9
828.0,8
736.0,1
828.0,8
666.0,1
1196.0,1
828.0,21
736.0,1
552.0,1
828.0,1
736.0,1
828.0,15
276.0,1
828.0,2
920.0,1
828.0,4
460.0,1
828.0,14
1104.0,1
828.0,3
644.0,1
184.0,1
828.0,14
736.0,1
828.0,3
736.0,1
828.0,3
276.0,1
828.0,9
29.0,1
828.0,5
920.0,1
828.0,23
1380.0,1
828.0,12
644.0,1
828.0,55
552.0,1
828.0,1
460.0,1
828.0,6
460.0,1
828.0,1
644.0,1
828.0,7
552.0,1
828.0,2
920.0,1
828.0,3
276.0,1
828.0,7
460.0,1
828.0,12
276.0,1
828.0,4
184.0,1
828.0,5
644.0,1
828.0,10
552.0,1
0.0,1
828.0,2
92.0,1
828.0,2
460.0,1
828.0,6
644.0,1
828.0,2
644.0,1
736.0,1
828.0,15
552.0,1
828.0,8
644.0,1
828.0,5
644.0,1
828.0,9
644.0,1
828.0,1
1012.0,1
644.0,1
828.0,6
368.0,1
828.0,17
736.0,1
828.0,2
644.0,1
828.0,26
0.0,1
828.0,6
1012.0,1
828.0,53
644.0,1
828.0,20
920.0,1
828.0,1
602.0,1
828.0,5
644.0,1
89.0,3
178.0,1
89.0,1
178.0,1
89.0,8
178.0,1
89.0,22
890.0,1
89.0,16
267.0,1
89.0,5
534.0,1
89.0,5
445.0,1
89.0,15
178.0,1
89.0,1
356.0,1
89.0,10
267.0,1
89.0,3
801.0,1
89.0,5
267.0,9
89.0,6
356.0,1
89.0,38
0.0,1
890.0,1
89.0,5
0.0,1
89.0,11
979.0,9
89.0,2
534.0,1
89.0,12
979.0,1
89.0,12
890.0,1
89.0,6
0.0,1
89.0,5
0.0,1
89.0,17
178.0,1
89.0,7
890.0,1
89.0,10
0.0,1
89.0,14
267.0,1
89.0,1
400.0,1
89.0,13
445.0,1
89.0,15
712.0,1
644.0,18
184.0,1
644.0,1
736.0,1
828.0,1
552.0,1
644.0,6
736.0,1
644.0,8
736.0,1
644.0,9
368.0,2
644.0,6
1012.0,1
644.0,25
460.0,1
644.0,15
460.0,1
644.0,1
1012.0,1
644.0,1
1196.0,1
644.0,6
1104.0,1
644.0,3
184.0,1
276.0,1
644.0,9
415.0,1
644.0,1
276.0,1
644.0,4
552.0,1
644.0,11
736.0,1
644.0,24
920.0,1
644.0,33
552.0,1
644.0,12
1104.0,1
644.0,9
602.0,1
644.0,11
184.0,1
644.0,7
920.0,1
644.0,14
184.0,1
644.0,6
460.0,1
644.0,2
552.0,1
644.0,18
0.0,1
460.0,1
644.0,5
828.0,1
644.0,1
460.0,1
828.0,4
460.0,1
828.0,2
0.0,1
828.0,4
920.0,1
828.0,19
736.0,1
828.0,4
1012.0,1
828.0,1
736.0,1
828.0,4
1380.0,1
828.0,4
1196.0,1
0.0,1
828.0,8
460.0,1
828.0,2
460.0,1
828.0,31
552.0,1
828.0,8
552.0,1
828.0,15
276.0,1
828.0,8
1012.0,1
828.0,11
0.0,1
828.0,5
552.0,1
920.0,1
828.0,7
92.0,1
