,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,828.0,801.0,828.0,445.0,828.0,1472.0,828.0,1932.0,828.0,74.0,828.0,0.0,828.0,592.0,828.0,92.0,828.0,92.0,828.0,828.0,828.0,644.0,828.0,552.0,828.0,592.0,828.0,592.0,828.0,592.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,92.0,828.0,74.0,828.0,828.0,828.0,445.0,828.0,828.0
1,828.0,801.0,828.0,445.0,828.0,1472.0,828.0,1932.0,828.0,74.0,828.0,0.0,828.0,592.0,828.0,92.0,828.0,92.0,828.0,828.0,828.0,644.0,828.0,276.0,828.0,0.0,828.0,592.0,828.0,592.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,92.0,828.0,74.0,828.0,828.0,828.0,445.0,828.0,828.0
2,828.0,801.0,828.0,445.0,828.0,1472.0,828.0,1932.0,828.0,74.0,828.0,0.0,828.0,592.0,828.0,92.0,828.0,92.0,828.0,828.0,828.0,644.0,828.0,267.0,828.0,592.0,828.0,592.0,828.0,180.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,92.0,828.0,74.0,828.0,828.0,828.0,445.0,828.0,828.0
3,828.0,801.0,828.0,445.0,828.0,1472.0,828.0,1932.0,828.0,74.0,828.0,0.0,828.0,592.0,828.0,92.0,828.0,92.0,828.0,801.0,828.0,644.0,828.0,0.0,828.0,592.0,828.0,814.0,828.0,592.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,92.0,828.0,74.0,828.0,828.0,828.0,445.0,828.0,828.0
4,828.0,801.0,828.0,445.0,828.0,1472.0,828.0,1932.0,828.0,74.0,828.0,0.0,828.0,592.0,828.0,92.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,0.0,828.0,592.0,828.0,592.0,828.0,592.0,828.0,644.0,828.0,801.0,828.0,828.0,828.0,92.0,828.0,74.0,828.0,276.0,828.0,445.0,828.0,276.0
5,828.0,801.0,828.0,534.0,828.0,1472.0,828.0,1932.0,828.0,74.0,828.0,370.0,828.0,592.0,828.0,92.0,828.0,92.0,828.0,828.0,828.0,644.0,828.0,276.0,828.0,592.0,828.0,592.0,828.0,592.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,92.0,828.0,74.0,828.0,828.0,828.0,445.0,828.0,828.0
6,828.0,801.0,828.0,445.0,828.0,1472.0,828.0,1932.0,828.0,74.0,828.0,0.0,828.0,592.0,828.0,92.0,828.0,92.0,828.0,828.0,828.0,644.0,828.0,356.0,828.0,592.0,828.0,592.0,828.0,592.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,92.0,828.0,74.0,828.0,828.0,828.0,445.0,828.0,0.0
7,828.0,801.0,828.0,445.0,828.0,1472.0,828.0,1932.0,828.0,74.0,828.0,0.0,828.0,592.0,828.0,92.0,828.0,460.0,828.0,828.0,828.0,644.0,828.0,368.0,828.0,592.0,828.0,592.0,828.0,592.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,0.0,828.0,74.0,828.0,828.0,828.0,445.0,828.0,644.0
8,828.0,801.0,828.0,445.0,828.0,1196.0,828.0,644.0,828.0,0.0,828.0,0.0,828.0,1104.0,828.0,92.0,828.0,92.0,828.0,828.0,828.0,0.0,828.0,276.0,828.0,592.0,828.0,592.0,828.0,592.0,828.0,296.0,828.0,736.0,828.0,0.0,828.0,92.0,828.0,74.0,828.0,828.0,828.0,445.0,828.0,828.0
9,828.0,801.0,828.0,445.0,828.0,1196.0,828.0,644.0,828.0,0.0,828.0,0.0,828.0,1472.0,828.0,92.0,828.0,92.0,828.0,828.0,828.0,644.0,828.0,276.0,828.0,222.0,828.0,592.0,828.0,592.0,828.0,172.0,828.0,828.0,828.0,828.0,828.0,92.0,828.0,74.0,828.0,828.0,828.0,445.0,828.0,828.0
10,828.0,801.0,828.0,445.0,828.0,1196.0,828.0,644.0,828.0,0.0,828.0,0.0,828.0,1472.0,828.0,92.0,828.0,92.0,828.0,828.0,828.0,644.0,828.0,276.0,828.0,592.0,828.0,592.0,828.0,644.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,92.0,828.0,74.0,828.0,240.0,828.0,445.0,828.0,828.0
