0,63.0,61.0,61.0,8.0,61.0,61.0,13.0,61.0,61.0,61.0,61.0,41.0,41.0,6.0,13.0,13.0,61.0,61.0,61.0,1.0,1.0,41.0,24.0,24.0,26.0,26.0,26.0,26.0,26.0,26.0,65.0,16.0,65.0,18.0,18.0,61.0,21.0,61.0,97.0,97.0,97.0,44.0,44.0,37.0,37.0,37.0,37.0,37.0,37.0,29.0,29.0,61.0,61.0,61.0,53.0,53.0,41.0,64.0,64.0,33.0,109.0,23.0,23.0,23.0,115.0,115.0,119.0,119.0,119.0,0.0,0.0,0.0,143.0,143.0,7.0,7.0,7.0,67.0,67.0,67.0,19.0,19.0,61.0,61.0,61.0,27.0,20.0,24.0,24.0,25.0,26.0,26.0,26.0,26.0,40.0,11.0,65.0,18.0,18.0,32.0,61.0,61.0,97.0,6.0,97.0,44.0,44.0,37.0,37.0,110.0,37.0,37.0,29.0,29.0,29.0,61.0,61.0,2.0,35.0,53.0,64.0,17.0,64.0,86.0,0.0,23.0,23.0,23.0,56.0,115.0,13.0,25.0,119.0,119.0,39.0
1,61.0,61.0,26.0,61.0,61.0,61.0,13.0,61.0,61.0,61.0,61.0,0.0,65.0,13.0,49.0,13.0,61.0,61.0,61.0,1.0,1.0,24.0,13.0,24.0,26.0,26.0,26.0,26.0,26.0,26.0,65.0,65.0,65.0,18.0,18.0,94.0,61.0,61.0,97.0,31.0,97.0,72.0,44.0,37.0,37.0,37.0,37.0,37.0,37.0,42.0,29.0,61.0,61.0,61.0,29.0,53.0,38.0,64.0,64.0,109.0,37.0,23.0,42.0,23.0,115.0,2.0,51.0,119.0,119.0,0.0,0.0,0.0,143.0,143.0,1.0,7.0,7.0,67.0,67.0,67.0,19.0,19.0,61.0,61.0,30.0,1.0,85.0,24.0,24.0,24.0,26.0,26.0,26.0,0.0,78.0,65.0,20.0,18.0,18.0,18.0,61.0,60.0,97.0,97.0,97.0,22.0,44.0,37.0,37.0,110.0,37.0,37.0,29.0,29.0,29.0,61.0,61.0,61.0,0.0,53.0,64.0,60.0,64.0,69.0,109.0,23.0,23.0,23.0,115.0,115.0,48.0,39.0,119.0,119.0,119.0
2,61.0,61.0,26.0,61.0,61.0,61.0,13.0,61.0,61.0,26.0,61.0,41.0,41.0,13.0,13.0,13.0,61.0,61.0,55.0,1.0,1.0,14.0,75.0,24.0,47.0,26.0,26.0,26.0,17.0,26.0,65.0,65.0,65.0,18.0,18.0,61.0,62.0,23.0,97.0,97.0,39.0,44.0,44.0,37.0,14.0,37.0,31.0,37.0,37.0,50.0,29.0,77.0,61.0,61.0,53.0,21.0,59.0,64.0,64.0,109.0,109.0,23.0,20.0,23.0,115.0,115.0,58.0,119.0,119.0,0.0,0.0,0.0,30.0,143.0,7.0,7.0,7.0,67.0,10.0,67.0,19.0,19.0,61.0,61.0,61.0,1.0,22.0,24.0,24.0,45.0,18.0,26.0,26.0,26.0,26.0,20.0,65.0,18.0,18.0,18.0,61.0,61.0,97.0,1.0,97.0,44.0,44.0,31.0,37.0,38.0,37.0,37.0,29.0,29.0,11.0,61.0,61.0,61.0,19.0,25.0,64.0,67.0,12.0,109.0,109.0,23.0,23.0,8.0,115.0,115.0,6.0,13.0,119.0,119.0,119.0
3,61.0,61.0,26.0,61.0,61.0,61.0,13.0,61.0,61.0,61.0,61.0,41.0,41.0,13.0,13.0,13.0,61.0,61.0,61.0,1.0,1.0,24.0,24.0,24.0,26.0,26.0,26.0,26.0,26.0,26.0,72.0,65.0,65.0,18.0,18.0,61.0,61.0,61.0,97.0,97.0,97.0,44.0,44.0,37.0,20.0,37.0,31.0,37.0,28.0,29.0,29.0,61.0,61.0,61.0,12.0,53.0,64.0,64.0,64.0,62.0,109.0,23.0,23.0,23.0,115.0,115.0,119.0,119.0,119.0,0.0,0.0,0.0,143.0,84.0,7.0,7.0,7.0,67.0,67.0,67.0,19.0,19.0,61.0,61.0,61.0,1.0,1.0,24.0,60.0,24.0,26.0,26.0,26.0,26.0,26.0,65.0,65.0,18.0,18.0,23.0,61.0,81.0,97.0,97.0,97.0,20.0,44.0,37.0,37.0,110.0,37.0,11.0,29.0,29.0,29.0,61.0,61.0,61.0,53.0,53.0,17.0,14.0,16.0,109.0,109.0,0.0,23.0,115.0,115.0,115.0,13.0,33.0,119.0,38.0,119.0
4,61.0,61.0,26.0,61.0,61.0,61.0,13.0,61.0,61.0,61.0,61.0,41.0,41.0,13.0,13.0,18.0,41.0,61.0,88.0,1.0,1.0,24.0,18.0,24.0,26.0,73.0,26.0,26.0,26.0,26.0,65.0,65.0,65.0,18.0,18.0,46.0,88.0,45.0,97.0,97.0,47.0,44.0,44.0,37.0,37.0,87.0,37.0,37.0,29.0,17.0,29.0,61.0,61.0,61.0,53.0,0.0,31.0,64.0,86.0,109.0,42.0,23.0,23.0,23.0,115.0,115.0,119.0,119.0,119.0,0.0,0.0,0.0,143.0,143.0,7.0,7.0,7.0,67.0,67.0,11.0,19.0,22.0,61.0,61.0,61.0,1.0,1.0,24.0,24.0,29.0,26.0,26.0,26.0,26.0,37.0,65.0,65.0,18.0,18.0,18.0,61.0,61.0,97.0,97.0,45.0,44.0,44.0,37.0,37.0,37.0,37.0,37.0,29.0,3.0,56.0,61.0,61.0,61.0,0.0,53.0,64.0,64.0,64.0,109.0,109.0,23.0,21.0,115.0,115.0,5.0,13.0,26.0,119.0,56.0,119.0
5,61.0,61.0,26.0,52.0,61.0,61.0,1.0,42.0,61.0,47.0,61.0,41.0,104.0,13.0,4.0,13.0,61.0,61.0,61.0,1.0,61.0,24.0,24.0,24.0,26.0,26.0,70.0,26.0,26.0,64.0,65.0,55.0,65.0,18.0,18.0,61.0,61.0,61.0,97.0,97.0,97.0,44.0,44.0,37.0,37.0,47.0,85.0,41.0,29.0,29.0,29.0,61.0,61.0,61.0,53.0,53.0,64.0,64.0,64.0,42.0,109.0,23.0,10.0,59.0,73.0,115.0,35.0,119.0,1.0,0.0,15.0,0.0,143.0,143.0,7.0,7.0,7.0,67.0,67.0,47.0,19.0,19.0,61.0,61.0,26.0,1.0,1.0,24.0,12.0,24.0,0.0,25.0,26.0,26.0,26.0,65.0,65.0,83.0,18.0,18.0,68.0,61.0,97.0,137.0,45.0,15.0,44.0,53.0,37.0,37.0,37.0,37.0,29.0,84.0,4.0,53.0,61.0,61.0,53.0,53.0,64.0,64.0,109.0,109.0,109.0,53.0,23.0,115.0,115.0,115.0,62.0,13.0,119.0,119.0,119.0
6,61.0,61.0,26.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,68.0,41.0,31.0,13.0,13.0,13.0,61.0,61.0,61.0,1.0,1.0,24.0,24.0,24.0,23.0,26.0,26.0,26.0,26.0,26.0,65.0,65.0,65.0,40.0,14.0,61.0,61.0,61.0,45.0,97.0,97.0,44.0,44.0,37.0,4.0,37.0,37.0,37.0,29.0,29.0,38.0,61.0,61.0,61.0,8.0,53.0,64.0,64.0,5.0,109.0,109.0,23.0,23.0,23.0,115.0,51.0,119.0,119.0,119.0,0.0,0.0,0.0,143.0,143.0,49.0,7.0,7.0,67.0,67.0,67.0,19.0,19.0,61.0,61.0,61.0,39.0,1.0,24.0,24.0,24.0,26.0,74.0,26.0,26.0,26.0,65.0,69.0,6.0,18.0,15.0,61.0,61.0,97.0,97.0,97.0,44.0,44.0,37.0,33.0,37.0,37.0,37.0,29.0,29.0,29.0,61.0,32.0,61.0,53.0,53.0,64.0,0.0,109.0,44.0,109.0,23.0,23.0,115.0,34.0,115.0,13.0,93.0,39.0,73.0,119.0
7,61.0,61.0,26.0,61.0,61.0,38.0,61.0,61.0,40.0,61.0,61.0,41.0,41.0,13.0,13.0,13.0,61.0,61.0,61.0,1.0,1.0,24.0,24.0,24.0,26.0,26.0,6.0,3.0,26.0,26.0,65.0,65.0,18.0,18.0,18.0,61.0,61.0,4.0,97.0,97.0,97.0,44.0,44.0,37.0,37.0,7.0,37.0,37.0,29.0,29.0,29.0,85.0,69.0,61.0,53.0,41.0,64.0,64.0,64.0,33.0,109.0,23.0,23.0,23.0,115.0,73.0,119.0,119.0,119.0,0.0,0.0,0.0,143.0,143.0,16.0,7.0,7.0,67.0,67.0,67.0,38.0,19.0,43.0,63.0,11.0,1.0,1.0,24.0,24.0,24.0,26.0,26.0,43.0,26.0,26.0,11.0,22.0,68.0,0.0,18.0,61.0,61.0,97.0,97.0,97.0,44.0,44.0,37.0,37.0,37.0,34.0,77.0,29.0,29.0,29.0,61.0,61.0,61.0,53.0,53.0,64.0,64.0,109.0,109.0,109.0,23.0,23.0,115.0,115.0,0.0,13.0,42.0,119.0,119.0,119.0
8,61.0,61.0,26.0,61.0,61.0,61.0,37.0,29.0,61.0,61.0,8.0,41.0,41.0,33.0,13.0,13.0,61.0,61.0,61.0,1.0,1.0,24.0,24.0,24.0,26.0,26.0,26.0,71.0,71.0,91.0,65.0,65.0,65.0,18.0,18.0,32.0,61.0,72.0,97.0,14.0,97.0,44.0,44.0,37.0,37.0,37.0,77.0,37.0,29.0,29.0,29.0,61.0,61.0,61.0,53.0,53.0,25.0,64.0,64.0,109.0,109.0,23.0,23.0,23.0,43.0,34.0,119.0,12.0,119.0,0.0,0.0,0.0,143.0,143.0,7.0,7.0,7.0,67.0,67.0,67.0,19.0,19.0,61.0,61.0,47.0,1.0,1.0,24.0,24.0,24.0,26.0,26.0,26.0,26.0,26.0,65.0,65.0,18.0,18.0,18.0,61.0,61.0,97.0,97.0,97.0,44.0,44.0,37.0,95.0,24.0,37.0,37.0,29.0,29.0,29.0,61.0,61.0,61.0,32.0,53.0,64.0,64.0,109.0,42.0,109.0,23.0,23.0,115.0,119.0,72.0,62.0,43.0,119.0,119.0,0.0
9,61.0,61.0,26.0,61.0,61.0,37.0,26.0,61.0,34.0,61.0,61.0,41.0,41.0,68.0,13.0,13.0,20.0,61.0,61.0,1.0,30.0,24.0,24.0,24.0,26.0,26.0,26.0,26.0,26.0,26.0,65.0,65.0,65.0,18.0,18.0,61.0,61.0,38.0,97.0,97.0,97.0,44.0,44.0,45.0,37.0,31.0,88.0,37.0,29.0,29.0,29.0,11.0,61.0,61.0,53.0,25.0,64.0,64.0,18.0,109.0,109.0,23.0,23.0,23.0,115.0,21.0,119.0,119.0,119.0,0.0,0.0,0.0,143.0,143.0,7.0,68.0,7.0,67.0,67.0,85.0,19.0,19.0,15.0,61.0,61.0,44.0,1.0,24.0,24.0,75.0,26.0,90.0,26.0,16.0,26.0,65.0,36.0,18.0,18.0,18.0,61.0,61.0,97.0,97.0,97.0,44.0,44.0,37.0,37.0,37.0,37.0,37.0,29.0,29.0,29.0,61.0,61.0,61.0,53.0,53.0,64.0,64.0,109.0,109.0,109.0,23.0,23.0,45.0,115.0,115.0,13.0,13.0,119.0,119.0,119.0
