,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,92.0,1157.0,92.0,801.0,92.0,1032.0,92.0,1424.0,92.0,231.0,92.0,89.0,92.0,136.0,92.0,92.0,92.0,416.0,92.0,801.0,92.0,267.0,92.0,231.0,92.0,0.0,92.0,552.0,92.0,136.0,92.0,0.0,92.0,0.0,92.0,445.0,92.0,89.0
1,92.0,1157.0,92.0,801.0,92.0,1032.0,92.0,1424.0,92.0,231.0,92.0,644.0,92.0,136.0,92.0,92.0,92.0,356.0,92.0,801.0,92.0,801.0,92.0,231.0,92.0,0.0,92.0,136.0,92.0,136.0,92.0,1068.0,92.0,178.0,92.0,552.0,92.0,0.0
2,92.0,1157.0,92.0,801.0,92.0,1032.0,92.0,1424.0,92.0,231.0,92.0,89.0,92.0,136.0,92.0,92.0,92.0,0.0,92.0,89.0,92.0,0.0,92.0,231.0,92.0,0.0,92.0,1196.0,92.0,136.0,92.0,1068.0,92.0,0.0,92.0,0.0,92.0,801.0
3,92.0,1157.0,92.0,801.0,92.0,1032.0,92.0,1424.0,92.0,231.0,92.0,89.0,92.0,136.0,92.0,92.0,92.0,1424.0,92.0,801.0,92.0,0.0,92.0,231.0,92.0,0.0,92.0,136.0,92.0,136.0,92.0,801.0,92.0,0.0,92.0,1380.0,92.0,801.0
4,92.0,1157.0,92.0,801.0,92.0,1032.0,92.0,1424.0,92.0,231.0,92.0,89.0,92.0,136.0,92.0,92.0,92.0,1424.0,92.0,534.0,92.0,1424.0,92.0,231.0,92.0,0.0,92.0,616.0,92.0,136.0,92.0,1157.0,92.0,184.0,92.0,276.0,92.0,267.0
5,92.0,1157.0,92.0,801.0,92.0,1032.0,92.0,1424.0,92.0,231.0,92.0,89.0,92.0,136.0,92.0,92.0,92.0,1424.0,92.0,801.0,92.0,0.0,92.0,356.0,92.0,0.0,92.0,136.0,92.0,136.0,92.0,1068.0,92.0,0.0,92.0,92.0,92.0,534.0
6,92.0,1157.0,92.0,801.0,92.0,1032.0,92.0,1424.0,92.0,231.0,92.0,89.0,92.0,136.0,92.0,92.0,92.0,1424.0,92.0,801.0,92.0,801.0,92.0,231.0,92.0,0.0,92.0,612.0,92.0,296.0,92.0,1068.0,92.0,0.0,92.0,184.0,92.0,801.0
7,92.0,1157.0,92.0,801.0,92.0,1032.0,92.0,1424.0,92.0,231.0,92.0,534.0,92.0,136.0,92.0,92.0,92.0,445.0,92.0,801.0,92.0,801.0,92.0,231.0,92.0,0.0,92.0,0.0,92.0,136.0,92.0,1068.0,92.0,0.0,92.0,0.0,92.0,712.0
8,92.0,1157.0,92.0,801.0,92.0,1068.0,92.0,1157.0,92.0,276.0,92.0,89.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,801.0,92.0,801.0,92.0,231.0,92.0,0.0,92.0,0.0,92.0,544.0,92.0,1068.0,92.0,276.0,92.0,184.0,92.0,801.0
9,92.0,1157.0,92.0,801.0,92.0,1068.0,92.0,1157.0,92.0,276.0,92.0,267.0,92.0,0.0,92.0,92.0,92.0,1424.0,92.0,801.0,92.0,801.0,92.0,231.0,92.0,0.0,92.0,204.0,92.0,136.0,92.0,1068.0,92.0,92.0,92.0,92.0,92.0,801.0
