,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,63.0,10.0,63.0,61.0,63.0,41.0,63.0,12.0,63.0,73.0,63.0,61.0,63.0,100.0,63.0,61.0,63.0,61.0,63.0,61.0,63.0,61.0,63.0,141.0,63.0,81.0,63.0,73.0,63.0,36.0,63.0,54.0,63.0,32.0,63.0,68.0,63.0,71.0,63.0,141.0,63.0,27.0,63.0,54.0,63.0,41.0
1,61.0,10.0,61.0,61.0,61.0,41.0,61.0,12.0,61.0,73.0,61.0,61.0,61.0,100.0,61.0,61.0,61.0,45.0,61.0,61.0,61.0,28.0,61.0,141.0,61.0,81.0,61.0,73.0,61.0,37.0,61.0,30.0,61.0,35.0,61.0,68.0,61.0,77.0,61.0,141.0,61.0,39.0,61.0,31.0,61.0,41.0
2,61.0,10.0,61.0,61.0,61.0,41.0,61.0,12.0,61.0,73.0,61.0,61.0,61.0,100.0,61.0,61.0,61.0,47.0,61.0,61.0,61.0,61.0,61.0,141.0,61.0,81.0,61.0,73.0,61.0,61.0,61.0,54.0,61.0,32.0,61.0,68.0,61.0,71.0,61.0,0.0,61.0,27.0,61.0,54.0,61.0,41.0
3,61.0,10.0,61.0,61.0,61.0,41.0,61.0,12.0,61.0,73.0,61.0,61.0,61.0,100.0,61.0,61.0,61.0,38.0,61.0,61.0,61.0,61.0,61.0,141.0,61.0,81.0,61.0,73.0,61.0,61.0,61.0,54.0,61.0,32.0,61.0,68.0,61.0,71.0,61.0,141.0,61.0,27.0,61.0,54.0,61.0,41.0
4,61.0,10.0,61.0,61.0,61.0,41.0,61.0,12.0,61.0,73.0,61.0,61.0,61.0,100.0,61.0,61.0,61.0,66.0,61.0,29.0,61.0,42.0,61.0,141.0,61.0,81.0,61.0,73.0,61.0,61.0,61.0,54.0,61.0,32.0,61.0,68.0,61.0,71.0,61.0,85.0,61.0,27.0,61.0,54.0,61.0,41.0
5,61.0,10.0,61.0,61.0,61.0,41.0,61.0,12.0,61.0,73.0,61.0,61.0,61.0,100.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,141.0,61.0,81.0,61.0,73.0,61.0,61.0,61.0,54.0,61.0,32.0,61.0,68.0,61.0,71.0,61.0,141.0,61.0,27.0,61.0,128.0,61.0,41.0
6,61.0,10.0,61.0,61.0,61.0,41.0,61.0,12.0,61.0,73.0,61.0,61.0,61.0,100.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,141.0,61.0,81.0,61.0,35.0,61.0,61.0,61.0,54.0,61.0,32.0,61.0,68.0,61.0,71.0,61.0,141.0,61.0,27.0,61.0,0.0,61.0,41.0
7,61.0,10.0,61.0,61.0,61.0,41.0,61.0,12.0,61.0,73.0,61.0,61.0,61.0,100.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,141.0,61.0,81.0,61.0,73.0,61.0,67.0,61.0,54.0,61.0,32.0,61.0,85.0,61.0,71.0,61.0,141.0,61.0,27.0,61.0,54.0,61.0,41.0
8,61.0,10.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,20.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,5.0,61.0,61.0,61.0,61.0,61.0,81.0,61.0,16.0,61.0,61.0,61.0,54.0,61.0,8.0,61.0,68.0,61.0,71.0,61.0,45.0,61.0,27.0,61.0,54.0,61.0,41.0
9,61.0,10.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,6.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,104.0,61.0,81.0,61.0,82.0,61.0,61.0,61.0,12.0,61.0,32.0,61.0,68.0,61.0,71.0,61.0,141.0,61.0,6.0,61.0,54.0,61.0,52.0
