,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
37,5.0,34.0,5.0,5.0,5.0,0.0,5.0,14.0,5.0,25.0,5.0,31.0,5.0,60.0,5.0,5.0
38,5.0,34.0,5.0,5.0,5.0,9.0,5.0,5.0,5.0,19.0,5.0,1.0,5.0,60.0,5.0,37.0
39,5.0,34.0,5.0,5.0,5.0,10.0,5.0,6.0,5.0,20.0,5.0,27.0,5.0,60.0,5.0,38.0
40,1.0,5.0,1.0,5.0,1.0,25.0,1.0,14.0,1.0,19.0,1.0,27.0,1.0,5.0,1.0,15.0
41,1.0,5.0,1.0,5.0,1.0,19.0,1.0,14.0,1.0,19.0,1.0,27.0,1.0,0.0,1.0,38.0
42,1.0,5.0,1.0,5.0,1.0,3.0,1.0,14.0,1.0,19.0,1.0,27.0,1.0,5.0,1.0,38.0
43,1.0,5.0,1.0,5.0,1.0,20.0,1.0,5.0,1.0,19.0,1.0,5.0,1.0,10.0,1.0,34.0
44,1.0,5.0,1.0,5.0,1.0,19.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,38.0
45,1.0,10.0,1.0,5.0,1.0,24.0,1.0,14.0,1.0,20.0,1.0,27.0,1.0,4.0,1.0,38.0
46,1.0,5.0,1.0,10.0,1.0,19.0,1.0,14.0,1.0,0.0,1.0,27.0,1.0,5.0,1.0,38.0
47,1.0,5.0,1.0,5.0,1.0,24.0,1.0,5.0,1.0,22.0,1.0,27.0,1.0,0.0,1.0,38.0
48,1.0,5.0,1.0,5.0,1.0,20.0,1.0,14.0,1.0,19.0,1.0,27.0,1.0,5.0,1.0,28.0
49,5.0,5.0,5.0,5.0,5.0,14.0,5.0,14.0,5.0,15.0,5.0,21.0,5.0,0.0,5.0,38.0
50,5.0,6.0,5.0,10.0,5.0,19.0,5.0,19.0,5.0,15.0,5.0,27.0,5.0,0.0,5.0,33.0
51,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,20.0,5.0,9.0,5.0,38.0
52,5.0,5.0,5.0,5.0,5.0,30.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,0.0,5.0,36.0
53,5.0,12.0,5.0,0.0,5.0,10.0,5.0,14.0,5.0,19.0,5.0,21.0,5.0,5.0,5.0,33.0
54,5.0,1.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,21.0,5.0,20.0,5.0,38.0
55,1.0,11.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,19.0,1.0,27.0,1.0,5.0,1.0,0.0
56,1.0,6.0,1.0,5.0,1.0,5.0,1.0,14.0,1.0,15.0,1.0,27.0,1.0,5.0,1.0,23.0
57,1.0,5.0,1.0,5.0,1.0,19.0,1.0,14.0,1.0,14.0,1.0,31.0,1.0,10.0,1.0,38.0
58,1.0,5.0,1.0,5.0,1.0,19.0,1.0,9.0,1.0,10.0,1.0,9.0,1.0,5.0,1.0,1.0
59,1.0,10.0,1.0,25.0,1.0,19.0,1.0,14.0,1.0,14.0,1.0,27.0,1.0,5.0,1.0,38.0
60,1.0,24.0,1.0,5.0,1.0,14.0,1.0,14.0,1.0,19.0,1.0,27.0,1.0,5.0,1.0,38.0
61,1.0,5.0,1.0,5.0,1.0,19.0,1.0,14.0,1.0,33.0,1.0,27.0,1.0,5.0,1.0,38.0
62,1.0,10.0,1.0,5.0,1.0,25.0,1.0,14.0,1.0,19.0,1.0,27.0,1.0,5.0,1.0,38.0
63,1.0,0.0,1.0,10.0,1.0,15.0,1.0,14.0,1.0,19.0,1.0,0.0,1.0,5.0,1.0,10.0
64,13.0,5.0,13.0,5.0,13.0,19.0,13.0,14.0,13.0,19.0,13.0,27.0,13.0,5.0,13.0,39.0
65,13.0,5.0,13.0,10.0,13.0,19.0,13.0,4.0,13.0,19.0,13.0,4.0,13.0,5.0,13.0,33.0
66,13.0,16.0,13.0,10.0,13.0,25.0,13.0,14.0,13.0,19.0,13.0,27.0,13.0,6.0,13.0,38.0
67,13.0,1.0,13.0,5.0,13.0,19.0,13.0,19.0,13.0,19.0,13.0,14.0,13.0,0.0,13.0,0.0
68,13.0,5.0,13.0,5.0,13.0,19.0,13.0,0.0,13.0,20.0,13.0,27.0,13.0,0.0,13.0,14.0
69,13.0,5.0,13.0,5.0,13.0,19.0,13.0,14.0,13.0,20.0,13.0,27.0,13.0,5.0,13.0,1.0
70,13.0,0.0,13.0,5.0,13.0,35.0,13.0,14.0,13.0,19.0,13.0,5.0,13.0,5.0,13.0,15.0
71,13.0,0.0,13.0,9.0,13.0,19.0,13.0,1.0,13.0,19.0,13.0,27.0,13.0,5.0,13.0,0.0
72,13.0,5.0,13.0,5.0,13.0,19.0,13.0,14.0,13.0,19.0,13.0,5.0,13.0,5.0,13.0,4.0
73,5.0,0.0,5.0,10.0,5.0,19.0,5.0,9.0,5.0,19.0,5.0,29.0,5.0,5.0,5.0,38.0
74,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,5.0,5.0,27.0,5.0,10.0,5.0,0.0
75,10.0,5.0,10.0,5.0,10.0,19.0,10.0,14.0,10.0,20.0,10.0,27.0,10.0,5.0,10.0,0.0
76,5.0,0.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,5.0,5.0,27.0,5.0,0.0,5.0,35.0
77,5.0,5.0,5.0,6.0,5.0,11.0,5.0,19.0,5.0,19.0,5.0,20.0,5.0,0.0,5.0,38.0
78,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,10.0,5.0,27.0,5.0,5.0,5.0,38.0
79,5.0,5.0,5.0,5.0,5.0,14.0,5.0,14.0,5.0,21.0,5.0,14.0,5.0,5.0,5.0,1.0
80,5.0,5.0,5.0,21.0,5.0,25.0,5.0,14.0,5.0,19.0,5.0,22.0,5.0,5.0,5.0,36.0
81,5.0,6.0,5.0,0.0,5.0,19.0,5.0,11.0,5.0,20.0,5.0,31.0,5.0,5.0,5.0,38.0
82,5.0,6.0,5.0,5.0,5.0,19.0,5.0,9.0,5.0,19.0,5.0,21.0,5.0,5.0,5.0,33.0
83,5.0,5.0,5.0,0.0,5.0,19.0,5.0,9.0,5.0,19.0,5.0,0.0,5.0,11.0,5.0,19.0
84,5.0,5.0,5.0,1.0,5.0,19.0,5.0,14.0,5.0,26.0,5.0,27.0,5.0,5.0,5.0,38.0
85,5.0,5.0,5.0,5.0,5.0,19.0,5.0,10.0,5.0,19.0,5.0,27.0,5.0,15.0,5.0,2.0
86,5.0,5.0,5.0,15.0,5.0,15.0,5.0,20.0,5.0,19.0,5.0,27.0,5.0,0.0,5.0,43.0
87,5.0,5.0,5.0,0.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,1.0,5.0,33.0
88,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,20.0,5.0,4.0,5.0,5.0,5.0,38.0
89,9.0,5.0,9.0,10.0,9.0,19.0,9.0,11.0,9.0,4.0,9.0,27.0,9.0,5.0,9.0,38.0
90,5.0,5.0,5.0,3.0,5.0,14.0,5.0,14.0,5.0,19.0,5.0,6.0,5.0,5.0,5.0,15.0
91,5.0,5.0,5.0,5.0,5.0,0.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,38.0
92,5.0,5.0,5.0,5.0,5.0,29.0,5.0,14.0,5.0,19.0,5.0,21.0,5.0,10.0,5.0,38.0
93,5.0,10.0,5.0,5.0,5.0,19.0,5.0,6.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,39.0
94,5.0,0.0,5.0,10.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,16.0,5.0,38.0
95,10.0,5.0,10.0,5.0,10.0,34.0,10.0,14.0,10.0,19.0,10.0,21.0,10.0,10.0,10.0,38.0
96,5.0,19.0,5.0,5.0,5.0,14.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,38.0
97,5.0,5.0,5.0,4.0,5.0,19.0,5.0,14.0,5.0,0.0,5.0,22.0,5.0,5.0,5.0,38.0
98,10.0,0.0,10.0,5.0,10.0,19.0,10.0,14.0,10.0,15.0,10.0,24.0,10.0,10.0,10.0,0.0
99,0.0,5.0,0.0,5.0,0.0,19.0,0.0,15.0,0.0,19.0,0.0,27.0,0.0,0.0,0.0,38.0
100,5.0,5.0,5.0,10.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,10.0,5.0,38.0
101,1.0,5.0,1.0,5.0,1.0,19.0,1.0,1.0,1.0,19.0,1.0,31.0,1.0,5.0,1.0,15.0
102,4.0,5.0,4.0,19.0,4.0,19.0,4.0,14.0,4.0,19.0,4.0,27.0,4.0,5.0,4.0,38.0
103,5.0,10.0,5.0,5.0,5.0,10.0,5.0,1.0,5.0,11.0,5.0,27.0,5.0,5.0,5.0,43.0
104,16.0,5.0,16.0,10.0,16.0,19.0,16.0,14.0,16.0,19.0,16.0,27.0,16.0,0.0,16.0,38.0
105,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,25.0,5.0,0.0,5.0,38.0
106,5.0,5.0,5.0,15.0,5.0,25.0,5.0,14.0,5.0,14.0,5.0,5.0,5.0,0.0,5.0,3.0
107,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,20.0,5.0,27.0,5.0,0.0,5.0,38.0
108,5.0,0.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,1.0,5.0,38.0
109,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,0.0,5.0,6.0
110,5.0,4.0,5.0,5.0,5.0,19.0,5.0,9.0,5.0,19.0,5.0,6.0,5.0,5.0,5.0,38.0
111,5.0,10.0,5.0,0.0,5.0,19.0,5.0,6.0,5.0,20.0,5.0,27.0,5.0,0.0,5.0,6.0
112,5.0,5.0,5.0,5.0,5.0,24.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,6.0,5.0,10.0
113,5.0,5.0,5.0,4.0,5.0,19.0,5.0,14.0,5.0,25.0,5.0,29.0,5.0,5.0,5.0,38.0
114,4.0,0.0,4.0,15.0,4.0,19.0,4.0,14.0,4.0,19.0,4.0,19.0,4.0,1.0,4.0,38.0
115,1.0,5.0,1.0,5.0,1.0,19.0,1.0,16.0,1.0,15.0,1.0,27.0,1.0,5.0,1.0,38.0
116,1.0,5.0,1.0,5.0,1.0,19.0,1.0,24.0,1.0,19.0,1.0,27.0,1.0,0.0,1.0,38.0
117,1.0,5.0,1.0,5.0,1.0,19.0,1.0,9.0,1.0,19.0,1.0,27.0,1.0,5.0,1.0,38.0
118,1.0,0.0,1.0,5.0,1.0,19.0,1.0,14.0,1.0,19.0,1.0,27.0,1.0,0.0,1.0,15.0
119,1.0,5.0,1.0,0.0,1.0,19.0,1.0,9.0,1.0,29.0,1.0,27.0,1.0,5.0,1.0,38.0
120,1.0,5.0,1.0,5.0,1.0,19.0,1.0,14.0,1.0,20.0,1.0,27.0,1.0,5.0,1.0,1.0
121,1.0,5.0,1.0,5.0,1.0,19.0,1.0,14.0,1.0,19.0,1.0,16.0,1.0,5.0,1.0,43.0
122,1.0,15.0,1.0,20.0,1.0,5.0,1.0,9.0,1.0,15.0,1.0,0.0,1.0,5.0,1.0,38.0
123,1.0,5.0,1.0,5.0,1.0,19.0,1.0,6.0,1.0,19.0,1.0,0.0,1.0,5.0,1.0,38.0
124,3.0,5.0,3.0,5.0,3.0,19.0,3.0,9.0,3.0,25.0,3.0,5.0,3.0,5.0,3.0,38.0
125,5.0,0.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,24.0,5.0,0.0,5.0,5.0,5.0,38.0
126,5.0,10.0,5.0,5.0,5.0,19.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,38.0
127,5.0,8.0,5.0,5.0,5.0,19.0,5.0,10.0,5.0,19.0,5.0,0.0,5.0,5.0,5.0,43.0
128,0.0,5.0,0.0,10.0,0.0,15.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,5.0,0.0,38.0
129,9.0,5.0,9.0,5.0,9.0,25.0,9.0,14.0,9.0,14.0,9.0,2.0,9.0,5.0,9.0,38.0
130,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,19.0,5.0,0.0,5.0,5.0,5.0,38.0
131,5.0,5.0,5.0,4.0,5.0,19.0,5.0,14.0,5.0,10.0,5.0,0.0,5.0,5.0,5.0,0.0
132,5.0,5.0,5.0,5.0,5.0,20.0,5.0,14.0,5.0,19.0,5.0,0.0,5.0,1.0,5.0,0.0
133,5.0,12.0,5.0,5.0,5.0,19.0,5.0,1.0,5.0,21.0,5.0,0.0,5.0,0.0,5.0,38.0
134,5.0,10.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,10.0,5.0,0.0,5.0,1.0,5.0,10.0
135,5.0,0.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,0.0,5.0,5.0,5.0,38.0
136,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,0.0,5.0,5.0,5.0,38.0
137,5.0,5.0,5.0,6.0,5.0,15.0,5.0,14.0,5.0,19.0,5.0,15.0,5.0,5.0,5.0,1.0
138,5.0,5.0,5.0,5.0,5.0,15.0,5.0,14.0,5.0,19.0,5.0,20.0,5.0,21.0,5.0,38.0
139,5.0,0.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,15.0,5.0,38.0
140,5.0,10.0,5.0,5.0,5.0,14.0,5.0,9.0,5.0,15.0,5.0,27.0,5.0,0.0,5.0,38.0
141,5.0,23.0,5.0,5.0,5.0,9.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,38.0
142,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,15.0,5.0,27.0,5.0,5.0,5.0,5.0
143,19.0,9.0,19.0,5.0,19.0,19.0,19.0,14.0,19.0,15.0,19.0,22.0,19.0,5.0,19.0,38.0
144,19.0,6.0,19.0,5.0,19.0,19.0,19.0,14.0,19.0,19.0,19.0,10.0,19.0,5.0,19.0,4.0
145,19.0,5.0,19.0,5.0,19.0,19.0,19.0,9.0,19.0,15.0,19.0,21.0,19.0,1.0,19.0,38.0
146,19.0,5.0,19.0,5.0,19.0,19.0,19.0,14.0,19.0,19.0,19.0,20.0,19.0,5.0,19.0,38.0
147,19.0,5.0,19.0,5.0,19.0,19.0,19.0,14.0,19.0,19.0,19.0,7.0,19.0,0.0,19.0,0.0
148,19.0,12.0,19.0,5.0,19.0,25.0,19.0,11.0,19.0,10.0,19.0,27.0,19.0,0.0,19.0,18.0
149,19.0,5.0,19.0,0.0,19.0,5.0,19.0,14.0,19.0,5.0,19.0,27.0,19.0,5.0,19.0,38.0
150,19.0,6.0,19.0,10.0,19.0,19.0,19.0,14.0,19.0,10.0,19.0,27.0,19.0,5.0,19.0,37.0
151,19.0,0.0,19.0,5.0,19.0,19.0,19.0,14.0,19.0,1.0,19.0,27.0,19.0,5.0,19.0,38.0
152,5.0,15.0,5.0,5.0,5.0,9.0,5.0,14.0,5.0,15.0,5.0,4.0,5.0,5.0,5.0,1.0
153,0.0,0.0,0.0,16.0,0.0,19.0,0.0,14.0,0.0,19.0,0.0,0.0,0.0,5.0,0.0,0.0
154,5.0,5.0,5.0,1.0,5.0,19.0,5.0,10.0,5.0,5.0,5.0,27.0,5.0,5.0,5.0,38.0
155,16.0,10.0,16.0,4.0,16.0,19.0,16.0,5.0,16.0,19.0,16.0,21.0,16.0,5.0,16.0,34.0
156,16.0,6.0,16.0,5.0,16.0,19.0,16.0,14.0,16.0,0.0,16.0,22.0,16.0,5.0,16.0,38.0
157,16.0,10.0,16.0,5.0,16.0,36.0,16.0,8.0,16.0,19.0,16.0,26.0,16.0,5.0,16.0,38.0
158,16.0,5.0,16.0,16.0,16.0,19.0,16.0,14.0,16.0,19.0,16.0,27.0,16.0,5.0,16.0,37.0
159,16.0,5.0,16.0,0.0,16.0,19.0,16.0,14.0,16.0,19.0,16.0,28.0,16.0,5.0,16.0,40.0
160,16.0,15.0,16.0,5.0,16.0,1.0,16.0,6.0,16.0,15.0,16.0,27.0,16.0,5.0,16.0,38.0
161,16.0,6.0,16.0,5.0,16.0,19.0,16.0,14.0,16.0,11.0,16.0,27.0,16.0,5.0,16.0,38.0
162,16.0,0.0,16.0,5.0,16.0,30.0,16.0,14.0,16.0,24.0,16.0,1.0,16.0,5.0,16.0,38.0
163,16.0,15.0,16.0,5.0,16.0,5.0,16.0,1.0,16.0,15.0,16.0,26.0,16.0,26.0,16.0,0.0
164,5.0,5.0,5.0,5.0,5.0,10.0,5.0,14.0,5.0,11.0,5.0,27.0,5.0,5.0,5.0,38.0
165,15.0,5.0,15.0,0.0,15.0,19.0,15.0,14.0,15.0,19.0,15.0,27.0,15.0,0.0,15.0,1.0
166,0.0,11.0,0.0,5.0,0.0,19.0,0.0,14.0,0.0,19.0,0.0,17.0,0.0,5.0,0.0,33.0
167,0.0,5.0,0.0,5.0,0.0,20.0,0.0,14.0,0.0,19.0,0.0,27.0,0.0,5.0,0.0,38.0
168,5.0,5.0,5.0,5.0,5.0,19.0,5.0,15.0,5.0,36.0,5.0,27.0,5.0,5.0,5.0,6.0
169,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,38.0
170,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,20.0,5.0,27.0,5.0,5.0,5.0,10.0
171,6.0,5.0,6.0,5.0,6.0,19.0,6.0,0.0,6.0,19.0,6.0,26.0,6.0,5.0,6.0,10.0
172,16.0,5.0,16.0,14.0,16.0,19.0,16.0,5.0,16.0,10.0,16.0,27.0,16.0,5.0,16.0,10.0
173,5.0,5.0,5.0,5.0,5.0,15.0,5.0,10.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,10.0
174,5.0,5.0,5.0,5.0,5.0,19.0,5.0,14.0,5.0,15.0,5.0,32.0,5.0,3.0,5.0,10.0
175,1.0,5.0,1.0,5.0,1.0,19.0,1.0,14.0,1.0,19.0,1.0,27.0,1.0,0.0,1.0,10.0
176,20.0,5.0,20.0,10.0,20.0,19.0,20.0,14.0,20.0,0.0,20.0,27.0,20.0,0.0,20.0,20.0
177,10.0,5.0,10.0,5.0,10.0,16.0,10.0,14.0,10.0,19.0,10.0,27.0,10.0,0.0,10.0,10.0
178,10.0,5.0,10.0,5.0,10.0,16.0,10.0,19.0,10.0,9.0,10.0,27.0,10.0,5.0,10.0,10.0
179,5.0,0.0,5.0,1.0,5.0,16.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,10.0
180,5.0,4.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,10.0
181,5.0,5.0,5.0,5.0,5.0,11.0,5.0,14.0,5.0,10.0,5.0,27.0,5.0,5.0,5.0,10.0
182,5.0,5.0,5.0,5.0,5.0,16.0,5.0,14.0,5.0,14.0,5.0,22.0,5.0,5.0,5.0,25.0
183,5.0,20.0,5.0,5.0,5.0,16.0,5.0,26.0,5.0,24.0,5.0,5.0,5.0,16.0,5.0,10.0
184,15.0,6.0,15.0,5.0,15.0,23.0,15.0,11.0,15.0,19.0,15.0,27.0,15.0,5.0,15.0,0.0
185,5.0,5.0,5.0,0.0,5.0,11.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,44.0
186,9.0,5.0,9.0,5.0,9.0,16.0,9.0,14.0,9.0,19.0,9.0,26.0,9.0,5.0,9.0,38.0
187,0.0,5.0,0.0,10.0,0.0,12.0,0.0,14.0,0.0,19.0,0.0,27.0,0.0,5.0,0.0,33.0
188,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,20.0
189,15.0,10.0,15.0,5.0,15.0,1.0,15.0,14.0,15.0,19.0,15.0,27.0,15.0,5.0,15.0,0.0
190,8.0,5.0,8.0,0.0,8.0,16.0,8.0,14.0,8.0,19.0,8.0,0.0,8.0,15.0,8.0,38.0
191,10.0,15.0,10.0,5.0,10.0,10.0,10.0,14.0,10.0,15.0,10.0,15.0,10.0,5.0,10.0,0.0
192,0.0,10.0,0.0,5.0,0.0,21.0,0.0,14.0,0.0,5.0,0.0,17.0,0.0,5.0,0.0,0.0
193,4.0,21.0,4.0,5.0,4.0,16.0,4.0,14.0,4.0,19.0,4.0,31.0,4.0,5.0,4.0,38.0
194,5.0,16.0,5.0,5.0,5.0,31.0,5.0,25.0,5.0,20.0,5.0,27.0,5.0,5.0,5.0,0.0
195,5.0,5.0,5.0,5.0,5.0,16.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,4.0,5.0,23.0
196,5.0,5.0,5.0,9.0,5.0,16.0,5.0,9.0,5.0,20.0,5.0,27.0,5.0,6.0,5.0,38.0
197,10.0,5.0,10.0,5.0,10.0,16.0,10.0,14.0,10.0,10.0,10.0,27.0,10.0,5.0,10.0,38.0
198,5.0,4.0,5.0,5.0,5.0,16.0,5.0,14.0,5.0,19.0,5.0,32.0,5.0,5.0,5.0,38.0
199,6.0,0.0,6.0,5.0,6.0,12.0,6.0,4.0,6.0,19.0,6.0,0.0,6.0,5.0,6.0,38.0
200,0.0,5.0,0.0,5.0,0.0,10.0,0.0,6.0,0.0,19.0,0.0,27.0,0.0,5.0,0.0,38.0
201,0.0,5.0,0.0,5.0,0.0,16.0,0.0,14.0,0.0,19.0,0.0,4.0,0.0,1.0,0.0,38.0
202,5.0,5.0,5.0,0.0,5.0,7.0,5.0,14.0,5.0,1.0,5.0,27.0,5.0,5.0,5.0,38.0
203,5.0,5.0,5.0,5.0,5.0,16.0,5.0,14.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,38.0
204,5.0,5.0,5.0,2.0,5.0,0.0,5.0,9.0,5.0,25.0,5.0,26.0,5.0,5.0,5.0,38.0
205,5.0,16.0,5.0,10.0,5.0,16.0,5.0,6.0,5.0,19.0,5.0,27.0,5.0,5.0,5.0,30.0
206,5.0,20.0,5.0,0.0,5.0,16.0,5.0,15.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,38.0
207,5.0,0.0,5.0,0.0,5.0,1.0,5.0,14.0,5.0,15.0,5.0,27.0,5.0,5.0,5.0,38.0
208,5.0,5.0,5.0,5.0,5.0,12.0,5.0,9.0,5.0,19.0,5.0,27.0,5.0,0.0,5.0,1.0
209,10.0,1.0,10.0,5.0,10.0,15.0,10.0,12.0,10.0,14.0,10.0,17.0,10.0,5.0,10.0,38.0
210,5.0,1.0,5.0,9.0,5.0,16.0,5.0,14.0,5.0,14.0,5.0,21.0,5.0,5.0,5.0,5.0
