,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,0.0,313.0,0.0,317.0,0.0,355.0,0.0,281.0,0.0,179.0,0.0,8.0,0.0,247.0,0.0,317.0,0.0,243.0,0.0,172.0,0.0,105.0,0.0,105.0,0.0,137.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,127.0,0.0,127.0,0.0,241.0,0.0,272.0,0.0,64.0,0.0,32.0,0.0,32.0,0.0,132.0,0.0,197.0,0.0,46.0,0.0,254.0,0.0,254.0,0.0,256.0,0.0,363.0,0.0,138.0,0.0,28.0
1,0.0,313.0,0.0,317.0,0.0,355.0,0.0,281.0,0.0,179.0,0.0,8.0,0.0,247.0,0.0,317.0,0.0,243.0,0.0,172.0,0.0,105.0,0.0,105.0,0.0,137.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,127.0,0.0,127.0,0.0,241.0,0.0,272.0,0.0,64.0,0.0,6.0,0.0,32.0,0.0,132.0,0.0,164.0,0.0,10.0,0.0,254.0,0.0,183.0,0.0,218.0,0.0,363.0,0.0,138.0,0.0,28.0
2,0.0,313.0,0.0,317.0,0.0,355.0,0.0,281.0,0.0,179.0,0.0,8.0,0.0,247.0,0.0,317.0,0.0,243.0,0.0,172.0,0.0,105.0,0.0,105.0,0.0,137.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,127.0,0.0,127.0,0.0,241.0,0.0,272.0,0.0,80.0,0.0,32.0,0.0,67.0,0.0,132.0,0.0,197.0,0.0,10.0,0.0,254.0,0.0,254.0,0.0,254.0,0.0,363.0,0.0,138.0,0.0,28.0
3,0.0,313.0,0.0,317.0,0.0,355.0,0.0,281.0,0.0,179.0,0.0,8.0,0.0,247.0,0.0,317.0,0.0,243.0,0.0,172.0,0.0,105.0,0.0,105.0,0.0,137.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,44.0,0.0,127.0,0.0,127.0,0.0,241.0,0.0,272.0,0.0,64.0,0.0,32.0,0.0,34.0,0.0,132.0,0.0,197.0,0.0,10.0,0.0,254.0,0.0,254.0,0.0,254.0,0.0,363.0,0.0,138.0,0.0,142.0
4,0.0,313.0,0.0,317.0,0.0,355.0,0.0,281.0,0.0,179.0,0.0,8.0,0.0,247.0,0.0,280.0,0.0,243.0,0.0,172.0,0.0,105.0,0.0,105.0,0.0,137.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,127.0,0.0,127.0,0.0,241.0,0.0,272.0,0.0,64.0,0.0,32.0,0.0,32.0,0.0,132.0,0.0,239.0,0.0,10.0,0.0,254.0,0.0,254.0,0.0,220.0,0.0,363.0,0.0,138.0,0.0,28.0
5,0.0,313.0,0.0,317.0,0.0,355.0,0.0,281.0,0.0,179.0,0.0,8.0,0.0,247.0,0.0,317.0,0.0,243.0,0.0,172.0,0.0,105.0,0.0,105.0,0.0,137.0,0.0,235.0,0.0,105.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,127.0,0.0,127.0,0.0,241.0,0.0,272.0,0.0,101.0,0.0,32.0,0.0,32.0,0.0,132.0,0.0,197.0,0.0,10.0,0.0,254.0,0.0,254.0,0.0,289.0,0.0,171.0,0.0,138.0,0.0,62.0
6,0.0,313.0,0.0,317.0,0.0,355.0,0.0,281.0,0.0,179.0,0.0,8.0,0.0,247.0,0.0,317.0,0.0,243.0,0.0,172.0,0.0,105.0,0.0,105.0,0.0,137.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,127.0,0.0,127.0,0.0,241.0,0.0,272.0,0.0,64.0,0.0,32.0,0.0,32.0,0.0,132.0,0.0,197.0,0.0,10.0,0.0,254.0,0.0,254.0,0.0,254.0,0.0,326.0,0.0,138.0,0.0,61.0
7,0.0,313.0,0.0,317.0,0.0,355.0,0.0,281.0,0.0,179.0,0.0,8.0,0.0,247.0,0.0,317.0,0.0,243.0,0.0,172.0,0.0,105.0,0.0,105.0,0.0,137.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,28.0,0.0,213.0,0.0,28.0,0.0,28.0,0.0,127.0,0.0,127.0,0.0,241.0,0.0,272.0,0.0,64.0,0.0,32.0,0.0,32.0,0.0,273.0,0.0,197.0,0.0,10.0,0.0,220.0,0.0,253.0,0.0,254.0,0.0,319.0,0.0,138.0,0.0,28.0
8,0.0,313.0,0.0,317.0,0.0,317.0,0.0,317.0,0.0,317.0,0.0,317.0,0.0,317.0,0.0,307.0,0.0,279.0,0.0,317.0,0.0,105.0,0.0,105.0,0.0,105.0,0.0,105.0,0.0,105.0,0.0,0.0,0.0,65.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,127.0,0.0,127.0,0.0,241.0,0.0,273.0,0.0,64.0,0.0,32.0,0.0,32.0,0.0,132.0,0.0,197.0,0.0,10.0,0.0,220.0,0.0,254.0,0.0,254.0,0.0,363.0,0.0,105.0,0.0,28.0
9,0.0,313.0,0.0,317.0,0.0,317.0,0.0,317.0,0.0,317.0,0.0,317.0,0.0,317.0,0.0,307.0,0.0,317.0,0.0,317.0,0.0,105.0,0.0,105.0,0.0,72.0,0.0,105.0,0.0,140.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,127.0,0.0,127.0,0.0,242.0,0.0,273.0,0.0,64.0,0.0,32.0,0.0,32.0,0.0,132.0,0.0,99.0,0.0,10.0,0.0,220.0,0.0,254.0,0.0,254.0,0.0,363.0,0.0,105.0,0.0,28.0
