0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,317.0,292.0,317.0,67.0,317.0,317.0,317.0,317.0,281.0,317.0,317.0,317.0,317.0,317.0,283.0,317.0,317.0,69.0,105.0,143.0,105.0,105.0,0.0,0.0,28.0,9.0,28.0,28.0,9.0,127.0,127.0,127.0,241.0,241.0,241.0,30.0,30.0,28.0,273.0,25.0,273.0,64.0,64.0,213.0,32.0,32.0,4.0,67.0,132.0,132.0,132.0,197.0,197.0,197.0,10.0,10.0,10.0,42.0,42.0,42.0,254.0,254.0,254.0,0.0,0.0,0.0,317.0,317.0,177.0,105.0,105.0,105.0,105.0,0.0,0.0,28.0,269.0
1,0.0,0.0,0.0,241.0,0.0,0.0,132.0,0.0,0.0,0.0,317.0,292.0,317.0,67.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,105.0,105.0,105.0,105.0,105.0,0.0,0.0,28.0,28.0,28.0,28.0,66.0,127.0,127.0,127.0,241.0,241.0,241.0,30.0,30.0,28.0,273.0,25.0,273.0,64.0,64.0,64.0,32.0,32.0,4.0,34.0,132.0,132.0,132.0,197.0,197.0,197.0,10.0,10.0,10.0,42.0,42.0,134.0,254.0,254.0,254.0,0.0,0.0,0.0,317.0,317.0,105.0,105.0,105.0,105.0,212.0,0.0,0.0,28.0,28.0
2,0.0,0.0,0.0,241.0,0.0,0.0,132.0,0.0,0.0,0.0,317.0,292.0,242.0,67.0,317.0,244.0,317.0,317.0,317.0,317.0,318.0,317.0,317.0,317.0,317.0,357.0,317.0,105.0,105.0,105.0,105.0,105.0,0.0,0.0,62.0,28.0,28.0,28.0,28.0,127.0,127.0,127.0,241.0,241.0,241.0,30.0,30.0,28.0,273.0,25.0,273.0,64.0,64.0,64.0,32.0,32.0,4.0,32.0,273.0,132.0,132.0,99.0,197.0,197.0,10.0,10.0,10.0,42.0,42.0,42.0,254.0,254.0,254.0,0.0,0.0,0.0,317.0,28.0,105.0,105.0,105.0,105.0,105.0,0.0,0.0,64.0,269.0
3,0.0,0.0,0.0,241.0,0.0,0.0,132.0,0.0,0.0,0.0,317.0,292.0,317.0,67.0,317.0,317.0,317.0,317.0,317.0,307.0,317.0,317.0,317.0,317.0,315.0,317.0,317.0,105.0,235.0,105.0,105.0,105.0,0.0,0.0,28.0,28.0,28.0,28.0,28.0,127.0,127.0,127.0,241.0,241.0,241.0,30.0,30.0,30.0,273.0,25.0,273.0,64.0,64.0,98.0,32.0,4.0,4.0,32.0,132.0,132.0,134.0,130.0,197.0,197.0,10.0,10.0,10.0,42.0,42.0,42.0,254.0,147.0,254.0,0.0,0.0,0.0,317.0,317.0,105.0,105.0,105.0,105.0,105.0,0.0,0.0,65.0,28.0
4,0.0,0.0,0.0,241.0,0.0,0.0,132.0,0.0,0.0,0.0,317.0,0.0,317.0,317.0,317.0,317.0,316.0,318.0,317.0,307.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,105.0,37.0,105.0,105.0,105.0,0.0,0.0,28.0,28.0,28.0,103.0,28.0,127.0,127.0,127.0,241.0,276.0,241.0,30.0,30.0,30.0,273.0,25.0,273.0,64.0,64.0,111.0,32.0,32.0,4.0,32.0,132.0,132.0,132.0,197.0,197.0,197.0,10.0,10.0,10.0,42.0,42.0,42.0,254.0,254.0,254.0,0.0,0.0,36.0,317.0,317.0,105.0,105.0,105.0,105.0,105.0,0.0,0.0,28.0,28.0
5,0.0,0.0,0.0,241.0,0.0,0.0,132.0,0.0,0.0,0.0,317.0,0.0,317.0,317.0,317.0,317.0,317.0,318.0,317.0,307.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,105.0,105.0,105.0,105.0,105.0,0.0,0.0,28.0,28.0,28.0,103.0,28.0,92.0,127.0,127.0,241.0,241.0,241.0,30.0,30.0,30.0,273.0,25.0,273.0,100.0,64.0,111.0,32.0,32.0,32.0,32.0,132.0,132.0,132.0,197.0,197.0,197.0,11.0,11.0,10.0,42.0,29.0,42.0,254.0,183.0,254.0,0.0,0.0,0.0,317.0,317.0,105.0,105.0,72.0,105.0,105.0,0.0,0.0,28.0,91.0
6,0.0,0.0,0.0,241.0,0.0,0.0,132.0,0.0,0.0,0.0,317.0,0.0,317.0,317.0,279.0,317.0,317.0,318.0,317.0,307.0,317.0,317.0,317.0,317.0,317.0,254.0,317.0,105.0,108.0,235.0,105.0,105.0,0.0,0.0,28.0,28.0,6.0,103.0,28.0,127.0,127.0,127.0,241.0,241.0,241.0,30.0,30.0,30.0,273.0,25.0,273.0,64.0,64.0,111.0,32.0,32.0,32.0,32.0,132.0,132.0,132.0,197.0,197.0,197.0,10.0,11.0,10.0,42.0,42.0,42.0,254.0,254.0,254.0,0.0,0.0,0.0,250.0,317.0,105.0,105.0,105.0,105.0,105.0,0.0,0.0,28.0,91.0
7,0.0,0.0,0.0,241.0,0.0,0.0,132.0,0.0,0.0,0.0,317.0,0.0,317.0,317.0,317.0,317.0,317.0,318.0,317.0,307.0,317.0,244.0,317.0,317.0,317.0,254.0,317.0,105.0,105.0,105.0,105.0,105.0,0.0,0.0,28.0,28.0,28.0,103.0,28.0,127.0,127.0,127.0,241.0,241.0,241.0,30.0,30.0,30.0,273.0,25.0,241.0,64.0,64.0,111.0,32.0,32.0,307.0,32.0,132.0,132.0,132.0,197.0,197.0,197.0,10.0,11.0,10.0,42.0,42.0,42.0,254.0,254.0,254.0,0.0,0.0,0.0,317.0,317.0,105.0,105.0,105.0,67.0,105.0,0.0,0.0,28.0,91.0
8,0.0,0.0,0.0,241.0,0.0,0.0,132.0,0.0,0.0,0.0,317.0,0.0,317.0,317.0,317.0,317.0,317.0,318.0,317.0,307.0,317.0,317.0,317.0,279.0,317.0,254.0,317.0,105.0,105.0,105.0,105.0,105.0,0.0,0.0,28.0,213.0,28.0,103.0,28.0,127.0,127.0,127.0,241.0,241.0,241.0,30.0,30.0,30.0,273.0,25.0,273.0,64.0,64.0,111.0,32.0,32.0,107.0,32.0,132.0,132.0,132.0,197.0,197.0,197.0,10.0,11.0,10.0,5.0,42.0,42.0,254.0,254.0,319.0,0.0,0.0,0.0,317.0,317.0,105.0,105.0,105.0,105.0,105.0,0.0,0.0,28.0,91.0
9,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,317.0,0.0,317.0,317.0,317.0,318.0,317.0,307.0,317.0,317.0,317.0,317.0,317.0,254.0,317.0,105.0,108.0,105.0,0.0,105.0,0.0,0.0,28.0,28.0,28.0,103.0,28.0,127.0,127.0,127.0,241.0,241.0,241.0,30.0,30.0,30.0,273.0,273.0,273.0,64.0,68.0,111.0,32.0,32.0,32.0,32.0,132.0,132.0,132.0,197.0,197.0,197.0,10.0,11.0,10.0,42.0,42.0,106.0,254.0,254.0,254.0,0.0,0.0,0.0,317.0,317.0,105.0,105.0,105.0,105.0,105.0,0.0,0.0,28.0,91.0
