,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,245.0,0.0,283.0,0.0,283.0,0.0,247.0,0.0,283.0,0.0,174.0,0.0,283.0,0.0,358.0,0.0,283.0,0.0,138.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,3.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,29.0,0.0,0.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,201.0,0.0,241.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,69.0,0.0,69.0,0.0,69.0,0.0,380.0,0.0,380.0,0.0,380.0,0.0,133.0,0.0,66.0,0.0,143.0,0.0,206.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,97.0,0.0,97.0,0.0,245.0,0.0,248.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,245.0,0.0,283.0,0.0,211.0,0.0,247.0,0.0,283.0,0.0,174.0,0.0,283.0,0.0,358.0,0.0,283.0,0.0,138.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,65.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,72.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,29.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,239.0,0.0,239.0,0.0,205.0,0.0,100.0,0.0,201.0,0.0,241.0,0.0,239.0,0.0,239.0,0.0,130.0,0.0,69.0,0.0,3.0,0.0,69.0,0.0,380.0,0.0,380.0,0.0,380.0,0.0,91.0,0.0,66.0,0.0,177.0,0.0,206.0,0.0,137.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,97.0,0.0,288.0,0.0,248.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,210.0,0.0,247.0,0.0,283.0,0.0,174.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,138.0,0.0,68.0,0.0,283.0,0.0,283.0,0.0,65.0,0.0,102.0,0.0,40.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,29.0,0.0,69.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,5.0,0.0,239.0,0.0,239.0,0.0,236.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,69.0,0.0,69.0,0.0,69.0,0.0,380.0,0.0,380.0,0.0,380.0,0.0,315.0,0.0,177.0,0.0,177.0,0.0,206.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,97.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,247.0,0.0,283.0,0.0,174.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,138.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,65.0,0.0,102.0,0.0,40.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,104.0,0.0,29.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,5.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,274.0,0.0,239.0,0.0,65.0,0.0,69.0,0.0,69.0,0.0,380.0,0.0,380.0,0.0,380.0,0.0,133.0,0.0,177.0,0.0,177.0,0.0,206.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,97.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,247.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,138.0,0.0,283.0,0.0,282.0,0.0,283.0,0.0,65.0,0.0,102.0,0.0,40.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,29.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,66.0,0.0,5.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,238.0,0.0,239.0,0.0,220.0,0.0,239.0,0.0,69.0,0.0,69.0,0.0,69.0,0.0,380.0,0.0,380.0,0.0,414.0,0.0,133.0,0.0,177.0,0.0,177.0,0.0,206.0,0.0,140.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,97.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,247.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,138.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,65.0,0.0,102.0,0.0,40.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,29.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,66.0,0.0,5.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,234.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,69.0,0.0,69.0,0.0,105.0,0.0,380.0,0.0,342.0,0.0,380.0,0.0,133.0,0.0,177.0,0.0,177.0,0.0,206.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,97.0,0.0,246.0,0.0,248.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,138.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,65.0,0.0,102.0,0.0,40.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,29.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,66.0,0.0,5.0,0.0,239.0,0.0,142.0,0.0,239.0,0.0,234.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,67.0,0.0,69.0,0.0,69.0,0.0,69.0,0.0,380.0,0.0,380.0,0.0,380.0,0.0,133.0,0.0,177.0,0.0,177.0,0.0,206.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,97.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,65.0,0.0,102.0,0.0,40.0,0.0,102.0,0.0,205.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,66.0,0.0,5.0,0.0,239.0,0.0,239.0,0.0,205.0,0.0,234.0,0.0,239.0,0.0,234.0,0.0,239.0,0.0,276.0,0.0,239.0,0.0,69.0,0.0,69.0,0.0,69.0,0.0,380.0,0.0,380.0,0.0,380.0,0.0,133.0,0.0,177.0,0.0,177.0,0.0,206.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,97.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,249.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,65.0,0.0,102.0,0.0,40.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,66.0,0.0,5.0,0.0,239.0,0.0,239.0,0.0,205.0,0.0,234.0,0.0,239.0,0.0,234.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,69.0,0.0,69.0,0.0,69.0,0.0,380.0,0.0,380.0,0.0,376.0,0.0,133.0,0.0,142.0,0.0,177.0,0.0,206.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,97.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,283.0,0.0,246.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,283.0,0.0,65.0,0.0,102.0,0.0,40.0,0.0,102.0,0.0,69.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,102.0,0.0,66.0,0.0,5.0,0.0,239.0,0.0,239.0,0.0,205.0,0.0,234.0,0.0,239.0,0.0,234.0,0.0,239.0,0.0,239.0,0.0,237.0,0.0,66.0,0.0,72.0,0.0,69.0,0.0,380.0,0.0,46.0,0.0,346.0,0.0,133.0,0.0,142.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,97.0,0.0,248.0,0.0,248.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0
