,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
28,92.0,890.0,92.0,801.0,92.0,445.0,92.0,184.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,1036.0,92.0,445.0,92.0,0.0,92.0,0.0,92.0,0.0,92.0,92.0,92.0,445.0
29,92.0,890.0,92.0,801.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,258.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,0.0,92.0,1036.0,92.0,445.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,890.0
30,92.0,890.0,92.0,801.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,86.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,962.0,92.0,814.0,92.0,1036.0,92.0,445.0,92.0,460.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,460.0
31,92.0,890.0,92.0,801.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,962.0,92.0,222.0,92.0,1036.0,92.0,445.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,445.0
32,92.0,890.0,92.0,801.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,0.0,92.0,92.0,92.0,1012.0,92.0,962.0,92.0,962.0,92.0,1036.0,92.0,445.0,92.0,0.0,92.0,92.0,92.0,184.0,92.0,92.0,92.0,445.0
33,92.0,890.0,92.0,801.0,92.0,445.0,92.0,92.0,92.0,1157.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,518.0,92.0,962.0,92.0,1036.0,92.0,445.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,89.0
34,92.0,890.0,92.0,801.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,962.0,92.0,814.0,92.0,666.0,92.0,267.0,92.0,0.0,92.0,0.0,92.0,0.0,92.0,92.0,92.0,445.0
35,92.0,890.0,92.0,801.0,92.0,623.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,0.0,92.0,0.0,92.0,962.0,92.0,1036.0,92.0,445.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,267.0
36,92.0,890.0,92.0,801.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,801.0,92.0,92.0,92.0,92.0,92.0,814.0,92.0,962.0,92.0,1036.0,92.0,445.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,445.0
37,92.0,890.0,92.0,801.0,92.0,356.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,0.0,92.0,445.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,445.0
38,92.0,890.0,92.0,0.0,92.0,178.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,1036.0,92.0,445.0,92.0,0.0,92.0,184.0,92.0,0.0,92.0,92.0,92.0,445.0
39,92.0,890.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,1036.0,92.0,445.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,445.0
40,801.0,801.0,801.0,828.0,801.0,534.0,801.0,92.0,801.0,890.0,801.0,344.0,801.0,1157.0,801.0,1012.0,801.0,92.0,801.0,962.0,801.0,962.0,801.0,1036.0,801.0,644.0,801.0,0.0,801.0,276.0,801.0,0.0,801.0,92.0,801.0,0.0
41,801.0,801.0,801.0,828.0,801.0,445.0,801.0,92.0,801.0,890.0,801.0,344.0,801.0,1157.0,801.0,92.0,801.0,92.0,801.0,962.0,801.0,962.0,801.0,1036.0,801.0,445.0,801.0,0.0,801.0,92.0,801.0,0.0,801.0,92.0,801.0,445.0
42,801.0,801.0,801.0,828.0,801.0,445.0,801.0,92.0,801.0,890.0,801.0,344.0,801.0,1157.0,801.0,92.0,801.0,92.0,801.0,962.0,801.0,962.0,801.0,1036.0,801.0,445.0,801.0,0.0,801.0,92.0,801.0,828.0,801.0,0.0,801.0,460.0
43,801.0,801.0,801.0,828.0,801.0,445.0,801.0,368.0,801.0,890.0,801.0,344.0,801.0,1157.0,801.0,92.0,801.0,92.0,801.0,962.0,801.0,962.0,801.0,0.0,801.0,445.0,801.0,0.0,801.0,92.0,801.0,276.0,801.0,92.0,801.0,445.0
44,801.0,801.0,801.0,828.0,801.0,445.0,801.0,92.0,801.0,890.0,801.0,344.0,801.0,1157.0,801.0,92.0,801.0,552.0,801.0,962.0,801.0,962.0,801.0,1036.0,801.0,445.0,801.0,0.0,801.0,92.0,801.0,0.0,801.0,92.0,801.0,445.0
45,801.0,801.0,801.0,828.0,801.0,445.0,801.0,92.0,801.0,890.0,801.0,344.0,801.0,1157.0,801.0,0.0,801.0,92.0,801.0,962.0,801.0,962.0,801.0,1036.0,801.0,445.0,801.0,0.0,801.0,92.0,801.0,92.0,801.0,92.0,801.0,445.0
46,801.0,623.0,801.0,828.0,801.0,445.0,801.0,92.0,801.0,890.0,801.0,344.0,801.0,1157.0,801.0,92.0,801.0,92.0,801.0,962.0,801.0,962.0,801.0,962.0,801.0,445.0,801.0,0.0,801.0,92.0,801.0,0.0,801.0,92.0,801.0,445.0
47,801.0,801.0,801.0,828.0,801.0,445.0,801.0,92.0,801.0,890.0,801.0,344.0,801.0,1157.0,801.0,92.0,801.0,92.0,801.0,962.0,801.0,962.0,801.0,962.0,801.0,445.0,801.0,368.0,801.0,92.0,801.0,0.0,801.0,0.0,801.0,445.0
48,801.0,801.0,801.0,828.0,801.0,445.0,801.0,92.0,801.0,890.0,801.0,344.0,801.0,0.0,801.0,92.0,801.0,92.0,801.0,276.0,801.0,222.0,801.0,962.0,801.0,184.0,801.0,0.0,801.0,92.0,801.0,276.0,801.0,92.0,801.0,445.0
49,92.0,801.0,92.0,184.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,445.0
50,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,444.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,445.0
51,92.0,801.0,92.0,828.0,92.0,445.0,92.0,460.0,92.0,890.0,92.0,344.0,92.0,267.0,92.0,92.0,92.0,92.0,92.0,518.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,0.0,92.0,445.0
52,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,0.0,92.0,1104.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
53,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,267.0,92.0,92.0,92.0,92.0,92.0,962.0,92.0,1110.0,92.0,888.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,178.0
54,92.0,801.0,92.0,828.0,92.0,0.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,0.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
55,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,172.0,92.0,1157.0,92.0,92.0,92.0,92.0,92.0,444.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
56,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,888.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,0.0
57,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,430.0,92.0,1157.0,92.0,92.0,92.0,296.0,92.0,426.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
58,92.0,801.0,92.0,184.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,368.0,92.0,1157.0,92.0,92.0,92.0,0.0,92.0,74.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,736.0,92.0,267.0,92.0,445.0
59,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,611.0,92.0,962.0,92.0,962.0,92.0,444.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,712.0
60,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,0.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
61,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,0.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,0.0,92.0,552.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
62,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,231.0,92.0,92.0,92.0,962.0,92.0,444.0,92.0,962.0,92.0,148.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
63,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
64,92.0,801.0,92.0,276.0,92.0,89.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,801.0,92.0,0.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,0.0,92.0,445.0
65,92.0,979.0,92.0,1012.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,0.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
66,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,0.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
67,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,444.0,92.0,814.0,92.0,128.0,92.0,370.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
68,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,592.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
69,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
70,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,172.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,222.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,276.0,92.0,445.0,92.0,267.0,92.0,445.0
71,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,890.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,1196.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
72,828.0,801.0,828.0,828.0,828.0,445.0,828.0,92.0,828.0,890.0,828.0,344.0,828.0,1157.0,828.0,0.0,828.0,962.0,828.0,962.0,828.0,962.0,828.0,962.0,828.0,92.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,178.0,828.0,445.0
73,828.0,801.0,828.0,828.0,828.0,445.0,828.0,92.0,828.0,0.0,828.0,344.0,828.0,0.0,828.0,92.0,828.0,962.0,828.0,0.0,828.0,962.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,460.0,828.0,178.0
74,828.0,801.0,828.0,828.0,828.0,445.0,828.0,460.0,828.0,276.0,828.0,344.0,828.0,1157.0,828.0,276.0,828.0,962.0,828.0,962.0,828.0,888.0,828.0,962.0,828.0,92.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,267.0,828.0,445.0
75,828.0,801.0,828.0,828.0,828.0,445.0,828.0,92.0,828.0,276.0,828.0,344.0,828.0,1157.0,828.0,92.0,828.0,962.0,828.0,0.0,828.0,962.0,828.0,962.0,828.0,368.0,828.0,0.0,828.0,0.0,828.0,184.0,828.0,267.0,828.0,445.0
76,828.0,801.0,828.0,828.0,828.0,445.0,828.0,92.0,828.0,276.0,828.0,344.0,828.0,1157.0,828.0,92.0,828.0,0.0,828.0,962.0,828.0,0.0,828.0,962.0,828.0,736.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,267.0,828.0,445.0
77,828.0,801.0,828.0,828.0,828.0,445.0,828.0,92.0,828.0,276.0,828.0,344.0,828.0,1157.0,828.0,92.0,828.0,962.0,828.0,1040.0,828.0,962.0,828.0,962.0,828.0,184.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,0.0,828.0,445.0
78,828.0,801.0,828.0,828.0,828.0,445.0,828.0,92.0,828.0,276.0,828.0,344.0,828.0,231.0,828.0,92.0,828.0,962.0,828.0,962.0,828.0,962.0,828.0,962.0,828.0,0.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,267.0,828.0,445.0
79,828.0,801.0,828.0,828.0,828.0,445.0,828.0,92.0,828.0,276.0,828.0,344.0,828.0,736.0,828.0,92.0,828.0,962.0,828.0,962.0,828.0,962.0,828.0,962.0,828.0,92.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,178.0,828.0,445.0
80,828.0,801.0,828.0,828.0,828.0,445.0,828.0,92.0,828.0,276.0,828.0,344.0,828.0,1118.0,828.0,92.0,828.0,962.0,828.0,962.0,828.0,962.0,828.0,962.0,828.0,92.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,267.0,828.0,445.0
81,92.0,801.0,92.0,828.0,92.0,445.0,92.0,92.0,92.0,276.0,92.0,344.0,92.0,1157.0,92.0,222.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
82,92.0,801.0,92.0,828.0,92.0,276.0,92.0,184.0,92.0,276.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
83,92.0,801.0,92.0,828.0,92.0,445.0,92.0,801.0,92.0,276.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,518.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
84,92.0,801.0,92.0,828.0,92.0,89.0,92.0,801.0,92.0,276.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,0.0,92.0,814.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
85,92.0,801.0,92.0,828.0,92.0,445.0,92.0,801.0,92.0,276.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,222.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,32.0,92.0,0.0
86,92.0,801.0,92.0,828.0,92.0,445.0,92.0,801.0,92.0,276.0,92.0,344.0,92.0,87.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
87,92.0,801.0,92.0,828.0,92.0,445.0,92.0,801.0,92.0,276.0,92.0,344.0,92.0,1157.0,92.0,0.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,178.0,92.0,445.0
88,92.0,801.0,92.0,0.0,92.0,445.0,92.0,801.0,92.0,276.0,92.0,344.0,92.0,1157.0,92.0,92.0,92.0,962.0,92.0,962.0,92.0,0.0,92.0,962.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,267.0,92.0,445.0
89,0.0,801.0,0.0,828.0,0.0,445.0,0.0,801.0,0.0,276.0,0.0,344.0,0.0,1157.0,0.0,92.0,0.0,962.0,0.0,962.0,0.0,962.0,0.0,962.0,0.0,92.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,178.0,0.0,445.0
90,0.0,801.0,0.0,828.0,0.0,445.0,0.0,801.0,0.0,276.0,0.0,344.0,0.0,1157.0,0.0,92.0,0.0,962.0,0.0,962.0,0.0,962.0,0.0,962.0,0.0,92.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,267.0,0.0,445.0
91,0.0,801.0,0.0,828.0,0.0,445.0,0.0,801.0,0.0,276.0,0.0,258.0,0.0,1157.0,0.0,92.0,0.0,740.0,0.0,962.0,0.0,962.0,0.0,962.0,0.0,92.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,267.0,0.0,445.0
92,0.0,801.0,0.0,828.0,0.0,445.0,0.0,801.0,0.0,276.0,0.0,344.0,0.0,1157.0,0.0,92.0,0.0,1110.0,0.0,962.0,0.0,962.0,0.0,962.0,0.0,92.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,267.0,0.0,445.0
