0,63.0,26.0,71.0,61.0,61.0,49.0,61.0,42.0,32.0,61.0,61.0,34.0,25.0,34.0,34.0,37.0,37.0,61.0,61.0,63.0,14.0,14.0,14.0,85.0,85.0,85.0,61.0,18.0,97.0,97.0,97.0,32.0,13.0,60.0,60.0,48.0,61.0,61.0,26.0,10.0,5.0,5.0,5.0,23.0,23.0,52.0,52.0,52.0,52.0,153.0,153.0,153.0,168.0,0.0,41.0,40.0,10.0,41.0,0.0,0.0,4.0,3.0,7.0,41.0,41.0,71.0,71.0,71.0,0.0,88.0,5.0,18.0,138.0,138.0,61.0,61.0,61.0,1.0,1.0,24.0,42.0,42.0,37.0,49.0,43.0,43.0,40.0,40.0,5.0,52.0,21.0,153.0,128.0,168.0,168.0,41.0,37.0,41.0,0.0,0.0,0.0,226.0,62.0,62.0,61.0,0.0,6.0,3.0,3.0,83.0,41.0,14.0,14.0,14.0,34.0,32.0,26.0,26.0,85.0,9.0,98.0,37.0,37.0,71.0,71.0,61.0
1,61.0,26.0,71.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,34.0,34.0,34.0,34.0,37.0,37.0,16.0,61.0,9.0,14.0,14.0,14.0,6.0,85.0,85.0,18.0,61.0,97.0,97.0,97.0,32.0,32.0,76.0,60.0,61.0,61.0,61.0,26.0,26.0,4.0,5.0,5.0,23.0,23.0,52.0,52.0,52.0,52.0,39.0,184.0,153.0,168.0,168.0,140.0,16.0,41.0,41.0,0.0,0.0,4.0,3.0,8.0,41.0,41.0,71.0,71.0,3.0,37.0,88.0,18.0,18.0,138.0,81.0,61.0,25.0,47.0,1.0,1.0,42.0,42.0,42.0,0.0,43.0,43.0,43.0,40.0,58.0,40.0,68.0,52.0,39.0,153.0,168.0,168.0,30.0,37.0,106.0,11.0,0.0,24.0,116.0,226.0,80.0,61.0,61.0,25.0,3.0,3.0,21.0,41.0,14.0,14.0,14.0,34.0,34.0,26.0,26.0,0.0,85.0,124.0,37.0,37.0,61.0,71.0,21.0
2,61.0,26.0,71.0,61.0,54.0,121.0,27.0,45.0,61.0,34.0,61.0,34.0,34.0,5.0,34.0,37.0,37.0,42.0,61.0,61.0,79.0,14.0,14.0,37.0,37.0,85.0,61.0,56.0,97.0,97.0,97.0,32.0,32.0,60.0,60.0,61.0,61.0,61.0,26.0,26.0,5.0,5.0,5.0,23.0,62.0,52.0,8.0,0.0,52.0,153.0,153.0,10.0,168.0,77.0,0.0,7.0,41.0,41.0,0.0,0.0,4.0,115.0,3.0,41.0,41.0,71.0,71.0,71.0,63.0,88.0,23.0,17.0,138.0,138.0,61.0,61.0,61.0,1.0,1.0,42.0,42.0,13.0,25.0,49.0,35.0,43.0,8.0,40.0,40.0,32.0,35.0,153.0,153.0,168.0,4.0,41.0,37.0,41.0,0.0,0.0,0.0,226.0,226.0,226.0,61.0,61.0,3.0,3.0,3.0,41.0,41.0,14.0,14.0,14.0,34.0,45.0,26.0,26.0,85.0,53.0,31.0,37.0,25.0,38.0,71.0,61.0
3,61.0,26.0,71.0,61.0,18.0,61.0,61.0,47.0,61.0,34.0,61.0,49.0,34.0,34.0,34.0,37.0,55.0,61.0,61.0,61.0,14.0,14.0,14.0,85.0,85.0,24.0,61.0,61.0,18.0,0.0,97.0,32.0,32.0,60.0,60.0,61.0,61.0,61.0,26.0,26.0,5.0,55.0,82.0,23.0,66.0,52.0,52.0,52.0,52.0,91.0,60.0,51.0,168.0,0.0,41.0,0.0,41.0,0.0,0.0,0.0,4.0,23.0,3.0,41.0,41.0,71.0,71.0,71.0,32.0,88.0,11.0,18.0,138.0,34.0,61.0,61.0,61.0,1.0,1.0,42.0,42.0,49.0,9.0,25.0,43.0,43.0,42.0,40.0,40.0,52.0,52.0,153.0,153.0,168.0,73.0,33.0,37.0,41.0,0.0,3.0,60.0,226.0,15.0,226.0,61.0,61.0,3.0,3.0,3.0,41.0,41.0,14.0,14.0,14.0,34.0,34.0,26.0,26.0,85.0,73.0,96.0,4.0,71.0,71.0,71.0,61.0
4,61.0,26.0,71.0,61.0,61.0,27.0,61.0,61.0,61.0,61.0,61.0,49.0,34.0,34.0,34.0,37.0,37.0,61.0,61.0,61.0,10.0,14.0,14.0,85.0,85.0,85.0,61.0,78.0,97.0,97.0,97.0,32.0,32.0,60.0,60.0,61.0,61.0,61.0,26.0,26.0,5.0,5.0,5.0,43.0,41.0,52.0,52.0,52.0,26.0,122.0,153.0,153.0,168.0,168.0,42.0,0.0,41.0,22.0,0.0,0.0,4.0,16.0,54.0,41.0,41.0,71.0,71.0,74.0,88.0,88.0,64.0,18.0,138.0,21.0,61.0,61.0,61.0,57.0,1.0,42.0,42.0,49.0,4.0,49.0,0.0,43.0,20.0,40.0,40.0,52.0,52.0,153.0,153.0,168.0,168.0,70.0,71.0,9.0,69.0,0.0,0.0,226.0,226.0,226.0,61.0,61.0,3.0,3.0,9.0,41.0,0.0,14.0,14.0,14.0,34.0,85.0,18.0,26.0,85.0,85.0,66.0,37.0,71.0,71.0,71.0,61.0
5,61.0,26.0,71.0,61.0,61.0,31.0,36.0,61.0,13.0,61.0,61.0,49.0,34.0,34.0,45.0,37.0,23.0,61.0,61.0,61.0,22.0,14.0,14.0,85.0,31.0,45.0,30.0,61.0,54.0,97.0,97.0,32.0,32.0,60.0,60.0,61.0,61.0,61.0,26.0,26.0,5.0,5.0,5.0,23.0,23.0,52.0,52.0,52.0,52.0,153.0,153.0,128.0,168.0,168.0,41.0,53.0,41.0,41.0,0.0,0.0,0.0,3.0,3.0,9.0,41.0,71.0,71.0,4.0,88.0,88.0,81.0,18.0,93.0,0.0,61.0,61.0,51.0,1.0,1.0,42.0,42.0,49.0,11.0,49.0,43.0,43.0,40.0,40.0,40.0,52.0,52.0,153.0,153.0,168.0,168.0,92.0,37.0,41.0,0.0,0.0,0.0,226.0,226.0,226.0,61.0,61.0,3.0,3.0,0.0,41.0,41.0,14.0,14.0,44.0,34.0,34.0,26.0,26.0,85.0,78.0,71.0,37.0,71.0,41.0,71.0,61.0
6,61.0,61.0,71.0,11.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,49.0,34.0,34.0,37.0,37.0,37.0,61.0,61.0,61.0,14.0,14.0,14.0,85.0,46.0,85.0,61.0,87.0,9.0,97.0,97.0,32.0,44.0,60.0,60.0,61.0,61.0,61.0,26.0,26.0,46.0,5.0,5.0,23.0,23.0,52.0,3.0,59.0,52.0,153.0,10.0,153.0,168.0,56.0,43.0,9.0,60.0,41.0,80.0,0.0,0.0,3.0,3.0,41.0,7.0,71.0,71.0,28.0,88.0,88.0,22.0,18.0,111.0,30.0,61.0,61.0,61.0,1.0,98.0,42.0,42.0,49.0,14.0,49.0,43.0,83.0,40.0,40.0,40.0,52.0,52.0,0.0,153.0,168.0,168.0,108.0,37.0,41.0,0.0,0.0,0.0,226.0,226.0,35.0,61.0,61.0,3.0,3.0,15.0,41.0,41.0,14.0,14.0,100.0,34.0,34.0,26.0,69.0,85.0,85.0,37.0,37.0,18.0,47.0,50.0,61.0
7,61.0,61.0,71.0,7.0,61.0,61.0,65.0,16.0,61.0,61.0,61.0,49.0,34.0,34.0,34.0,37.0,37.0,61.0,61.0,37.0,14.0,14.0,14.0,85.0,85.0,85.0,61.0,61.0,16.0,27.0,97.0,32.0,32.0,60.0,60.0,61.0,11.0,61.0,26.0,26.0,5.0,5.0,11.0,28.0,23.0,52.0,1.0,52.0,52.0,153.0,10.0,9.0,168.0,168.0,15.0,38.0,41.0,100.0,86.0,23.0,0.0,3.0,3.0,29.0,41.0,71.0,71.0,141.0,88.0,88.0,81.0,18.0,0.0,69.0,61.0,61.0,35.0,1.0,1.0,42.0,42.0,49.0,9.0,49.0,43.0,21.0,40.0,43.0,40.0,52.0,52.0,153.0,153.0,168.0,42.0,138.0,37.0,41.0,0.0,0.0,0.0,58.0,226.0,26.0,61.0,61.0,3.0,16.0,3.0,41.0,41.0,14.0,3.0,14.0,34.0,3.0,26.0,26.0,85.0,85.0,37.0,37.0,71.0,71.0,71.0,61.0
8,61.0,61.0,71.0,61.0,61.0,61.0,61.0,23.0,61.0,36.0,61.0,49.0,34.0,34.0,5.0,37.0,37.0,61.0,61.0,28.0,14.0,33.0,41.0,85.0,85.0,85.0,61.0,61.0,97.0,97.0,97.0,32.0,32.0,60.0,60.0,61.0,61.0,61.0,9.0,26.0,5.0,5.0,5.0,23.0,23.0,44.0,11.0,52.0,52.0,153.0,10.0,153.0,41.0,27.0,56.0,16.0,41.0,100.0,0.0,0.0,0.0,3.0,37.0,1.0,41.0,71.0,71.0,81.0,88.0,88.0,164.0,94.0,63.0,138.0,61.0,61.0,70.0,1.0,1.0,42.0,42.0,49.0,0.0,49.0,28.0,0.0,40.0,52.0,40.0,54.0,106.0,153.0,153.0,168.0,16.0,41.0,37.0,101.0,0.0,0.0,0.0,226.0,226.0,0.0,61.0,33.0,3.0,3.0,3.0,41.0,37.0,14.0,14.0,14.0,14.0,10.0,26.0,30.0,85.0,85.0,37.0,37.0,71.0,71.0,71.0,19.0
9,61.0,61.0,71.0,61.0,61.0,61.0,61.0,23.0,61.0,61.0,61.0,49.0,23.0,34.0,34.0,37.0,79.0,61.0,61.0,61.0,14.0,14.0,14.0,38.0,85.0,85.0,15.0,61.0,17.0,97.0,97.0,32.0,32.0,30.0,60.0,61.0,61.0,61.0,26.0,72.0,5.0,5.0,19.0,78.0,23.0,52.0,52.0,52.0,52.0,23.0,10.0,82.0,168.0,37.0,71.0,123.0,41.0,100.0,0.0,48.0,0.0,3.0,3.0,41.0,41.0,37.0,71.0,74.0,88.0,31.0,19.0,18.0,63.0,138.0,61.0,61.0,61.0,1.0,1.0,42.0,42.0,49.0,49.0,49.0,43.0,43.0,40.0,70.0,40.0,52.0,55.0,153.0,108.0,168.0,29.0,0.0,41.0,41.0,0.0,0.0,0.0,226.0,226.0,43.0,61.0,24.0,3.0,3.0,3.0,41.0,41.0,14.0,14.0,36.0,34.0,2.0,26.0,26.0,85.0,85.0,37.0,37.0,34.0,71.0,71.0,88.0
