,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,368.0,890.0,368.0,644.0,368.0,1196.0,368.0,284.0,368.0,1335.0,368.0,801.0,368.0,880.0,368.0,0.0,368.0,284.0,368.0,284.0,368.0,178.0,368.0,720.0,368.0,80.0,368.0,160.0,368.0,801.0,368.0,639.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1196.0,368.0,368.0
1,368.0,890.0,368.0,368.0,368.0,1196.0,368.0,284.0,368.0,1335.0,368.0,801.0,368.0,880.0,368.0,0.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,92.0,368.0,80.0,368.0,160.0,368.0,801.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1196.0,368.0,368.0
2,368.0,890.0,368.0,368.0,368.0,1196.0,368.0,284.0,368.0,1335.0,368.0,0.0,368.0,880.0,368.0,284.0,368.0,284.0,368.0,284.0,368.0,979.0,368.0,480.0,368.0,80.0,368.0,0.0,368.0,0.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1196.0,368.0,368.0
3,368.0,890.0,368.0,368.0,368.0,1196.0,368.0,284.0,368.0,1335.0,368.0,801.0,368.0,880.0,368.0,284.0,368.0,222.0,368.0,284.0,368.0,801.0,368.0,800.0,368.0,80.0,368.0,160.0,368.0,801.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,184.0,368.0,1196.0,368.0,368.0
4,368.0,890.0,368.0,368.0,368.0,1196.0,368.0,284.0,368.0,1335.0,368.0,801.0,368.0,880.0,368.0,83.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,1200.0,368.0,80.0,368.0,80.0,368.0,801.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1196.0,368.0,368.0
5,368.0,890.0,368.0,368.0,368.0,1196.0,368.0,284.0,368.0,1335.0,368.0,801.0,368.0,880.0,368.0,284.0,368.0,276.0,368.0,444.0,368.0,801.0,368.0,480.0,368.0,80.0,368.0,184.0,368.0,801.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1196.0,368.0,368.0
6,368.0,890.0,368.0,368.0,368.0,1196.0,368.0,284.0,368.0,1335.0,368.0,801.0,368.0,880.0,368.0,284.0,368.0,284.0,368.0,172.0,368.0,801.0,368.0,184.0,368.0,80.0,368.0,80.0,368.0,801.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1196.0,368.0,736.0
7,368.0,890.0,368.0,368.0,368.0,1196.0,368.0,284.0,368.0,1335.0,368.0,801.0,368.0,880.0,368.0,276.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,640.0,368.0,80.0,368.0,80.0,368.0,801.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,460.0,368.0,1196.0,368.0,368.0
8,368.0,890.0,368.0,460.0,368.0,552.0,368.0,0.0,368.0,178.0,368.0,178.0,368.0,368.0,368.0,0.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,720.0,368.0,160.0,368.0,80.0,368.0,801.0,368.0,568.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1196.0,368.0,184.0
9,368.0,890.0,368.0,368.0,368.0,552.0,368.0,720.0,368.0,178.0,368.0,801.0,368.0,368.0,368.0,284.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,720.0,368.0,80.0,368.0,89.0,368.0,801.0,368.0,284.0,368.0,1196.0,368.0,0.0,368.0,368.0,368.0,0.0,368.0,368.0
10,368.0,890.0,368.0,368.0,368.0,552.0,368.0,801.0,368.0,178.0,368.0,801.0,368.0,828.0,368.0,284.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,720.0,368.0,80.0,368.0,184.0,368.0,0.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1196.0,368.0,368.0
11,368.0,890.0,368.0,368.0,368.0,552.0,368.0,801.0,368.0,178.0,368.0,801.0,368.0,368.0,368.0,240.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,720.0,368.0,80.0,368.0,92.0,368.0,801.0,368.0,296.0,368.0,1196.0,368.0,1335.0,368.0,184.0,368.0,1196.0,368.0,368.0
12,368.0,890.0,368.0,368.0,368.0,552.0,368.0,801.0,368.0,178.0,368.0,801.0,368.0,368.0,368.0,284.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,720.0,368.0,880.0,368.0,80.0,368.0,801.0,368.0,284.0,368.0,1196.0,368.0,178.0,368.0,460.0,368.0,1196.0,368.0,368.0
13,368.0,890.0,368.0,368.0,368.0,552.0,368.0,801.0,368.0,178.0,368.0,801.0,368.0,368.0,368.0,460.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,720.0,368.0,880.0,368.0,80.0,368.0,801.0,368.0,0.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1012.0,368.0,368.0
14,368.0,890.0,368.0,368.0,368.0,552.0,368.0,801.0,368.0,178.0,368.0,801.0,368.0,368.0,368.0,284.0,368.0,213.0,368.0,284.0,368.0,801.0,368.0,450.0,368.0,880.0,368.0,80.0,368.0,801.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1196.0,368.0,368.0
15,368.0,890.0,368.0,368.0,368.0,552.0,368.0,801.0,368.0,178.0,368.0,801.0,368.0,368.0,368.0,0.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,720.0,368.0,160.0,368.0,80.0,368.0,801.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1196.0,368.0,368.0
16,368.0,890.0,368.0,368.0,368.0,552.0,368.0,801.0,368.0,178.0,368.0,712.0,368.0,368.0,368.0,284.0,368.0,284.0,368.0,284.0,368.0,92.0,368.0,720.0,368.0,880.0,368.0,80.0,368.0,801.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,92.0,368.0,1196.0,368.0,368.0
17,368.0,890.0,368.0,368.0,368.0,552.0,368.0,801.0,368.0,178.0,368.0,801.0,368.0,368.0,368.0,284.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,720.0,368.0,0.0,368.0,160.0,368.0,178.0,368.0,284.0,368.0,1196.0,368.0,1335.0,368.0,0.0,368.0,828.0,368.0,368.0
18,368.0,890.0,368.0,552.0,368.0,552.0,368.0,801.0,368.0,178.0,368.0,801.0,368.0,368.0,368.0,284.0,368.0,142.0,368.0,284.0,368.0,801.0,368.0,720.0,368.0,880.0,368.0,160.0,368.0,801.0,368.0,71.0,368.0,1196.0,368.0,1335.0,368.0,368.0,368.0,1196.0,368.0,368.0
19,368.0,890.0,368.0,368.0,368.0,552.0,368.0,801.0,368.0,178.0,368.0,801.0,368.0,368.0,368.0,284.0,368.0,852.0,368.0,213.0,368.0,801.0,368.0,720.0,368.0,400.0,368.0,880.0,368.0,747.0,368.0,284.0,368.0,1196.0,368.0,184.0,368.0,368.0,368.0,92.0,368.0,368.0
20,368.0,890.0,368.0,368.0,368.0,552.0,368.0,801.0,368.0,178.0,368.0,801.0,368.0,368.0,368.0,368.0,368.0,284.0,368.0,284.0,368.0,801.0,368.0,720.0,368.0,880.0,368.0,480.0,368.0,356.0,368.0,284.0,368.0,1196.0,368.0,885.0,368.0,368.0,368.0,1196.0,368.0,0.0
