,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,302.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,100.0,0.0,345.0,0.0,347.0,0.0,109.0,0.0,73.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,34.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,171.0,0.0,241.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,96.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,272.0,0.0,345.0,0.0,310.0,0.0,109.0,0.0,73.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,34.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,26.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,273.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,303.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,345.0,0.0,310.0,0.0,109.0,0.0,73.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,243.0,0.0,34.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,149.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,26.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,303.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,299.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,109.0,0.0,73.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,34.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,149.0,0.0,82.0,0.0,113.0,0.0,40.0,0.0,26.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,92.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,235.0,0.0,235.0,0.0,301.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,120.0,0.0,300.0,0.0,300.0,0.0,303.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,109.0,0.0,73.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,34.0,0.0,79.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,149.0,0.0,113.0,0.0,113.0,0.0,41.0,0.0,26.0,0.0,169.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,257.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,120.0,0.0,300.0,0.0,300.0,0.0,303.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,204.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,109.0,0.0,73.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,34.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,149.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,26.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,167.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,120.0,0.0,300.0,0.0,262.0,0.0,303.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,307.0,0.0,310.0,0.0,310.0,0.0,109.0,0.0,73.0,0.0,143.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,34.0,0.0,109.0,0.0,109.0,0.0,146.0,0.0,109.0,0.0,109.0,0.0,149.0,0.0,113.0,0.0,110.0,0.0,113.0,0.0,26.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,120.0,0.0,300.0,0.0,300.0,0.0,303.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,109.0,0.0,94.0,0.0,143.0,0.0,147.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,149.0,0.0,113.0,0.0,113.0,0.0,78.0,0.0,26.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,272.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,120.0,0.0,46.0,0.0,300.0,0.0,303.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,345.0,0.0,109.0,0.0,109.0,0.0,143.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,93.0,0.0,109.0,0.0,149.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,26.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,205.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,168.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,120.0,0.0,46.0,0.0,300.0,0.0,303.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,306.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,272.0,0.0,310.0,0.0,310.0,0.0,109.0,0.0,109.0,0.0,143.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,71.0,0.0,149.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,26.0,0.0,75.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,120.0,0.0,46.0,0.0,300.0,0.0,303.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,306.0,0.0,300.0,0.0,300.0,0.0,337.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,105.0,0.0,106.0,0.0,143.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,105.0,0.0,109.0,0.0,109.0,0.0,71.0,0.0,149.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,75.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,269.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,173.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,120.0,0.0,46.0,0.0,300.0,0.0,300.0,0.0,332.0,0.0,300.0,0.0,300.0,0.0,306.0,0.0,300.0,0.0,336.0,0.0,337.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,0.0,0.0,109.0,0.0,106.0,0.0,143.0,0.0,109.0,0.0,106.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,71.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,143.0,0.0,79.0,0.0,75.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,120.0,0.0,46.0,0.0,300.0,0.0,300.0,0.0,332.0,0.0,300.0,0.0,300.0,0.0,306.0,0.0,310.0,0.0,300.0,0.0,337.0,0.0,300.0,0.0,300.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,109.0,0.0,106.0,0.0,143.0,0.0,109.0,0.0,108.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,146.0,0.0,71.0,0.0,79.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,75.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,300.0,0.0,46.0,0.0,300.0,0.0,300.0,0.0,332.0,0.0,334.0,0.0,86.0,0.0,306.0,0.0,300.0,0.0,300.0,0.0,337.0,0.0,300.0,0.0,300.0,0.0,137.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,106.0,0.0,106.0,0.0,143.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,71.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,75.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
