,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,39.0,0.0,345.0,0.0,310.0,0.0,106.0,0.0,109.0,0.0,109.0,0.0,146.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,110.0,0.0,112.0,0.0,181.0,0.0,109.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,175.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,337.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,310.0,0.0,345.0,0.0,310.0,0.0,106.0,0.0,109.0,0.0,109.0,0.0,146.0,0.0,109.0,0.0,109.0,0.0,144.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,175.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,273.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,273.0,0.0,345.0,0.0,310.0,0.0,106.0,0.0,109.0,0.0,109.0,0.0,146.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,175.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,266.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,310.0,0.0,345.0,0.0,310.0,0.0,106.0,0.0,109.0,0.0,109.0,0.0,146.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,175.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,345.0,0.0,310.0,0.0,106.0,0.0,109.0,0.0,109.0,0.0,146.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,145.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,175.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,120.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,345.0,0.0,310.0,0.0,106.0,0.0,143.0,0.0,109.0,0.0,146.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,112.0,0.0,109.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,37.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,303.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,301.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,345.0,0.0,310.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,146.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,145.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,262.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,265.0,0.0,340.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,345.0,0.0,310.0,0.0,109.0,0.0,109.0,0.0,145.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,110.0,0.0,109.0,0.0,109.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,76.0,0.0,113.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,197.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,345.0,0.0,310.0,0.0,109.0,0.0,73.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,34.0,0.0,72.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,75.0,0.0,113.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,36.0,0.0,235.0,0.0,168.0,0.0,132.0,0.0,45.0,0.0,57.0,0.0,45.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,169.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,310.0,0.0,345.0,0.0,310.0,0.0,109.0,0.0,73.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,34.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,109.0,0.0,106.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,96.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0
