0,92.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,712.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,0.0,0.0,0.0,184.0,92.0,0.0,0.0,0.0,92.0,92.0,712.0,712.0,712.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,370.0,592.0,592.0,592.0,592.0,92.0,92.0,801.0,801.0,801.0,92.0,92.0,370.0,370.0,370.0,296.0,370.0,0.0,148.0,148.0,148.0,148.0,148.0,92.0,92.0,552.0,276.0,368.0,89.0,89.0,89.0,160.0,83.0,92.0,92.0,92.0,92.0,0.0,712.0,712.0,712.0,276.0,184.0,184.0,92.0,178.0,178.0,178.0,0.0,0.0,92.0,92.0,92.0,148.0,148.0,276.0,276.0,644.0,92.0,92.0,92.0,92.0,92.0,774.0,774.0,86.0,92.0,92.0,92.0,92.0,89.0,92.0,368.0,368.0,368.0,0.0,2.0,666.0,92.0,92.0,83.0,368.0,83.0,92.0
1,92.0,92.0,0.0,92.0,92.0,92.0,0.0,460.0,92.0,92.0,92.0,712.0,92.0,92.0,0.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0,0.0,92.0,92.0,712.0,712.0,712.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,370.0,592.0,592.0,592.0,592.0,92.0,92.0,801.0,920.0,801.0,92.0,828.0,370.0,92.0,370.0,370.0,370.0,148.0,444.0,148.0,296.0,0.0,148.0,92.0,92.0,368.0,276.0,368.0,89.0,89.0,89.0,0.0,83.0,92.0,92.0,86.0,92.0,0.0,712.0,712.0,712.0,276.0,184.0,92.0,92.0,178.0,0.0,178.0,0.0,0.0,0.0,92.0,92.0,148.0,148.0,368.0,276.0,276.0,92.0,92.0,368.0,92.0,92.0,774.0,774.0,774.0,92.0,92.0,92.0,92.0,92.0,92.0,368.0,368.0,828.0,0.0,276.0,666.0,0.0,92.0,83.0,83.0,83.0,92.0
2,92.0,92.0,0.0,249.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,712.0,92.0,92.0,92.0,276.0,92.0,92.0,92.0,0.0,0.0,0.0,92.0,92.0,0.0,445.0,0.0,92.0,92.0,712.0,712.0,712.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,592.0,592.0,592.0,592.0,592.0,92.0,92.0,801.0,712.0,801.0,92.0,92.0,370.0,370.0,296.0,370.0,370.0,148.0,148.0,148.0,148.0,148.0,148.0,92.0,92.0,368.0,276.0,368.0,89.0,178.0,89.0,460.0,83.0,92.0,92.0,92.0,184.0,0.0,712.0,712.0,356.0,276.0,184.0,92.0,92.0,178.0,178.0,178.0,644.0,20.0,0.0,92.0,92.0,148.0,148.0,276.0,276.0,276.0,92.0,92.0,92.0,184.0,92.0,774.0,774.0,774.0,92.0,92.0,92.0,92.0,92.0,92.0,368.0,368.0,368.0,0.0,10.0,0.0,249.0,92.0,83.0,83.0,166.0,92.0
3,92.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,712.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,0.0,0.0,0.0,460.0,92.0,0.0,0.0,267.0,92.0,92.0,712.0,712.0,712.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,592.0,592.0,592.0,592.0,592.0,92.0,92.0,801.0,801.0,0.0,92.0,92.0,370.0,370.0,370.0,0.0,370.0,148.0,148.0,148.0,0.0,148.0,148.0,92.0,92.0,368.0,276.0,644.0,89.0,89.0,534.0,0.0,83.0,184.0,92.0,460.0,736.0,184.0,712.0,0.0,712.0,276.0,184.0,92.0,92.0,178.0,178.0,178.0,828.0,445.0,92.0,92.0,92.0,962.0,148.0,92.0,276.0,276.0,92.0,92.0,92.0,92.0,92.0,774.0,774.0,774.0,92.0,92.0,92.0,92.0,92.0,92.0,368.0,368.0,736.0,92.0,2.0,0.0,92.0,92.0,83.0,83.0,83.0,92.0
4,92.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,712.0,92.0,92.0,92.0,276.0,92.0,92.0,92.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0,0.0,92.0,92.0,712.0,712.0,712.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,592.0,592.0,592.0,592.0,592.0,92.0,92.0,801.0,801.0,92.0,184.0,92.0,92.0,370.0,370.0,370.0,370.0,148.0,148.0,148.0,0.0,148.0,148.0,92.0,92.0,368.0,276.0,368.0,89.0,89.0,89.0,0.0,83.0,92.0,92.0,0.0,92.0,178.0,178.0,712.0,712.0,276.0,184.0,92.0,92.0,178.0,178.0,178.0,0.0,0.0,92.0,92.0,92.0,0.0,148.0,276.0,276.0,276.0,92.0,92.0,92.0,92.0,92.0,774.0,774.0,774.0,92.0,92.0,92.0,0.0,92.0,92.0,828.0,368.0,368.0,276.0,2.0,0.0,92.0,92.0,83.0,83.0,83.0,92.0
5,92.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,712.0,92.0,92.0,92.0,276.0,92.0,92.0,0.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0,0.0,92.0,92.0,534.0,712.0,712.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,592.0,592.0,592.0,592.0,592.0,92.0,0.0,801.0,801.0,828.0,0.0,92.0,370.0,370.0,370.0,370.0,370.0,148.0,148.0,74.0,74.0,148.0,148.0,92.0,0.0,368.0,368.0,368.0,89.0,89.0,89.0,0.0,83.0,460.0,92.0,92.0,92.0,184.0,712.0,276.0,712.0,276.0,184.0,92.0,92.0,178.0,178.0,178.0,0.0,0.0,92.0,92.0,92.0,148.0,148.0,276.0,276.0,276.0,92.0,92.0,92.0,92.0,712.0,774.0,774.0,774.0,92.0,92.0,92.0,92.0,178.0,184.0,368.0,368.0,368.0,0.0,2.0,0.0,92.0,92.0,83.0,83.0,0.0,92.0
6,92.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,712.0,368.0,92.0,92.0,276.0,92.0,92.0,92.0,0.0,0.0,0.0,92.0,184.0,0.0,0.0,0.0,92.0,92.0,712.0,712.0,712.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,592.0,592.0,592.0,592.0,592.0,92.0,92.0,623.0,801.0,77.0,92.0,92.0,370.0,370.0,370.0,370.0,712.0,148.0,148.0,148.0,148.0,148.0,148.0,92.0,92.0,368.0,368.0,368.0,89.0,172.0,89.0,83.0,83.0,92.0,92.0,92.0,92.0,92.0,712.0,89.0,712.0,276.0,460.0,92.0,92.0,178.0,356.0,178.0,276.0,0.0,92.0,92.0,92.0,0.0,148.0,276.0,276.0,276.0,92.0,92.0,92.0,92.0,92.0,774.0,258.0,774.0,0.0,92.0,92.0,92.0,92.0,92.0,368.0,368.0,368.0,0.0,2.0,0.0,92.0,92.0,83.0,83.0,83.0,92.0
7,92.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,712.0,92.0,92.0,92.0,276.0,92.0,92.0,92.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0,0.0,92.0,92.0,712.0,712.0,712.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,592.0,592.0,592.0,592.0,592.0,92.0,92.0,801.0,801.0,92.0,92.0,92.0,370.0,370.0,370.0,370.0,370.0,0.0,148.0,148.0,148.0,148.0,148.0,92.0,92.0,368.0,368.0,368.0,92.0,89.0,89.0,83.0,83.0,92.0,92.0,92.0,92.0,92.0,712.0,0.0,623.0,276.0,184.0,92.0,92.0,178.0,178.0,178.0,92.0,0.0,92.0,92.0,92.0,89.0,148.0,460.0,276.0,276.0,92.0,92.0,92.0,92.0,92.0,774.0,774.0,774.0,92.0,92.0,92.0,736.0,92.0,250.0,368.0,368.0,368.0,0.0,2.0,0.0,92.0,92.0,83.0,83.0,83.0,92.0
8,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,712.0,92.0,92.0,92.0,276.0,92.0,92.0,92.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0,666.0,92.0,92.0,712.0,712.0,712.0,92.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,592.0,592.0,592.0,592.0,592.0,92.0,92.0,774.0,801.0,92.0,92.0,92.0,370.0,148.0,370.0,518.0,370.0,148.0,74.0,148.0,148.0,148.0,148.0,184.0,92.0,368.0,368.0,368.0,89.0,89.0,89.0,83.0,92.0,0.0,92.0,92.0,92.0,92.0,712.0,445.0,712.0,276.0,184.0,184.0,92.0,178.0,178.0,178.0,92.0,0.0,92.0,92.0,92.0,518.0,148.0,276.0,276.0,276.0,92.0,92.0,92.0,92.0,92.0,774.0,0.0,774.0,92.0,92.0,92.0,92.0,92.0,92.0,368.0,368.0,368.0,74.0,2.0,0.0,92.0,92.0,83.0,83.0,166.0,92.0
9,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,712.0,92.0,92.0,92.0,276.0,92.0,92.0,92.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0,92.0,92.0,92.0,0.0,712.0,712.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,592.0,592.0,592.0,592.0,592.0,92.0,92.0,774.0,801.0,92.0,92.0,92.0,518.0,370.0,370.0,444.0,370.0,148.0,148.0,148.0,148.0,148.0,0.0,0.0,92.0,368.0,368.0,368.0,89.0,89.0,89.0,83.0,83.0,460.0,92.0,92.0,92.0,92.0,0.0,534.0,89.0,276.0,184.0,0.0,92.0,178.0,178.0,178.0,92.0,92.0,92.0,92.0,828.0,0.0,148.0,276.0,0.0,184.0,92.0,92.0,92.0,92.0,92.0,774.0,774.0,774.0,92.0,92.0,92.0,92.0,92.0,92.0,368.0,368.0,368.0,74.0,2.0,0.0,92.0,92.0,83.0,249.0,83.0,0.0
