,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,828.0,1196.0,828.0,828.0,828.0,924.0,828.0,154.0,828.0,780.0,828.0,924.0,828.0,77.0,828.0,154.0,828.0,184.0,828.0,828.0,828.0,1012.0,828.0,184.0,828.0,368.0,828.0,0.0,828.0,534.0,828.0,828.0,828.0,539.0,828.0,828.0,828.0,1012.0,828.0,178.0,828.0,178.0,828.0,332.0,828.0,332.0,828.0,0.0,828.0,276.0,828.0,77.0,828.0,1656.0,828.0,780.0,828.0,1104.0
1,828.0,1196.0,828.0,828.0,828.0,924.0,828.0,154.0,828.0,780.0,828.0,924.0,828.0,77.0,828.0,154.0,828.0,644.0,828.0,1204.0,828.0,1012.0,828.0,184.0,828.0,0.0,828.0,276.0,828.0,267.0,828.0,828.0,828.0,539.0,828.0,828.0,828.0,184.0,828.0,178.0,828.0,178.0,828.0,332.0,828.0,332.0,828.0,0.0,828.0,276.0,828.0,77.0,828.0,1012.0,828.0,780.0,828.0,780.0
2,828.0,1196.0,828.0,828.0,828.0,924.0,828.0,154.0,828.0,780.0,828.0,924.0,828.0,77.0,828.0,154.0,828.0,644.0,828.0,828.0,828.0,1012.0,828.0,184.0,828.0,0.0,828.0,920.0,828.0,267.0,828.0,828.0,828.0,539.0,828.0,828.0,828.0,0.0,828.0,0.0,828.0,178.0,828.0,83.0,828.0,332.0,828.0,828.0,828.0,276.0,828.0,77.0,828.0,1012.0,828.0,780.0,828.0,780.0
3,828.0,1196.0,828.0,828.0,828.0,924.0,828.0,154.0,828.0,780.0,828.0,154.0,828.0,77.0,828.0,154.0,828.0,0.0,828.0,828.0,828.0,1012.0,828.0,184.0,828.0,0.0,828.0,0.0,828.0,267.0,828.0,828.0,828.0,539.0,828.0,828.0,828.0,1012.0,828.0,0.0,828.0,86.0,828.0,332.0,828.0,644.0,828.0,828.0,828.0,276.0,828.0,77.0,828.0,1012.0,828.0,780.0,828.0,160.0
4,828.0,1196.0,828.0,828.0,828.0,924.0,828.0,154.0,828.0,780.0,828.0,924.0,828.0,77.0,828.0,154.0,828.0,644.0,828.0,828.0,828.0,644.0,828.0,184.0,828.0,0.0,828.0,0.0,828.0,267.0,828.0,828.0,828.0,539.0,828.0,828.0,828.0,1012.0,828.0,178.0,828.0,178.0,828.0,332.0,828.0,332.0,828.0,828.0,828.0,1104.0,828.0,77.0,828.0,920.0,828.0,780.0,828.0,780.0
5,828.0,1196.0,828.0,828.0,828.0,924.0,828.0,154.0,828.0,780.0,828.0,924.0,828.0,77.0,828.0,154.0,828.0,644.0,828.0,828.0,828.0,1012.0,828.0,184.0,828.0,0.0,828.0,0.0,828.0,267.0,828.0,828.0,828.0,539.0,828.0,828.0,828.0,1012.0,828.0,0.0,828.0,1157.0,828.0,332.0,828.0,332.0,828.0,0.0,828.0,276.0,828.0,77.0,828.0,0.0,828.0,780.0,828.0,780.0
6,828.0,1196.0,828.0,828.0,828.0,924.0,828.0,154.0,828.0,780.0,828.0,924.0,828.0,77.0,828.0,154.0,828.0,644.0,828.0,0.0,828.0,1012.0,828.0,184.0,828.0,92.0,828.0,0.0,828.0,92.0,828.0,920.0,828.0,602.0,828.0,828.0,828.0,1012.0,828.0,276.0,828.0,178.0,828.0,332.0,828.0,1328.0,828.0,736.0,828.0,276.0,828.0,77.0,828.0,1012.0,828.0,780.0,828.0,780.0
7,828.0,1196.0,828.0,828.0,828.0,924.0,828.0,154.0,828.0,780.0,828.0,924.0,828.0,77.0,828.0,154.0,828.0,644.0,828.0,828.0,828.0,1012.0,828.0,184.0,828.0,0.0,828.0,0.0,828.0,267.0,828.0,828.0,828.0,539.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,178.0,828.0,332.0,828.0,332.0,828.0,736.0,828.0,276.0,828.0,77.0,828.0,1012.0,828.0,780.0,828.0,780.0
8,828.0,1196.0,828.0,828.0,828.0,1104.0,828.0,924.0,828.0,924.0,828.0,924.0,828.0,924.0,828.0,154.0,828.0,644.0,828.0,828.0,828.0,1012.0,828.0,184.0,828.0,0.0,828.0,0.0,828.0,267.0,828.0,828.0,828.0,308.0,828.0,828.0,828.0,1012.0,828.0,267.0,828.0,178.0,828.0,332.0,828.0,83.0,828.0,828.0,828.0,368.0,828.0,77.0,828.0,0.0,828.0,780.0,828.0,780.0
9,828.0,1196.0,828.0,828.0,828.0,1104.0,828.0,924.0,828.0,924.0,828.0,924.0,828.0,924.0,828.0,154.0,828.0,644.0,828.0,828.0,828.0,1012.0,828.0,276.0,828.0,0.0,828.0,0.0,828.0,267.0,828.0,828.0,828.0,539.0,828.0,1196.0,828.0,1012.0,828.0,89.0,828.0,178.0,828.0,332.0,828.0,332.0,828.0,828.0,828.0,1932.0,828.0,77.0,828.0,1012.0,828.0,780.0,828.0,780.0
