,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,828.0,585.0,828.0,148.0,828.0,1406.0,828.0,780.0,828.0,390.0,828.0,585.0,828.0,258.0,828.0,1406.0,828.0,1406.0,828.0,258.0,828.0,828.0,828.0,267.0,828.0,623.0,828.0,222.0,828.0,0.0,828.0,828.0,828.0,74.0,828.0,830.0,828.0,68.0,828.0,184.0,828.0,368.0,828.0,828.0,828.0,552.0,828.0,0.0,828.0,1246.0,828.0,460.0,828.0,828.0,828.0,1012.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,644.0
1,828.0,585.0,828.0,148.0,828.0,1406.0,828.0,780.0,828.0,390.0,828.0,585.0,828.0,258.0,828.0,1406.0,828.0,1406.0,828.0,258.0,828.0,828.0,828.0,267.0,828.0,1196.0,828.0,222.0,828.0,0.0,828.0,236.0,828.0,74.0,828.0,92.0,828.0,68.0,828.0,828.0,828.0,1406.0,828.0,828.0,828.0,0.0,828.0,26.0,828.0,1602.0,828.0,460.0,828.0,828.0,828.0,828.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,828.0
2,828.0,585.0,828.0,148.0,828.0,1406.0,828.0,780.0,828.0,390.0,828.0,585.0,828.0,258.0,828.0,1406.0,828.0,1406.0,828.0,258.0,828.0,0.0,828.0,267.0,828.0,1196.0,828.0,222.0,828.0,0.0,828.0,828.0,828.0,74.0,828.0,715.0,828.0,68.0,828.0,828.0,828.0,1406.0,828.0,828.0,828.0,828.0,828.0,445.0,828.0,1246.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,828.0
3,828.0,585.0,828.0,148.0,828.0,1406.0,828.0,780.0,828.0,390.0,828.0,585.0,828.0,258.0,828.0,1406.0,828.0,1406.0,828.0,258.0,828.0,828.0,828.0,267.0,828.0,1196.0,828.0,222.0,828.0,0.0,828.0,828.0,828.0,74.0,828.0,780.0,828.0,68.0,828.0,828.0,828.0,1406.0,828.0,828.0,828.0,828.0,828.0,178.0,828.0,1246.0,828.0,0.0,828.0,828.0,828.0,1104.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,828.0
4,828.0,585.0,828.0,148.0,828.0,1406.0,828.0,780.0,828.0,390.0,828.0,585.0,828.0,258.0,828.0,1406.0,828.0,1036.0,828.0,258.0,828.0,828.0,828.0,267.0,828.0,1196.0,828.0,222.0,828.0,0.0,828.0,828.0,828.0,962.0,828.0,780.0,828.0,68.0,828.0,828.0,828.0,1406.0,828.0,828.0,828.0,644.0,828.0,267.0,828.0,1246.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,828.0
5,828.0,585.0,828.0,148.0,828.0,1406.0,828.0,780.0,828.0,390.0,828.0,585.0,828.0,258.0,828.0,1406.0,828.0,1406.0,828.0,258.0,828.0,828.0,828.0,267.0,828.0,1196.0,828.0,222.0,828.0,0.0,828.0,828.0,828.0,92.0,828.0,780.0,828.0,68.0,828.0,0.0,828.0,370.0,828.0,828.0,828.0,368.0,828.0,308.0,828.0,1246.0,828.0,920.0,828.0,828.0,828.0,828.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,828.0
6,828.0,585.0,828.0,148.0,828.0,1406.0,828.0,780.0,828.0,390.0,828.0,585.0,828.0,258.0,828.0,222.0,828.0,1406.0,828.0,258.0,828.0,828.0,828.0,267.0,828.0,1196.0,828.0,222.0,828.0,0.0,828.0,828.0,828.0,74.0,828.0,780.0,828.0,68.0,828.0,828.0,828.0,1406.0,828.0,828.0,828.0,828.0,828.0,184.0,828.0,0.0,828.0,0.0,828.0,828.0,828.0,178.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,828.0
7,828.0,585.0,828.0,148.0,828.0,1406.0,828.0,780.0,828.0,390.0,828.0,585.0,828.0,258.0,828.0,1406.0,828.0,1406.0,828.0,258.0,828.0,828.0,828.0,267.0,828.0,1012.0,828.0,222.0,828.0,0.0,828.0,828.0,828.0,74.0,828.0,780.0,828.0,68.0,828.0,828.0,828.0,1406.0,828.0,828.0,828.0,828.0,828.0,0.0,828.0,1246.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,1577.0,828.0,1577.0,828.0,83.0,828.0,1577.0,828.0,828.0
8,828.0,585.0,828.0,518.0,828.0,518.0,828.0,585.0,828.0,585.0,828.0,585.0,828.0,1406.0,828.0,1406.0,828.0,1406.0,828.0,258.0,828.0,828.0,828.0,267.0,828.0,1196.0,828.0,222.0,828.0,0.0,828.0,828.0,828.0,74.0,828.0,780.0,828.0,780.0,828.0,828.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,267.0,828.0,534.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,1406.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,828.0
9,828.0,585.0,828.0,518.0,828.0,518.0,828.0,585.0,828.0,585.0,828.0,195.0,828.0,1406.0,828.0,1406.0,828.0,1406.0,828.0,258.0,828.0,736.0,828.0,267.0,828.0,1196.0,828.0,222.0,828.0,0.0,828.0,368.0,828.0,592.0,828.0,780.0,828.0,148.0,828.0,828.0,828.0,1406.0,828.0,0.0,828.0,828.0,828.0,801.0,828.0,534.0,828.0,0.0,828.0,828.0,828.0,184.0,828.0,1406.0,828.0,1577.0,828.0,1577.0,828.0,1577.0,828.0,828.0
