,0,1,2,3,4,5,6,7,8,9,10,11
0,5.0,30.0,5.0,10.0,5.0,36.0,5.0,29.0,5.0,41.0,5.0,30.0
1,5.0,30.0,5.0,11.0,5.0,36.0,5.0,29.0,5.0,41.0,5.0,25.0
2,5.0,30.0,5.0,11.0,5.0,36.0,5.0,29.0,5.0,41.0,5.0,30.0
3,5.0,30.0,5.0,0.0,5.0,36.0,5.0,29.0,5.0,41.0,5.0,30.0
4,5.0,30.0,5.0,12.0,5.0,36.0,5.0,29.0,5.0,41.0,5.0,30.0
5,5.0,30.0,5.0,11.0,5.0,36.0,5.0,29.0,5.0,41.0,5.0,30.0
6,5.0,30.0,5.0,6.0,5.0,36.0,5.0,29.0,5.0,41.0,5.0,5.0
7,5.0,30.0,5.0,11.0,5.0,36.0,5.0,29.0,5.0,41.0,5.0,30.0
8,5.0,30.0,5.0,11.0,5.0,11.0,5.0,14.0,5.0,6.0,5.0,30.0
9,5.0,30.0,5.0,11.0,5.0,11.0,5.0,14.0,5.0,11.0,5.0,15.0
10,5.0,30.0,5.0,1.0,5.0,17.0,5.0,14.0,5.0,1.0,5.0,25.0
11,5.0,30.0,5.0,5.0,5.0,11.0,5.0,14.0,5.0,11.0,5.0,30.0
12,5.0,30.0,5.0,4.0,5.0,11.0,5.0,14.0,5.0,11.0,5.0,30.0
13,5.0,30.0,5.0,11.0,5.0,10.0,5.0,14.0,5.0,4.0,5.0,30.0
14,5.0,30.0,5.0,6.0,5.0,4.0,5.0,14.0,5.0,11.0,5.0,30.0
15,5.0,30.0,5.0,16.0,5.0,11.0,5.0,15.0,5.0,11.0,5.0,30.0
16,5.0,30.0,5.0,16.0,5.0,11.0,5.0,22.0,5.0,1.0,5.0,30.0
17,5.0,30.0,5.0,11.0,5.0,11.0,5.0,14.0,5.0,6.0,5.0,30.0
18,5.0,30.0,5.0,14.0,5.0,15.0,5.0,25.0,5.0,5.0,5.0,6.0
19,5.0,30.0,5.0,25.0,5.0,11.0,5.0,5.0,5.0,9.0,5.0,30.0
20,5.0,30.0,5.0,11.0,5.0,15.0,5.0,14.0,5.0,11.0,5.0,30.0
21,5.0,30.0,5.0,11.0,5.0,11.0,5.0,14.0,5.0,2.0,5.0,1.0
22,5.0,30.0,5.0,16.0,5.0,7.0,5.0,9.0,5.0,6.0,5.0,30.0
23,5.0,30.0,5.0,11.0,5.0,0.0,5.0,14.0,5.0,11.0,5.0,25.0
24,5.0,30.0,5.0,11.0,5.0,11.0,5.0,19.0,5.0,11.0,5.0,5.0
25,5.0,30.0,5.0,0.0,5.0,2.0,5.0,14.0,5.0,11.0,5.0,30.0
26,5.0,30.0,5.0,11.0,5.0,11.0,5.0,14.0,5.0,11.0,5.0,26.0
27,5.0,30.0,5.0,11.0,5.0,10.0,5.0,17.0,5.0,11.0,5.0,0.0
28,5.0,30.0,5.0,11.0,5.0,11.0,5.0,14.0,5.0,11.0,5.0,30.0
29,5.0,30.0,5.0,11.0,5.0,16.0,5.0,14.0,5.0,11.0,5.0,30.0
30,5.0,30.0,5.0,11.0,5.0,11.0,5.0,14.0,5.0,11.0,5.0,25.0
31,5.0,30.0,5.0,1.0,5.0,11.0,5.0,14.0,5.0,11.0,5.0,1.0
32,5.0,30.0,5.0,11.0,5.0,0.0,5.0,14.0,5.0,0.0,5.0,30.0
33,5.0,30.0,5.0,11.0,5.0,11.0,5.0,9.0,5.0,16.0,5.0,19.0
34,5.0,30.0,5.0,17.0,5.0,11.0,5.0,18.0,5.0,11.0,5.0,30.0
35,5.0,30.0,5.0,11.0,5.0,11.0,5.0,14.0,5.0,11.0,5.0,1.0
36,5.0,30.0,5.0,11.0,5.0,31.0,5.0,20.0,5.0,11.0,5.0,30.0
37,5.0,30.0,5.0,11.0,5.0,11.0,5.0,0.0,5.0,1.0,5.0,30.0
38,5.0,30.0,5.0,11.0,5.0,17.0,5.0,14.0,5.0,30.0,5.0,29.0
39,5.0,30.0,5.0,11.0,5.0,11.0,5.0,14.0,5.0,11.0,5.0,30.0
40,0.0,5.0,0.0,11.0,0.0,11.0,0.0,14.0,0.0,11.0,0.0,25.0
41,0.0,20.0,0.0,11.0,0.0,10.0,0.0,14.0,0.0,4.0,0.0,25.0
42,0.0,5.0,0.0,11.0,0.0,17.0,0.0,1.0,0.0,11.0,0.0,30.0
43,0.0,5.0,0.0,11.0,0.0,20.0,0.0,8.0,0.0,11.0,0.0,30.0
44,0.0,6.0,0.0,20.0,0.0,11.0,0.0,19.0,0.0,11.0,0.0,25.0
45,0.0,5.0,0.0,21.0,0.0,11.0,0.0,19.0,0.0,11.0,0.0,30.0
46,0.0,5.0,0.0,11.0,0.0,11.0,0.0,19.0,0.0,16.0,0.0,5.0
47,0.0,5.0,0.0,2.0,0.0,11.0,0.0,19.0,0.0,11.0,0.0,11.0
48,0.0,21.0,0.0,11.0,0.0,11.0,0.0,19.0,0.0,0.0,0.0,30.0
49,11.0,5.0,11.0,11.0,11.0,27.0,11.0,15.0,11.0,11.0,11.0,30.0
50,11.0,15.0,11.0,6.0,11.0,11.0,11.0,24.0,11.0,12.0,11.0,25.0
51,11.0,5.0,11.0,5.0,11.0,11.0,11.0,19.0,11.0,11.0,11.0,0.0
52,11.0,0.0,11.0,10.0,11.0,12.0,11.0,19.0,11.0,11.0,11.0,1.0
53,11.0,5.0,11.0,12.0,11.0,7.0,11.0,19.0,11.0,6.0,11.0,26.0
54,11.0,5.0,11.0,14.0,11.0,11.0,11.0,19.0,11.0,2.0,11.0,0.0
55,11.0,5.0,11.0,11.0,11.0,1.0,11.0,19.0,11.0,16.0,11.0,0.0
56,11.0,10.0,11.0,16.0,11.0,11.0,11.0,19.0,11.0,39.0,11.0,30.0
57,11.0,5.0,11.0,11.0,11.0,21.0,11.0,19.0,11.0,10.0,11.0,30.0
58,5.0,5.0,5.0,11.0,5.0,3.0,5.0,19.0,5.0,11.0,5.0,29.0
59,5.0,5.0,5.0,11.0,5.0,5.0,5.0,19.0,5.0,0.0,5.0,9.0
60,5.0,4.0,5.0,6.0,5.0,11.0,5.0,19.0,5.0,11.0,5.0,1.0
61,20.0,1.0,20.0,0.0,20.0,1.0,20.0,19.0,20.0,7.0,20.0,0.0
62,5.0,15.0,5.0,7.0,5.0,11.0,5.0,19.0,5.0,11.0,5.0,30.0
63,5.0,5.0,5.0,21.0,5.0,11.0,5.0,14.0,5.0,11.0,5.0,2.0
64,5.0,5.0,5.0,11.0,5.0,11.0,5.0,19.0,5.0,7.0,5.0,20.0
65,5.0,5.0,5.0,11.0,5.0,11.0,5.0,24.0,5.0,11.0,5.0,30.0
66,5.0,5.0,5.0,11.0,5.0,11.0,5.0,8.0,5.0,11.0,5.0,35.0
67,5.0,10.0,5.0,6.0,5.0,12.0,5.0,19.0,5.0,11.0,5.0,30.0
68,5.0,1.0,5.0,11.0,5.0,17.0,5.0,19.0,5.0,0.0,5.0,30.0
69,5.0,5.0,5.0,11.0,5.0,11.0,5.0,19.0,5.0,11.0,5.0,30.0
70,5.0,5.0,5.0,0.0,5.0,11.0,5.0,19.0,5.0,11.0,5.0,30.0
71,5.0,0.0,5.0,11.0,5.0,7.0,5.0,19.0,5.0,12.0,5.0,21.0
72,5.0,10.0,5.0,11.0,5.0,12.0,5.0,19.0,5.0,11.0,5.0,30.0
73,5.0,0.0,5.0,5.0,5.0,19.0,5.0,19.0,5.0,4.0,5.0,30.0
74,5.0,0.0,5.0,11.0,5.0,11.0,5.0,10.0,5.0,1.0,5.0,30.0
75,5.0,5.0,5.0,11.0,5.0,11.0,5.0,1.0,5.0,6.0,5.0,30.0
76,5.0,0.0,5.0,11.0,5.0,0.0,5.0,19.0,5.0,9.0,5.0,30.0
77,0.0,10.0,0.0,11.0,0.0,11.0,0.0,1.0,0.0,11.0,0.0,25.0
78,11.0,5.0,11.0,5.0,11.0,11.0,11.0,19.0,11.0,11.0,11.0,30.0
79,11.0,0.0,11.0,11.0,11.0,12.0,11.0,20.0,11.0,6.0,11.0,30.0
80,11.0,5.0,11.0,1.0,11.0,1.0,11.0,19.0,11.0,11.0,11.0,0.0
81,11.0,5.0,11.0,11.0,11.0,11.0,11.0,25.0,11.0,0.0,11.0,30.0
82,11.0,5.0,11.0,11.0,11.0,2.0,11.0,19.0,11.0,1.0,11.0,21.0
83,11.0,0.0,11.0,11.0,11.0,11.0,11.0,19.0,11.0,0.0,11.0,30.0
84,11.0,0.0,11.0,11.0,11.0,6.0,11.0,9.0,11.0,5.0,11.0,30.0
85,11.0,0.0,11.0,11.0,11.0,17.0,11.0,19.0,11.0,5.0,11.0,30.0
86,11.0,0.0,11.0,11.0,11.0,4.0,11.0,4.0,11.0,9.0,11.0,1.0
87,5.0,1.0,5.0,5.0,5.0,11.0,5.0,0.0,5.0,5.0,5.0,30.0
88,5.0,0.0,5.0,11.0,5.0,5.0,5.0,19.0,5.0,10.0,5.0,30.0
89,10.0,0.0,10.0,11.0,10.0,11.0,10.0,10.0,10.0,20.0,10.0,25.0
90,5.0,0.0,5.0,11.0,5.0,16.0,5.0,20.0,5.0,5.0,5.0,20.0
91,5.0,0.0,5.0,11.0,5.0,37.0,5.0,10.0,5.0,5.0,5.0,5.0
92,5.0,0.0,5.0,5.0,5.0,6.0,5.0,25.0,5.0,5.0,5.0,30.0
93,0.0,0.0,0.0,5.0,0.0,6.0,0.0,19.0,0.0,5.0,0.0,5.0
94,10.0,6.0,10.0,12.0,10.0,6.0,10.0,19.0,10.0,5.0,10.0,1.0
95,5.0,0.0,5.0,11.0,5.0,6.0,5.0,19.0,5.0,5.0,5.0,30.0
96,5.0,0.0,5.0,0.0,5.0,6.0,5.0,14.0,5.0,5.0,5.0,30.0
97,0.0,0.0,0.0,15.0,0.0,6.0,0.0,19.0,0.0,5.0,0.0,30.0
