,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,141.0,0.0,206.0,0.0,168.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,64.0,0.0,171.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,108.0,0.0,34.0,0.0,108.0,0.0,108.0,0.0,1.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,178.0,0.0,142.0,0.0,305.0,0.0,316.0,0.0,316.0,0.0,168.0,0.0,166.0,0.0,166.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,176.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,141.0,0.0,206.0,0.0,168.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,314.0,0.0,313.0,0.0,313.0,0.0,64.0,0.0,313.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,19.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,9.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,145.0,0.0,107.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,176.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,166.0,0.0,312.0,0.0,166.0,0.0,43.0,0.0,104.0,0.0,138.0,0.0,139.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,141.0,0.0,206.0,0.0,168.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,245.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,64.0,0.0,313.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,107.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,139.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,141.0,0.0,206.0,0.0,168.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,64.0,0.0,313.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,177.0,0.0,139.0,0.0,108.0,0.0,108.0,0.0,107.0,0.0,142.0,0.0,144.0,0.0,69.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,278.0,0.0,316.0,0.0,316.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,138.0,0.0,104.0,0.0,104.0,0.0,139.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,141.0,0.0,206.0,0.0,168.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,64.0,0.0,313.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,184.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,107.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,144.0,0.0,142.0,0.0,142.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,104.0,0.0,104.0,0.0,139.0,0.0,139.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,141.0,0.0,206.0,0.0,168.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,64.0,0.0,313.0,0.0,52.0,0.0,52.0,0.0,14.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,107.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,138.0,0.0,142.0,0.0,105.0,0.0,142.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,100.0,0.0,104.0,0.0,139.0,0.0,139.0,0.0,155.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,141.0,0.0,206.0,0.0,168.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,244.0,0.0,206.0,0.0,206.0,0.0,108.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,313.0,0.0,313.0,0.0,316.0,0.0,313.0,0.0,313.0,0.0,64.0,0.0,313.0,0.0,16.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,107.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,104.0,0.0,104.0,0.0,139.0,0.0,173.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,141.0,0.0,103.0,0.0,168.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,244.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,64.0,0.0,313.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,107.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,141.0,0.0,104.0,0.0,139.0,0.0,139.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,141.0,0.0,103.0,0.0,168.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,244.0,0.0,206.0,0.0,169.0,0.0,206.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,64.0,0.0,313.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,107.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,104.0,0.0,104.0,0.0,139.0,0.0,139.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,141.0,0.0,103.0,0.0,168.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,244.0,0.0,206.0,0.0,206.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,313.0,0.0,316.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,199.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,108.0,0.0,107.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,142.0,0.0,316.0,0.0,316.0,0.0,278.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,104.0,0.0,104.0,0.0,139.0,0.0,139.0,0.0,139.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0
