,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.0,10.0,0.0,104.0,0.0,274.0,0.0,136.0,0.0,311.0,0.0,312.0,0.0,379.0,0.0,276.0,0.0,343.0,0.0,31.0,0.0,12.0,0.0,40.0,0.0,115.0,0.0,78.0,0.0,115.0,0.0,103.0,0.0,118.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,278.0,0.0,278.0,0.0,384.0,0.0,420.0,0.0,12.0,0.0,7.0,0.0,274.0,0.0,416.0
1,0.0,10.0,0.0,104.0,0.0,274.0,0.0,136.0,0.0,311.0,0.0,312.0,0.0,379.0,0.0,276.0,0.0,343.0,0.0,31.0,0.0,12.0,0.0,40.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,103.0,0.0,118.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,278.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,12.0,0.0,7.0,0.0,274.0,0.0,416.0
2,0.0,10.0,0.0,104.0,0.0,274.0,0.0,136.0,0.0,311.0,0.0,312.0,0.0,379.0,0.0,276.0,0.0,343.0,0.0,31.0,0.0,12.0,0.0,40.0,0.0,115.0,0.0,150.0,0.0,115.0,0.0,103.0,0.0,118.0,0.0,104.0,0.0,104.0,0.0,247.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,278.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,12.0,0.0,7.0,0.0,274.0,0.0,416.0
3,0.0,10.0,0.0,104.0,0.0,274.0,0.0,136.0,0.0,311.0,0.0,312.0,0.0,379.0,0.0,276.0,0.0,343.0,0.0,31.0,0.0,12.0,0.0,40.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,103.0,0.0,118.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,278.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,12.0,0.0,7.0,0.0,274.0,0.0,416.0
4,0.0,10.0,0.0,104.0,0.0,274.0,0.0,136.0,0.0,311.0,0.0,312.0,0.0,379.0,0.0,276.0,0.0,343.0,0.0,31.0,0.0,12.0,0.0,40.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,103.0,0.0,118.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,107.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,278.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,12.0,0.0,7.0,0.0,274.0,0.0,416.0
5,0.0,10.0,0.0,104.0,0.0,274.0,0.0,136.0,0.0,311.0,0.0,312.0,0.0,379.0,0.0,276.0,0.0,343.0,0.0,31.0,0.0,12.0,0.0,40.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,103.0,0.0,118.0,0.0,104.0,0.0,142.0,0.0,104.0,0.0,107.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,278.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,12.0,0.0,7.0,0.0,274.0,0.0,416.0
6,0.0,10.0,0.0,104.0,0.0,274.0,0.0,136.0,0.0,311.0,0.0,312.0,0.0,379.0,0.0,276.0,0.0,343.0,0.0,31.0,0.0,12.0,0.0,40.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,103.0,0.0,118.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,107.0,0.0,67.0,0.0,71.0,0.0,104.0,0.0,278.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,12.0,0.0,7.0,0.0,204.0,0.0,382.0
7,0.0,10.0,0.0,104.0,0.0,274.0,0.0,136.0,0.0,311.0,0.0,312.0,0.0,379.0,0.0,276.0,0.0,343.0,0.0,31.0,0.0,12.0,0.0,40.0,0.0,111.0,0.0,115.0,0.0,115.0,0.0,103.0,0.0,118.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,107.0,0.0,104.0,0.0,104.0,0.0,102.0,0.0,278.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,12.0,0.0,41.0,0.0,274.0,0.0,382.0
8,0.0,10.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,310.0,0.0,310.0,0.0,381.0,0.0,310.0,0.0,62.0,0.0,40.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,28.0,0.0,115.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,107.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,278.0,0.0,278.0,0.0,384.0,0.0,381.0,0.0,12.0,0.0,7.0,0.0,274.0,0.0,382.0
9,0.0,10.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,307.0,0.0,62.0,0.0,40.0,0.0,115.0,0.0,115.0,0.0,116.0,0.0,115.0,0.0,115.0,0.0,104.0,0.0,107.0,0.0,104.0,0.0,107.0,0.0,104.0,0.0,247.0,0.0,104.0,0.0,278.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,12.0,0.0,33.0,0.0,274.0,0.0,382.0
10,0.0,10.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,62.0,0.0,40.0,0.0,154.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,105.0,0.0,104.0,0.0,104.0,0.0,107.0,0.0,104.0,0.0,104.0,0.0,66.0,0.0,282.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,12.0,0.0,7.0,0.0,274.0,0.0,382.0
11,0.0,10.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,62.0,0.0,40.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,107.0,0.0,104.0,0.0,104.0,0.0,66.0,0.0,278.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,12.0,0.0,7.0,0.0,274.0,0.0,382.0
12,0.0,10.0,0.0,310.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,62.0,0.0,40.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,103.0,0.0,104.0,0.0,104.0,0.0,107.0,0.0,104.0,0.0,104.0,0.0,66.0,0.0,274.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,66.0,0.0,7.0,0.0,274.0,0.0,382.0
13,0.0,10.0,0.0,310.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,312.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,62.0,0.0,40.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,115.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,104.0,0.0,66.0,0.0,274.0,0.0,278.0,0.0,384.0,0.0,384.0,0.0,7.0,0.0,7.0,0.0,274.0,0.0,382.0
