,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,92.0,356.0,92.0,534.0,92.0,644.0,92.0,444.0,92.0,29.0,92.0,444.0,92.0,296.0,92.0,0.0,92.0,296.0,92.0,0.0,92.0,83.0,92.0,148.0,92.0,0.0,92.0,29.0,92.0,29.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,86.0,92.0,86.0,92.0,83.0,92.0,178.0
1,92.0,356.0,92.0,534.0,92.0,644.0,92.0,444.0,92.0,29.0,92.0,444.0,92.0,296.0,92.0,444.0,92.0,296.0,92.0,296.0,92.0,0.0,92.0,174.0,92.0,300.0,92.0,29.0,92.0,29.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,86.0,92.0,86.0,92.0,166.0,92.0,178.0
2,92.0,356.0,92.0,534.0,92.0,644.0,92.0,444.0,92.0,29.0,92.0,444.0,92.0,296.0,92.0,370.0,92.0,296.0,92.0,296.0,92.0,83.0,92.0,92.0,92.0,145.0,92.0,2.0,92.0,23.0,92.0,92.0,92.0,0.0,92.0,0.0,92.0,86.0,92.0,86.0,92.0,83.0,92.0,184.0
3,92.0,356.0,92.0,534.0,92.0,644.0,92.0,444.0,92.0,29.0,92.0,444.0,92.0,296.0,92.0,444.0,92.0,296.0,92.0,296.0,92.0,83.0,92.0,58.0,92.0,29.0,92.0,0.0,92.0,29.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,86.0,92.0,86.0,92.0,83.0,92.0,178.0
4,92.0,356.0,92.0,534.0,92.0,644.0,92.0,444.0,92.0,29.0,92.0,444.0,92.0,296.0,92.0,444.0,92.0,74.0,92.0,296.0,92.0,83.0,92.0,29.0,92.0,644.0,92.0,29.0,92.0,29.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,86.0,92.0,430.0,92.0,83.0,92.0,0.0
5,92.0,356.0,92.0,534.0,92.0,644.0,92.0,444.0,92.0,29.0,92.0,444.0,92.0,296.0,92.0,444.0,92.0,74.0,92.0,296.0,92.0,83.0,92.0,29.0,92.0,612.0,92.0,29.0,92.0,29.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,89.0,92.0,86.0,92.0,83.0,92.0,178.0
6,92.0,356.0,92.0,534.0,92.0,644.0,92.0,444.0,92.0,29.0,92.0,444.0,92.0,296.0,92.0,444.0,92.0,296.0,92.0,71.0,92.0,83.0,92.0,29.0,92.0,29.0,92.0,29.0,92.0,29.0,92.0,92.0,92.0,0.0,92.0,0.0,92.0,86.0,92.0,86.0,92.0,83.0,92.0,0.0
7,92.0,356.0,92.0,534.0,92.0,644.0,92.0,444.0,92.0,29.0,92.0,444.0,92.0,296.0,92.0,444.0,92.0,296.0,92.0,296.0,92.0,83.0,92.0,0.0,92.0,29.0,92.0,29.0,92.0,29.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,86.0,92.0,86.0,92.0,83.0,92.0,178.0
8,92.0,356.0,92.0,534.0,92.0,92.0,92.0,267.0,92.0,644.0,92.0,444.0,92.0,444.0,92.0,444.0,92.0,148.0,92.0,444.0,92.0,83.0,92.0,0.0,92.0,29.0,92.0,29.0,92.0,29.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,86.0,92.0,86.0,92.0,83.0,92.0,712.0
9,92.0,356.0,92.0,534.0,92.0,92.0,92.0,267.0,92.0,644.0,92.0,444.0,92.0,444.0,92.0,444.0,92.0,0.0,92.0,92.0,92.0,83.0,92.0,29.0,92.0,29.0,92.0,29.0,92.0,29.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,688.0,92.0,86.0,92.0,83.0,92.0,178.0
