,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.0,217.0,0.0,207.0,0.0,62.0,0.0,28.0,0.0,140.0,0.0,243.0,0.0,46.0,0.0,243.0,0.0,272.0,0.0,271.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,26.0,0.0,132.0,0.0,132.0,0.0,65.0,0.0,67.0,0.0,67.0,0.0,177.0,0.0,67.0,0.0,104.0,0.0,67.0,0.0,310.0,0.0,310.0,0.0,248.0,0.0,283.0,0.0,283.0,0.0,132.0,0.0,32.0
1,0.0,217.0,0.0,207.0,0.0,62.0,0.0,28.0,0.0,140.0,0.0,243.0,0.0,46.0,0.0,243.0,0.0,272.0,0.0,271.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,26.0,0.0,132.0,0.0,132.0,0.0,65.0,0.0,67.0,0.0,67.0,0.0,177.0,0.0,105.0,0.0,67.0,0.0,67.0,0.0,310.0,0.0,310.0,0.0,248.0,0.0,283.0,0.0,283.0,0.0,132.0,0.0,32.0
2,0.0,217.0,0.0,207.0,0.0,62.0,0.0,28.0,0.0,140.0,0.0,243.0,0.0,46.0,0.0,243.0,0.0,272.0,0.0,271.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,26.0,0.0,132.0,0.0,132.0,0.0,65.0,0.0,67.0,0.0,67.0,0.0,177.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,310.0,0.0,310.0,0.0,248.0,0.0,283.0,0.0,283.0,0.0,132.0,0.0,32.0
3,0.0,217.0,0.0,207.0,0.0,62.0,0.0,28.0,0.0,140.0,0.0,243.0,0.0,46.0,0.0,243.0,0.0,272.0,0.0,271.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,26.0,0.0,132.0,0.0,132.0,0.0,65.0,0.0,67.0,0.0,33.0,0.0,177.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,310.0,0.0,0.0,0.0,248.0,0.0,283.0,0.0,283.0,0.0,132.0,0.0,32.0
4,0.0,217.0,0.0,207.0,0.0,62.0,0.0,28.0,0.0,140.0,0.0,243.0,0.0,46.0,0.0,243.0,0.0,272.0,0.0,271.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,26.0,0.0,132.0,0.0,132.0,0.0,65.0,0.0,67.0,0.0,67.0,0.0,177.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,310.0,0.0,310.0,0.0,248.0,0.0,283.0,0.0,283.0,0.0,132.0,0.0,32.0
5,0.0,217.0,0.0,207.0,0.0,62.0,0.0,28.0,0.0,140.0,0.0,243.0,0.0,46.0,0.0,243.0,0.0,272.0,0.0,271.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,26.0,0.0,132.0,0.0,132.0,0.0,65.0,0.0,67.0,0.0,67.0,0.0,177.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,310.0,0.0,310.0,0.0,248.0,0.0,320.0,0.0,283.0,0.0,132.0,0.0,32.0
6,0.0,217.0,0.0,207.0,0.0,62.0,0.0,28.0,0.0,140.0,0.0,243.0,0.0,46.0,0.0,243.0,0.0,272.0,0.0,271.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,26.0,0.0,132.0,0.0,132.0,0.0,65.0,0.0,67.0,0.0,67.0,0.0,177.0,0.0,63.0,0.0,30.0,0.0,67.0,0.0,310.0,0.0,310.0,0.0,248.0,0.0,283.0,0.0,283.0,0.0,132.0,0.0,32.0
7,0.0,217.0,0.0,207.0,0.0,62.0,0.0,28.0,0.0,140.0,0.0,243.0,0.0,46.0,0.0,243.0,0.0,272.0,0.0,271.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,26.0,0.0,132.0,0.0,132.0,0.0,65.0,0.0,179.0,0.0,67.0,0.0,177.0,0.0,67.0,0.0,67.0,0.0,0.0,0.0,239.0,0.0,310.0,0.0,248.0,0.0,283.0,0.0,283.0,0.0,132.0,0.0,32.0
8,0.0,217.0,0.0,243.0,0.0,243.0,0.0,243.0,0.0,243.0,0.0,243.0,0.0,207.0,0.0,243.0,0.0,235.0,0.0,235.0,0.0,0.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,29.0,0.0,67.0,0.0,30.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,310.0,0.0,310.0,0.0,248.0,0.0,283.0,0.0,283.0,0.0,132.0,0.0,32.0
9,0.0,217.0,0.0,243.0,0.0,207.0,0.0,243.0,0.0,243.0,0.0,243.0,0.0,243.0,0.0,243.0,0.0,235.0,0.0,197.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,202.0,0.0,132.0,0.0,132.0,0.0,67.0,0.0,6.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,310.0,0.0,346.0,0.0,248.0,0.0,283.0,0.0,283.0,0.0,132.0,0.0,32.0
