0,0.0,0.0,0.0,0.0,0.0,243.0,243.0,242.0,243.0,243.0,241.0,63.0,137.0,249.0,243.0,243.0,243.0,243.0,243.0,243.0,243.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,0.0,0.0,0.0,132.0,132.0,132.0,166.0,132.0,67.0,67.0,67.0,67.0,67.0,72.0,67.0,67.0,67.0,67.0,67.0,310.0,310.0,248.0,248.0,248.0,283.0,283.0,283.0,172.0,172.0,207.0,172.0,132.0,132.0,32.0,34.0,32.0,0.0,0.0
1,0.0,235.0,0.0,0.0,0.0,243.0,243.0,242.0,243.0,243.0,241.0,63.0,137.0,249.0,175.0,243.0,243.0,243.0,243.0,243.0,243.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,0.0,0.0,0.0,132.0,132.0,132.0,132.0,132.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,310.0,310.0,248.0,248.0,248.0,283.0,283.0,0.0,172.0,172.0,207.0,172.0,132.0,132.0,32.0,32.0,32.0,0.0,0.0
2,0.0,235.0,0.0,0.0,0.0,243.0,243.0,242.0,243.0,217.0,241.0,63.0,137.0,249.0,243.0,243.0,243.0,243.0,211.0,243.0,243.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,0.0,0.0,0.0,132.0,132.0,132.0,132.0,132.0,67.0,67.0,67.0,61.0,67.0,67.0,65.0,67.0,67.0,101.0,67.0,310.0,310.0,248.0,248.0,248.0,283.0,283.0,283.0,172.0,172.0,207.0,172.0,132.0,132.0,138.0,167.0,32.0,0.0,0.0
3,0.0,235.0,0.0,0.0,0.0,243.0,243.0,242.0,243.0,217.0,241.0,243.0,137.0,249.0,243.0,243.0,243.0,243.0,211.0,212.0,243.0,235.0,235.0,273.0,235.0,235.0,235.0,235.0,235.0,235.0,0.0,0.0,0.0,132.0,132.0,132.0,164.0,132.0,67.0,67.0,67.0,61.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,310.0,310.0,248.0,248.0,248.0,283.0,283.0,283.0,172.0,169.0,207.0,172.0,132.0,99.0,32.0,32.0,32.0,0.0,0.0
4,0.0,235.0,0.0,0.0,0.0,243.0,243.0,242.0,243.0,217.0,241.0,243.0,137.0,243.0,243.0,243.0,243.0,243.0,211.0,243.0,1.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,233.0,235.0,0.0,0.0,0.0,132.0,132.0,132.0,132.0,132.0,67.0,67.0,67.0,61.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,310.0,310.0,248.0,248.0,0.0,283.0,319.0,283.0,172.0,172.0,207.0,172.0,132.0,99.0,32.0,32.0,32.0,0.0,0.0
5,0.0,235.0,0.0,0.0,0.0,243.0,243.0,242.0,243.0,217.0,241.0,243.0,137.0,243.0,243.0,243.0,243.0,275.0,211.0,243.0,243.0,235.0,235.0,235.0,235.0,235.0,235.0,239.0,235.0,235.0,0.0,0.0,0.0,132.0,132.0,132.0,94.0,132.0,67.0,67.0,67.0,61.0,67.0,269.0,69.0,67.0,67.0,67.0,67.0,310.0,310.0,248.0,248.0,248.0,320.0,283.0,283.0,172.0,172.0,207.0,172.0,132.0,99.0,32.0,32.0,32.0,0.0,0.0
6,0.0,235.0,0.0,0.0,0.0,243.0,243.0,243.0,243.0,217.0,243.0,243.0,137.0,243.0,243.0,243.0,243.0,243.0,211.0,243.0,243.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,0.0,0.0,0.0,132.0,132.0,132.0,132.0,132.0,67.0,307.0,67.0,61.0,67.0,67.0,67.0,67.0,67.0,67.0,281.0,310.0,310.0,248.0,248.0,248.0,283.0,283.0,237.0,172.0,172.0,207.0,172.0,132.0,99.0,32.0,32.0,32.0,0.0,0.0
7,0.0,235.0,0.0,0.0,0.0,243.0,60.0,243.0,243.0,217.0,243.0,243.0,243.0,243.0,243.0,243.0,243.0,141.0,211.0,243.0,243.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,0.0,0.0,0.0,132.0,96.0,234.0,132.0,132.0,67.0,64.0,67.0,61.0,67.0,269.0,67.0,67.0,67.0,67.0,67.0,310.0,310.0,248.0,248.0,248.0,283.0,283.0,283.0,172.0,172.0,172.0,172.0,132.0,99.0,32.0,32.0,32.0,0.0,0.0
8,0.0,235.0,0.0,0.0,0.0,243.0,60.0,243.0,243.0,217.0,243.0,243.0,105.0,243.0,243.0,243.0,243.0,141.0,211.0,243.0,243.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,0.0,0.0,0.0,132.0,132.0,132.0,132.0,132.0,67.0,235.0,67.0,61.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,310.0,310.0,248.0,212.0,248.0,283.0,283.0,283.0,209.0,172.0,172.0,177.0,132.0,99.0,32.0,32.0,32.0,0.0,0.0
9,0.0,235.0,0.0,0.0,0.0,243.0,60.0,243.0,243.0,217.0,243.0,243.0,243.0,243.0,243.0,243.0,243.0,141.0,211.0,243.0,243.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,0.0,0.0,0.0,132.0,132.0,132.0,132.0,132.0,67.0,27.0,67.0,61.0,67.0,67.0,64.0,67.0,67.0,67.0,67.0,62.0,310.0,248.0,248.0,248.0,283.0,283.0,283.0,172.0,172.0,172.0,132.0,132.0,99.0,32.0,32.0,32.0,0.0,0.0
