,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,552.0,693.0,552.0,801.0,552.0,267.0,552.0,518.0,552.0,747.0,552.0,518.0,552.0,592.0,552.0,267.0,552.0,747.0,552.0,747.0,552.0,747.0,552.0,920.0,552.0,516.0,552.0,267.0,552.0,664.0,552.0,552.0,552.0,552.0,552.0,592.0,552.0,592.0,552.0,2208.0,552.0,736.0,552.0,693.0,552.0,693.0,552.0,0.0,552.0,693.0,552.0,747.0,552.0,444.0,552.0,693.0
1,552.0,693.0,552.0,801.0,552.0,267.0,552.0,518.0,552.0,747.0,552.0,518.0,552.0,592.0,552.0,267.0,552.0,747.0,552.0,747.0,552.0,747.0,552.0,552.0,552.0,516.0,552.0,267.0,552.0,46.0,552.0,552.0,552.0,368.0,552.0,592.0,552.0,592.0,552.0,460.0,552.0,736.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,747.0,552.0,444.0,552.0,693.0
2,552.0,693.0,552.0,801.0,552.0,267.0,552.0,518.0,552.0,747.0,552.0,518.0,552.0,592.0,552.0,267.0,552.0,747.0,552.0,415.0,552.0,0.0,552.0,552.0,552.0,516.0,552.0,267.0,552.0,276.0,552.0,534.0,552.0,276.0,552.0,592.0,552.0,74.0,552.0,460.0,552.0,736.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,747.0,552.0,444.0,552.0,693.0
3,552.0,693.0,552.0,801.0,552.0,267.0,552.0,518.0,552.0,747.0,552.0,518.0,552.0,592.0,552.0,267.0,552.0,498.0,552.0,747.0,552.0,747.0,552.0,552.0,552.0,516.0,552.0,267.0,552.0,552.0,552.0,552.0,552.0,276.0,552.0,592.0,552.0,888.0,552.0,460.0,552.0,0.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,747.0,552.0,444.0,552.0,0.0
4,552.0,693.0,552.0,801.0,552.0,267.0,552.0,518.0,552.0,747.0,552.0,518.0,552.0,592.0,552.0,267.0,552.0,747.0,552.0,747.0,552.0,747.0,552.0,552.0,552.0,688.0,552.0,267.0,552.0,552.0,552.0,552.0,552.0,276.0,552.0,592.0,552.0,592.0,552.0,460.0,552.0,0.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,385.0,552.0,747.0,552.0,444.0,552.0,693.0
5,552.0,693.0,552.0,801.0,552.0,267.0,552.0,518.0,552.0,747.0,552.0,518.0,552.0,592.0,552.0,267.0,552.0,747.0,552.0,747.0,552.0,747.0,552.0,552.0,552.0,0.0,552.0,267.0,552.0,552.0,552.0,552.0,552.0,1424.0,552.0,592.0,552.0,592.0,552.0,460.0,552.0,552.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,747.0,552.0,444.0,552.0,539.0
6,552.0,693.0,552.0,801.0,552.0,267.0,552.0,518.0,552.0,747.0,552.0,518.0,552.0,592.0,552.0,267.0,552.0,747.0,552.0,747.0,552.0,747.0,552.0,0.0,552.0,516.0,552.0,267.0,552.0,552.0,552.0,368.0,552.0,276.0,552.0,592.0,552.0,592.0,552.0,0.0,552.0,736.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,924.0,552.0,747.0,552.0,444.0,552.0,693.0
7,552.0,693.0,552.0,890.0,552.0,267.0,552.0,518.0,552.0,747.0,552.0,518.0,552.0,592.0,552.0,267.0,552.0,747.0,552.0,747.0,552.0,747.0,552.0,0.0,552.0,516.0,552.0,0.0,552.0,552.0,552.0,552.0,552.0,276.0,552.0,592.0,552.0,0.0,552.0,460.0,552.0,736.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,693.0,552.0,747.0,552.0,444.0,552.0,616.0
8,552.0,693.0,552.0,801.0,552.0,801.0,552.0,644.0,552.0,736.0,552.0,518.0,552.0,518.0,552.0,267.0,552.0,747.0,552.0,747.0,552.0,581.0,552.0,552.0,552.0,516.0,552.0,267.0,552.0,552.0,552.0,460.0,552.0,276.0,552.0,89.0,552.0,4.0,552.0,460.0,552.0,736.0,552.0,693.0,552.0,770.0,552.0,693.0,552.0,0.0,552.0,747.0,552.0,444.0,552.0,693.0
9,552.0,693.0,552.0,801.0,552.0,712.0,552.0,644.0,552.0,736.0,552.0,518.0,552.0,666.0,552.0,356.0,552.0,747.0,552.0,747.0,552.0,415.0,552.0,552.0,552.0,516.0,552.0,267.0,552.0,552.0,552.0,552.0,552.0,276.0,552.0,444.0,552.0,592.0,552.0,267.0,552.0,736.0,552.0,693.0,552.0,693.0,552.0,801.0,552.0,693.0,552.0,747.0,552.0,444.0,552.0,693.0
