,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,0.0,177.0,0.0,244.0,0.0,246.0,0.0,289.0,0.0,283.0,0.0,290.0,0.0,175.0,0.0,141.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,32.0,0.0,107.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,99.0,0.0,68.0,0.0,32.0,0.0,139.0,0.0,139.0,0.0,140.0,0.0,211.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,244.0,0.0,244.0
1,0.0,177.0,0.0,244.0,0.0,246.0,0.0,289.0,0.0,283.0,0.0,290.0,0.0,175.0,0.0,141.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,32.0,0.0,107.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,35.0,0.0,99.0,0.0,68.0,0.0,32.0,0.0,139.0,0.0,139.0,0.0,1.0,0.0,211.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,183.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,244.0,0.0,244.0
2,0.0,177.0,0.0,244.0,0.0,246.0,0.0,289.0,0.0,283.0,0.0,290.0,0.0,175.0,0.0,141.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,32.0,0.0,107.0,0.0,66.0,0.0,32.0,0.0,4.0,0.0,28.0,0.0,32.0,0.0,99.0,0.0,68.0,0.0,32.0,0.0,139.0,0.0,139.0,0.0,67.0,0.0,211.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,244.0,0.0,244.0
3,0.0,177.0,0.0,244.0,0.0,246.0,0.0,289.0,0.0,283.0,0.0,290.0,0.0,175.0,0.0,141.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,32.0,0.0,107.0,0.0,30.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,99.0,0.0,68.0,0.0,30.0,0.0,105.0,0.0,139.0,0.0,67.0,0.0,211.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,244.0,0.0,244.0
4,0.0,177.0,0.0,244.0,0.0,246.0,0.0,289.0,0.0,283.0,0.0,290.0,0.0,175.0,0.0,141.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,32.0,0.0,107.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,30.0,0.0,32.0,0.0,99.0,0.0,68.0,0.0,32.0,0.0,139.0,0.0,139.0,0.0,70.0,0.0,211.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,215.0,0.0,244.0,0.0,244.0
5,0.0,177.0,0.0,244.0,0.0,246.0,0.0,289.0,0.0,283.0,0.0,290.0,0.0,175.0,0.0,141.0,0.0,4.0,0.0,102.0,0.0,10.0,0.0,32.0,0.0,107.0,0.0,3.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,99.0,0.0,68.0,0.0,32.0,0.0,139.0,0.0,141.0,0.0,67.0,0.0,257.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,289.0,0.0,218.0,0.0,215.0,0.0,244.0,0.0,244.0
6,0.0,177.0,0.0,244.0,0.0,246.0,0.0,289.0,0.0,283.0,0.0,290.0,0.0,175.0,0.0,141.0,0.0,4.0,0.0,102.0,0.0,10.0,0.0,3.0,0.0,107.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,99.0,0.0,68.0,0.0,133.0,0.0,139.0,0.0,139.0,0.0,67.0,0.0,211.0,0.0,246.0,0.0,246.0,0.0,240.0,0.0,289.0,0.0,258.0,0.0,289.0,0.0,215.0,0.0,244.0,0.0,244.0
7,0.0,177.0,0.0,244.0,0.0,246.0,0.0,289.0,0.0,283.0,0.0,290.0,0.0,175.0,0.0,141.0,0.0,4.0,0.0,102.0,0.0,10.0,0.0,3.0,0.0,107.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,99.0,0.0,68.0,0.0,32.0,0.0,139.0,0.0,139.0,0.0,67.0,0.0,211.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,103.0,0.0,289.0,0.0,215.0,0.0,244.0,0.0,244.0
8,0.0,177.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,4.0,0.0,102.0,0.0,10.0,0.0,3.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,144.0,0.0,35.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,139.0,0.0,139.0,0.0,67.0,0.0,211.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,327.0,0.0,289.0,0.0,215.0,0.0,244.0,0.0,244.0
9,0.0,177.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,244.0,0.0,4.0,0.0,102.0,0.0,10.0,0.0,3.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,36.0,0.0,35.0,0.0,32.0,0.0,32.0,0.0,139.0,0.0,139.0,0.0,67.0,0.0,210.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,288.0,0.0,178.0,0.0,215.0,0.0,244.0,0.0,244.0
10,0.0,177.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,285.0,0.0,281.0,0.0,281.0,0.0,244.0,0.0,4.0,0.0,102.0,0.0,10.0,0.0,3.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,27.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,139.0,0.0,139.0,0.0,67.0,0.0,211.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,215.0,0.0,244.0,0.0,244.0
11,0.0,177.0,0.0,281.0,0.0,281.0,0.0,207.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,244.0,0.0,4.0,0.0,102.0,0.0,10.0,0.0,3.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,27.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,139.0,0.0,139.0,0.0,67.0,0.0,211.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,252.0,0.0,289.0,0.0,215.0,0.0,244.0,0.0,244.0
12,0.0,177.0,0.0,281.0,0.0,281.0,0.0,207.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,244.0,0.0,4.0,0.0,102.0,0.0,10.0,0.0,3.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,27.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,139.0,0.0,139.0,0.0,67.0,0.0,211.0,0.0,282.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,215.0,0.0,244.0,0.0,244.0
13,0.0,177.0,0.0,281.0,0.0,281.0,0.0,207.0,0.0,317.0,0.0,281.0,0.0,281.0,0.0,244.0,0.0,4.0,0.0,102.0,0.0,10.0,0.0,3.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,27.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,104.0,0.0,139.0,0.0,71.0,0.0,211.0,0.0,243.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,289.0,0.0,293.0,0.0,289.0,0.0,244.0,0.0,104.0
14,0.0,177.0,0.0,281.0,0.0,281.0,0.0,207.0,0.0,281.0,0.0,281.0,0.0,281.0,0.0,244.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,3.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,27.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,139.0,0.0,139.0,0.0,67.0,0.0,211.0,0.0,246.0,0.0,246.0,0.0,316.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,289.0,0.0,206.0,0.0,244.0
