,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0,1068.0,0.0,1068.0,0.0,166.0,0.0,83.0,0.0,74.0,0.0,166.0,0.0,913.0,0.0,184.0,0.0,370.0,0.0,0.0,0.0,184.0,0.0,92.0,0.0,644.0,0.0,498.0,0.0,0.0,0.0,184.0
1,0.0,1068.0,0.0,1068.0,0.0,166.0,0.0,83.0,0.0,74.0,0.0,166.0,0.0,913.0,0.0,184.0,0.0,0.0,0.0,148.0,0.0,184.0,0.0,83.0,0.0,0.0,0.0,83.0,0.0,166.0,0.0,0.0
2,0.0,1068.0,0.0,1068.0,0.0,166.0,0.0,83.0,0.0,74.0,0.0,0.0,0.0,913.0,0.0,184.0,0.0,0.0,0.0,148.0,0.0,184.0,0.0,0.0,0.0,80.0,0.0,83.0,0.0,0.0,0.0,0.0
3,0.0,1068.0,0.0,1068.0,0.0,166.0,0.0,83.0,0.0,74.0,0.0,166.0,0.0,913.0,0.0,184.0,0.0,0.0,0.0,74.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,166.0,0.0,0.0
4,0.0,1068.0,0.0,1068.0,0.0,166.0,0.0,83.0,0.0,74.0,0.0,166.0,0.0,913.0,0.0,184.0,0.0,0.0,0.0,74.0,0.0,184.0,0.0,518.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0
5,0.0,1068.0,0.0,1068.0,0.0,166.0,0.0,83.0,0.0,74.0,0.0,166.0,0.0,913.0,0.0,184.0,0.0,0.0,0.0,74.0,0.0,184.0,0.0,249.0,0.0,644.0,0.0,332.0,0.0,0.0,0.0,0.0
6,0.0,1068.0,0.0,1068.0,0.0,166.0,0.0,83.0,0.0,74.0,0.0,166.0,0.0,913.0,0.0,184.0,0.0,148.0,0.0,0.0,0.0,184.0,0.0,249.0,0.0,0.0,0.0,83.0,0.0,581.0,0.0,0.0
7,0.0,1068.0,0.0,1068.0,0.0,166.0,0.0,83.0,0.0,74.0,0.0,0.0,0.0,913.0,0.0,184.0,0.0,74.0,0.0,74.0,0.0,184.0,0.0,40.0,0.0,0.0,0.0,83.0,0.0,581.0,0.0,0.0
8,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,148.0,0.0,74.0,0.0,184.0,0.0,166.0,0.0,0.0,0.0,83.0,0.0,581.0,0.0,0.0
9,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,498.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,74.0,0.0,666.0,0.0,184.0,0.0,89.0,0.0,0.0,0.0,83.0,0.0,581.0,0.0,368.0
10,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,0.0,0.0,74.0,0.0,184.0,0.0,249.0,0.0,0.0,0.0,83.0,0.0,644.0,0.0,0.0
11,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,178.0,0.0,166.0,0.0,184.0,0.0,74.0,0.0,74.0,0.0,184.0,0.0,664.0,0.0,0.0,0.0,83.0,0.0,332.0,0.0,0.0
12,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,148.0,0.0,222.0,0.0,184.0,0.0,276.0,0.0,0.0,0.0,83.0,0.0,581.0,0.0,0.0
13,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,74.0,0.0,148.0,0.0,184.0,0.0,249.0,0.0,0.0,0.0,83.0,0.0,581.0,0.0,0.0
14,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,518.0,0.0,74.0,0.0,184.0,0.0,249.0,0.0,0.0,0.0,332.0,0.0,581.0,0.0,0.0
15,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,184.0,0.0,74.0,0.0,92.0,0.0,249.0,0.0,0.0,0.0,83.0,0.0,498.0,0.0,0.0
16,0.0,1068.0,0.0,0.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,74.0,0.0,0.0,0.0,184.0,0.0,913.0,0.0,0.0,0.0,83.0,0.0,581.0,0.0,0.0
17,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,222.0,0.0,74.0,0.0,184.0,0.0,86.0,0.0,0.0,0.0,83.0,0.0,581.0,0.0,0.0
18,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,74.0,0.0,74.0,0.0,184.0,0.0,166.0,0.0,0.0,0.0,83.0,0.0,581.0,0.0,0.0
19,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,148.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,148.0,0.0,92.0,0.0,184.0,0.0,249.0,0.0,184.0,0.0,83.0,0.0,581.0,0.0,0.0
20,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,74.0,0.0,92.0,0.0,184.0,0.0,178.0,0.0,0.0,0.0,83.0,0.0,581.0,0.0,368.0
21,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,74.0,0.0,644.0,0.0,184.0,0.0,0.0,0.0,552.0,0.0,83.0,0.0,0.0,0.0,0.0
22,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,0.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,74.0,0.0,0.0,0.0,184.0,0.0,166.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,368.0
23,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,74.0,0.0,0.0,0.0,184.0,0.0,249.0,0.0,12.0,0.0,89.0,0.0,0.0,0.0,644.0
24,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,0.0,0.0,166.0,0.0,184.0,0.0,74.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,460.0,0.0,0.0
25,0.0,1068.0,0.0,1068.0,0.0,184.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,184.0,0.0,74.0,0.0,0.0,0.0,368.0,0.0,92.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0
