833.0,40
3092.0,41
833.0,7
659.0,1
833.0,16
847.0,1
160.0,9
833.0,2
840.0,1
473.0,1
833.0,7
883.0,1
833.0,14
914.0,1
833.0,2
255.0,9
833.0,6
349.0,1
833.0,2
731.0,9
1093.0,1
833.0,7
774.0,9
833.0,7
1158.0,41
882.0,1
833.0,9
789.0,1
833.0,8
758.0,1
833.0,8
419.0,1
833.0,3
354.0,41
833.0,5
805.0,1
833.0,18
1124.0,9
833.0,5
54.0,9
835.0,1
833.0,3
1074.0,1
872.0,1
833.0,1
432.0,1
833.0,2
830.0,9
833.0,2
2664.0,9
833.0,1
794.0,9
833.0,10
981.0,1
833.0,3
631.0,1
875.0,9
824.0,1
833.0,1
786.0,9
833.0,1
722.0,9
833.0,3
0.0,9
833.0,2
806.0,1
833.0,25
468.0,1
833.0,4
690.0,9
833.0,5
281.0,1
833.0,3
138.0,9
833.0,5
560.0,1
833.0,6
837.0,1
1591.0,1
833.0,23
841.0,1
856.0,1
833.0,1
1167.0,9
833.0,11
812.0,1
1187.0,9
713.0,1
833.0,1
635.0,1
833.0,5
962.0,1
833.0,2
287.0,1
833.0,7
941.0,1
833.0,2
352.0,1
833.0,8
714.0,1
833.0,1
863.0,1
833.0,4
827.0,1
833.0,12
1309.0,1
833.0,1
476.0,1
753.0,1
806.0,1
833.0,5
525.0,1
833.0,11
793.0,1
833.0,2
858.0,1
833.0,5
846.0,1
833.0,10
1078.0,1
833.0,2
257.0,9
833.0,7
598.0,1
833.0,3
855.0,1
833.0,8
349.0,1
833.0,13
859.0,1
833.0,7
745.0,1
833.0,2
728.0,1
425.0,1
833.0,4
898.0,1
843.0,1
833.0,2
855.0,1
833.0,3
829.0,1
833.0,7
909.0,1
833.0,4
871.0,1
499.0,9
833.0,1
638.0,1
833.0,1
804.0,1
833.0,2
956.0,1
833.0,7
718.0,1
833.0,9
889.0,1
1072.0,1
833.0,6
821.0,1
833.0,8
700.0,1
833.0,2
631.0,1
833.0,12
760.0,1
833.0,14
789.0,1
833.0,7
878.0,1
833.0,11
827.0,1
833.0,2
819.0,1
833.0,4
682.0,1
833.0,1
848.0,1
833.0,7
1427.0,1
833.0,10
236.0,9
833.0,3
863.0,1
833.0,2
971.0,1
833.0,2
250.0,1
833.0,2
691.0,1
833.0,3
855.0,1
504.0,1
833.0,7
728.0,1
833.0,3
307.0,1
833.0,4
2386.0,1
833.0,6
282.0,1
883.0,1
1283.0,1
833.0,6
154.0,1
833.0,1
339.0,1
833.0,4
446.0,1
833.0,2
870.0,1
833.0,1
908.0,1
833.0,1
352.0,1
833.0,11
518.0,1
833.0,2
207.0,1
833.0,1
841.0,1
833.0,18
789.0,1
833.0,6
488.0,1
833.0,6
1054.0,1
833.0,1
955.0,1
833.0,10
951.0,1
833.0,3
1039.0,1
833.0,9
316.0,1
833.0,13
1461.0,1
833.0,1
913.0,1
833.0,3
971.0,1
833.0,10
792.0,1
833.0,5
961.0,1
447.0,1
833.0,3
943.0,1
745.0,1
833.0,4
776.0,1
833.0,6
828.0,1
833.0,5
1704.0,9
833.0,4
1271.0,1
833.0,2
824.0,1
833.0,5
753.0,1
833.0,4
263.0,1
833.0,3
109.0,1
833.0,9
759.0,1
833.0,1
0.0,1
833.0,21
704.0,1
833.0,7
926.0,1
727.0,1
833.0,1
883.0,1
833.0,4
622.0,1
818.0,1
833.0,3
3947.0,9
833.0,1
354.0,1
833.0,4
0.0,1
833.0,7
500.0,1
833.0,2
1074.0,1
833.0,2
916.0,1
902.0,1
833.0,2
739.0,1
833.0,15
768.0,1
833.0,13
1072.0,1
833.0,3
846.0,1
833.0,1
333.0,1
833.0,7
7.0,1
833.0,1
2476.0,1
833.0,3
69.0,1
833.0,1
598.0,1
1107.0,1
833.0,1
802.0,1
833.0,13
22.0,9
833.0,3
805.0,1
833.0,1
501.0,1
833.0,8
1064.0,1
833.0,1
1323.0,1
950.0,1
833.0,3
813.0,1
833.0,9
892.0,1
833.0,2
825.0,1
833.0,2
1323.0,1
833.0,11
311.0,1
833.0,14
411.0,1
833.0,9
810.0,1
833.0,7
837.0,1
833.0,1
1192.0,1
833.0,1
276.0,1
833.0,18
861.0,1
833.0,5
854.0,1
833.0,6
840.0,1
833.0,13
367.0,1
833.0,7
216.0,1
833.0,4
690.0,1
833.0,1
1363.0,1
833.0,1
0.0,9
54.0,12
49.0,1
54.0,3
31.0,1
54.0,8
39.0,1
54.0,4
157.0,1
67.0,1
54.0,12
91.0,1
54.0,4
0.0,1
54.0,2
623.0,1
54.0,3
511.0,1
54.0,3
38.0,1
54.0,2
398.0,1
54.0,3
270.0,1
78.0,1
54.0,3
38.0,1
54.0,4
126.0,1
54.0,1
287.0,1
159.0,1
54.0,1
28.0,1
54.0,8
170.0,1
54.0,10
13.0,9
54.0,15
75.0,1
54.0,1
2.0,1
54.0,6
845.0,1
54.0,7
37.0,1
274.0,1
54.0,3
69.0,1
54.0,2
634.0,1
54.0,6
8.0,1
505.0,1
54.0,3
16.0,1
54.0,2
52.0,1
54.0,2
0.0,9
54.0,1
386.0,1
54.0,4
14.0,1
64.0,1
54.0,1
53.0,1
54.0,1
5.0,1
1170.0,1
54.0,2
606.0,1
54.0,16
827.0,1
95.0,1
54.0,1
95.0,1
54.0,11
17.0,1
487.0,1
54.0,2
70.0,1
517.0,1
54.0,2
4.0,1
54.0,7
108.0,1
54.0,8
242.0,1
54.0,1
35.0,1
54.0,21
108.0,1
54.0,10
60.0,1
54.0,4
17.0,1
54.0,9
16.0,9
54.0,5
397.0,1
54.0,2
943.0,1
54.0,6
285.0,1
54.0,3
397.0,9
54.0,3
195.0,1
54.0,2
17.0,1
54.0,4
209.0,1
54.0,16
180.0,1
54.0,10
1070.0,1
54.0,5
176.0,1
251.0,1
54.0,4
51.0,1
54.0,3
833.0,1
1655.0,1
54.0,2
307.0,1
54.0,4
0.0,1
833.0,7
19.0,1
130.0,1
833.0,3
1039.0,1
833.0,1
235.0,1
833.0,3
992.0,1
833.0,1
827.0,1
833.0,1
632.0,9
833.0,4
894.0,1
833.0,1
741.0,1
833.0,4
806.0,1
554.0,1
833.0,2
621.0,1
941.0,1
825.0,1
833.0,4
28.0,1
505.0,1
833.0,4
1227.0,1
833.0,7
898.0,1
833.0,5
439.0,1
488.0,1
497.0,1
833.0,1
301.0,1
344.0,1
833.0,9
932.0,1
833.0,8
849.0,1
833.0,1
864.0,1
833.0,3
1126.0,1
750.0,1
833.0,1
752.0,1
833.0,8
736.0,1
833.0,1
9.0,1
833.0,6
799.0,1
833.0,3
849.0,1
833.0,1
503.0,1
833.0,1
844.0,1
833.0,1
387.0,1
833.0,10
2431.0,1
833.0,5
222.0,1
833.0,7
97.0,1
833.0,11
220.0,1
833.0,4
810.0,1
472.0,1
708.0,1
833.0,9
834.0,1
833.0,3
911.0,1
833.0,7
639.0,1
833.0,1
725.0,1
665.0,1
833.0,3
843.0,1
833.0,3
868.0,1
833.0,2
520.0,1
833.0,9
232.0,1
821.0,1
833.0,7
813.0,1
833.0,2
126.0,1
833.0,5
822.0,1
833.0,3
752.0,1
833.0,2
861.0,1
833.0,1
565.0,1
833.0,1
697.0,1
833.0,16
910.0,1
833.0,8
893.0,1
833.0,4
69.0,1
833.0,2
855.0,1
833.0,1
923.0,1
841.0,1
0.0,1
833.0,4
800.0,1
0.0,1
833.0,2
879.0,1
833.0,6
711.0,1
833.0,4
789.0,1
833.0,3
779.0,1
833.0,12
797.0,1
833.0,1
0.0,1
833.0,6
943.0,1
833.0,11
611.0,1
833.0,2
809.0,1
833.0,16
3352.0,1
833.0,2
883.0,1
833.0,10
503.0,1
833.0,8
866.0,1
624.0,1
833.0,16
300.0,1
833.0,6
0.0,1
833.0,1
920.0,1
833.0,17
866.0,1
833.0,2
753.0,1
833.0,16
403.0,1
833.0,17
1041.0,1
833.0,3
1053.0,1
623.0,1
833.0,7
490.0,1
833.0,7
1061.0,1
833.0,1
809.0,1
243.0,1
833.0,7
495.0,1
833.0,1
220.0,1
833.0,15
916.0,1
833.0,3
311.0,1
833.0,2
748.0,1
833.0,2
961.0,1
867.0,1
833.0,1
838.0,1
833.0,2
995.0,1
833.0,2
620.0,1
833.0,5
955.0,1
833.0,1
951.0,1
833.0,8
0.0,1
160.0,1
171.0,1
160.0,3
297.0,1
160.0,8
78.0,1
160.0,16
462.0,1
295.0,1
160.0,8
620.0,1
160.0,18
88.0,1
160.0,5
109.0,1
160.0,4
1095.0,1
160.0,2
59.0,1
111.0,1
279.0,1
160.0,3
557.0,1
160.0,5
196.0,1
160.0,9
176.0,1
160.0,4
108.0,1
160.0,4
127.0,1
160.0,3
475.0,1
160.0,18
116.0,1
160.0,10
147.0,1
160.0,7
208.0,1
160.0,1
91.0,1
160.0,16
52.0,1
160.0,6
44.0,1
160.0,4
281.0,1
160.0,1
484.0,1
160.0,10
1386.0,1
160.0,11
135.0,1
439.0,1
160.0,3
93.0,1
160.0,1
337.0,1
160.0,3
94.0,1
160.0,1
166.0,1
160.0,3
550.0,1
160.0,1
230.0,1
849.0,1
160.0,3
