,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,178.0,0.0,623.0,0.0,240.0,0.0,720.0,0.0,920.0,0.0,623.0,0.0,154.0,0.0,720.0,0.0,368.0,0.0,148.0,0.0,240.0,0.0,92.0,0.0,178.0,0.0,154.0,0.0,920.0
1,0.0,178.0,0.0,623.0,0.0,240.0,0.0,720.0,0.0,920.0,0.0,623.0,0.0,154.0,0.0,720.0,0.0,0.0,0.0,148.0,0.0,240.0,0.0,0.0,0.0,89.0,0.0,154.0,0.0,516.0
2,0.0,178.0,0.0,178.0,0.0,240.0,0.0,720.0,0.0,920.0,0.0,623.0,0.0,154.0,0.0,720.0,0.0,0.0,0.0,148.0,0.0,240.0,0.0,0.0,0.0,89.0,0.0,308.0,0.0,92.0
3,0.0,178.0,0.0,623.0,0.0,240.0,0.0,720.0,0.0,920.0,0.0,623.0,0.0,154.0,0.0,720.0,0.0,0.0,0.0,148.0,0.0,240.0,0.0,0.0,0.0,89.0,0.0,154.0,0.0,920.0
4,0.0,178.0,0.0,623.0,0.0,240.0,0.0,720.0,0.0,920.0,0.0,623.0,0.0,154.0,0.0,720.0,0.0,0.0,0.0,148.0,0.0,240.0,0.0,0.0,0.0,534.0,0.0,154.0,0.0,0.0
5,0.0,178.0,0.0,623.0,0.0,240.0,0.0,720.0,0.0,920.0,0.0,623.0,0.0,154.0,0.0,720.0,0.0,0.0,0.0,148.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,920.0
6,0.0,178.0,0.0,623.0,0.0,240.0,0.0,720.0,0.0,920.0,0.0,623.0,0.0,154.0,0.0,720.0,0.0,0.0,0.0,148.0,0.0,240.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,920.0
7,0.0,178.0,0.0,623.0,0.0,240.0,0.0,720.0,0.0,920.0,0.0,623.0,0.0,154.0,0.0,720.0,0.0,0.0,0.0,148.0,0.0,240.0,0.0,0.0,0.0,89.0,0.0,154.0,0.0,920.0
8,0.0,178.0,0.0,623.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,623.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,148.0,0.0,240.0,0.0,184.0,0.0,89.0,0.0,154.0,0.0,920.0
9,0.0,178.0,0.0,623.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,623.0,0.0,154.0,0.0,720.0,0.0,0.0,0.0,222.0,0.0,240.0,0.0,0.0,0.0,89.0,0.0,154.0,0.0,736.0
