,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,828.0,801.0,828.0,65.0,828.0,780.0,828.0,267.0,828.0,712.0,828.0,460.0,828.0,1472.0,828.0,1472.0,828.0,444.0,828.0,444.0,828.0,712.0,828.0,92.0,828.0,602.0,828.0,602.0,828.0,0.0,828.0,780.0,828.0,780.0,828.0,1472.0,828.0,1472.0,828.0,828.0,828.0,0.0,828.0,184.0,828.0,68.0,828.0,92.0,828.0,68.0,828.0,460.0,828.0,68.0,828.0,1068.0,828.0,444.0
1,828.0,801.0,828.0,65.0,828.0,780.0,828.0,267.0,828.0,712.0,828.0,460.0,828.0,1472.0,828.0,1472.0,828.0,444.0,828.0,444.0,828.0,712.0,828.0,92.0,828.0,602.0,828.0,602.0,828.0,801.0,828.0,780.0,828.0,816.0,828.0,1472.0,828.0,1472.0,828.0,828.0,828.0,89.0,828.0,184.0,828.0,68.0,828.0,68.0,828.0,68.0,828.0,460.0,828.0,204.0,828.0,0.0,828.0,444.0
2,828.0,801.0,828.0,65.0,828.0,780.0,828.0,267.0,828.0,712.0,828.0,460.0,828.0,1472.0,828.0,920.0,828.0,444.0,828.0,444.0,828.0,712.0,828.0,552.0,828.0,602.0,828.0,602.0,828.0,801.0,828.0,780.0,828.0,780.0,828.0,1472.0,828.0,1472.0,828.0,736.0,828.0,89.0,828.0,184.0,828.0,204.0,828.0,0.0,828.0,68.0,828.0,460.0,828.0,68.0,828.0,89.0,828.0,444.0
3,828.0,801.0,828.0,65.0,828.0,780.0,828.0,267.0,828.0,712.0,828.0,460.0,828.0,1472.0,828.0,1472.0,828.0,444.0,828.0,444.0,828.0,712.0,828.0,552.0,828.0,602.0,828.0,602.0,828.0,0.0,828.0,780.0,828.0,780.0,828.0,1472.0,828.0,1472.0,828.0,828.0,828.0,89.0,828.0,184.0,828.0,68.0,828.0,68.0,828.0,68.0,828.0,276.0,828.0,68.0,828.0,89.0,828.0,444.0
4,828.0,801.0,828.0,65.0,828.0,780.0,828.0,267.0,828.0,712.0,828.0,460.0,828.0,1472.0,828.0,1472.0,828.0,444.0,828.0,444.0,828.0,712.0,828.0,552.0,828.0,602.0,828.0,602.0,828.0,0.0,828.0,780.0,828.0,780.0,828.0,0.0,828.0,1472.0,828.0,828.0,828.0,89.0,828.0,184.0,828.0,68.0,828.0,68.0,828.0,272.0,828.0,460.0,828.0,68.0,828.0,89.0,828.0,0.0
5,828.0,801.0,828.0,65.0,828.0,780.0,828.0,267.0,828.0,712.0,828.0,460.0,828.0,1472.0,828.0,1472.0,828.0,444.0,828.0,444.0,828.0,89.0,828.0,552.0,828.0,602.0,828.0,602.0,828.0,0.0,828.0,780.0,828.0,195.0,828.0,1472.0,828.0,1472.0,828.0,828.0,828.0,89.0,828.0,184.0,828.0,68.0,828.0,68.0,828.0,68.0,828.0,460.0,828.0,68.0,828.0,89.0,828.0,444.0
6,828.0,801.0,828.0,0.0,828.0,780.0,828.0,267.0,828.0,712.0,828.0,460.0,828.0,1472.0,828.0,552.0,828.0,444.0,828.0,444.0,828.0,267.0,828.0,552.0,828.0,119.0,828.0,430.0,828.0,0.0,828.0,780.0,828.0,780.0,828.0,1472.0,828.0,1472.0,828.0,828.0,828.0,89.0,828.0,184.0,828.0,68.0,828.0,884.0,828.0,68.0,828.0,1380.0,828.0,71.0,828.0,89.0,828.0,444.0
7,828.0,801.0,828.0,65.0,828.0,780.0,828.0,267.0,828.0,712.0,828.0,460.0,828.0,1472.0,828.0,1472.0,828.0,444.0,828.0,444.0,828.0,712.0,828.0,552.0,828.0,602.0,828.0,602.0,828.0,0.0,828.0,1196.0,828.0,780.0,828.0,1472.0,828.0,1472.0,828.0,828.0,828.0,534.0,828.0,184.0,828.0,68.0,828.0,272.0,828.0,68.0,828.0,460.0,828.0,68.0,828.0,89.0,828.0,370.0
8,828.0,801.0,828.0,65.0,828.0,65.0,828.0,89.0,828.0,89.0,828.0,460.0,828.0,276.0,828.0,1472.0,828.0,444.0,828.0,444.0,828.0,712.0,828.0,552.0,828.0,430.0,828.0,602.0,828.0,0.0,828.0,780.0,828.0,780.0,828.0,1472.0,828.0,160.0,828.0,828.0,828.0,89.0,828.0,184.0,828.0,68.0,828.0,623.0,828.0,68.0,828.0,552.0,828.0,68.0,828.0,0.0,828.0,444.0
9,828.0,801.0,828.0,65.0,828.0,65.0,828.0,89.0,828.0,89.0,828.0,460.0,828.0,276.0,828.0,1472.0,828.0,444.0,828.0,444.0,828.0,979.0,828.0,552.0,828.0,602.0,828.0,602.0,828.0,0.0,828.0,780.0,828.0,780.0,828.0,1472.0,828.0,1472.0,828.0,276.0,828.0,89.0,828.0,184.0,828.0,68.0,828.0,68.0,828.0,204.0,828.0,460.0,828.0,68.0,828.0,89.0,828.0,444.0
