,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,368.0,920.0,368.0,92.0,368.0,150.0,368.0,250.0,368.0,801.0,368.0,184.0,368.0,534.0,368.0,979.0,368.0,920.0,368.0,200.0,368.0,200.0,368.0,552.0,368.0,534.0,368.0,150.0,368.0,150.0,368.0,368.0,368.0,267.0,368.0,368.0,368.0,92.0,368.0,623.0,368.0,250.0
1,368.0,920.0,368.0,92.0,368.0,150.0,368.0,250.0,368.0,801.0,368.0,184.0,368.0,534.0,368.0,979.0,368.0,920.0,368.0,200.0,368.0,200.0,368.0,0.0,368.0,534.0,368.0,150.0,368.0,150.0,368.0,460.0,368.0,801.0,368.0,368.0,368.0,92.0,368.0,623.0,368.0,250.0
2,368.0,920.0,368.0,92.0,368.0,150.0,368.0,250.0,368.0,801.0,368.0,184.0,368.0,534.0,368.0,979.0,368.0,920.0,368.0,200.0,368.0,200.0,368.0,552.0,368.0,534.0,368.0,150.0,368.0,150.0,368.0,460.0,368.0,801.0,368.0,736.0,368.0,92.0,368.0,623.0,368.0,148.0
3,368.0,920.0,368.0,92.0,368.0,150.0,368.0,250.0,368.0,801.0,368.0,184.0,368.0,534.0,368.0,267.0,368.0,184.0,368.0,200.0,368.0,200.0,368.0,552.0,368.0,356.0,368.0,150.0,368.0,150.0,368.0,460.0,368.0,801.0,368.0,296.0,368.0,92.0,368.0,623.0,368.0,250.0
4,368.0,920.0,368.0,92.0,368.0,150.0,368.0,250.0,368.0,801.0,368.0,184.0,368.0,534.0,368.0,267.0,368.0,920.0,368.0,200.0,368.0,200.0,368.0,1204.0,368.0,0.0,368.0,150.0,368.0,600.0,368.0,460.0,368.0,801.0,368.0,368.0,368.0,460.0,368.0,623.0,368.0,250.0
5,368.0,920.0,368.0,92.0,368.0,150.0,368.0,250.0,368.0,801.0,368.0,184.0,368.0,534.0,368.0,979.0,368.0,920.0,368.0,200.0,368.0,200.0,368.0,552.0,368.0,534.0,368.0,150.0,368.0,150.0,368.0,460.0,368.0,801.0,368.0,368.0,368.0,92.0,368.0,623.0,368.0,250.0
6,368.0,920.0,368.0,92.0,368.0,150.0,368.0,250.0,368.0,801.0,368.0,184.0,368.0,534.0,368.0,979.0,368.0,828.0,368.0,200.0,368.0,200.0,368.0,552.0,368.0,534.0,368.0,150.0,368.0,150.0,368.0,460.0,368.0,801.0,368.0,368.0,368.0,92.0,368.0,623.0,368.0,250.0
7,368.0,920.0,368.0,92.0,368.0,150.0,368.0,250.0,368.0,801.0,368.0,184.0,368.0,534.0,368.0,979.0,368.0,920.0,368.0,200.0,368.0,200.0,368.0,552.0,368.0,534.0,368.0,150.0,368.0,350.0,368.0,460.0,368.0,0.0,368.0,368.0,368.0,0.0,368.0,623.0,368.0,250.0
8,368.0,920.0,368.0,92.0,368.0,200.0,368.0,200.0,368.0,92.0,368.0,184.0,368.0,979.0,368.0,979.0,368.0,920.0,368.0,200.0,368.0,200.0,368.0,552.0,368.0,534.0,368.0,150.0,368.0,250.0,368.0,460.0,368.0,801.0,368.0,0.0,368.0,92.0,368.0,623.0,368.0,200.0
9,368.0,920.0,368.0,92.0,368.0,200.0,368.0,200.0,368.0,92.0,368.0,184.0,368.0,979.0,368.0,979.0,368.0,920.0,368.0,200.0,368.0,200.0,368.0,552.0,368.0,0.0,368.0,150.0,368.0,150.0,368.0,460.0,368.0,801.0,368.0,368.0,368.0,92.0,368.0,623.0,368.0,250.0
