,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,0.0,592.0,0.0,256.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,92.0,0.0,45.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,623.0,0.0,45.0,0.0,38.0,0.0,45.0,0.0,45.0,0.0,712.0,0.0,45.0,0.0,45.0,0.0,828.0,0.0,15.0,0.0,0.0,0.0,372.0,0.0,462.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,92.0,0.0,712.0,0.0,74.0,0.0,10.0,0.0,5.0,0.0,40.0
1,0.0,592.0,0.0,256.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,92.0,0.0,45.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,623.0,0.0,26.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,712.0,0.0,276.0,0.0,45.0,0.0,45.0,0.0,15.0,0.0,267.0,0.0,94.0,0.0,15.0,0.0,23.0,0.0,240.0,0.0,0.0,0.0,51.0,0.0,45.0,0.0,0.0,0.0,712.0,0.0,74.0,0.0,0.0,0.0,22.0,0.0,5.0
2,0.0,592.0,0.0,256.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,92.0,0.0,45.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,623.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,712.0,0.0,45.0,0.0,17.0,0.0,45.0,0.0,368.0,0.0,0.0,0.0,15.0,0.0,89.0,0.0,71.0,0.0,0.0,0.0,50.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,712.0,0.0,74.0,0.0,10.0,0.0,0.0,0.0,5.0
3,0.0,592.0,0.0,256.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,92.0,0.0,45.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,623.0,0.0,0.0,0.0,45.0,0.0,52.0,0.0,45.0,0.0,712.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,20.0,0.0,92.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,712.0,0.0,74.0,0.0,10.0,0.0,10.0,0.0,0.0
4,0.0,592.0,0.0,256.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,92.0,0.0,45.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,623.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,712.0,0.0,142.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,35.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,534.0,0.0,74.0,0.0,10.0,0.0,5.0,0.0,5.0
5,0.0,592.0,0.0,256.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,92.0,0.0,45.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,623.0,0.0,45.0,0.0,45.0,0.0,20.0,0.0,45.0,0.0,712.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,74.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,712.0,0.0,74.0,0.0,10.0,0.0,460.0,0.0,5.0
6,0.0,592.0,0.0,256.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,92.0,0.0,45.0,0.0,320.0,0.0,64.0,0.0,182.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,712.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,15.0,0.0,164.0,0.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,74.0,0.0,10.0,0.0,92.0,0.0,5.0
7,0.0,592.0,0.0,256.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,92.0,0.0,45.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,623.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,712.0,0.0,45.0,0.0,126.0,0.0,45.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,712.0,0.0,296.0,0.0,10.0,0.0,5.0,0.0,15.0
8,0.0,592.0,0.0,256.0,0.0,224.0,0.0,256.0,0.0,592.0,0.0,92.0,0.0,276.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,623.0,0.0,45.0,0.0,15.0,0.0,45.0,0.0,45.0,0.0,736.0,0.0,45.0,0.0,45.0,0.0,640.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,712.0,0.0,74.0,0.0,10.0,0.0,5.0,0.0,5.0
9,0.0,592.0,0.0,256.0,0.0,256.0,0.0,128.0,0.0,518.0,0.0,92.0,0.0,276.0,0.0,320.0,0.0,64.0,0.0,74.0,0.0,623.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,712.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,150.0,0.0,276.0,0.0,184.0,0.0,35.0,0.0,92.0,0.0,0.0,0.0,50.0,0.0,368.0,0.0,15.0,0.0,0.0,0.0,712.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,5.0
