,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,0.0,33.0,0.0,277.0,0.0,205.0,0.0,203.0,0.0,168.0,0.0,92.0,0.0,204.0,0.0,166.0,0.0,65.0,0.0,176.0,0.0,176.0,0.0,30.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,134.0,0.0,176.0,0.0,133.0,0.0,274.0,0.0,32.0,0.0,144.0,0.0,144.0,0.0,33.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,213.0,0.0,213.0
1,0.0,33.0,0.0,277.0,0.0,205.0,0.0,203.0,0.0,168.0,0.0,92.0,0.0,204.0,0.0,166.0,0.0,65.0,0.0,176.0,0.0,176.0,0.0,30.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,134.0,0.0,176.0,0.0,133.0,0.0,274.0,0.0,32.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,275.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,213.0,0.0,213.0
2,0.0,33.0,0.0,277.0,0.0,205.0,0.0,203.0,0.0,168.0,0.0,92.0,0.0,204.0,0.0,166.0,0.0,65.0,0.0,176.0,0.0,176.0,0.0,30.0,0.0,176.0,0.0,176.0,0.0,142.0,0.0,134.0,0.0,34.0,0.0,133.0,0.0,274.0,0.0,32.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,213.0,0.0,213.0
3,0.0,33.0,0.0,277.0,0.0,205.0,0.0,203.0,0.0,168.0,0.0,92.0,0.0,204.0,0.0,166.0,0.0,65.0,0.0,176.0,0.0,176.0,0.0,30.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,134.0,0.0,176.0,0.0,133.0,0.0,274.0,0.0,32.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,213.0,0.0,213.0
4,0.0,33.0,0.0,277.0,0.0,205.0,0.0,203.0,0.0,168.0,0.0,92.0,0.0,204.0,0.0,166.0,0.0,65.0,0.0,176.0,0.0,176.0,0.0,30.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,134.0,0.0,176.0,0.0,133.0,0.0,274.0,0.0,32.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,0.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,64.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,213.0,0.0,213.0
5,0.0,33.0,0.0,277.0,0.0,205.0,0.0,203.0,0.0,168.0,0.0,92.0,0.0,204.0,0.0,166.0,0.0,65.0,0.0,176.0,0.0,176.0,0.0,30.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,134.0,0.0,176.0,0.0,133.0,0.0,274.0,0.0,32.0,0.0,145.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,45.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,212.0,0.0,251.0,0.0,213.0,0.0,213.0
6,0.0,33.0,0.0,277.0,0.0,205.0,0.0,203.0,0.0,168.0,0.0,92.0,0.0,204.0,0.0,166.0,0.0,65.0,0.0,176.0,0.0,176.0,0.0,30.0,0.0,176.0,0.0,173.0,0.0,176.0,0.0,134.0,0.0,176.0,0.0,133.0,0.0,274.0,0.0,32.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,211.0,0.0,213.0,0.0,213.0
7,0.0,33.0,0.0,277.0,0.0,205.0,0.0,203.0,0.0,168.0,0.0,92.0,0.0,204.0,0.0,166.0,0.0,65.0,0.0,176.0,0.0,176.0,0.0,30.0,0.0,176.0,0.0,173.0,0.0,176.0,0.0,134.0,0.0,176.0,0.0,133.0,0.0,270.0,0.0,32.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,93.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,213.0,0.0,213.0
8,0.0,33.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,173.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,274.0,0.0,274.0,0.0,0.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,50.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,249.0,0.0,285.0,0.0,213.0,0.0,213.0
9,0.0,33.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,173.0,0.0,211.0,0.0,176.0,0.0,176.0,0.0,274.0,0.0,274.0,0.0,0.0,0.0,144.0,0.0,144.0,0.0,38.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,214.0,0.0,285.0,0.0,213.0,0.0,213.0
10,0.0,33.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,210.0,0.0,176.0,0.0,176.0,0.0,173.0,0.0,211.0,0.0,176.0,0.0,176.0,0.0,274.0,0.0,274.0,0.0,0.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,213.0,0.0,213.0
11,0.0,33.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,203.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,29.0,0.0,139.0,0.0,176.0,0.0,176.0,0.0,173.0,0.0,211.0,0.0,176.0,0.0,176.0,0.0,274.0,0.0,52.0,0.0,0.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,213.0,0.0,213.0
12,0.0,33.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,241.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,173.0,0.0,211.0,0.0,0.0,0.0,176.0,0.0,274.0,0.0,52.0,0.0,0.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,85.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,213.0,0.0,213.0
13,0.0,33.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,241.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,176.0,0.0,213.0,0.0,174.0,0.0,173.0,0.0,211.0,0.0,176.0,0.0,176.0,0.0,274.0,0.0,52.0,0.0,0.0,0.0,144.0,0.0,144.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,0.0,285.0,0.0,285.0,0.0,213.0,0.0,213.0
14,0.0,33.0,0.0,240.0,0.0,240.0,0.0,278.0,0.0,241.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,240.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,174.0,0.0,173.0,0.0,211.0,0.0,176.0,0.0,176.0,0.0,274.0,0.0,52.0,0.0,0.0,0.0,144.0,0.0,182.0,0.0,74.0,0.0,74.0,0.0,48.0,0.0,48.0,0.0,312.0,0.0,98.0,0.0,98.0,0.0,100.0,0.0,98.0,0.0,216.0,0.0,285.0,0.0,217.0,0.0,168.0
