0,828.0,828.0,828.0,552.0,828.0,828.0,828.0,828.0,552.0,828.0,828.0,828.0,1104.0,1104.0,1104.0,828.0,828.0,184.0,184.0,184.0,0.0,0.0,460.0,552.0,552.0,1656.0,1656.0,1656.0,1656.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1288.0,1288.0,1288.0,1656.0,1656.0,828.0,736.0,828.0,644.0,644.0,644.0,552.0,552.0,184.0,184.0,184.0,332.0,332.0,828.0,92.0,415.0,644.0,644.0,1012.0,1012.0,240.0,1157.0,0.0,276.0,828.0,184.0,1068.0,534.0,0.0,828.0,1602.0,71.0,920.0,1494.0,184.0,552.0,0.0,828.0,828.0,0.0,552.0,828.0,828.0,920.0,913.0,747.0,0.0,552.0,0.0,92.0,828.0,828.0,644.0,0.0,0.0,1288.0,1196.0,828.0,0.0,0.0,184.0,184.0,534.0,623.0,368.0,828.0,828.0,1104.0,552.0
1,828.0,828.0,828.0,552.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1104.0,1104.0,1104.0,828.0,828.0,184.0,184.0,184.0,0.0,0.0,0.0,552.0,552.0,1656.0,1656.0,1656.0,1656.0,828.0,828.0,828.0,828.0,184.0,828.0,828.0,828.0,1288.0,1288.0,1288.0,1656.0,1656.0,828.0,828.0,828.0,644.0,644.0,644.0,368.0,552.0,0.0,184.0,184.0,332.0,332.0,460.0,460.0,444.0,644.0,276.0,1012.0,1012.0,1012.0,1157.0,0.0,1564.0,1012.0,1656.0,1068.0,801.0,828.0,736.0,0.0,890.0,332.0,1494.0,368.0,552.0,1104.0,828.0,828.0,828.0,1380.0,1245.0,828.0,0.0,913.0,89.0,368.0,368.0,828.0,552.0,828.0,828.0,644.0,0.0,178.0,0.0,1196.0,828.0,0.0,92.0,184.0,184.0,534.0,623.0,92.0,828.0,828.0,552.0,552.0
2,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1104.0,1288.0,1104.0,828.0,828.0,184.0,184.0,184.0,920.0,0.0,0.0,552.0,552.0,1656.0,1656.0,1104.0,1656.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,828.0,1472.0,1288.0,1288.0,1656.0,1656.0,828.0,828.0,828.0,644.0,644.0,644.0,552.0,552.0,184.0,184.0,184.0,332.0,332.0,1288.0,0.0,644.0,644.0,368.0,1012.0,1012.0,644.0,1157.0,0.0,0.0,828.0,0.0,445.0,801.0,368.0,828.0,83.0,890.0,332.0,1079.0,0.0,1012.0,0.0,828.0,828.0,1104.0,552.0,828.0,828.0,830.0,913.0,747.0,1564.0,368.0,1380.0,552.0,828.0,828.0,644.0,644.0,368.0,0.0,1196.0,445.0,130.0,184.0,184.0,184.0,534.0,623.0,0.0,828.0,736.0,552.0,0.0
3,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1012.0,1104.0,1104.0,644.0,828.0,828.0,184.0,184.0,184.0,0.0,0.0,0.0,552.0,552.0,1656.0,1656.0,1656.0,1656.0,828.0,828.0,444.0,828.0,828.0,828.0,736.0,828.0,1288.0,1288.0,1288.0,276.0,1656.0,828.0,828.0,828.0,644.0,644.0,644.0,92.0,552.0,92.0,184.0,184.0,332.0,332.0,828.0,460.0,368.0,736.0,644.0,1012.0,1012.0,1012.0,1157.0,0.0,460.0,828.0,184.0,1068.0,890.0,828.0,828.0,83.0,890.0,332.0,83.0,92.0,828.0,0.0,828.0,828.0,1104.0,552.0,828.0,828.0,368.0,913.0,747.0,0.0,368.0,0.0,552.0,828.0,828.0,644.0,644.0,736.0,0.0,1196.0,1104.0,184.0,184.0,184.0,184.0,534.0,623.0,828.0,828.0,828.0,552.0,552.0
4,828.0,828.0,828.0,828.0,828.0,276.0,828.0,552.0,828.0,828.0,828.0,828.0,368.0,1104.0,1104.0,828.0,828.0,184.0,0.0,184.0,184.0,0.0,0.0,552.0,552.0,1656.0,1656.0,1656.0,1656.0,552.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1288.0,1288.0,1288.0,1656.0,1656.0,828.0,828.0,828.0,276.0,644.0,644.0,552.0,552.0,92.0,184.0,184.0,332.0,332.0,828.0,0.0,644.0,644.0,644.0,1012.0,1012.0,1012.0,1157.0,0.0,92.0,1104.0,184.0,89.0,445.0,828.0,828.0,83.0,890.0,332.0,1494.0,385.0,1012.0,1691.0,736.0,828.0,0.0,552.0,828.0,1012.0,430.0,913.0,747.0,644.0,368.0,184.0,552.0,828.0,828.0,644.0,828.0,0.0,0.0,1196.0,828.0,0.0,828.0,184.0,184.0,534.0,184.0,80.0,828.0,1428.0,552.0,552.0
5,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,368.0,828.0,460.0,1104.0,1104.0,1104.0,828.0,828.0,184.0,184.0,184.0,0.0,0.0,0.0,552.0,552.0,1656.0,1012.0,1564.0,1656.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1288.0,1288.0,1288.0,1656.0,1656.0,828.0,828.0,828.0,644.0,644.0,736.0,552.0,552.0,172.0,184.0,184.0,83.0,332.0,828.0,828.0,644.0,644.0,736.0,0.0,1012.0,1012.0,1157.0,0.0,0.0,828.0,92.0,1068.0,801.0,828.0,0.0,83.0,89.0,332.0,166.0,276.0,736.0,92.0,828.0,828.0,92.0,552.0,828.0,828.0,0.0,664.0,747.0,516.0,368.0,2024.0,552.0,828.0,828.0,276.0,644.0,552.0,0.0,1196.0,828.0,0.0,92.0,644.0,184.0,534.0,184.0,552.0,1012.0,552.0,552.0,552.0
6,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1196.0,1104.0,1104.0,1104.0,1564.0,828.0,184.0,184.0,184.0,0.0,0.0,0.0,552.0,552.0,1656.0,1656.0,1656.0,1656.0,644.0,828.0,828.0,736.0,828.0,828.0,828.0,644.0,1288.0,1288.0,1288.0,1656.0,1656.0,828.0,828.0,828.0,644.0,644.0,552.0,0.0,552.0,184.0,184.0,552.0,332.0,332.0,828.0,828.0,644.0,644.0,644.0,1012.0,184.0,1012.0,1157.0,0.0,1748.0,828.0,184.0,1068.0,801.0,828.0,828.0,83.0,0.0,249.0,1494.0,184.0,267.0,0.0,828.0,0.0,1104.0,552.0,828.0,828.0,184.0,913.0,1494.0,184.0,368.0,368.0,736.0,828.0,828.0,0.0,0.0,368.0,0.0,1196.0,828.0,92.0,184.0,184.0,1196.0,534.0,184.0,828.0,828.0,1380.0,552.0,552.0
7,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1104.0,1104.0,1104.0,828.0,828.0,644.0,184.0,184.0,0.0,0.0,0.0,552.0,552.0,1656.0,368.0,1656.0,1656.0,828.0,828.0,460.0,828.0,828.0,828.0,368.0,828.0,1288.0,1288.0,1288.0,1656.0,1656.0,828.0,828.0,828.0,644.0,644.0,552.0,552.0,276.0,184.0,0.0,184.0,332.0,332.0,828.0,828.0,644.0,0.0,644.0,1012.0,1012.0,801.0,1157.0,178.0,184.0,828.0,184.0,1068.0,534.0,828.0,828.0,83.0,890.0,332.0,1494.0,130.0,1012.0,0.0,828.0,460.0,1104.0,552.0,828.0,828.0,154.0,913.0,550.0,1012.0,368.0,368.0,552.0,276.0,828.0,368.0,460.0,0.0,0.0,1196.0,828.0,2.0,184.0,184.0,184.0,356.0,184.0,736.0,644.0,552.0,552.0,552.0
8,828.0,828.0,828.0,828.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,828.0,1104.0,1196.0,1104.0,828.0,828.0,184.0,184.0,0.0,0.0,0.0,184.0,1656.0,552.0,1656.0,1656.0,1656.0,1656.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1288.0,1288.0,1288.0,1656.0,1656.0,828.0,828.0,828.0,644.0,644.0,552.0,552.0,552.0,184.0,184.0,184.0,332.0,332.0,644.0,828.0,644.0,644.0,644.0,1012.0,1012.0,1157.0,267.0,89.0,623.0,828.0,184.0,1068.0,801.0,1564.0,828.0,83.0,890.0,332.0,1494.0,552.0,1012.0,0.0,828.0,828.0,1104.0,552.0,828.0,0.0,1328.0,828.0,249.0,552.0,368.0,368.0,552.0,828.0,828.0,1068.0,0.0,368.0,0.0,1196.0,828.0,184.0,184.0,0.0,184.0,178.0,184.0,828.0,828.0,552.0,552.0,552.0
9,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1104.0,1104.0,1104.0,828.0,828.0,184.0,184.0,184.0,0.0,0.0,534.0,1656.0,552.0,1656.0,1656.0,1656.0,1656.0,828.0,828.0,828.0,828.0,828.0,828.0,1104.0,828.0,1288.0,1288.0,1288.0,1656.0,1656.0,828.0,828.0,1157.0,644.0,644.0,552.0,552.0,552.0,184.0,184.0,184.0,332.0,1012.0,828.0,828.0,644.0,644.0,644.0,1012.0,1012.0,1157.0,712.0,184.0,184.0,828.0,184.0,178.0,801.0,828.0,828.0,83.0,1068.0,249.0,1494.0,184.0,1012.0,0.0,828.0,828.0,1104.0,368.0,828.0,828.0,92.0,828.0,172.0,644.0,368.0,368.0,552.0,828.0,828.0,92.0,644.0,1288.0,184.0,1196.0,828.0,0.0,184.0,184.0,184.0,184.0,184.0,828.0,828.0,445.0,552.0,552.0
