,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,92.0,400.0,92.0,445.0,92.0,800.0,92.0,560.0,92.0,372.0,92.0,92.0,92.0,161.0,92.0,184.0,92.0,92.0,92.0,92.0,92.0,801.0,92.0,161.0,92.0,161.0,92.0,69.0,92.0,161.0,92.0,356.0,92.0,800.0,92.0,356.0,92.0,249.0,92.0,249.0,92.0,372.0,92.0,0.0,92.0,372.0,92.0,372.0,92.0,623.0,92.0,124.0,92.0,161.0,92.0,552.0,92.0,372.0,92.0,496.0
1,92.0,400.0,92.0,445.0,92.0,800.0,92.0,560.0,92.0,372.0,92.0,92.0,92.0,161.0,92.0,92.0,92.0,92.0,92.0,276.0,92.0,801.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,0.0,92.0,712.0,92.0,178.0,92.0,249.0,92.0,249.0,92.0,372.0,92.0,372.0,92.0,372.0,92.0,372.0,92.0,184.0,92.0,497.0,92.0,161.0,92.0,0.0,92.0,372.0,92.0,372.0
2,92.0,400.0,92.0,445.0,92.0,800.0,92.0,560.0,92.0,372.0,92.0,92.0,92.0,161.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,178.0,92.0,800.0,92.0,178.0,92.0,249.0,92.0,249.0,92.0,372.0,92.0,0.0,92.0,372.0,92.0,372.0,92.0,92.0,92.0,69.0,92.0,161.0,92.0,0.0,92.0,372.0,92.0,372.0
3,92.0,400.0,92.0,445.0,92.0,800.0,92.0,560.0,92.0,372.0,92.0,92.0,92.0,161.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,801.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,0.0,92.0,640.0,92.0,178.0,92.0,249.0,92.0,249.0,92.0,82.0,92.0,372.0,92.0,372.0,92.0,372.0,92.0,276.0,92.0,161.0,92.0,666.0,92.0,92.0,92.0,372.0,92.0,372.0
4,92.0,400.0,92.0,445.0,92.0,800.0,92.0,560.0,92.0,372.0,92.0,92.0,92.0,161.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,71.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,623.0,92.0,800.0,92.0,178.0,92.0,400.0,92.0,249.0,92.0,372.0,92.0,372.0,92.0,372.0,92.0,372.0,92.0,368.0,92.0,0.0,92.0,161.0,92.0,92.0,92.0,372.0,92.0,682.0
5,92.0,400.0,92.0,445.0,92.0,800.0,92.0,560.0,92.0,372.0,92.0,92.0,92.0,161.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,178.0,92.0,800.0,92.0,178.0,92.0,400.0,92.0,249.0,92.0,372.0,92.0,372.0,92.0,372.0,92.0,372.0,92.0,0.0,92.0,115.0,92.0,161.0,92.0,92.0,92.0,372.0,92.0,372.0
6,92.0,400.0,92.0,445.0,92.0,800.0,92.0,560.0,92.0,372.0,92.0,92.0,92.0,161.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,0.0,92.0,161.0,92.0,178.0,92.0,118.0,92.0,178.0,92.0,400.0,92.0,249.0,92.0,372.0,92.0,372.0,92.0,372.0,92.0,372.0,92.0,0.0,92.0,0.0,92.0,161.0,92.0,92.0,92.0,372.0,92.0,372.0
7,92.0,400.0,92.0,445.0,92.0,800.0,92.0,560.0,92.0,372.0,92.0,92.0,92.0,161.0,92.0,92.0,92.0,29.0,92.0,92.0,92.0,161.0,92.0,0.0,92.0,161.0,92.0,161.0,92.0,92.0,92.0,356.0,92.0,800.0,92.0,2.0,92.0,400.0,92.0,0.0,92.0,372.0,92.0,372.0,92.0,372.0,92.0,534.0,92.0,0.0,92.0,0.0,92.0,332.0,92.0,92.0,92.0,372.0,92.0,372.0
8,92.0,400.0,92.0,445.0,92.0,400.0,92.0,400.0,92.0,240.0,92.0,0.0,92.0,560.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,267.0,92.0,800.0,92.0,249.0,92.0,400.0,92.0,166.0,92.0,372.0,92.0,372.0,92.0,372.0,92.0,74.0,92.0,0.0,92.0,56.0,92.0,498.0,92.0,92.0,92.0,372.0,92.0,372.0
9,92.0,400.0,92.0,445.0,92.0,400.0,92.0,400.0,92.0,240.0,92.0,92.0,92.0,800.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,178.0,92.0,800.0,92.0,0.0,92.0,400.0,92.0,249.0,92.0,372.0,92.0,372.0,92.0,62.0,92.0,372.0,92.0,0.0,92.0,161.0,92.0,83.0,92.0,92.0,92.0,74.0,92.0,372.0
