,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,552.0,156.0,552.0,356.0,552.0,89.0,552.0,801.0,552.0,17.0,552.0,801.0,552.0,455.0,552.0,356.0,552.0,156.0,552.0,156.0,552.0,89.0,552.0,368.0,552.0,462.0,552.0,462.0,552.0,92.0,552.0,89.0,552.0,0.0,552.0,102.0,552.0,92.0,552.0,17.0,552.0,92.0,552.0,156.0,552.0,156.0,552.0,801.0,552.0,552.0,552.0,344.0,552.0,455.0,552.0,455.0,552.0,736.0,552.0,644.0,552.0,300.0,552.0,276.0,552.0,552.0,552.0,1196.0,552.0,318.0,552.0,462.0,552.0,455.0
1,552.0,156.0,552.0,356.0,552.0,89.0,552.0,801.0,552.0,17.0,552.0,801.0,552.0,455.0,552.0,89.0,552.0,130.0,552.0,156.0,552.0,89.0,552.0,552.0,552.0,462.0,552.0,462.0,552.0,92.0,552.0,356.0,552.0,17.0,552.0,17.0,552.0,2.0,552.0,17.0,552.0,920.0,552.0,50.0,552.0,156.0,552.0,0.0,552.0,92.0,552.0,516.0,552.0,455.0,552.0,455.0,552.0,0.0,552.0,1554.0,552.0,592.0,552.0,1110.0,552.0,552.0,552.0,644.0,552.0,156.0,552.0,770.0,552.0,455.0
2,552.0,156.0,552.0,356.0,552.0,89.0,552.0,801.0,552.0,17.0,552.0,801.0,552.0,455.0,552.0,356.0,552.0,156.0,552.0,156.0,552.0,0.0,552.0,552.0,552.0,462.0,552.0,462.0,552.0,92.0,552.0,267.0,552.0,17.0,552.0,1196.0,552.0,56.0,552.0,17.0,552.0,0.0,552.0,156.0,552.0,156.0,552.0,801.0,552.0,552.0,552.0,516.0,552.0,455.0,552.0,455.0,552.0,0.0,552.0,1554.0,552.0,370.0,552.0,1110.0,552.0,552.0,552.0,644.0,552.0,156.0,552.0,462.0,552.0,455.0
3,552.0,156.0,552.0,356.0,552.0,89.0,552.0,801.0,552.0,17.0,552.0,801.0,552.0,455.0,552.0,460.0,552.0,156.0,552.0,156.0,552.0,89.0,552.0,552.0,552.0,462.0,552.0,462.0,552.0,92.0,552.0,356.0,552.0,17.0,552.0,17.0,552.0,102.0,552.0,17.0,552.0,368.0,552.0,156.0,552.0,156.0,552.0,801.0,552.0,276.0,552.0,516.0,552.0,0.0,552.0,845.0,552.0,0.0,552.0,1554.0,552.0,74.0,552.0,148.0,552.0,552.0,552.0,644.0,552.0,156.0,552.0,462.0,552.0,0.0
4,552.0,156.0,552.0,356.0,552.0,89.0,552.0,801.0,552.0,17.0,552.0,801.0,552.0,455.0,552.0,644.0,552.0,156.0,552.0,156.0,552.0,89.0,552.0,460.0,552.0,462.0,552.0,616.0,552.0,92.0,552.0,356.0,552.0,74.0,552.0,17.0,552.0,17.0,552.0,17.0,552.0,0.0,552.0,156.0,552.0,156.0,552.0,801.0,552.0,552.0,552.0,516.0,552.0,455.0,552.0,455.0,552.0,296.0,552.0,962.0,552.0,267.0,552.0,1110.0,552.0,552.0,552.0,644.0,552.0,156.0,552.0,462.0,552.0,455.0
5,552.0,156.0,552.0,356.0,552.0,89.0,552.0,801.0,552.0,17.0,552.0,801.0,552.0,455.0,552.0,644.0,552.0,156.0,552.0,156.0,552.0,89.0,552.0,552.0,552.0,462.0,552.0,462.0,552.0,92.0,552.0,356.0,552.0,17.0,552.0,119.0,552.0,0.0,552.0,910.0,552.0,552.0,552.0,156.0,552.0,300.0,552.0,801.0,552.0,552.0,552.0,516.0,552.0,715.0,552.0,455.0,552.0,74.0,552.0,962.0,552.0,0.0,552.0,1110.0,552.0,552.0,552.0,644.0,552.0,156.0,552.0,462.0,552.0,455.0
6,552.0,156.0,552.0,356.0,552.0,89.0,552.0,801.0,552.0,17.0,552.0,801.0,552.0,455.0,552.0,644.0,552.0,156.0,552.0,462.0,552.0,267.0,552.0,552.0,552.0,462.0,552.0,462.0,552.0,92.0,552.0,356.0,552.0,17.0,552.0,17.0,552.0,17.0,552.0,51.0,552.0,368.0,552.0,156.0,552.0,156.0,552.0,801.0,552.0,828.0,552.0,516.0,552.0,455.0,552.0,455.0,552.0,300.0,552.0,962.0,552.0,0.0,552.0,1110.0,552.0,644.0,552.0,581.0,552.0,156.0,552.0,462.0,552.0,455.0
7,552.0,156.0,552.0,356.0,552.0,89.0,552.0,801.0,552.0,17.0,552.0,801.0,552.0,455.0,552.0,644.0,552.0,156.0,552.0,156.0,552.0,89.0,552.0,460.0,552.0,462.0,552.0,385.0,552.0,92.0,552.0,445.0,552.0,17.0,552.0,17.0,552.0,17.0,552.0,17.0,552.0,552.0,552.0,156.0,552.0,250.0,552.0,801.0,552.0,552.0,552.0,516.0,552.0,455.0,552.0,455.0,552.0,80.0,552.0,962.0,552.0,0.0,552.0,1110.0,552.0,552.0,552.0,644.0,552.0,156.0,552.0,462.0,552.0,455.0
8,552.0,156.0,552.0,356.0,552.0,356.0,552.0,356.0,552.0,92.0,552.0,801.0,552.0,356.0,552.0,644.0,552.0,156.0,552.0,156.0,552.0,89.0,552.0,552.0,552.0,462.0,552.0,462.0,552.0,92.0,552.0,356.0,552.0,17.0,552.0,400.0,552.0,0.0,552.0,17.0,552.0,552.0,552.0,156.0,552.0,156.0,552.0,801.0,552.0,552.0,552.0,516.0,552.0,390.0,552.0,455.0,552.0,0.0,552.0,923.0,552.0,74.0,552.0,1110.0,552.0,552.0,552.0,644.0,552.0,156.0,552.0,462.0,552.0,455.0
9,552.0,156.0,552.0,356.0,552.0,356.0,552.0,356.0,552.0,92.0,552.0,801.0,552.0,356.0,552.0,644.0,552.0,156.0,552.0,156.0,552.0,89.0,552.0,552.0,552.0,462.0,552.0,462.0,552.0,92.0,552.0,356.0,552.0,17.0,552.0,17.0,552.0,17.0,552.0,200.0,552.0,552.0,552.0,156.0,552.0,156.0,552.0,801.0,552.0,552.0,552.0,516.0,552.0,455.0,552.0,455.0,552.0,296.0,552.0,962.0,552.0,0.0,552.0,1110.0,552.0,552.0,552.0,644.0,552.0,104.0,552.0,462.0,552.0,195.0
