,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
10,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,178.0,828.0,550.0,828.0,50.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,0.0,828.0,920.0,828.0,92.0,828.0,1564.0,828.0,136.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,680.0,828.0,0.0,828.0,46.0,828.0,253.0,828.0,23.0,828.0,920.0,828.0,83.0,828.0,0.0,828.0,0.0,828.0,184.0,828.0,913.0,828.0,747.0,828.0,828.0,828.0,207.0,828.0,207.0,828.0,115.0,828.0,207.0,828.0,92.0
11,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,200.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,0.0,828.0,0.0,828.0,92.0,828.0,1564.0,828.0,644.0,828.0,748.0,828.0,544.0,828.0,748.0,828.0,544.0,828.0,748.0,828.0,184.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,83.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,83.0,828.0,460.0,828.0,828.0,828.0,207.0,828.0,207.0,828.0,920.0,828.0,207.0,828.0,92.0
12,828.0,1564.0,828.0,0.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,1104.0,828.0,445.0,828.0,0.0,828.0,0.0,828.0,92.0,828.0,1564.0,828.0,71.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,46.0,828.0,1380.0,828.0,253.0,828.0,253.0,828.0,83.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,332.0,828.0,415.0,828.0,828.0,828.0,207.0,828.0,207.0,828.0,115.0,828.0,207.0,828.0,92.0
13,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,460.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,715.0,828.0,550.0,828.0,550.0,828.0,920.0,828.0,150.0,828.0,0.0,828.0,460.0,828.0,92.0,828.0,92.0,828.0,408.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,68.0,828.0,748.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,581.0,828.0,249.0,828.0,828.0,828.0,207.0,828.0,207.0,828.0,115.0,828.0,207.0,828.0,92.0
14,828.0,1564.0,828.0,445.0,828.0,267.0,828.0,828.0,828.0,1012.0,828.0,0.0,828.0,550.0,828.0,89.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,17.0,828.0,445.0,828.0,0.0,828.0,0.0,828.0,92.0,828.0,1564.0,828.0,0.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,204.0,828.0,0.0,828.0,253.0,828.0,276.0,828.0,0.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,83.0,828.0,747.0,828.0,828.0,828.0,207.0,828.0,207.0,828.0,115.0,828.0,138.0,828.0,92.0
15,828.0,1564.0,828.0,445.0,828.0,267.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,500.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,0.0,828.0,92.0,828.0,92.0,828.0,1564.0,828.0,748.0,828.0,748.0,828.0,612.0,828.0,0.0,828.0,748.0,828.0,748.0,828.0,0.0,828.0,10.0,828.0,0.0,828.0,253.0,828.0,69.0,828.0,253.0,828.0,1564.0,828.0,0.0,828.0,249.0,828.0,83.0,828.0,92.0,828.0,0.0,828.0,207.0,828.0,115.0,828.0,207.0,828.0,92.0
16,828.0,1564.0,828.0,267.0,828.0,267.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,500.0,828.0,450.0,828.0,712.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,0.0,828.0,920.0,828.0,92.0,828.0,1564.0,828.0,748.0,828.0,68.0,828.0,0.0,828.0,0.0,828.0,748.0,828.0,748.0,828.0,161.0,828.0,253.0,828.0,253.0,828.0,184.0,828.0,46.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,1245.0,828.0,276.0,828.0,828.0,828.0,207.0,828.0,207.0,828.0,115.0,828.0,710.0,828.0,92.0
17,828.0,1564.0,828.0,445.0,828.0,267.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,500.0,828.0,276.0,828.0,445.0,828.0,550.0,828.0,0.0,828.0,0.0,828.0,924.0,828.0,74.0,828.0,748.0,828.0,68.0,828.0,0.0,828.0,748.0,828.0,0.0,828.0,0.0,828.0,460.0,828.0,253.0,828.0,150.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,284.0,828.0,801.0,828.0,828.0,828.0,207.0,828.0,207.0,828.0,115.0,828.0,207.0,828.0,92.0
18,828.0,1564.0,828.0,445.0,828.0,267.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,600.0,828.0,276.0,828.0,445.0,828.0,550.0,828.0,736.0,828.0,92.0,828.0,1564.0,828.0,748.0,828.0,913.0,828.0,534.0,828.0,748.0,828.0,748.0,828.0,0.0,828.0,253.0,828.0,46.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,830.0,828.0,83.0,828.0,828.0,828.0,0.0,828.0,207.0,828.0,115.0,828.0,207.0,828.0,644.0
19,828.0,1564.0,828.0,445.0,828.0,267.0,828.0,828.0,828.0,1012.0,828.0,276.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,1104.0,828.0,445.0,828.0,550.0,828.0,92.0,828.0,92.0,828.0,1564.0,828.0,340.0,828.0,952.0,828.0,184.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,0.0,828.0,253.0,828.0,92.0,828.0,253.0,828.0,253.0,828.0,92.0,828.0,736.0,828.0,644.0,828.0,92.0,828.0,920.0,828.0,828.0,828.0,207.0,828.0,207.0,828.0,115.0,828.0,736.0,828.0,92.0
20,828.0,1564.0,828.0,445.0,828.0,267.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,650.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,550.0,828.0,828.0,828.0,1196.0,828.0,1564.0,828.0,748.0,828.0,748.0,828.0,544.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,368.0,828.0,184.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,83.0,828.0,415.0,828.0,828.0,828.0,207.0,828.0,460.0,828.0,115.0,828.0,207.0,828.0,92.0
21,828.0,1564.0,828.0,445.0,828.0,267.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,138.0,828.0,450.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,1564.0,828.0,748.0,828.0,748.0,828.0,65.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,230.0,828.0,286.0,828.0,267.0,828.0,253.0,828.0,253.0,828.0,325.0,828.0,0.0,828.0,644.0,828.0,415.0,828.0,747.0,828.0,828.0,828.0,1376.0,828.0,440.0,828.0,115.0,828.0,207.0,828.0,0.0
22,828.0,1564.0,828.0,0.0,828.0,267.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,552.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,550.0,828.0,368.0,828.0,92.0,828.0,1564.0,828.0,780.0,828.0,748.0,828.0,92.0,828.0,828.0,828.0,748.0,828.0,748.0,828.0,138.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,460.0,828.0,920.0,828.0,276.0,828.0,83.0,828.0,828.0,828.0,207.0,828.0,0.0,828.0,115.0,828.0,207.0,828.0,92.0
23,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,517.0,828.0,92.0,828.0,445.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,1564.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,77.0,828.0,748.0,828.0,828.0,828.0,253.0,828.0,161.0,828.0,253.0,828.0,92.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,83.0,828.0,83.0,828.0,828.0,828.0,740.0,828.0,46.0,828.0,115.0,828.0,207.0,828.0,92.0
24,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,0.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,276.0,828.0,0.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,1564.0,828.0,272.0,828.0,748.0,828.0,272.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,69.0,828.0,460.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,640.0,828.0,0.0,828.0,178.0,828.0,83.0,828.0,828.0,828.0,207.0,828.0,0.0,828.0,115.0,828.0,207.0,828.0,368.0
25,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,550.0,828.0,828.0,828.0,0.0,828.0,1564.0,828.0,272.0,828.0,748.0,828.0,476.0,828.0,0.0,828.0,748.0,828.0,748.0,828.0,230.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,276.0,828.0,0.0,828.0,0.0,828.0,828.0,828.0,207.0,828.0,0.0,828.0,207.0,828.0,207.0,828.0,92.0
26,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,0.0,828.0,748.0,828.0,0.0,828.0,430.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,47.0,828.0,23.0,828.0,253.0,828.0,253.0,828.0,115.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,86.0,828.0,83.0,828.0,828.0,828.0,207.0,828.0,207.0,828.0,207.0,828.0,207.0,828.0,92.0
27,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,253.0,828.0,100.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,92.0,828.0,445.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,1564.0,828.0,213.0,828.0,370.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,644.0,828.0,415.0,828.0,83.0,828.0,828.0,828.0,0.0,828.0,207.0,828.0,207.0,828.0,0.0,828.0,92.0
28,828.0,1564.0,828.0,445.0,828.0,178.0,828.0,828.0,828.0,1104.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,150.0,828.0,550.0,828.0,550.0,828.0,0.0,828.0,178.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,1564.0,828.0,748.0,828.0,1288.0,828.0,748.0,828.0,0.0,828.0,748.0,828.0,748.0,828.0,184.0,828.0,286.0,828.0,0.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,498.0,828.0,828.0,828.0,184.0,828.0,0.0,828.0,207.0,828.0,207.0,828.0,0.0
29,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,644.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,89.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,276.0,828.0,748.0,828.0,272.0,828.0,748.0,828.0,390.0,828.0,748.0,828.0,748.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,368.0,828.0,0.0,828.0,828.0,828.0,207.0,828.0,184.0,828.0,207.0,828.0,207.0,828.0,92.0
30,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1104.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,1564.0,828.0,748.0,828.0,0.0,828.0,748.0,828.0,544.0,828.0,748.0,828.0,748.0,828.0,253.0,828.0,253.0,828.0,195.0,828.0,176.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,320.0,828.0,83.0,828.0,460.0,828.0,207.0,828.0,0.0,828.0,207.0,828.0,207.0,828.0,92.0
31,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,500.0,828.0,828.0,828.0,92.0,828.0,1564.0,828.0,748.0,828.0,748.0,828.0,0.0,828.0,666.0,828.0,748.0,828.0,748.0,828.0,0.0,828.0,253.0,828.0,253.0,828.0,814.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,415.0,828.0,828.0,828.0,207.0,828.0,4.0,828.0,207.0,828.0,207.0,828.0,92.0
32,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,267.0,828.0,445.0,828.0,979.0,828.0,828.0,828.0,92.0,828.0,1564.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,884.0,828.0,748.0,828.0,0.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,368.0,828.0,83.0,828.0,166.0,828.0,0.0,828.0,207.0,828.0,207.0,828.0,828.0,828.0,207.0,828.0,300.0
33,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,74.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,1288.0,828.0,748.0,828.0,0.0,828.0,1088.0,828.0,544.0,828.0,0.0,828.0,644.0,828.0,253.0,828.0,0.0,828.0,184.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,1162.0,828.0,83.0,828.0,0.0,828.0,207.0,828.0,368.0,828.0,207.0,828.0,207.0,828.0,92.0
34,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,50.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,445.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,0.0,828.0,748.0,828.0,748.0,828.0,68.0,828.0,748.0,828.0,748.0,828.0,828.0,828.0,124.0,828.0,322.0,828.0,253.0,828.0,207.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,83.0,828.0,166.0,828.0,828.0,828.0,207.0,828.0,544.0,828.0,207.0,828.0,207.0,828.0,92.0
35,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,460.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,50.0,828.0,550.0,828.0,1196.0,828.0,445.0,828.0,600.0,828.0,828.0,828.0,92.0,828.0,1564.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,828.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,207.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,83.0,828.0,83.0,828.0,828.0,828.0,207.0,828.0,552.0,828.0,207.0,828.0,207.0,828.0,92.0
36,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,1564.0,828.0,1012.0,828.0,0.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,89.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,276.0,828.0,68.0,828.0,748.0,828.0,748.0,828.0,520.0,828.0,276.0,828.0,828.0,828.0,253.0,828.0,0.0,828.0,253.0,828.0,207.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,83.0,828.0,249.0,828.0,828.0,828.0,154.0,828.0,207.0,828.0,207.0,828.0,207.0,828.0,92.0
37,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,89.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,1564.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,0.0,828.0,253.0,828.0,276.0,828.0,100.0,828.0,207.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,249.0,828.0,83.0,828.0,828.0,828.0,207.0,828.0,6.0,828.0,207.0,828.0,207.0,828.0,92.0
38,828.0,1564.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,650.0,828.0,550.0,828.0,750.0,828.0,276.0,828.0,445.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,1564.0,828.0,913.0,828.0,0.0,828.0,748.0,828.0,748.0,828.0,748.0,828.0,828.0,828.0,253.0,828.0,253.0,828.0,253.0,828.0,207.0,828.0,253.0,828.0,253.0,828.0,2392.0,828.0,0.0,828.0,83.0,828.0,498.0,828.0,828.0,828.0,207.0,828.0,962.0,828.0,207.0,828.0,207.0,828.0,92.0
39,828.0,1564.0,828.0,445.0,828.0,801.0,828.0,828.0,828.0,1012.0,828.0,92.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,550.0,828.0,276.0,828.0,250.0,828.0,550.0,828.0,828.0,828.0,92.0,828.0,1288.0,828.0,952.0,828.0,748.0,828.0,68.0,828.0,748.0,828.0,544.0,828.0,828.0,828.0,1380.0,828.0,456.0,828.0,253.0,828.0,207.0,828.0,253.0,828.0,253.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,83.0,828.0,0.0,828.0,161.0,828.0,1012.0,828.0,115.0,828.0,207.0,828.0,92.0
40,445.0,828.0,445.0,445.0,445.0,445.0,445.0,828.0,445.0,1012.0,445.0,92.0,445.0,550.0,445.0,0.0,445.0,550.0,445.0,550.0,445.0,550.0,445.0,276.0,445.0,445.0,445.0,550.0,445.0,828.0,445.0,552.0,445.0,1564.0,445.0,748.0,445.0,68.0,445.0,748.0,445.0,748.0,445.0,748.0,445.0,828.0,445.0,253.0,445.0,253.0,445.0,253.0,445.0,207.0,445.0,69.0,445.0,253.0,445.0,276.0,445.0,0.0,445.0,332.0,445.0,83.0,445.0,828.0,445.0,207.0,445.0,207.0,445.0,207.0,445.0,207.0,445.0,92.0
41,445.0,828.0,445.0,445.0,445.0,445.0,445.0,828.0,445.0,1012.0,445.0,92.0,445.0,550.0,445.0,550.0,445.0,550.0,445.0,550.0,445.0,250.0,445.0,276.0,445.0,445.0,445.0,550.0,445.0,828.0,445.0,1012.0,445.0,1564.0,445.0,748.0,445.0,748.0,445.0,748.0,445.0,74.0,445.0,0.0,445.0,828.0,445.0,253.0,445.0,253.0,445.0,253.0,445.0,207.0,445.0,272.0,445.0,451.0,445.0,0.0,445.0,0.0,445.0,747.0,445.0,249.0,445.0,828.0,445.0,207.0,445.0,207.0,445.0,207.0,445.0,207.0,445.0,184.0
42,445.0,828.0,445.0,445.0,445.0,445.0,445.0,552.0,445.0,184.0,445.0,92.0,445.0,550.0,445.0,896.0,445.0,550.0,445.0,550.0,445.0,0.0,445.0,736.0,445.0,445.0,445.0,550.0,445.0,0.0,445.0,92.0,445.0,1564.0,445.0,748.0,445.0,748.0,445.0,592.0,445.0,612.0,445.0,748.0,445.0,828.0,445.0,10.0,445.0,161.0,445.0,230.0,445.0,207.0,445.0,253.0,445.0,253.0,445.0,0.0,445.0,0.0,445.0,460.0,445.0,344.0,445.0,828.0,445.0,207.0,445.0,207.0,445.0,26.0,445.0,207.0,445.0,92.0
