0,3.0,33.0,3.0,0.0,3.0,3.0,21.0,9.0,3.0,53.0,0.0,38.0,12.0,3.0,24.0,21.0,0.0,45.0,42.0,30.0,47.0,0.0,21.0,53.0,53.0,35.0,0.0,3.0,47.0,3.0,12.0,0.0,12.0,21.0,18.0,3.0,42.0,0.0,12.0,15.0,3.0,24.0,0.0,45.0,3.0,47.0,15.0,39.0,0.0,53.0,0.0,6.0,3.0,9.0,6.0,44.0,21.0,14.0,41.0,6.0,6.0,0.0,0.0,0.0,3.0,15.0,21.0,24.0,24.0,12.0,6.0,0.0,47.0,0.0,47.0,0.0,53.0,3.0,0.0,0.0,3.0,41.0,18.0,14.0,20.0,35.0,0.0,11.0,53.0,0.0,3.0,0.0,6.0,15.0,12.0,3.0,18.0,0.0,24.0,36.0
1,3.0,33.0,0.0,27.0,45.0,0.0,3.0,27.0,3.0,0.0,3.0,24.0,12.0,24.0,3.0,6.0,50.0,45.0,45.0,47.0,8.0,41.0,18.0,53.0,9.0,0.0,0.0,3.0,44.0,3.0,0.0,14.0,15.0,0.0,15.0,21.0,27.0,27.0,12.0,15.0,21.0,42.0,24.0,45.0,45.0,47.0,12.0,27.0,12.0,53.0,0.0,0.0,9.0,3.0,44.0,44.0,14.0,14.0,6.0,3.0,29.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,45.0,0.0,0.0,47.0,45.0,32.0,21.0,0.0,24.0,24.0,12.0,30.0,14.0,14.0,14.0,3.0,0.0,20.0,20.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,53.0,24.0,3.0,24.0,45.0
2,3.0,24.0,53.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,0.0,12.0,12.0,12.0,3.0,0.0,27.0,15.0,0.0,47.0,9.0,45.0,0.0,36.0,53.0,9.0,0.0,0.0,24.0,29.0,3.0,6.0,0.0,27.0,53.0,12.0,0.0,0.0,12.0,0.0,45.0,0.0,6.0,3.0,18.0,3.0,0.0,0.0,53.0,6.0,0.0,0.0,21.0,24.0,44.0,44.0,14.0,50.0,8.0,0.0,50.0,0.0,0.0,9.0,3.0,0.0,15.0,33.0,15.0,36.0,45.0,47.0,47.0,53.0,18.0,53.0,3.0,0.0,3.0,15.0,0.0,53.0,38.0,0.0,29.0,8.0,30.0,20.0,53.0,3.0,9.0,0.0,0.0,12.0,27.0,3.0,24.0,24.0,36.0,45.0
3,3.0,3.0,24.0,3.0,3.0,0.0,3.0,3.0,3.0,9.0,24.0,0.0,12.0,18.0,3.0,30.0,3.0,45.0,24.0,3.0,0.0,39.0,0.0,53.0,24.0,0.0,0.0,0.0,33.0,3.0,44.0,0.0,6.0,0.0,21.0,3.0,0.0,3.0,24.0,3.0,3.0,27.0,18.0,45.0,18.0,0.0,0.0,30.0,33.0,0.0,0.0,3.0,9.0,47.0,18.0,44.0,24.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,29.0,12.0,3.0,3.0,35.0,24.0,45.0,36.0,47.0,0.0,21.0,0.0,0.0,0.0,39.0,3.0,3.0,44.0,14.0,14.0,14.0,8.0,20.0,45.0,18.0,35.0,3.0,30.0,21.0,0.0,3.0,3.0,35.0,24.0,9.0,0.0
4,3.0,3.0,3.0,3.0,12.0,6.0,3.0,3.0,36.0,0.0,24.0,12.0,12.0,6.0,21.0,21.0,6.0,45.0,12.0,47.0,3.0,45.0,18.0,30.0,53.0,6.0,0.0,0.0,38.0,3.0,39.0,33.0,6.0,9.0,26.0,18.0,3.0,42.0,27.0,3.0,3.0,3.0,24.0,0.0,45.0,47.0,0.0,12.0,0.0,33.0,9.0,0.0,3.0,3.0,44.0,44.0,14.0,24.0,6.0,21.0,3.0,0.0,0.0,39.0,0.0,27.0,24.0,24.0,0.0,45.0,45.0,6.0,0.0,0.0,0.0,50.0,12.0,0.0,0.0,21.0,3.0,0.0,18.0,14.0,39.0,20.0,20.0,0.0,53.0,35.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,12.0,15.0,45.0
5,3.0,24.0,17.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,15.0,12.0,24.0,3.0,24.0,18.0,45.0,0.0,9.0,47.0,39.0,33.0,39.0,27.0,0.0,0.0,6.0,18.0,30.0,0.0,15.0,27.0,3.0,0.0,6.0,0.0,42.0,12.0,15.0,3.0,27.0,27.0,45.0,9.0,47.0,0.0,24.0,0.0,53.0,24.0,0.0,0.0,9.0,18.0,0.0,24.0,0.0,14.0,8.0,3.0,0.0,0.0,21.0,3.0,0.0,0.0,18.0,11.0,45.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,12.0,14.0,15.0,17.0,27.0,39.0,20.0,0.0,3.0,9.0,6.0,0.0,3.0,45.0,3.0,3.0,18.0,12.0,0.0
6,3.0,35.0,12.0,24.0,3.0,3.0,3.0,33.0,3.0,18.0,0.0,12.0,12.0,3.0,21.0,30.0,24.0,45.0,3.0,47.0,32.0,0.0,0.0,53.0,53.0,0.0,0.0,15.0,8.0,3.0,6.0,0.0,0.0,3.0,20.0,3.0,6.0,0.0,24.0,9.0,3.0,12.0,3.0,45.0,45.0,47.0,0.0,0.0,21.0,9.0,0.0,0.0,21.0,3.0,44.0,47.0,21.0,14.0,8.0,8.0,3.0,36.0,39.0,15.0,0.0,0.0,12.0,24.0,6.0,45.0,0.0,12.0,6.0,53.0,42.0,14.0,53.0,0.0,30.0,21.0,9.0,44.0,12.0,0.0,0.0,8.0,6.0,20.0,24.0,35.0,3.0,0.0,36.0,39.0,0.0,3.0,15.0,24.0,15.0,6.0
7,3.0,3.0,3.0,0.0,3.0,3.0,3.0,27.0,3.0,0.0,0.0,21.0,3.0,3.0,11.0,24.0,12.0,45.0,0.0,47.0,27.0,15.0,26.0,53.0,53.0,30.0,6.0,18.0,21.0,3.0,44.0,3.0,3.0,3.0,27.0,3.0,12.0,24.0,15.0,3.0,3.0,0.0,0.0,45.0,0.0,0.0,21.0,42.0,0.0,53.0,17.0,27.0,3.0,17.0,44.0,0.0,14.0,14.0,8.0,47.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,30.0,0.0,45.0,45.0,47.0,8.0,0.0,24.0,53.0,53.0,14.0,0.0,0.0,3.0,53.0,30.0,14.0,12.0,8.0,0.0,18.0,35.0,9.0,3.0,0.0,27.0,12.0,44.0,53.0,24.0,0.0,30.0,24.0
8,3.0,3.0,3.0,3.0,6.0,0.0,53.0,3.0,6.0,0.0,18.0,12.0,0.0,3.0,18.0,0.0,24.0,9.0,0.0,47.0,47.0,0.0,0.0,53.0,12.0,0.0,0.0,3.0,26.0,3.0,21.0,14.0,18.0,8.0,0.0,3.0,33.0,12.0,15.0,3.0,3.0,0.0,12.0,45.0,45.0,47.0,0.0,45.0,30.0,53.0,24.0,18.0,24.0,6.0,44.0,44.0,14.0,6.0,0.0,24.0,39.0,9.0,45.0,12.0,0.0,3.0,12.0,0.0,30.0,15.0,0.0,0.0,12.0,0.0,53.0,53.0,11.0,0.0,0.0,0.0,15.0,44.0,27.0,14.0,24.0,8.0,30.0,23.0,35.0,0.0,24.0,53.0,6.0,45.0,41.0,3.0,3.0,24.0,6.0,30.0
9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,21.0,3.0,3.0,12.0,33.0,24.0,12.0,15.0,47.0,6.0,0.0,0.0,53.0,53.0,0.0,27.0,3.0,18.0,15.0,44.0,12.0,18.0,8.0,0.0,3.0,39.0,12.0,12.0,0.0,12.0,18.0,24.0,45.0,24.0,53.0,0.0,45.0,33.0,0.0,0.0,0.0,3.0,0.0,47.0,44.0,14.0,0.0,8.0,21.0,24.0,0.0,0.0,18.0,3.0,6.0,3.0,0.0,0.0,45.0,6.0,21.0,0.0,0.0,0.0,9.0,24.0,6.0,0.0,3.0,3.0,32.0,9.0,14.0,0.0,33.0,0.0,20.0,18.0,3.0,3.0,0.0,3.0,3.0,53.0,24.0,0.0,27.0,9.0,24.0
