,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,552.0,354.0,552.0,444.0,552.0,1110.0,552.0,1380.0,552.0,1780.0,552.0,920.0,552.0,1003.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,258.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,1003.0,552.0,1003.0,552.0,1110.0,552.0,444.0,552.0,552.0,552.0,1288.0,552.0,0.0,552.0,0.0,552.0,1780.0,552.0,1780.0,552.0,92.0,552.0,276.0,552.0,444.0,552.0,860.0,552.0,1780.0
1,552.0,354.0,552.0,444.0,552.0,1110.0,552.0,1380.0,552.0,1780.0,552.0,920.0,552.0,1003.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,258.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,1003.0,552.0,1003.0,552.0,920.0,552.0,444.0,552.0,552.0,552.0,920.0,552.0,1110.0,552.0,0.0,552.0,1780.0,552.0,1780.0,552.0,516.0,552.0,276.0,552.0,1184.0,552.0,258.0,552.0,1780.0
2,552.0,354.0,552.0,444.0,552.0,1110.0,552.0,1380.0,552.0,1780.0,552.0,920.0,552.0,1003.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,0.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,1003.0,552.0,413.0,552.0,148.0,552.0,444.0,552.0,552.0,552.0,920.0,552.0,552.0,552.0,0.0,552.0,1780.0,552.0,1780.0,552.0,516.0,552.0,276.0,552.0,740.0,552.0,516.0,552.0,1780.0
3,552.0,354.0,552.0,444.0,552.0,1110.0,552.0,1380.0,552.0,1780.0,552.0,920.0,552.0,1003.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,258.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,368.0,552.0,0.0,552.0,1110.0,552.0,444.0,552.0,552.0,552.0,920.0,552.0,814.0,552.0,0.0,552.0,1780.0,552.0,0.0,552.0,516.0,552.0,276.0,552.0,370.0,552.0,172.0,552.0,1780.0
4,552.0,354.0,552.0,444.0,552.0,1110.0,552.0,1380.0,552.0,1780.0,552.0,920.0,552.0,1003.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,258.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,1003.0,552.0,1003.0,552.0,1110.0,552.0,444.0,552.0,552.0,552.0,920.0,552.0,1110.0,552.0,0.0,552.0,1780.0,552.0,534.0,552.0,516.0,552.0,276.0,552.0,74.0,552.0,258.0,552.0,1780.0
5,552.0,354.0,552.0,444.0,552.0,1110.0,552.0,1380.0,552.0,1780.0,552.0,920.0,552.0,1003.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,258.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,1003.0,552.0,1003.0,552.0,1110.0,552.0,444.0,552.0,552.0,552.0,920.0,552.0,1110.0,552.0,368.0,552.0,1958.0,552.0,1780.0,552.0,516.0,552.0,276.0,552.0,444.0,552.0,258.0,552.0,1780.0
6,552.0,354.0,552.0,444.0,552.0,1110.0,552.0,1380.0,552.0,1780.0,552.0,920.0,552.0,1003.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,688.0,552.0,258.0,552.0,0.0,552.0,516.0,552.0,1003.0,552.0,413.0,552.0,1110.0,552.0,444.0,552.0,552.0,552.0,920.0,552.0,1110.0,552.0,0.0,552.0,0.0,552.0,534.0,552.0,516.0,552.0,222.0,552.0,444.0,552.0,860.0,552.0,1780.0
7,552.0,354.0,552.0,444.0,552.0,1110.0,552.0,1380.0,552.0,1780.0,552.0,920.0,552.0,1003.0,552.0,354.0,552.0,295.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,258.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,1003.0,552.0,1003.0,552.0,1110.0,552.0,0.0,552.0,552.0,552.0,920.0,552.0,1110.0,552.0,0.0,552.0,534.0,552.0,1424.0,552.0,516.0,552.0,276.0,552.0,444.0,552.0,258.0,552.0,1780.0
8,552.0,354.0,552.0,444.0,552.0,444.0,552.0,920.0,552.0,890.0,552.0,920.0,552.0,354.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,89.0,552.0,774.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,1003.0,552.0,1003.0,552.0,1110.0,552.0,444.0,552.0,184.0,552.0,920.0,552.0,1110.0,552.0,0.0,552.0,0.0,552.0,801.0,552.0,516.0,552.0,276.0,552.0,444.0,552.0,258.0,552.0,1691.0
9,552.0,354.0,552.0,444.0,552.0,444.0,552.0,920.0,552.0,890.0,552.0,920.0,552.0,354.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,258.0,552.0,258.0,552.0,258.0,552.0,1290.0,552.0,1003.0,552.0,1003.0,552.0,1110.0,552.0,444.0,552.0,276.0,552.0,920.0,552.0,1110.0,552.0,0.0,552.0,1780.0,552.0,368.0,552.0,516.0,552.0,276.0,552.0,444.0,552.0,258.0,552.0,1780.0
10,552.0,354.0,552.0,444.0,552.0,296.0,552.0,920.0,552.0,890.0,552.0,920.0,552.0,354.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,258.0,552.0,258.0,552.0,1548.0,552.0,516.0,552.0,1003.0,552.0,1003.0,552.0,1110.0,552.0,444.0,552.0,552.0,552.0,920.0,552.0,1110.0,552.0,0.0,552.0,1780.0,552.0,0.0,552.0,516.0,552.0,276.0,552.0,444.0,552.0,258.0,552.0,1780.0
11,552.0,354.0,552.0,444.0,552.0,444.0,552.0,920.0,552.0,890.0,552.0,920.0,552.0,354.0,552.0,236.0,552.0,236.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,623.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,12.0,552.0,1003.0,552.0,92.0,552.0,444.0,552.0,368.0,552.0,920.0,552.0,1110.0,552.0,0.0,552.0,1780.0,552.0,712.0,552.0,516.0,552.0,276.0,552.0,444.0,552.0,258.0,552.0,1335.0
12,552.0,354.0,552.0,444.0,552.0,444.0,552.0,920.0,552.0,184.0,552.0,920.0,552.0,354.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,258.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,1003.0,552.0,1003.0,552.0,0.0,552.0,444.0,552.0,552.0,552.0,920.0,552.0,1110.0,552.0,0.0,552.0,1780.0,552.0,1424.0,552.0,516.0,552.0,276.0,552.0,581.0,552.0,258.0,552.0,1246.0
13,552.0,354.0,552.0,444.0,552.0,444.0,552.0,920.0,552.0,890.0,552.0,736.0,552.0,354.0,552.0,649.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,178.0,552.0,258.0,552.0,258.0,552.0,184.0,552.0,516.0,552.0,1003.0,552.0,1003.0,552.0,1110.0,552.0,444.0,552.0,460.0,552.0,267.0,552.0,1110.0,552.0,0.0,552.0,1780.0,552.0,1780.0,552.0,516.0,552.0,276.0,552.0,444.0,552.0,258.0,552.0,1780.0
14,552.0,354.0,552.0,444.0,552.0,444.0,552.0,460.0,552.0,890.0,552.0,920.0,552.0,354.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,920.0,552.0,356.0,552.0,774.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,1003.0,552.0,1003.0,552.0,1110.0,552.0,444.0,552.0,552.0,552.0,920.0,552.0,518.0,552.0,0.0,552.0,1780.0,552.0,1780.0,552.0,946.0,552.0,276.0,552.0,177.0,552.0,258.0,552.0,1780.0
15,552.0,354.0,552.0,444.0,552.0,444.0,552.0,920.0,552.0,890.0,552.0,920.0,552.0,354.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,408.0,552.0,0.0,552.0,258.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,1003.0,552.0,1003.0,552.0,962.0,552.0,444.0,552.0,552.0,552.0,920.0,552.0,1110.0,552.0,0.0,552.0,1780.0,552.0,1780.0,552.0,516.0,552.0,276.0,552.0,444.0,552.0,258.0,552.0,1424.0
16,552.0,354.0,552.0,444.0,552.0,444.0,552.0,920.0,552.0,890.0,552.0,920.0,552.0,354.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,1380.0,552.0,712.0,552.0,774.0,552.0,258.0,552.0,258.0,552.0,516.0,552.0,1062.0,552.0,1003.0,552.0,1036.0,552.0,444.0,552.0,276.0,552.0,920.0,552.0,1110.0,552.0,0.0,552.0,890.0,552.0,1424.0,552.0,516.0,552.0,276.0,552.0,444.0,552.0,258.0,552.0,1780.0
17,552.0,354.0,552.0,444.0,552.0,444.0,552.0,276.0,552.0,890.0,552.0,920.0,552.0,0.0,552.0,354.0,552.0,354.0,552.0,444.0,552.0,1380.0,552.0,178.0,552.0,258.0,552.0,258.0,552.0,344.0,552.0,516.0,552.0,0.0,552.0,1003.0,552.0,1110.0,552.0,444.0,552.0,552.0,552.0,920.0,552.0,0.0,552.0,0.0,552.0,1691.0,552.0,1780.0,552.0,516.0,552.0,276.0,552.0,444.0,552.0,258.0,552.0,1780.0
