0,348.0,336.0,0.0,348.0,620.0,348.0,232.0,580.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,116.0,116.0,116.0,1276.0,1276.0,348.0,348.0,0.0,348.0,348.0,348.0,345.0,345.0,351.0,117.0,117.0,366.0,366.0,488.0,113.0,113.0,113.0,113.0,420.0,420.0,420.0,348.0,348.0,348.0,721.0,1456.0,1456.0,345.0,345.0,0.0,34.0,0.0,30.0,116.0,116.0,336.0,222.0,112.0,0.0,108.0,354.0,1265.0,1079.0,1840.0,1276.0,232.0,0.0,408.0,348.0,348.0,1456.0,1456.0,1456.0,116.0,116.0,366.0,660.0,345.0,348.0,348.0,118.0,118.0,222.0,1254.0,1344.0,0.0,690.0,6.0,115.0,348.0,348.0,0.0,232.0,0.0,0.0,360.0,114.0,0.0,6.0,115.0,1498.0,56.0,0.0,113.0,114.0,1456.0,345.0,348.0,224.0,25.0,555.0,1044.0
1,348.0,348.0,0.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,116.0,116.0,116.0,1276.0,1276.0,348.0,348.0,348.0,348.0,336.0,348.0,345.0,345.0,0.0,117.0,117.0,366.0,366.0,366.0,113.0,113.0,113.0,339.0,420.0,420.0,420.0,348.0,348.0,348.0,1456.0,1456.0,555.0,448.0,575.0,0.0,34.0,107.0,345.0,116.0,116.0,112.0,110.0,0.0,6.0,108.0,348.0,0.0,1079.0,78.0,1276.0,348.0,16.0,306.0,348.0,348.0,1456.0,1456.0,1456.0,116.0,232.0,976.0,0.0,348.0,348.0,348.0,118.0,118.0,1456.0,1456.0,1456.0,116.0,690.0,1265.0,115.0,460.0,348.0,232.0,232.0,0.0,0.0,0.0,113.0,490.0,0.0,115.0,1391.0,420.0,25.0,113.0,115.0,1391.0,345.0,348.0,0.0,0.0,0.0,348.0
2,348.0,348.0,0.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,696.0,116.0,116.0,1276.0,1276.0,348.0,345.0,348.0,348.0,348.0,348.0,345.0,345.0,117.0,117.0,117.0,366.0,381.0,366.0,113.0,339.0,113.0,120.0,420.0,420.0,420.0,348.0,348.0,348.0,1456.0,1456.0,0.0,690.0,345.0,784.0,0.0,25.0,696.0,116.0,116.0,112.0,312.0,0.0,119.0,116.0,348.0,1265.0,1079.0,0.0,1276.0,116.0,6.0,288.0,115.0,348.0,1456.0,1456.0,1456.0,116.0,116.0,366.0,34.0,348.0,348.0,348.0,118.0,118.0,1456.0,1456.0,1456.0,116.0,690.0,222.0,115.0,464.0,348.0,232.0,232.0,0.0,0.0,0.0,113.0,0.0,112.0,115.0,1391.0,29.0,432.0,113.0,115.0,1498.0,345.0,122.0,348.0,348.0,90.0,232.0
3,348.0,348.0,348.0,348.0,348.0,348.0,348.0,580.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,116.0,232.0,116.0,1276.0,1276.0,348.0,348.0,348.0,348.0,460.0,945.0,345.0,345.0,117.0,117.0,117.0,366.0,488.0,122.0,113.0,113.0,113.0,113.0,420.0,420.0,420.0,116.0,348.0,348.0,1232.0,1344.0,1456.0,345.0,345.0,124.0,0.0,0.0,345.0,116.0,116.0,112.0,48.0,0.0,0.0,108.0,348.0,1265.0,258.0,26.0,1276.0,116.0,0.0,306.0,348.0,348.0,1456.0,1456.0,1456.0,116.0,116.0,366.0,34.0,206.0,678.0,348.0,118.0,590.0,1456.0,1456.0,1456.0,116.0,0.0,1265.0,115.0,348.0,348.0,232.0,232.0,0.0,0.0,0.0,113.0,0.0,0.0,805.0,0.0,0.0,112.0,113.0,115.0,642.0,115.0,348.0,348.0,348.0,24.0,464.0
4,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,580.0,348.0,116.0,116.0,116.0,1276.0,1276.0,0.0,348.0,348.0,348.0,224.0,345.0,345.0,345.0,117.0,117.0,117.0,366.0,366.0,366.0,113.0,113.0,113.0,226.0,420.0,420.0,420.0,464.0,348.0,348.0,1456.0,1456.0,1456.0,345.0,345.0,0.0,0.0,0.0,345.0,116.0,116.0,112.0,424.0,0.0,342.0,108.0,348.0,1265.0,258.0,560.0,111.0,116.0,99.0,306.0,570.0,348.0,1456.0,1456.0,1456.0,0.0,116.0,366.0,6.0,0.0,348.0,348.0,64.0,109.0,1456.0,1456.0,620.0,0.0,0.0,119.0,115.0,348.0,84.0,232.0,232.0,0.0,30.0,0.0,113.0,30.0,90.0,115.0,1391.0,29.0,32.0,339.0,115.0,0.0,345.0,0.0,348.0,348.0,31.0,348.0
5,348.0,348.0,348.0,348.0,464.0,348.0,348.0,348.0,348.0,348.0,348.0,232.0,812.0,348.0,476.0,116.0,0.0,116.0,1276.0,1276.0,348.0,348.0,348.0,348.0,348.0,345.0,345.0,345.0,234.0,117.0,117.0,0.0,366.0,366.0,339.0,113.0,113.0,113.0,420.0,420.0,420.0,812.0,580.0,348.0,1456.0,1456.0,1456.0,345.0,345.0,32.0,19.0,20.0,345.0,116.0,708.0,112.0,0.0,339.0,0.0,108.0,348.0,1265.0,258.0,10.0,1276.0,116.0,99.0,306.0,348.0,232.0,1456.0,1456.0,1469.0,812.0,0.0,575.0,34.0,348.0,0.0,348.0,118.0,0.0,1456.0,1456.0,112.0,116.0,159.0,119.0,112.0,348.0,348.0,232.0,232.0,0.0,0.0,0.0,678.0,113.0,0.0,115.0,1391.0,1391.0,0.0,108.0,115.0,1391.0,345.0,348.0,348.0,348.0,13.0,348.0
6,348.0,348.0,303.0,348.0,116.0,348.0,348.0,348.0,348.0,348.0,116.0,0.0,348.0,348.0,348.0,116.0,116.0,116.0,1276.0,1276.0,348.0,348.0,348.0,348.0,348.0,345.0,345.0,345.0,117.0,117.0,117.0,0.0,366.0,122.0,113.0,113.0,113.0,113.0,420.0,105.0,428.0,0.0,348.0,348.0,1456.0,1456.0,1456.0,345.0,0.0,30.0,0.0,66.0,345.0,116.0,81.0,0.0,228.0,321.0,0.0,108.0,348.0,1265.0,258.0,6.0,1276.0,116.0,99.0,408.0,348.0,348.0,1456.0,1456.0,245.0,116.0,1044.0,488.0,0.0,0.0,232.0,348.0,118.0,118.0,1456.0,112.0,1456.0,116.0,0.0,119.0,115.0,232.0,348.0,232.0,232.0,0.0,150.0,0.0,113.0,113.0,0.0,115.0,1391.0,1391.0,0.0,742.0,115.0,1391.0,116.0,348.0,348.0,272.0,30.0,472.0
7,348.0,348.0,116.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,928.0,348.0,348.0,6.0,116.0,116.0,1276.0,1276.0,1508.0,348.0,928.0,348.0,348.0,460.0,345.0,345.0,117.0,117.0,117.0,366.0,366.0,366.0,113.0,113.0,113.0,113.0,420.0,420.0,420.0,348.0,348.0,348.0,1456.0,1456.0,1456.0,345.0,6.0,31.0,0.0,62.0,345.0,116.0,116.0,112.0,0.0,0.0,103.0,108.0,348.0,1265.0,258.0,6.0,1276.0,116.0,99.0,117.0,707.0,348.0,1344.0,1456.0,1456.0,57.0,116.0,1190.0,66.0,58.0,348.0,348.0,118.0,118.0,0.0,1456.0,333.0,116.0,228.0,119.0,115.0,464.0,115.0,232.0,232.0,0.0,89.0,0.0,113.0,113.0,0.0,115.0,1391.0,1391.0,72.0,525.0,690.0,1391.0,116.0,0.0,348.0,348.0,1800.0,348.0
8,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,6.0,116.0,116.0,1276.0,1276.0,348.0,348.0,348.0,348.0,348.0,345.0,345.0,345.0,468.0,117.0,117.0,366.0,366.0,366.0,113.0,113.0,113.0,113.0,420.0,420.0,420.0,348.0,348.0,348.0,1456.0,1272.0,1456.0,345.0,90.0,31.0,0.0,0.0,460.0,116.0,116.0,112.0,0.0,30.0,108.0,721.0,348.0,1265.0,246.0,0.0,1276.0,116.0,0.0,117.0,348.0,348.0,1456.0,1456.0,23.0,0.0,232.0,366.0,812.0,348.0,348.0,348.0,118.0,236.0,1456.0,1456.0,0.0,116.0,22.0,119.0,115.0,351.0,348.0,0.0,232.0,0.0,56.0,0.0,113.0,896.0,0.0,115.0,1391.0,1391.0,525.0,108.0,115.0,1391.0,116.0,348.0,348.0,348.0,348.0,0.0
9,348.0,348.0,348.0,348.0,348.0,348.0,116.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,6.0,116.0,116.0,1276.0,1276.0,348.0,116.0,348.0,348.0,348.0,345.0,472.0,345.0,117.0,117.0,117.0,369.0,366.0,366.0,113.0,113.0,113.0,113.0,420.0,420.0,420.0,348.0,348.0,348.0,1456.0,1680.0,1456.0,575.0,90.0,31.0,0.0,25.0,345.0,116.0,116.0,112.0,0.0,112.0,108.0,108.0,348.0,1265.0,258.0,686.0,89.0,95.0,99.0,117.0,348.0,348.0,1456.0,1456.0,1456.0,116.0,116.0,366.0,6.0,348.0,348.0,348.0,118.0,118.0,1456.0,1456.0,1456.0,116.0,0.0,119.0,115.0,0.0,348.0,232.0,232.0,116.0,0.0,0.0,113.0,113.0,0.0,115.0,1391.0,214.0,777.0,0.0,115.0,1391.0,116.0,348.0,348.0,348.0,0.0,0.0
