0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,356.0,267.0,92.0,92.0,92.0,0.0,0.0,184.0,184.0,184.0,460.0,460.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,92.0,267.0,267.0,92.0,92.0,92.0,445.0,445.0,267.0,920.0,92.0,0.0,0.0,92.0,994.0,1288.0,89.0,644.0,178.0,178.0,178.0,178.0,178.0,178.0,0.0,0.0,0.0,92.0,92.0,92.0,184.0,184.0,552.0,552.0,1335.0,0.0,1335.0,0.0,0.0,0.0,92.0,92.0,92.0,445.0,445.0,92.0,92.0,356.0,356.0,994.0,994.0,0.0,994.0,994.0,994.0,92.0,92.0,235.0,329.0,74.0,658.0,235.0,92.0,92.0,267.0,267.0,0.0,0.0,128.0,1110.0,148.0,444.0,148.0,92.0,92.0,0.0,0.0,92.0,92.0,92.0,92.0,445.0,267.0
1,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,356.0,267.0,92.0,92.0,92.0,0.0,0.0,184.0,276.0,184.0,460.0,460.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,92.0,267.0,267.0,92.0,92.0,92.0,445.0,445.0,445.0,0.0,92.0,0.0,0.0,0.0,1288.0,1288.0,89.0,0.0,178.0,178.0,178.0,178.0,178.0,178.0,890.0,0.0,0.0,92.0,92.0,92.0,184.0,184.0,552.0,552.0,1335.0,329.0,1335.0,0.0,0.0,0.0,92.0,92.0,92.0,445.0,178.0,92.0,92.0,356.0,356.0,0.0,923.0,552.0,994.0,994.0,0.0,92.0,92.0,296.0,329.0,74.0,658.0,235.0,92.0,92.0,267.0,267.0,0.0,92.0,222.0,1110.0,148.0,444.0,148.0,92.0,92.0,0.0,0.0,92.0,92.0,92.0,92.0,267.0,0.0
2,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,267.0,356.0,267.0,92.0,92.0,92.0,0.0,0.0,184.0,184.0,184.0,460.0,460.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,736.0,0.0,0.0,92.0,92.0,92.0,267.0,267.0,92.0,92.0,92.0,445.0,445.0,445.0,92.0,92.0,0.0,0.0,0.0,1288.0,644.0,89.0,178.0,178.0,0.0,178.0,178.0,178.0,178.0,4.0,0.0,0.0,92.0,92.0,276.0,184.0,184.0,552.0,552.0,1335.0,0.0,1335.0,0.0,0.0,184.0,92.0,92.0,0.0,445.0,445.0,92.0,92.0,356.0,356.0,994.0,994.0,852.0,994.0,994.0,92.0,276.0,92.0,92.0,329.0,74.0,658.0,235.0,92.0,92.0,267.0,267.0,0.0,0.0,0.0,1110.0,1110.0,444.0,148.0,92.0,460.0,0.0,0.0,552.0,92.0,92.0,92.0,0.0,267.0
3,92.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,267.0,356.0,267.0,92.0,552.0,92.0,0.0,0.0,184.0,184.0,184.0,460.0,460.0,92.0,92.0,92.0,0.0,1162.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,92.0,267.0,267.0,92.0,92.0,184.0,445.0,445.0,445.0,184.0,92.0,0.0,92.0,0.0,1288.0,1288.0,89.0,178.0,178.0,178.0,178.0,178.0,0.0,178.0,0.0,184.0,0.0,92.0,0.0,644.0,184.0,184.0,552.0,552.0,1335.0,1335.0,1335.0,0.0,0.0,0.0,92.0,92.0,92.0,445.0,445.0,92.0,92.0,356.0,356.0,0.0,994.0,994.0,0.0,994.0,92.0,92.0,92.0,276.0,329.0,74.0,658.0,658.0,92.0,92.0,255.0,267.0,0.0,0.0,89.0,1110.0,148.0,444.0,148.0,92.0,92.0,0.0,0.0,184.0,92.0,92.0,0.0,267.0,267.0
4,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,267.0,356.0,267.0,92.0,92.0,92.0,0.0,0.0,184.0,184.0,184.0,460.0,460.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,460.0,92.0,92.0,92.0,267.0,267.0,92.0,92.0,92.0,445.0,445.0,445.0,92.0,92.0,0.0,0.0,920.0,1288.0,1288.0,89.0,178.0,178.0,178.0,0.0,0.0,178.0,178.0,368.0,276.0,0.0,92.0,92.0,0.0,184.0,184.0,552.0,552.0,1335.0,1335.0,1335.0,0.0,0.0,0.0,92.0,92.0,92.0,445.0,445.0,0.0,92.0,356.0,356.0,994.0,426.0,994.0,994.0,994.0,92.0,92.0,0.0,0.0,329.0,74.0,160.0,0.0,92.0,92.0,89.0,267.0,0.0,0.0,666.0,1110.0,148.0,0.0,148.0,92.0,92.0,0.0,0.0,1472.0,92.0,460.0,92.0,89.0,267.0
5,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,178.0,356.0,267.0,92.0,92.0,92.0,0.0,0.0,184.0,184.0,184.0,460.0,460.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0,0.0,92.0,92.0,0.0,267.0,267.0,92.0,92.0,92.0,445.0,445.0,0.0,92.0,92.0,0.0,92.0,0.0,0.0,1288.0,89.0,178.0,178.0,1424.0,178.0,89.0,178.0,178.0,0.0,0.0,0.0,92.0,92.0,92.0,184.0,184.0,552.0,552.0,1335.0,1335.0,1335.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0,445.0,92.0,92.0,272.0,356.0,920.0,994.0,994.0,994.0,994.0,368.0,92.0,92.0,235.0,329.0,74.0,658.0,92.0,92.0,92.0,89.0,267.0,0.0,0.0,0.0,1110.0,184.0,444.0,148.0,92.0,92.0,0.0,0.0,0.0,92.0,92.0,92.0,267.0,267.0
6,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,267.0,356.0,267.0,92.0,92.0,92.0,0.0,0.0,184.0,184.0,184.0,460.0,552.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,267.0,267.0,267.0,184.0,92.0,92.0,445.0,267.0,92.0,92.0,92.0,0.0,0.0,0.0,1288.0,644.0,89.0,178.0,178.0,178.0,178.0,178.0,178.0,184.0,0.0,0.0,552.0,92.0,92.0,92.0,184.0,184.0,552.0,0.0,1335.0,1335.0,0.0,0.0,0.0,0.0,92.0,460.0,92.0,445.0,445.0,0.0,92.0,356.0,356.0,852.0,994.0,0.0,222.0,994.0,92.0,92.0,92.0,0.0,329.0,74.0,658.0,92.0,92.0,92.0,89.0,267.0,0.0,0.0,828.0,1110.0,148.0,444.0,148.0,0.0,92.0,0.0,0.0,92.0,92.0,92.0,92.0,267.0,0.0
7,92.0,92.0,92.0,92.0,92.0,0.0,92.0,92.0,267.0,356.0,267.0,92.0,0.0,92.0,0.0,0.0,184.0,92.0,184.0,460.0,460.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,92.0,92.0,267.0,267.0,267.0,92.0,92.0,184.0,445.0,445.0,92.0,92.0,92.0,0.0,0.0,0.0,1288.0,1288.0,89.0,178.0,623.0,178.0,178.0,178.0,178.0,178.0,0.0,0.0,0.0,74.0,92.0,92.0,184.0,184.0,552.0,552.0,1335.0,1335.0,1335.0,0.0,0.0,0.0,92.0,92.0,92.0,445.0,89.0,92.0,92.0,356.0,356.0,994.0,994.0,994.0,994.0,994.0,0.0,92.0,92.0,207.0,329.0,74.0,0.0,92.0,92.0,92.0,89.0,267.0,0.0,0.0,148.0,1110.0,148.0,444.0,148.0,92.0,623.0,0.0,0.0,0.0,92.0,92.0,92.0,267.0,267.0
8,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,267.0,356.0,267.0,92.0,92.0,92.0,0.0,0.0,184.0,0.0,184.0,460.0,460.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,267.0,267.0,267.0,92.0,92.0,92.0,445.0,445.0,92.0,184.0,92.0,0.0,0.0,0.0,1288.0,1288.0,1246.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,184.0,0.0,0.0,0.0,92.0,460.0,276.0,184.0,0.0,552.0,1335.0,1110.0,1335.0,0.0,184.0,0.0,92.0,92.0,92.0,178.0,445.0,368.0,184.0,356.0,356.0,994.0,0.0,994.0,994.0,0.0,92.0,92.0,92.0,154.0,329.0,444.0,658.0,92.0,92.0,0.0,89.0,267.0,0.0,0.0,148.0,1110.0,148.0,444.0,148.0,0.0,267.0,0.0,0.0,0.0,92.0,92.0,92.0,267.0,267.0
9,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,267.0,356.0,267.0,92.0,92.0,92.0,0.0,0.0,184.0,184.0,184.0,460.0,460.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,644.0,0.0,0.0,0.0,92.0,92.0,267.0,267.0,267.0,92.0,92.0,92.0,445.0,445.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,1288.0,1288.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,0.0,0.0,0.0,92.0,92.0,92.0,736.0,184.0,552.0,552.0,1335.0,1335.0,1335.0,0.0,460.0,0.0,92.0,92.0,552.0,445.0,445.0,92.0,92.0,356.0,356.0,994.0,994.0,994.0,994.0,497.0,460.0,0.0,92.0,74.0,329.0,74.0,705.0,0.0,92.0,92.0,89.0,267.0,0.0,0.0,0.0,1110.0,148.0,444.0,148.0,0.0,89.0,0.0,0.0,92.0,0.0,92.0,92.0,89.0,267.0
