,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,92.0,644.0,92.0,267.0,92.0,354.0,92.0,154.0,92.0,531.0,92.0,354.0,92.0,141.0,92.0,531.0,92.0,531.0,92.0,141.0,92.0,141.0,92.0,0.0,92.0,59.0,92.0,118.0,92.0,118.0,92.0,154.0,92.0,154.0,92.0,59.0,92.0,0.0,92.0,0.0,92.0,83.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,531.0,92.0,154.0,92.0,92.0
1,92.0,644.0,92.0,267.0,92.0,354.0,92.0,154.0,92.0,531.0,92.0,354.0,92.0,141.0,92.0,354.0,92.0,531.0,92.0,141.0,92.0,141.0,92.0,0.0,92.0,59.0,92.0,118.0,92.0,118.0,92.0,77.0,92.0,154.0,92.0,59.0,92.0,0.0,92.0,184.0,92.0,83.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,828.0,92.0,531.0,92.0,154.0,92.0,92.0
2,92.0,644.0,92.0,267.0,92.0,354.0,92.0,154.0,92.0,531.0,92.0,354.0,92.0,141.0,92.0,774.0,92.0,531.0,92.0,231.0,92.0,141.0,92.0,184.0,92.0,59.0,92.0,118.0,92.0,118.0,92.0,154.0,92.0,154.0,92.0,177.0,92.0,0.0,92.0,0.0,92.0,83.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,531.0,92.0,154.0,92.0,92.0
3,92.0,644.0,92.0,267.0,92.0,354.0,92.0,154.0,92.0,531.0,92.0,354.0,92.0,141.0,92.0,531.0,92.0,531.0,92.0,141.0,92.0,141.0,92.0,0.0,92.0,59.0,92.0,118.0,92.0,59.0,92.0,154.0,92.0,154.0,92.0,59.0,92.0,0.0,92.0,0.0,92.0,83.0,92.0,736.0,92.0,92.0,92.0,184.0,92.0,92.0,92.0,0.0,92.0,0.0,92.0,92.0
4,92.0,644.0,92.0,267.0,92.0,354.0,92.0,154.0,92.0,531.0,92.0,354.0,92.0,141.0,92.0,531.0,92.0,531.0,92.0,141.0,92.0,141.0,92.0,0.0,92.0,59.0,92.0,118.0,92.0,118.0,92.0,154.0,92.0,154.0,92.0,59.0,92.0,0.0,92.0,0.0,92.0,83.0,92.0,92.0,92.0,0.0,92.0,0.0,92.0,92.0,92.0,0.0,92.0,385.0,92.0,92.0
5,92.0,644.0,92.0,267.0,92.0,354.0,92.0,154.0,92.0,531.0,92.0,295.0,92.0,141.0,92.0,531.0,92.0,531.0,92.0,47.0,92.0,141.0,92.0,0.0,92.0,59.0,92.0,236.0,92.0,826.0,92.0,154.0,92.0,154.0,92.0,59.0,92.0,0.0,92.0,0.0,92.0,83.0,92.0,276.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,531.0,92.0,308.0,92.0,92.0
6,92.0,644.0,92.0,267.0,92.0,354.0,92.0,154.0,92.0,531.0,92.0,354.0,92.0,141.0,92.0,531.0,92.0,354.0,92.0,141.0,92.0,141.0,92.0,0.0,92.0,59.0,92.0,118.0,92.0,118.0,92.0,154.0,92.0,154.0,92.0,923.0,92.0,368.0,92.0,0.0,92.0,83.0,92.0,92.0,92.0,276.0,92.0,92.0,92.0,92.0,92.0,531.0,92.0,154.0,92.0,92.0
7,92.0,644.0,92.0,267.0,92.0,354.0,92.0,154.0,92.0,531.0,92.0,354.0,92.0,141.0,92.0,531.0,92.0,531.0,92.0,141.0,92.0,141.0,92.0,0.0,92.0,59.0,92.0,118.0,92.0,118.0,92.0,154.0,92.0,154.0,92.0,59.0,92.0,0.0,92.0,0.0,92.0,86.0,92.0,92.0,92.0,276.0,92.0,92.0,92.0,92.0,92.0,531.0,92.0,154.0,92.0,0.0
8,92.0,644.0,92.0,623.0,92.0,59.0,92.0,59.0,92.0,354.0,92.0,354.0,92.0,267.0,92.0,531.0,92.0,531.0,92.0,141.0,92.0,141.0,92.0,92.0,92.0,59.0,92.0,0.0,92.0,118.0,92.0,154.0,92.0,154.0,92.0,59.0,92.0,0.0,92.0,0.0,92.0,83.0,92.0,92.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,531.0,92.0,154.0,92.0,184.0
9,92.0,644.0,92.0,623.0,92.0,59.0,92.0,59.0,92.0,354.0,92.0,354.0,92.0,267.0,92.0,531.0,92.0,531.0,92.0,141.0,92.0,141.0,92.0,0.0,92.0,59.0,92.0,118.0,92.0,118.0,92.0,154.0,92.0,154.0,92.0,59.0,92.0,0.0,92.0,0.0,92.0,83.0,92.0,92.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,531.0,92.0,276.0,92.0,92.0
10,92.0,644.0,92.0,623.0,92.0,59.0,92.0,59.0,92.0,354.0,92.0,354.0,92.0,267.0,92.0,531.0,92.0,531.0,92.0,141.0,92.0,141.0,92.0,0.0,92.0,59.0,92.0,0.0,92.0,118.0,92.0,385.0,92.0,154.0,92.0,295.0,92.0,0.0,92.0,0.0,92.0,83.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,184.0,92.0,531.0,92.0,0.0,92.0,460.0
11,92.0,644.0,92.0,623.0,92.0,59.0,92.0,59.0,92.0,354.0,92.0,354.0,92.0,267.0,92.0,531.0,92.0,531.0,92.0,141.0,92.0,141.0,92.0,0.0,92.0,59.0,92.0,0.0,92.0,118.0,92.0,154.0,92.0,154.0,92.0,295.0,92.0,0.0,92.0,0.0,92.0,83.0,92.0,920.0,92.0,552.0,92.0,92.0,92.0,184.0,92.0,531.0,92.0,154.0,92.0,92.0
12,92.0,644.0,92.0,623.0,92.0,59.0,92.0,59.0,92.0,354.0,92.0,354.0,92.0,267.0,92.0,531.0,92.0,531.0,92.0,141.0,92.0,141.0,92.0,0.0,92.0,59.0,92.0,118.0,92.0,118.0,92.0,154.0,92.0,154.0,92.0,59.0,92.0,276.0,92.0,0.0,92.0,747.0,92.0,1472.0,92.0,0.0,92.0,92.0,92.0,92.0,92.0,666.0,92.0,154.0,92.0,276.0
