,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,920.0,0.0,0.0,0.0,1012.0,0.0,296.0,0.0,426.0,0.0,415.0,0.0,130.0,0.0,415.0,0.0,296.0,0.0,296.0,0.0,296.0,0.0,460.0,0.0,426.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,52.0,0.0,130.0,0.0,0.0,0.0,89.0
1,0.0,920.0,0.0,368.0,0.0,1012.0,0.0,296.0,0.0,426.0,0.0,415.0,0.0,130.0,0.0,415.0,0.0,0.0,0.0,296.0,0.0,518.0,0.0,460.0,0.0,426.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,130.0,0.0,0.0,0.0,89.0
2,0.0,920.0,0.0,0.0,0.0,1012.0,0.0,296.0,0.0,426.0,0.0,415.0,0.0,130.0,0.0,415.0,0.0,296.0,0.0,296.0,0.0,296.0,0.0,460.0,0.0,444.0,0.0,130.0,0.0,182.0,0.0,130.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,89.0
3,0.0,920.0,0.0,0.0,0.0,1012.0,0.0,296.0,0.0,426.0,0.0,415.0,0.0,130.0,0.0,415.0,0.0,296.0,0.0,296.0,0.0,296.0,0.0,460.0,0.0,426.0,0.0,130.0,0.0,104.0,0.0,130.0,0.0,52.0,0.0,130.0,0.0,0.0,0.0,89.0
4,0.0,920.0,0.0,0.0,0.0,1012.0,0.0,296.0,0.0,426.0,0.0,415.0,0.0,130.0,0.0,415.0,0.0,296.0,0.0,0.0,0.0,644.0,0.0,460.0,0.0,142.0,0.0,130.0,0.0,130.0,0.0,234.0,0.0,52.0,0.0,130.0,0.0,0.0,0.0,89.0
5,0.0,920.0,0.0,0.0,0.0,1012.0,0.0,296.0,0.0,426.0,0.0,415.0,0.0,130.0,0.0,581.0,0.0,296.0,0.0,296.0,0.0,370.0,0.0,460.0,0.0,426.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,89.0
6,0.0,920.0,0.0,0.0,0.0,1012.0,0.0,296.0,0.0,426.0,0.0,415.0,0.0,130.0,0.0,415.0,0.0,296.0,0.0,296.0,0.0,444.0,0.0,460.0,0.0,426.0,0.0,130.0,0.0,0.0,0.0,130.0,0.0,86.0,0.0,71.0,0.0,368.0,0.0,89.0
7,0.0,920.0,0.0,184.0,0.0,1012.0,0.0,296.0,0.0,426.0,0.0,415.0,0.0,130.0,0.0,83.0,0.0,368.0,0.0,0.0,0.0,296.0,0.0,368.0,0.0,426.0,0.0,130.0,0.0,52.0,0.0,130.0,0.0,52.0,0.0,130.0,0.0,0.0,0.0,0.0
8,0.0,920.0,0.0,0.0,0.0,644.0,0.0,178.0,0.0,92.0,0.0,415.0,0.0,415.0,0.0,0.0,0.0,296.0,0.0,296.0,0.0,148.0,0.0,460.0,0.0,89.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,184.0,0.0,130.0,0.0,276.0,0.0,89.0
9,0.0,920.0,0.0,92.0,0.0,644.0,0.0,178.0,0.0,0.0,0.0,415.0,0.0,415.0,0.0,415.0,0.0,296.0,0.0,296.0,0.0,296.0,0.0,460.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,130.0,0.0,52.0,0.0,130.0,0.0,0.0,0.0,89.0
10,0.0,920.0,0.0,0.0,0.0,644.0,0.0,178.0,0.0,0.0,0.0,415.0,0.0,415.0,0.0,415.0,0.0,296.0,0.0,296.0,0.0,666.0,0.0,460.0,0.0,142.0,0.0,130.0,0.0,130.0,0.0,26.0,0.0,280.0,0.0,130.0,0.0,368.0,0.0,89.0
11,0.0,920.0,0.0,0.0,0.0,644.0,0.0,178.0,0.0,0.0,0.0,415.0,0.0,415.0,0.0,415.0,0.0,296.0,0.0,296.0,0.0,296.0,0.0,460.0,0.0,0.0,0.0,150.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,89.0
12,0.0,920.0,0.0,0.0,0.0,644.0,0.0,178.0,0.0,0.0,0.0,415.0,0.0,415.0,0.0,415.0,0.0,296.0,0.0,296.0,0.0,296.0,0.0,460.0,0.0,426.0,0.0,276.0,0.0,130.0,0.0,0.0,0.0,130.0,0.0,130.0,0.0,460.0,0.0,89.0
13,0.0,920.0,0.0,0.0,0.0,644.0,0.0,178.0,0.0,0.0,0.0,415.0,0.0,415.0,0.0,415.0,0.0,296.0,0.0,296.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,52.0,0.0,130.0,0.0,130.0,0.0,130.0,0.0,0.0,0.0,89.0
