,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,368.0,267.0,368.0,801.0,368.0,74.0,368.0,1196.0,368.0,236.0,368.0,236.0,368.0,740.0,368.0,236.0,368.0,276.0,368.0,92.0,368.0,0.0,368.0,740.0,368.0,740.0,368.0,368.0,368.0,534.0,368.0,59.0,368.0,890.0,368.0,74.0,368.0,368.0,368.0,267.0,368.0,236.0,368.0,92.0
1,368.0,267.0,368.0,801.0,368.0,74.0,368.0,1196.0,368.0,236.0,368.0,236.0,368.0,740.0,368.0,236.0,368.0,368.0,368.0,92.0,368.0,0.0,368.0,740.0,368.0,740.0,368.0,368.0,368.0,534.0,368.0,59.0,368.0,267.0,368.0,74.0,368.0,368.0,368.0,267.0,368.0,118.0,368.0,92.0
2,368.0,267.0,368.0,801.0,368.0,74.0,368.0,1196.0,368.0,236.0,368.0,236.0,368.0,740.0,368.0,236.0,368.0,368.0,368.0,92.0,368.0,0.0,368.0,740.0,368.0,740.0,368.0,368.0,368.0,534.0,368.0,767.0,368.0,267.0,368.0,92.0,368.0,368.0,368.0,267.0,368.0,236.0,368.0,92.0
3,368.0,267.0,368.0,801.0,368.0,74.0,368.0,1196.0,368.0,236.0,368.0,236.0,368.0,740.0,368.0,236.0,368.0,368.0,368.0,92.0,368.0,184.0,368.0,740.0,368.0,740.0,368.0,368.0,368.0,534.0,368.0,59.0,368.0,267.0,368.0,74.0,368.0,368.0,368.0,267.0,368.0,236.0,368.0,92.0
4,368.0,267.0,368.0,801.0,368.0,74.0,368.0,1196.0,368.0,236.0,368.0,0.0,368.0,740.0,368.0,236.0,368.0,368.0,368.0,92.0,368.0,276.0,368.0,740.0,368.0,740.0,368.0,368.0,368.0,534.0,368.0,59.0,368.0,267.0,368.0,74.0,368.0,368.0,368.0,267.0,368.0,236.0,368.0,92.0
5,368.0,267.0,368.0,801.0,368.0,74.0,368.0,1196.0,368.0,236.0,368.0,236.0,368.0,740.0,368.0,236.0,368.0,184.0,368.0,276.0,368.0,178.0,368.0,740.0,368.0,740.0,368.0,430.0,368.0,445.0,368.0,77.0,368.0,267.0,368.0,74.0,368.0,368.0,368.0,267.0,368.0,236.0,368.0,92.0
6,368.0,267.0,368.0,801.0,368.0,74.0,368.0,1196.0,368.0,236.0,368.0,236.0,368.0,740.0,368.0,236.0,368.0,368.0,368.0,92.0,368.0,0.0,368.0,740.0,368.0,740.0,368.0,368.0,368.0,534.0,368.0,59.0,368.0,267.0,368.0,74.0,368.0,16.0,368.0,267.0,368.0,248.0,368.0,92.0
7,368.0,267.0,368.0,801.0,368.0,74.0,368.0,1196.0,368.0,236.0,368.0,236.0,368.0,740.0,368.0,236.0,368.0,368.0,368.0,92.0,368.0,0.0,368.0,148.0,368.0,740.0,368.0,368.0,368.0,534.0,368.0,59.0,368.0,356.0,368.0,74.0,368.0,368.0,368.0,267.0,368.0,236.0,368.0,92.0
8,368.0,267.0,368.0,801.0,368.0,552.0,368.0,828.0,368.0,368.0,368.0,472.0,368.0,888.0,368.0,236.0,368.0,368.0,368.0,92.0,368.0,0.0,368.0,740.0,368.0,740.0,368.0,368.0,368.0,534.0,368.0,59.0,368.0,267.0,368.0,74.0,368.0,0.0,368.0,267.0,368.0,236.0,368.0,92.0
9,368.0,267.0,368.0,801.0,368.0,368.0,368.0,1104.0,368.0,368.0,368.0,236.0,368.0,888.0,368.0,236.0,368.0,368.0,368.0,92.0,368.0,0.0,368.0,740.0,368.0,666.0,368.0,368.0,368.0,178.0,368.0,59.0,368.0,267.0,368.0,74.0,368.0,184.0,368.0,267.0,368.0,236.0,368.0,92.0
10,368.0,267.0,368.0,801.0,368.0,368.0,368.0,1104.0,368.0,368.0,368.0,472.0,368.0,888.0,368.0,177.0,368.0,368.0,368.0,92.0,368.0,0.0,368.0,740.0,368.0,370.0,368.0,368.0,368.0,534.0,368.0,413.0,368.0,267.0,368.0,74.0,368.0,368.0,368.0,267.0,368.0,236.0,368.0,92.0
11,368.0,267.0,368.0,801.0,368.0,368.0,368.0,1104.0,368.0,368.0,368.0,236.0,368.0,888.0,368.0,236.0,368.0,368.0,368.0,276.0,368.0,0.0,368.0,740.0,368.0,740.0,368.0,368.0,368.0,534.0,368.0,267.0,368.0,267.0,368.0,74.0,368.0,368.0,368.0,267.0,368.0,236.0,368.0,92.0
12,368.0,267.0,368.0,801.0,368.0,368.0,368.0,1104.0,368.0,368.0,368.0,236.0,368.0,888.0,368.0,177.0,368.0,368.0,368.0,74.0,368.0,184.0,368.0,740.0,368.0,740.0,368.0,368.0,368.0,534.0,368.0,118.0,368.0,267.0,368.0,74.0,368.0,368.0,368.0,178.0,368.0,236.0,368.0,92.0
