0,3.0,3.0,3.0,24.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,39.0,36.0,6.0,14.0,6.0,9.0,0.0,0.0,6.0,9.0,39.0,26.0,21.0,21.0,17.0,17.0,0.0,3.0,18.0,8.0,9.0,11.0,0.0,0.0,6.0,53.0,53.0,0.0,0.0,26.0,9.0,12.0,0.0,24.0,3.0,36.0,0.0,3.0,6.0,53.0,26.0,26.0,3.0,3.0,17.0,3.0,47.0,6.0,24.0,30.0,0.0,0.0,26.0,53.0,24.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,18.0,36.0,27.0,6.0,26.0,0.0,9.0,21.0,26.0,18.0,18.0,17.0,17.0,17.0,18.0,6.0,8.0,8.0,21.0,0.0,3.0,0.0,3.0,53.0,0.0,9.0,3.0,0.0,27.0,9.0,6.0,0.0,15.0
1,3.0,9.0,3.0,3.0,6.0,3.0,0.0,3.0,3.0,6.0,0.0,3.0,3.0,32.0,6.0,36.0,36.0,9.0,24.0,9.0,6.0,24.0,26.0,27.0,3.0,33.0,17.0,17.0,47.0,0.0,45.0,8.0,15.0,11.0,8.0,15.0,53.0,53.0,53.0,42.0,0.0,3.0,12.0,3.0,21.0,12.0,18.0,36.0,27.0,27.0,27.0,3.0,9.0,8.0,0.0,3.0,18.0,0.0,47.0,15.0,0.0,3.0,3.0,0.0,47.0,53.0,53.0,0.0,0.0,3.0,3.0,3.0,3.0,30.0,0.0,0.0,0.0,29.0,15.0,0.0,9.0,26.0,26.0,6.0,0.0,17.0,17.0,3.0,47.0,15.0,8.0,42.0,3.0,3.0,6.0,24.0,9.0,39.0,12.0,0.0,3.0,3.0,3.0,3.0,0.0,12.0,24.0
2,3.0,21.0,3.0,3.0,3.0,24.0,0.0,0.0,15.0,6.0,12.0,3.0,42.0,6.0,6.0,33.0,36.0,15.0,41.0,9.0,0.0,36.0,26.0,26.0,30.0,3.0,17.0,17.0,47.0,36.0,24.0,8.0,3.0,11.0,0.0,0.0,9.0,53.0,0.0,21.0,0.0,0.0,6.0,9.0,9.0,24.0,0.0,42.0,9.0,3.0,0.0,3.0,26.0,26.0,0.0,3.0,0.0,12.0,47.0,24.0,8.0,18.0,12.0,0.0,33.0,0.0,50.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,6.0,36.0,36.0,3.0,0.0,36.0,9.0,26.0,26.0,3.0,15.0,18.0,17.0,17.0,6.0,47.0,8.0,6.0,3.0,3.0,0.0,0.0,0.0,12.0,18.0,0.0,3.0,3.0,3.0,0.0,3.0,15.0,53.0
3,3.0,15.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,42.0,3.0,3.0,29.0,3.0,0.0,21.0,47.0,3.0,3.0,9.0,6.0,0.0,26.0,26.0,0.0,3.0,17.0,12.0,47.0,0.0,42.0,8.0,6.0,11.0,0.0,0.0,6.0,53.0,53.0,0.0,0.0,3.0,3.0,3.0,0.0,18.0,21.0,36.0,6.0,3.0,36.0,15.0,26.0,9.0,39.0,3.0,6.0,17.0,47.0,15.0,45.0,35.0,23.0,0.0,17.0,0.0,53.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,50.0,36.0,21.0,3.0,9.0,9.0,0.0,0.0,45.0,3.0,3.0,17.0,17.0,17.0,3.0,0.0,8.0,8.0,3.0,0.0,33.0,0.0,3.0,53.0,0.0,6.0,8.0,3.0,3.0,18.0,6.0,12.0,3.0
4,3.0,0.0,45.0,9.0,3.0,3.0,0.0,3.0,3.0,18.0,3.0,3.0,9.0,6.0,6.0,18.0,0.0,3.0,12.0,0.0,50.0,26.0,26.0,26.0,0.0,3.0,17.0,21.0,47.0,3.0,8.0,8.0,0.0,26.0,0.0,30.0,18.0,21.0,3.0,0.0,0.0,42.0,0.0,12.0,0.0,24.0,39.0,36.0,26.0,3.0,39.0,53.0,32.0,26.0,3.0,3.0,17.0,17.0,47.0,47.0,8.0,3.0,18.0,26.0,15.0,53.0,53.0,0.0,0.0,3.0,39.0,0.0,3.0,0.0,6.0,36.0,36.0,0.0,15.0,24.0,9.0,12.0,35.0,18.0,3.0,17.0,17.0,0.0,30.0,0.0,3.0,8.0,3.0,0.0,8.0,0.0,12.0,53.0,0.0,0.0,0.0,3.0,3.0,18.0,42.0,0.0,0.0
5,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,6.0,12.0,3.0,3.0,6.0,6.0,36.0,36.0,3.0,3.0,0.0,24.0,39.0,26.0,26.0,9.0,50.0,17.0,17.0,47.0,47.0,8.0,8.0,3.0,3.0,0.0,0.0,38.0,9.0,27.0,8.0,18.0,21.0,3.0,24.0,3.0,24.0,0.0,36.0,3.0,24.0,53.0,0.0,33.0,26.0,3.0,6.0,12.0,33.0,47.0,47.0,8.0,35.0,15.0,0.0,39.0,33.0,36.0,8.0,0.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,36.0,3.0,18.0,41.0,6.0,0.0,26.0,3.0,42.0,50.0,17.0,47.0,0.0,6.0,20.0,27.0,3.0,15.0,0.0,0.0,0.0,53.0,0.0,0.0,3.0,6.0,3.0,12.0,9.0,3.0,21.0
6,3.0,6.0,3.0,29.0,24.0,14.0,0.0,3.0,3.0,0.0,3.0,3.0,18.0,6.0,18.0,36.0,36.0,42.0,12.0,27.0,6.0,26.0,26.0,26.0,42.0,3.0,33.0,17.0,24.0,0.0,21.0,8.0,33.0,42.0,0.0,0.0,53.0,0.0,44.0,24.0,15.0,0.0,41.0,27.0,6.0,24.0,33.0,0.0,3.0,3.0,12.0,8.0,26.0,26.0,18.0,45.0,17.0,36.0,47.0,47.0,0.0,3.0,3.0,0.0,15.0,45.0,0.0,0.0,0.0,0.0,45.0,3.0,24.0,6.0,30.0,15.0,3.0,3.0,24.0,17.0,0.0,26.0,26.0,3.0,24.0,17.0,17.0,47.0,47.0,47.0,11.0,8.0,53.0,6.0,0.0,50.0,0.0,53.0,45.0,15.0,3.0,0.0,45.0,3.0,0.0,15.0,39.0
7,3.0,3.0,3.0,3.0,12.0,36.0,0.0,3.0,6.0,15.0,21.0,3.0,6.0,6.0,6.0,36.0,0.0,3.0,3.0,30.0,3.0,26.0,27.0,26.0,6.0,3.0,26.0,0.0,3.0,39.0,27.0,8.0,3.0,3.0,0.0,0.0,3.0,53.0,53.0,45.0,0.0,3.0,0.0,3.0,0.0,45.0,36.0,9.0,3.0,3.0,9.0,24.0,6.0,36.0,3.0,9.0,0.0,0.0,0.0,36.0,53.0,3.0,3.0,38.0,0.0,15.0,24.0,0.0,0.0,3.0,9.0,0.0,30.0,0.0,6.0,36.0,9.0,15.0,6.0,0.0,9.0,0.0,26.0,3.0,3.0,17.0,17.0,27.0,3.0,24.0,8.0,8.0,0.0,0.0,0.0,0.0,6.0,53.0,0.0,0.0,0.0,3.0,3.0,17.0,6.0,6.0,0.0
8,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,21.0,53.0,36.0,6.0,6.0,36.0,36.0,18.0,30.0,9.0,9.0,47.0,36.0,27.0,3.0,3.0,17.0,17.0,47.0,39.0,30.0,8.0,3.0,3.0,0.0,0.0,53.0,27.0,3.0,0.0,0.0,18.0,23.0,30.0,6.0,24.0,15.0,36.0,3.0,3.0,36.0,3.0,26.0,26.0,3.0,0.0,30.0,39.0,9.0,0.0,8.0,0.0,3.0,12.0,0.0,53.0,53.0,9.0,39.0,3.0,24.0,18.0,3.0,6.0,0.0,36.0,0.0,3.0,36.0,17.0,9.0,45.0,27.0,24.0,3.0,0.0,45.0,47.0,47.0,0.0,0.0,45.0,3.0,50.0,0.0,0.0,0.0,53.0,32.0,21.0,3.0,3.0,3.0,0.0,6.0,3.0,0.0
9,3.0,3.0,30.0,3.0,3.0,29.0,0.0,3.0,6.0,21.0,0.0,3.0,15.0,6.0,6.0,36.0,12.0,3.0,9.0,9.0,9.0,18.0,47.0,26.0,27.0,3.0,17.0,3.0,47.0,47.0,27.0,41.0,3.0,35.0,0.0,0.0,53.0,24.0,8.0,0.0,0.0,36.0,3.0,3.0,42.0,45.0,15.0,36.0,3.0,0.0,36.0,26.0,33.0,26.0,26.0,0.0,17.0,17.0,3.0,27.0,27.0,3.0,21.0,0.0,0.0,53.0,42.0,0.0,45.0,6.0,3.0,24.0,3.0,6.0,6.0,36.0,18.0,3.0,9.0,0.0,9.0,26.0,26.0,3.0,3.0,45.0,17.0,47.0,15.0,36.0,8.0,8.0,3.0,0.0,21.0,36.0,6.0,53.0,0.0,0.0,3.0,0.0,3.0,15.0,0.0,39.0,18.0
