,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,63.0,16.0,63.0,61.0,63.0,12.0,63.0,39.0,63.0,31.0,63.0,61.0,63.0,24.0,63.0,61.0,63.0,28.0,63.0,61.0,63.0,61.0,63.0,61.0,63.0,89.0,63.0,89.0,63.0,133.0,63.0,25.0,63.0,125.0,63.0,6.0,63.0,34.0,63.0,95.0,63.0,84.0,63.0,17.0,63.0,45.0,63.0,90.0,63.0,5.0
1,61.0,16.0,61.0,40.0,61.0,12.0,61.0,39.0,61.0,31.0,61.0,22.0,61.0,24.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,89.0,61.0,89.0,61.0,133.0,61.0,25.0,61.0,125.0,61.0,6.0,61.0,102.0,61.0,95.0,61.0,84.0,61.0,17.0,61.0,17.0,61.0,64.0,61.0,25.0
2,61.0,16.0,61.0,61.0,61.0,12.0,61.0,39.0,61.0,31.0,61.0,61.0,61.0,24.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,37.0,61.0,89.0,61.0,89.0,61.0,133.0,61.0,25.0,61.0,125.0,61.0,47.0,61.0,90.0,61.0,95.0,61.0,84.0,61.0,17.0,61.0,45.0,61.0,80.0,61.0,49.0
3,61.0,16.0,61.0,61.0,61.0,12.0,61.0,39.0,61.0,31.0,61.0,61.0,61.0,24.0,61.0,14.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,89.0,61.0,89.0,61.0,133.0,61.0,25.0,61.0,125.0,61.0,6.0,61.0,90.0,61.0,95.0,61.0,84.0,61.0,30.0,61.0,12.0,61.0,90.0,61.0,54.0
4,61.0,16.0,61.0,61.0,61.0,12.0,61.0,39.0,61.0,31.0,61.0,61.0,61.0,24.0,61.0,61.0,61.0,57.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,89.0,61.0,40.0,61.0,133.0,61.0,25.0,61.0,125.0,61.0,6.0,61.0,90.0,61.0,95.0,61.0,84.0,61.0,17.0,61.0,49.0,61.0,70.0,61.0,0.0
5,61.0,16.0,61.0,26.0,61.0,12.0,61.0,39.0,61.0,31.0,61.0,49.0,61.0,24.0,61.0,2.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,89.0,61.0,65.0,61.0,133.0,61.0,25.0,61.0,125.0,61.0,6.0,61.0,90.0,61.0,95.0,61.0,84.0,61.0,80.0,61.0,49.0,61.0,18.0,61.0,0.0
6,61.0,16.0,61.0,61.0,61.0,12.0,61.0,39.0,61.0,31.0,61.0,61.0,61.0,24.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,89.0,61.0,89.0,61.0,133.0,61.0,25.0,61.0,125.0,61.0,13.0,61.0,9.0,61.0,34.0,61.0,84.0,61.0,0.0,61.0,49.0,61.0,112.0,61.0,22.0
7,61.0,16.0,61.0,61.0,61.0,12.0,61.0,39.0,61.0,31.0,61.0,61.0,61.0,24.0,61.0,61.0,61.0,7.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,69.0,61.0,89.0,61.0,133.0,61.0,25.0,61.0,125.0,61.0,6.0,61.0,90.0,61.0,10.0,61.0,84.0,61.0,18.0,61.0,49.0,61.0,90.0,61.0,25.0
8,61.0,16.0,61.0,61.0,61.0,61.0,61.0,90.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,71.0,61.0,61.0,61.0,89.0,61.0,89.0,61.0,22.0,61.0,45.0,61.0,125.0,61.0,6.0,61.0,90.0,61.0,95.0,61.0,84.0,61.0,68.0,61.0,49.0,61.0,0.0,61.0,40.0
9,61.0,16.0,61.0,61.0,61.0,66.0,61.0,90.0,61.0,16.0,61.0,20.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,31.0,61.0,61.0,61.0,61.0,61.0,89.0,61.0,89.0,61.0,22.0,61.0,125.0,61.0,70.0,61.0,24.0,61.0,90.0,61.0,95.0,61.0,14.0,61.0,17.0,61.0,49.0,61.0,5.0,61.0,9.0
