,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.0,1068.0,0.0,890.0,0.0,148.0,0.0,83.0,0.0,592.0,0.0,148.0,0.0,296.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,370.0,0.0,592.0,0.0,592.0,0.0,0.0,0.0,89.0
1,0.0,1068.0,0.0,890.0,0.0,148.0,0.0,83.0,0.0,592.0,0.0,148.0,0.0,296.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,664.0,0.0,184.0,0.0,296.0,0.0,592.0,0.0,592.0,0.0,552.0,0.0,89.0
2,0.0,1068.0,0.0,890.0,0.0,148.0,0.0,83.0,0.0,592.0,0.0,148.0,0.0,296.0,0.0,74.0,0.0,172.0,0.0,276.0,0.0,664.0,0.0,0.0,0.0,296.0,0.0,296.0,0.0,592.0,0.0,0.0,0.0,89.0
3,0.0,1068.0,0.0,890.0,0.0,148.0,0.0,83.0,0.0,592.0,0.0,184.0,0.0,296.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,664.0,0.0,0.0,0.0,296.0,0.0,592.0,0.0,592.0,0.0,0.0,0.0,0.0
4,0.0,1068.0,0.0,890.0,0.0,148.0,0.0,83.0,0.0,592.0,0.0,148.0,0.0,296.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,592.0,0.0,592.0,0.0,0.0,0.0,89.0
5,0.0,1068.0,0.0,890.0,0.0,148.0,0.0,83.0,0.0,592.0,0.0,148.0,0.0,296.0,0.0,148.0,0.0,0.0,0.0,83.0,0.0,664.0,0.0,0.0,0.0,296.0,0.0,592.0,0.0,592.0,0.0,0.0,0.0,89.0
6,0.0,1068.0,0.0,890.0,0.0,148.0,0.0,83.0,0.0,592.0,0.0,148.0,0.0,296.0,0.0,148.0,0.0,148.0,0.0,0.0,0.0,664.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,592.0,0.0,0.0,0.0,89.0
7,0.0,1068.0,0.0,890.0,0.0,148.0,0.0,83.0,0.0,592.0,0.0,148.0,0.0,296.0,0.0,148.0,0.0,148.0,0.0,249.0,0.0,664.0,0.0,0.0,0.0,148.0,0.0,592.0,0.0,592.0,0.0,1012.0,0.0,89.0
8,0.0,1068.0,0.0,890.0,0.0,178.0,0.0,0.0,0.0,148.0,0.0,148.0,0.0,148.0,0.0,148.0,0.0,148.0,0.0,86.0,0.0,664.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,592.0,0.0,0.0,0.0,89.0
9,0.0,1068.0,0.0,890.0,0.0,178.0,0.0,460.0,0.0,148.0,0.0,148.0,0.0,148.0,0.0,148.0,0.0,148.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,592.0,0.0,592.0,0.0,0.0,0.0,89.0
