,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
11,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,89.0,552.0,552.0,552.0,267.0,552.0,0.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,0.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,25.0,552.0,70.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,890.0,552.0,0.0,552.0,15.0,552.0,15.0,552.0,15.0,552.0,1012.0,552.0,0.0,552.0,30.0,552.0,45.0,552.0,124.0,552.0,
12,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,472.0,552.0,534.0,552.0,413.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,276.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,623.0,552.0,12.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,178.0,552.0,426.0,552.0,25.0,552.0,30.0,552.0,25.0,552.0,644.0,552.0,890.0,552.0,460.0,552.0,204.0,552.0,0.0,552.0,15.0,552.0,1012.0,552.0,30.0,552.0,30.0,552.0,178.0,552.0,0.0,552.0,
13,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,644.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,184.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,0.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,150.0,552.0,12.0,552.0,12.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,92.0,552.0,0.0,552.0,1704.0,552.0,0.0,552.0,0.0,552.0,12.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,890.0,552.0,20.0,552.0,15.0,552.0,0.0,552.0,15.0,552.0,1380.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,92.0,552.0,
14,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,0.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,92.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,50.0,552.0,156.0,552.0,90.0,552.0,304.0,552.0,50.0,552.0,30.0,552.0,30.0,552.0,80.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,115.0,552.0,148.0,552.0,30.0,552.0,890.0,552.0,20.0,552.0,220.0,552.0,15.0,552.0,92.0,552.0,184.0,552.0,30.0,552.0,0.0,552.0,102.0,552.0,0.0,552.0,
15,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,590.0,552.0,413.0,552.0,0.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,368.0,552.0,0.0,552.0,0.0,552.0,390.0,552.0,15.0,552.0,30.0,552.0,0.0,552.0,0.0,552.0,10.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,890.0,552.0,180.0,552.0,220.0,552.0,15.0,552.0,15.0,552.0,1012.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,752.0,552.0,
16,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,828.0,552.0,552.0,552.0,552.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,6.0,552.0,12.0,552.0,30.0,552.0,848.0,552.0,276.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,444.0,552.0,246.0,552.0,0.0,552.0,30.0,552.0,0.0,552.0,148.0,552.0,890.0,552.0,814.0,552.0,220.0,552.0,1150.0,552.0,15.0,552.0,1012.0,552.0,30.0,552.0,28.0,552.0,712.0,552.0,10.0,552.0,
17,552.0,1196.0,552.0,1196.0,552.0,0.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,296.0,552.0,413.0,552.0,177.0,552.0,552.0,552.0,552.0,552.0,184.0,552.0,296.0,552.0,1258.0,552.0,296.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,35.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,460.0,552.0,0.0,552.0,1155.0,552.0,30.0,552.0,246.0,552.0,30.0,552.0,267.0,552.0,0.0,552.0,0.0,552.0,890.0,552.0,2.0,552.0,80.0,552.0,15.0,552.0,15.0,552.0,1012.0,552.0,920.0,552.0,30.0,552.0,25.0,552.0,10.0,552.0,
18,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,16.0,552.0,12.0,552.0,12.0,552.0,0.0,552.0,0.0,552.0,6.0,552.0,30.0,552.0,455.0,552.0,455.0,552.0,0.0,552.0,30.0,552.0,25.0,552.0,462.0,552.0,372.0,552.0,890.0,552.0,30.0,552.0,890.0,552.0,120.0,552.0,220.0,552.0,5.0,552.0,460.0,552.0,1012.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,10.0,552.0,
19,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,236.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,354.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,0.0,552.0,296.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,30.0,552.0,1628.0,552.0,30.0,552.0,0.0,552.0,0.0,552.0,15.0,552.0,0.0,552.0,30.0,552.0,77.0,552.0,30.0,552.0,890.0,552.0,30.0,552.0,30.0,552.0,890.0,552.0,20.0,552.0,220.0,552.0,15.0,552.0,15.0,552.0,1012.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,460.0,552.0,
20,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,118.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,12.0,552.0,8.0,552.0,30.0,552.0,5.0,552.0,1200.0,552.0,30.0,552.0,23.0,552.0,174.0,552.0,0.0,552.0,30.0,552.0,0.0,552.0,5.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,890.0,552.0,0.0,552.0,220.0,552.0,15.0,552.0,15.0,552.0,1012.0,552.0,0.0,552.0,0.0,552.0,30.0,552.0,25.0,552.0,
21,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,231.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,92.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,52.0,552.0,14.0,552.0,15.0,552.0,30.0,552.0,25.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,552.0,552.0,184.0,552.0,0.0,552.0,30.0,552.0,0.0,552.0,300.0,552.0,890.0,552.0,20.0,552.0,220.0,552.0,5.0,552.0,15.0,552.0,1012.0,552.0,30.0,552.0,15.0,552.0,30.0,552.0,10.0,552.0,
22,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,89.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,177.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,426.0,552.0,296.0,552.0,518.0,552.0,296.0,552.0,4.0,552.0,12.0,552.0,12.0,552.0,30.0,552.0,455.0,552.0,0.0,552.0,568.0,552.0,25.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,10.0,552.0,30.0,552.0,0.0,552.0,35.0,552.0,30.0,552.0,890.0,552.0,20.0,552.0,220.0,552.0,276.0,552.0,5.0,552.0,1012.0,552.0,30.0,552.0,296.0,552.0,30.0,552.0,0.0,552.0,
23,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,178.0,552.0,12.0,552.0,12.0,552.0,14.0,552.0,35.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,0.0,552.0,0.0,552.0,60.0,552.0,30.0,552.0,946.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,890.0,552.0,20.0,552.0,220.0,552.0,15.0,552.0,15.0,552.0,1012.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,
24,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,472.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,368.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,12.0,552.0,16.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,0.0,552.0,0.0,552.0,45.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,0.0,552.0,0.0,552.0,30.0,552.0,890.0,552.0,222.0,552.0,220.0,552.0,15.0,552.0,15.0,552.0,1012.0,552.0,35.0,552.0,300.0,552.0,30.0,552.0,10.0,552.0,
25,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,15.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,89.0,552.0,245.0,552.0,30.0,552.0,1335.0,552.0,142.0,552.0,220.0,552.0,200.0,552.0,15.0,552.0,498.0,552.0,30.0,552.0,178.0,552.0,30.0,552.0,0.0,552.0,
26,552.0,1196.0,552.0,368.0,552.0,178.0,552.0,712.0,552.0,534.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,1110.0,552.0,1288.0,552.0,296.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,0.0,552.0,5.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,0.0,552.0,0.0,552.0,30.0,552.0,962.0,552.0,0.0,552.0,0.0,552.0,30.0,552.0,801.0,552.0,500.0,552.0,220.0,552.0,444.0,552.0,15.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,10.0,552.0,
27,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,184.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,828.0,552.0,1472.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,30.0,552.0,25.0,552.0,30.0,552.0,30.0,552.0,1207.0,552.0,30.0,552.0,1380.0,552.0,55.0,552.0,172.0,552.0,10.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,890.0,552.0,500.0,552.0,220.0,552.0,10.0,552.0,15.0,552.0,516.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,50.0,552.0,
28,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,368.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,118.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,460.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,0.0,552.0,0.0,552.0,0.0,552.0,518.0,552.0,30.0,552.0,2.0,552.0,688.0,552.0,0.0,552.0,55.0,552.0,30.0,552.0,0.0,552.0,92.0,552.0,30.0,552.0,890.0,552.0,500.0,552.0,444.0,552.0,25.0,552.0,15.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,25.0,552.0,
29,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,801.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,296.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,148.0,552.0,5.0,552.0,5.0,552.0,30.0,552.0,30.0,552.0,445.0,552.0,416.0,552.0,2.0,552.0,200.0,552.0,30.0,552.0,178.0,552.0,500.0,552.0,160.0,552.0,52.0,552.0,15.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,
30,552.0,1196.0,552.0,1196.0,552.0,623.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,649.0,552.0,413.0,552.0,460.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,444.0,552.0,296.0,552.0,0.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,0.0,552.0,30.0,552.0,40.0,552.0,0.0,552.0,35.0,552.0,344.0,552.0,920.0,552.0,0.0,552.0,15.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,890.0,552.0,500.0,552.0,160.0,552.0,920.0,552.0,15.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,0.0,552.0,5.0,552.0,
31,552.0,1196.0,552.0,1196.0,552.0,89.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,295.0,552.0,413.0,552.0,413.0,552.0,354.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,368.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,45.0,552.0,50.0,552.0,184.0,552.0,90.0,552.0,156.0,552.0,460.0,552.0,166.0,552.0,534.0,552.0,644.0,552.0,30.0,552.0,8.0,552.0,258.0,552.0,30.0,552.0,890.0,552.0,500.0,552.0,160.0,552.0,10.0,552.0,15.0,552.0,0.0,552.0,0.0,552.0,30.0,552.0,552.0,552.0,10.0,552.0,
32,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,472.0,552.0,236.0,552.0,552.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,184.0,552.0,552.0,552.0,148.0,552.0,296.0,552.0,178.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,30.0,552.0,15.0,552.0,30.0,552.0,38.0,552.0,30.0,552.0,30.0,552.0,156.0,552.0,0.0,552.0,30.0,552.0,90.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,890.0,552.0,500.0,552.0,328.0,552.0,15.0,552.0,15.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,10.0,552.0,
33,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,370.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,552.0,552.0,472.0,552.0,0.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,296.0,552.0,296.0,552.0,178.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,30.0,552.0,276.0,552.0,30.0,552.0,0.0,552.0,102.0,552.0,30.0,552.0,75.0,552.0,0.0,552.0,35.0,552.0,25.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,890.0,552.0,500.0,552.0,160.0,552.0,15.0,552.0,15.0,552.0,92.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,148.0,552.0,
34,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,177.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,0.0,552.0,472.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,736.0,552.0,814.0,552.0,296.0,552.0,178.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,30.0,552.0,30.0,552.0,10.0,552.0,30.0,552.0,30.0,552.0,552.0,552.0,30.0,552.0,10.0,552.0,53.0,552.0,25.0,552.0,4.0,552.0,30.0,552.0,30.0,552.0,890.0,552.0,500.0,552.0,160.0,552.0,6.0,552.0,0.0,552.0,92.0,552.0,20.0,552.0,100.0,552.0,0.0,552.0,30.0,552.0,
35,552.0,1196.0,552.0,1196.0,552.0,178.0,552.0,178.0,552.0,552.0,552.0,267.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,413.0,552.0,552.0,552.0,640.0,552.0,472.0,552.0,552.0,552.0,552.0,552.0,920.0,552.0,356.0,552.0,296.0,552.0,178.0,552.0,12.0,552.0,12.0,552.0,12.0,552.0,128.0,552.0,6.0,552.0,30.0,552.0,442.0,552.0,0.0,552.0,164.0,552.0,276.0,552.0,30.0,552.0,0.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,30.0,552.0,890.0,552.0,500.0,552.0,118.0,552.0,0.0,552.0,15.0,552.0,460.0,552.0,30.0,552.0,30.0,552.0,156.0,552.0,10.0,552.0,
