,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
20,828.0,801.0,828.0,920.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,0.0,828.0,234.0,828.0,234.0,828.0,888.0,828.0,888.0,828.0,74.0,828.0,828.0,828.0,184.0,828.0,644.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,276.0,828.0,276.0,828.0,534.0,828.0,258.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,0.0,828.0,6.0,828.0,2.0,828.0,30.0,828.0,2.0,828.0,2.0,828.0,368.0,828.0,24.0,828.0,2.0,828.0,0.0,828.0,445.0,828.0,208.0,828.0,22.0,828.0,187.0,828.0,198.0,828.0,11.0,828.0,11.0,828.0,888.0,828.0,11.0,828.0,0.0,828.0,276.0,828.0,0.0,828.0,0.0,828.0,0.0
21,828.0,801.0,828.0,828.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,276.0,828.0,234.0,828.0,234.0,828.0,888.0,828.0,888.0,828.0,888.0,828.0,828.0,828.0,184.0,828.0,184.0,828.0,296.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,276.0,828.0,276.0,828.0,534.0,828.0,2.0,828.0,2.0,828.0,12.0,828.0,150.0,828.0,2.0,828.0,4.0,828.0,0.0,828.0,0.0,828.0,332.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,34.0,828.0,445.0,828.0,0.0,828.0,18.0,828.0,187.0,828.0,0.0,828.0,11.0,828.0,11.0,828.0,888.0,828.0,11.0,828.0,30.0,828.0,0.0,828.0,884.0,828.0,0.0,828.0,0.0
22,828.0,801.0,828.0,828.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,828.0,828.0,234.0,828.0,234.0,828.0,888.0,828.0,888.0,828.0,356.0,828.0,828.0,828.0,184.0,828.0,184.0,828.0,207.0,828.0,923.0,828.0,71.0,828.0,639.0,828.0,276.0,828.0,276.0,828.0,534.0,828.0,0.0,828.0,6.0,828.0,0.0,828.0,368.0,828.0,92.0,828.0,77.0,828.0,0.0,828.0,2.0,828.0,148.0,828.0,4.0,828.0,0.0,828.0,0.0,828.0,2.0,828.0,2.0,828.0,445.0,828.0,22.0,828.0,14.0,828.0,187.0,828.0,11.0,828.0,1050.0,828.0,11.0,828.0,888.0,828.0,11.0,828.0,497.0,828.0,0.0,828.0,50.0,828.0,0.0,828.0,15.0
23,828.0,801.0,828.0,0.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,828.0,828.0,234.0,828.0,234.0,828.0,888.0,828.0,740.0,828.0,888.0,828.0,828.0,828.0,184.0,828.0,184.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,276.0,828.0,276.0,828.0,356.0,828.0,245.0,828.0,6.0,828.0,2.0,828.0,0.0,828.0,0.0,828.0,2.0,828.0,4.0,828.0,8.0,828.0,0.0,828.0,2.0,828.0,0.0,828.0,962.0,828.0,2.0,828.0,2.0,828.0,148.0,828.0,22.0,828.0,0.0,828.0,22.0,828.0,11.0,828.0,11.0,828.0,11.0,828.0,249.0,828.0,22.0,828.0,0.0,828.0,0.0,828.0,308.0,828.0,0.0,828.0,0.0
24,828.0,801.0,828.0,828.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,828.0,828.0,234.0,828.0,234.0,828.0,888.0,828.0,888.0,828.0,888.0,828.0,828.0,828.0,184.0,828.0,184.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,276.0,828.0,276.0,828.0,534.0,828.0,22.0,828.0,2.0,828.0,24.0,828.0,2.0,828.0,2.0,828.0,11.0,828.0,20.0,828.0,2.0,828.0,6.0,828.0,2.0,828.0,2.0,828.0,32.0,828.0,2.0,828.0,2.0,828.0,92.0,828.0,22.0,828.0,22.0,828.0,22.0,828.0,100.0,828.0,0.0,828.0,11.0,828.0,11.0,828.0,11.0,828.0,10.0,828.0,145.0,828.0,35.0,828.0,0.0,828.0,8.0
25,828.0,801.0,828.0,828.0,828.0,801.0,828.0,534.0,828.0,801.0,828.0,828.0,828.0,234.0,828.0,234.0,828.0,888.0,828.0,888.0,828.0,888.0,828.0,828.0,828.0,184.0,828.0,184.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,142.0,828.0,276.0,828.0,276.0,828.0,534.0,828.0,22.0,828.0,424.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,11.0,828.0,18.0,828.0,0.0,828.0,14.0,828.0,0.0,828.0,276.0,828.0,10.0,828.0,2.0,828.0,2.0,828.0,445.0,828.0,22.0,828.0,22.0,828.0,22.0,828.0,22.0,828.0,11.0,828.0,0.0,828.0,0.0,828.0,11.0,828.0,0.0,828.0,71.0,828.0,0.0,828.0,0.0,828.0,0.0
26,828.0,801.0,828.0,828.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,828.0,828.0,234.0,828.0,666.0,828.0,888.0,828.0,888.0,828.0,888.0,828.0,828.0,828.0,184.0,828.0,184.0,828.0,639.0,828.0,639.0,828.0,142.0,828.0,213.0,828.0,276.0,828.0,276.0,828.0,534.0,828.0,22.0,828.0,52.0,828.0,828.0,828.0,142.0,828.0,0.0,828.0,11.0,828.0,0.0,828.0,26.0,828.0,184.0,828.0,231.0,828.0,8.0,828.0,184.0,828.0,2.0,828.0,220.0,828.0,979.0,828.0,138.0,828.0,22.0,828.0,22.0,828.0,33.0,828.0,0.0,828.0,11.0,828.0,11.0,828.0,11.0,828.0,25.0,828.0,0.0,828.0,0.0,828.0,65.0,828.0,0.0
27,828.0,801.0,828.0,828.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,828.0,828.0,234.0,828.0,234.0,828.0,368.0,828.0,517.0,828.0,888.0,828.0,828.0,828.0,276.0,828.0,736.0,828.0,71.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,0.0,828.0,276.0,828.0,534.0,828.0,22.0,828.0,2.0,828.0,0.0,828.0,4.0,828.0,116.0,828.0,11.0,828.0,0.0,828.0,0.0,828.0,2.0,828.0,0.0,828.0,444.0,828.0,210.0,828.0,2.0,828.0,2.0,828.0,1335.0,828.0,22.0,828.0,182.0,828.0,22.0,828.0,11.0,828.0,66.0,828.0,11.0,828.0,0.0,828.0,11.0,828.0,318.0,828.0,50.0,828.0,5.0,828.0,0.0,828.0,0.0
28,828.0,801.0,828.0,828.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,828.0,828.0,234.0,828.0,234.0,828.0,888.0,828.0,0.0,828.0,888.0,828.0,828.0,828.0,276.0,828.0,736.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,276.0,828.0,276.0,828.0,534.0,828.0,22.0,828.0,2.0,828.0,2.0,828.0,946.0,828.0,4.0,828.0,11.0,828.0,8.0,828.0,92.0,828.0,0.0,828.0,184.0,828.0,0.0,828.0,0.0,828.0,2.0,828.0,2.0,828.0,623.0,828.0,249.0,828.0,814.0,828.0,22.0,828.0,0.0,828.0,92.0,828.0,11.0,828.0,22.0,828.0,22.0,828.0,460.0,828.0,348.0,828.0,65.0,828.0,0.0,828.0,0.0
29,828.0,801.0,828.0,828.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,828.0,828.0,234.0,828.0,234.0,828.0,888.0,828.0,888.0,828.0,888.0,828.0,184.0,828.0,276.0,828.0,1840.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,276.0,828.0,276.0,828.0,534.0,828.0,22.0,828.0,160.0,828.0,0.0,828.0,2.0,828.0,370.0,828.0,11.0,828.0,2.0,828.0,979.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,0.0,828.0,92.0,828.0,89.0,828.0,22.0,828.0,22.0,828.0,22.0,828.0,2.0,828.0,11.0,828.0,11.0,828.0,11.0,828.0,11.0,828.0,736.0,828.0,0.0,828.0,4.0,828.0,0.0,828.0,0.0
30,828.0,801.0,828.0,828.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,828.0,828.0,234.0,828.0,234.0,828.0,888.0,828.0,0.0,828.0,888.0,828.0,828.0,828.0,276.0,828.0,184.0,828.0,639.0,828.0,497.0,828.0,639.0,828.0,639.0,828.0,276.0,828.0,276.0,828.0,534.0,828.0,22.0,828.0,2.0,828.0,0.0,828.0,6.0,828.0,145.0,828.0,11.0,828.0,2.0,828.0,338.0,828.0,0.0,828.0,598.0,828.0,8.0,828.0,10.0,828.0,6.0,828.0,2.0,828.0,368.0,828.0,1012.0,828.0,22.0,828.0,890.0,828.0,22.0,828.0,0.0,828.0,11.0,828.0,11.0,828.0,11.0,828.0,78.0,828.0,0.0,828.0,145.0,828.0,0.0,828.0,0.0
31,828.0,801.0,828.0,828.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,828.0,828.0,234.0,828.0,234.0,828.0,888.0,828.0,888.0,828.0,888.0,828.0,828.0,828.0,276.0,828.0,184.0,828.0,370.0,828.0,568.0,828.0,0.0,828.0,639.0,828.0,552.0,828.0,276.0,828.0,534.0,828.0,22.0,828.0,65.0,828.0,184.0,828.0,20.0,828.0,2.0,828.0,11.0,828.0,2.0,828.0,4.0,828.0,92.0,828.0,2.0,828.0,100.0,828.0,552.0,828.0,2.0,828.0,2.0,828.0,979.0,828.0,22.0,828.0,22.0,828.0,22.0,828.0,8.0,828.0,11.0,828.0,11.0,828.0,11.0,828.0,11.0,828.0,0.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,0.0
32,828.0,801.0,828.0,828.0,828.0,801.0,828.0,801.0,828.0,801.0,828.0,1012.0,828.0,234.0,828.0,234.0,828.0,888.0,828.0,888.0,828.0,888.0,828.0,828.0,828.0,276.0,828.0,184.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,639.0,828.0,276.0,828.0,276.0,828.0,534.0,828.0,22.0,828.0,828.0,828.0,0.0,828.0,6.0,828.0,2.0,828.0,11.0,828.0,222.0,828.0,0.0,828.0,2.0,828.0,600.0,828.0,544.0,828.0,1513.0,828.0,14.0,828.0,2.0,828.0,356.0,828.0,368.0,828.0,22.0,828.0,22.0,828.0,50.0,828.0,11.0,828.0,11.0,828.0,11.0,828.0,11.0,828.0,0.0,828.0,10.0,828.0,0.0,828.0,0.0,828.0,0.0
