,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.0,89.0,0.0,184.0,0.0,592.0,0.0,828.0,0.0,100.0,0.0,0.0,0.0,296.0,0.0,592.0,0.0,296.0,0.0,296.0,0.0,0.0,0.0,100.0,0.0,184.0,0.0,100.0,0.0,184.0,0.0,828.0,0.0,736.0
1,0.0,89.0,0.0,184.0,0.0,592.0,0.0,828.0,0.0,100.0,0.0,0.0,0.0,296.0,0.0,592.0,0.0,296.0,0.0,296.0,0.0,267.0,0.0,0.0,0.0,82.0,0.0,100.0,0.0,184.0,0.0,847.0,0.0,460.0
2,0.0,89.0,0.0,184.0,0.0,592.0,0.0,828.0,0.0,100.0,0.0,0.0,0.0,296.0,0.0,592.0,0.0,234.0,0.0,296.0,0.0,712.0,0.0,623.0,0.0,150.0,0.0,100.0,0.0,184.0,0.0,276.0,0.0,460.0
3,0.0,89.0,0.0,184.0,0.0,592.0,0.0,828.0,0.0,100.0,0.0,368.0,0.0,296.0,0.0,592.0,0.0,296.0,0.0,296.0,0.0,712.0,0.0,94.0,0.0,250.0,0.0,0.0,0.0,184.0,0.0,828.0,0.0,460.0
4,0.0,89.0,0.0,184.0,0.0,592.0,0.0,828.0,0.0,100.0,0.0,0.0,0.0,296.0,0.0,592.0,0.0,296.0,0.0,296.0,0.0,712.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,184.0,0.0,828.0,0.0,460.0
5,0.0,89.0,0.0,368.0,0.0,592.0,0.0,828.0,0.0,100.0,0.0,0.0,0.0,296.0,0.0,592.0,0.0,296.0,0.0,148.0,0.0,712.0,0.0,0.0,0.0,200.0,0.0,100.0,0.0,184.0,0.0,828.0,0.0,460.0
6,0.0,89.0,0.0,184.0,0.0,592.0,0.0,828.0,0.0,100.0,0.0,0.0,0.0,296.0,0.0,592.0,0.0,0.0,0.0,296.0,0.0,712.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,184.0,0.0,644.0,0.0,460.0
7,0.0,89.0,0.0,184.0,0.0,592.0,0.0,828.0,0.0,100.0,0.0,0.0,0.0,296.0,0.0,592.0,0.0,296.0,0.0,296.0,0.0,712.0,0.0,445.0,0.0,100.0,0.0,100.0,0.0,184.0,0.0,644.0,0.0,460.0
8,0.0,89.0,0.0,184.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,592.0,0.0,296.0,0.0,296.0,0.0,890.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,276.0,0.0,276.0,0.0,0.0
9,0.0,89.0,0.0,184.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,86.0,0.0,592.0,0.0,592.0,0.0,296.0,0.0,148.0,0.0,712.0,0.0,100.0,0.0,0.0,0.0,400.0,0.0,184.0,0.0,644.0,0.0,460.0
