,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,48.0,0.0,7.0,0.0,13.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,36.0,0.0,18.0,0.0,84.0,0.0,48.0,0.0,48.0,0.0,2.0
1,0.0,48.0,0.0,7.0,0.0,13.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,36.0,0.0,18.0,0.0,84.0,0.0,48.0,0.0,48.0,0.0,3.0
2,0.0,48.0,0.0,7.0,0.0,13.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,36.0,0.0,18.0,0.0,84.0,0.0,32.0,0.0,48.0,0.0,3.0
3,0.0,48.0,0.0,7.0,0.0,13.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,36.0,0.0,18.0,0.0,84.0,0.0,48.0,0.0,48.0,0.0,4.0
4,0.0,48.0,0.0,7.0,0.0,13.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,36.0,0.0,18.0,0.0,81.0,0.0,48.0,0.0,41.0,0.0,1.0
5,0.0,48.0,0.0,0.0,0.0,13.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,36.0,0.0,18.0,0.0,84.0,0.0,48.0,0.0,48.0,0.0,4.0
6,0.0,48.0,0.0,7.0,0.0,13.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,36.0,0.0,18.0,0.0,84.0,0.0,48.0,0.0,48.0,0.0,3.0
7,0.0,48.0,0.0,7.0,0.0,13.0,0.0,60.0,0.0,26.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,84.0,0.0,48.0,0.0,48.0,0.0,3.0
8,0.0,48.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,18.0,0.0,0.0,0.0,78.0,0.0,18.0,0.0,0.0,0.0,62.0,0.0,48.0,0.0,3.0
9,0.0,48.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,18.0,0.0,0.0,0.0,78.0,0.0,18.0,0.0,84.0,0.0,48.0,0.0,28.0,0.0,3.0
10,0.0,48.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,20.0,0.0,0.0,0.0,78.0,0.0,18.0,0.0,84.0,0.0,48.0,0.0,48.0,0.0,3.0
11,0.0,48.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,18.0,0.0,0.0,0.0,78.0,0.0,18.0,0.0,84.0,0.0,48.0,0.0,48.0,0.0,3.0
12,0.0,48.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,18.0,0.0,0.0,0.0,78.0,0.0,18.0,0.0,84.0,0.0,48.0,0.0,48.0,0.0,3.0
