,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,63.0,13.0,63.0,74.0,63.0,5.0,63.0,26.0,63.0,41.0,63.0,61.0,63.0,80.0,63.0,61.0,63.0,61.0,63.0,61.0,63.0,131.0,63.0,61.0,63.0,43.0,63.0,27.0,63.0,2.0,63.0,89.0,63.0,89.0,63.0,37.0,63.0,13.0,63.0,132.0,63.0,91.0,63.0,91.0,63.0,74.0
1,61.0,13.0,61.0,74.0,61.0,5.0,61.0,26.0,61.0,41.0,61.0,61.0,61.0,80.0,61.0,61.0,61.0,93.0,61.0,61.0,61.0,131.0,61.0,61.0,61.0,61.0,61.0,88.0,61.0,48.0,61.0,89.0,61.0,89.0,61.0,37.0,61.0,13.0,61.0,132.0,61.0,91.0,61.0,19.0,61.0,74.0
2,61.0,13.0,61.0,74.0,61.0,5.0,61.0,26.0,61.0,41.0,61.0,61.0,61.0,80.0,61.0,61.0,61.0,34.0,61.0,61.0,61.0,131.0,61.0,61.0,61.0,61.0,61.0,88.0,61.0,1.0,61.0,89.0,61.0,89.0,61.0,37.0,61.0,13.0,61.0,59.0,61.0,91.0,61.0,91.0,61.0,74.0
3,61.0,13.0,61.0,74.0,61.0,5.0,61.0,26.0,61.0,41.0,61.0,61.0,61.0,80.0,61.0,61.0,61.0,63.0,61.0,61.0,61.0,131.0,61.0,61.0,61.0,61.0,61.0,88.0,61.0,1.0,61.0,89.0,61.0,49.0,61.0,37.0,61.0,13.0,61.0,132.0,61.0,119.0,61.0,91.0,61.0,74.0
4,61.0,13.0,61.0,74.0,61.0,5.0,61.0,26.0,61.0,41.0,61.0,61.0,61.0,80.0,61.0,29.0,61.0,61.0,61.0,61.0,61.0,131.0,61.0,61.0,61.0,61.0,61.0,88.0,61.0,1.0,61.0,20.0,61.0,60.0,61.0,51.0,61.0,13.0,61.0,132.0,61.0,76.0,61.0,21.0,61.0,74.0
5,61.0,13.0,61.0,74.0,61.0,5.0,61.0,26.0,61.0,41.0,61.0,61.0,61.0,80.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,131.0,61.0,61.0,61.0,61.0,61.0,6.0,61.0,1.0,61.0,89.0,61.0,89.0,61.0,88.0,61.0,13.0,61.0,93.0,61.0,91.0,61.0,91.0,61.0,74.0
6,61.0,13.0,61.0,74.0,61.0,5.0,61.0,26.0,61.0,41.0,61.0,61.0,61.0,80.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,131.0,61.0,61.0,61.0,61.0,61.0,88.0,61.0,88.0,61.0,31.0,61.0,89.0,61.0,37.0,61.0,13.0,61.0,132.0,61.0,91.0,61.0,5.0,61.0,74.0
7,61.0,13.0,61.0,74.0,61.0,5.0,61.0,26.0,61.0,41.0,61.0,61.0,61.0,80.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,131.0,61.0,61.0,61.0,61.0,61.0,88.0,61.0,1.0,61.0,89.0,61.0,71.0,61.0,6.0,61.0,13.0,61.0,132.0,61.0,91.0,61.0,91.0,61.0,74.0
8,61.0,13.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,131.0,61.0,13.0,61.0,61.0,61.0,88.0,61.0,1.0,61.0,89.0,61.0,89.0,61.0,37.0,61.0,13.0,61.0,132.0,61.0,78.0,61.0,91.0,61.0,74.0
9,61.0,13.0,61.0,71.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,106.0,61.0,88.0,61.0,1.0,61.0,40.0,61.0,89.0,61.0,32.0,61.0,38.0,61.0,132.0,61.0,72.0,61.0,91.0,61.0,74.0
10,61.0,13.0,61.0,13.0,61.0,3.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,4.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,88.0,61.0,61.0,61.0,89.0,61.0,89.0,61.0,37.0,61.0,13.0,61.0,16.0,61.0,91.0,61.0,27.0,61.0,74.0
11,61.0,13.0,61.0,13.0,61.0,61.0,61.0,32.0,61.0,61.0,61.0,85.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,17.0,61.0,36.0,61.0,89.0,61.0,111.0,61.0,37.0,61.0,13.0,61.0,132.0,61.0,91.0,61.0,91.0,61.0,74.0
12,61.0,13.0,61.0,13.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,88.0,61.0,1.0,61.0,89.0,61.0,89.0,61.0,37.0,61.0,13.0,61.0,132.0,61.0,74.0,61.0,91.0,61.0,74.0
13,61.0,13.0,61.0,13.0,61.0,31.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,36.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,19.0,61.0,88.0,61.0,91.0,61.0,89.0,61.0,89.0,61.0,37.0,61.0,13.0,61.0,132.0,61.0,91.0,61.0,91.0,61.0,31.0
14,61.0,13.0,61.0,13.0,61.0,63.0,61.0,61.0,61.0,106.0,61.0,61.0,61.0,61.0,61.0,8.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,1.0,61.0,61.0,61.0,88.0,61.0,91.0,61.0,89.0,61.0,89.0,61.0,37.0,61.0,39.0,61.0,132.0,61.0,91.0,61.0,28.0,61.0,74.0
15,61.0,13.0,61.0,13.0,61.0,63.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,34.0,61.0,61.0,61.0,61.0,61.0,13.0,61.0,25.0,61.0,91.0,61.0,89.0,61.0,55.0,61.0,37.0,61.0,13.0,61.0,132.0,61.0,91.0,61.0,91.0,61.0,8.0
16,61.0,13.0,61.0,13.0,61.0,63.0,61.0,54.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,8.0,61.0,91.0,61.0,89.0,61.0,89.0,61.0,37.0,61.0,13.0,61.0,132.0,61.0,91.0,61.0,132.0,61.0,74.0
17,61.0,13.0,61.0,13.0,61.0,63.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,76.0,61.0,11.0,61.0,114.0,61.0,34.0,61.0,61.0,61.0,61.0,61.0,88.0,61.0,91.0,61.0,89.0,61.0,89.0,61.0,37.0,61.0,13.0,61.0,132.0,61.0,91.0,61.0,60.0,61.0,74.0
18,61.0,13.0,61.0,13.0,61.0,63.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,13.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,23.0,61.0,61.0,61.0,61.0,61.0,88.0,61.0,91.0,61.0,89.0,61.0,89.0,61.0,37.0,61.0,13.0,61.0,132.0,61.0,75.0,61.0,77.0,61.0,74.0
